na_item,co_nco,sector,finpos,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
F,NCO,S121,LIAB,PC_GDP,BG	32.1 	71.6 	41.7 	32.0 	43.2 	42.8 	39.6 	37.2 	38.0 	40.4 	37.0 	36.8 	39.2 	36.4 	35.1 	34.4 	32.7 	37.5 	34.8 	39.0 	45.1 	50.5 	40.7 
F,NCO,S121,LIAB,PC_GDP,CY	6.3 	6.3 	7.2 	15.2 	12.2 	11.8 	14.5 	15.4 	16.8 	17.1 	32.0 	37.1 	31.6 	60.7 	86.0 	69.4 	87.0 	30.5 	29.3 	39.6 	55.8 	62.2 	73.3 
F,NCO,S121,LIAB,PC_GDP,CZ	26.1 	20.4 	21.2 	22.6 	23.5 	22.3 	21.1 	30.3 	28.4 	27.3 	30.3 	26.3 	24.5 	22.8 	24.3 	25.0 	23.8 	24.8 	28.8 	28.8 	34.4 	44.9 	: 
F,NCO,S121,LIAB,PC_GDP,DE	9.3 	9.5 	9.4 	9.2 	10.4 	10.4 	9.2 	9.3 	10.5 	11.5 	12.8 	13.5 	16.9 	21.3 	20.6 	21.5 	26.0 	32.2 	25.0 	22.5 	29.5 	40.1 	49.0 
F,NCO,S121,LIAB,PC_GDP,DK	14.6 	16.0 	18.0 	15.5 	22.8 	15.0 	19.4 	23.2 	22.4 	22.2 	24.8 	21.8 	24.5 	36.4 	31.9 	26.6 	30.5 	33.1 	29.5 	28.1 	24.3 	25.3 	24.8 
F,NCO,S121,LIAB,PC_GDP,EE	16.0 	14.3 	15.3 	14.4 	16.3 	16.2 	13.6 	12.6 	12.8 	13.8 	14.8 	15.8 	13.9 	17.2 	19.7 	14.0 	19.2 	23.7 	22.4 	30.1 	32.6 	31.4 	35.1 
F,NCO,S121,LIAB,PC_GDP,EL	36.1 	32.1 	22.8 	24.0 	25.8 	22.4 	20.0 	20.8 	18.3 	14.8 	15.7 	15.7 	18.0 	28.8 	35.6 	59.9 	79.2 	80.4 	59.3 	56.1 	90.6 	79.4 	68.7 
F,NCO,S121,LIAB,PC_GDP,ES	18.6 	19.0 	18.6 	17.7 	19.3 	17.9 	13.4 	13.0 	13.5 	13.0 	13.6 	13.9 	16.4 	18.9 	20.4 	19.0 	33.4 	53.1 	37.4 	34.9 	41.4 	51.9 	59.6 
F,NCO,S121,LIAB,PC_GDP,FI	11.5 	7.8 	6.0 	5.4 	7.7 	5.4 	6.1 	9.0 	9.1 	9.3 	9.6 	9.3 	10.2 	13.3 	17.8 	22.9 	47.8 	48.4 	22.6 	20.7 	24.2 	33.7 	47.0 
F,NCO,S121,LIAB,PC_GDP,FR	7.1 	6.7 	6.9 	8.0 	10.0 	8.4 	8.2 	9.5 	9.6 	10.1 	11.7 	12.4 	18.3 	27.0 	25.8 	23.7 	34.1 	34.6 	25.4 	26.2 	31.8 	37.2 	45.1 
F,NCO,S121,LIAB,PC_GDP,HR	: 	: 	: 	: 	: 	: 	20.5 	20.2 	22.2 	20.1 	22.1 	23.3 	22.7 	19.5 	23.1 	24.2 	25.6 	25.9 	30.0 	29.6 	31.2 	30.7 	35.1 
F,NCO,S121,LIAB,PC_GDP,HU	90.5 	69.5 	56.5 	51.2 	49.8 	45.0 	35.3 	22.5 	20.2 	17.0 	19.2 	18.4 	17.0 	25.8 	32.8 	36.0 	42.7 	35.8 	36.7 	37.6 	32.4 	26.7 	22.8 
F,NCO,S121,LIAB,PC_GDP,IE	: 	: 	: 	: 	: 	: 	19.0 	15.3 	18.9 	18.0 	19.3 	21.8 	27.1 	61.8 	73.1 	121.3 	102.4 	78.0 	57.7 	41.3 	29.6 	30.2 	30.1 
F,NCO,S121,LIAB,PC_GDP,IT	14.2 	12.7 	13.7 	10.0 	12.4 	10.4 	8.2 	8.8 	7.9 	8.5 	8.9 	10.1 	10.9 	11.9 	13.8 	14.1 	25.5 	30.2 	29.3 	26.9 	29.2 	39.0 	47.4 
F,NCO,S121,LIAB,PC_GDP,LT	13.6 	11.1 	11.1 	13.8 	12.1 	12.0 	13.5 	15.5 	17.7 	14.8 	15.7 	18.7 	18.5 	14.4 	17.7 	19.0 	21.3 	19.9 	17.6 	22.2 	30.4 	37.2 	44.7 
F,NCO,S121,LIAB,PC_GDP,LU	: 	: 	: 	: 	72.2 	90.6 	76.8 	99.3 	105.8 	124.0 	145.5 	154.5 	158.3 	264.3 	208.2 	198.1 	294.4 	273.2 	254.1 	232.7 	304.1 	378.6 	375.0 
F,NCO,S121,LIAB,PC_GDP,LV	15.1 	15.7 	16.1 	15.6 	16.3 	14.8 	16.8 	15.9 	14.9 	15.9 	16.4 	20.7 	17.9 	20.0 	26.2 	32.6 	24.8 	26.6 	25.8 	33.9 	45.5 	58.5 	64.3 
F,NCO,S121,LIAB,PC_GDP,MT	44.7 e	44.6 e	43.1 e	42.3 e	46.0 e	40.7 e	41.5 e	45.7 e	47.4 e	42.0 	42.1 	41.9 	41.4 	41.6 	49.7 	49.9 	47.9 	46.4 	45.3 	51.4 	45.1 	51.3 	73.4 
F,NCO,S121,LIAB,PC_GDP,NL	13.2 	13.1 	11.0 	10.4 	10.7 	9.7 	8.3 	9.2 	9.8 	10.4 	11.5 	11.6 	16.6 	17.8 	21.0 	20.9 	41.1 	39.2 	24.3 	20.9 	30.7 	41.2 	42.2 p
F,NCO,S121,LIAB,PC_GDP,PL	15.7 	16.3 	16.8 	18.9 	17.5 	15.2 	14.4 	12.9 	11.6 	10.8 	13.3 	13.2 	14.5 	14.3 	16.1 	17.4 	17.4 	18.9 	19.1 	18.7 	18.2 	23.0 	19.8 
F,NCO,S121,LIAB,PC_GDP,PT	22.9 	20.5 	19.9 	17.9 	20.0 	19.2 	18.2 	18.1 	18.9 	18.9 	21.8 	18.6 	21.0 	27.2 	34.5 	54.3 	60.7 	69.2 	63.7 	59.4 	63.0 	71.7 	76.9 
F,NCO,S121,LIAB,PC_GDP,RO	39.6 e	29.0 e	15.4 e	12.5 	12.8 	12.5 	12.5 	14.1 	13.1 	18.7 	22.9 	27.1 	23.3 	21.5 	26.9 	30.0 	30.2 	28.9 	25.6 	23.9 	22.9 	23.4 	21.8 
F,NCO,S121,LIAB,PC_GDP,SE	14.3 	11.6 	9.9 	10.0 	10.2 	9.8 	9.5 	7.8 	7.0 	6.6 	7.2 	6.4 	6.4 	20.4 	21.5 	9.3 	9.5 	9.4 	11.4 	12.8 	15.8 	19.3 	19.0 
F,NCO,S121,LIAB,PC_GDP,SI	11.3 	11.7 	17.2 	16.2 	15.9 	16.6 	21.0 	26.9 	26.0 	23.6 	23.5 	17.0 	23.0 	23.6 	26.5 	22.5 	26.6 	33.5 	28.4 	27.6 	25.2 	30.3 	32.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,AT	221.8 	226.7 	229.1 	236.5 	252.0 	257.9 	260.4 	249.6 	261.6 	279.2 	305.5 	308.0 	324.7 	379.0 	361.7 	345.9 	339.6 	320.8 	298.3 	276.5 	264.0 	252.2 	248.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,BE	277.0 	291.3 	287.6 	288.7 	294.0 	266.6 	279.6 	267.4 	280.3 	297.5 	336.8 	346.1 	378.2 	344.0 	318.5 	289.2 	293.7 	265.5 	251.6 	253.8 	253.2 	262.6 	265.5 
F,NCO,S121_S122_S123,LIAB,PC_GDP,BG	127.0 	211.1 	78.6 	59.4 	74.2 	81.0 	79.3 	76.8 	86.2 	104.3 	117.5 	147.9 	164.5 	138.4 	139.7 	129.3 	123.7 	133.6 	135.5 	135.4 	137.2 	143.3 	131.7 
F,NCO,S121_S122_S123,LIAB,PC_GDP,CY	243.7 	272.0 	278.7 	294.0 	398.5 	324.1 	336.3 	310.1 	323.4 	351.9 	456.8 	549.3 	636.0 	698.5 	874.8 	793.3 	756.0 	716.9 	512.1 	494.6 	482.8 	447.6 	406.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,CZ	125.2 	118.1 	127.0 	121.3 	123.6 	119.1 	112.1 	114.4 	112.3 	109.0 	115.1 	112.8 	119.4 	121.6 	127.4 	128.2 	131.5 	134.3 	149.0 	146.0 	149.8 	166.2 	: 
F,NCO,S121_S122_S123,LIAB,PC_GDP,DE	230.6 	248.6 	269.2 	293.6 	311.3 	325.8 	337.2 	342.3 	346.0 	353.7 	366.1 	364.3 	378.7 	396.1 	366.7 	336.1 	330.4 	327.8 	289.8 	284.1 	275.1 	279.5 	278.6 
F,NCO,S121_S122_S123,LIAB,PC_GDP,DK	209.4 	217.7 	234.1 	254.6 	253.6 	248.3 	266.8 	278.2 	295.1 	303.5 	342.3 	357.4 	396.3 	414.5 	435.9 	424.1 	414.8 	414.6 	406.6 	401.6 	370.5 	380.9 	377.1 
F,NCO,S121_S122_S123,LIAB,PC_GDP,EE	52.6 	62.3 	84.8 	65.5 	76.7 	84.2 	84.6 	92.7 	101.9 	130.0 	142.5 	134.5 	144.6 	155.0 	166.7 	148.5 	131.2 	132.8 	129.7 	139.5 	145.8 	146.1 	143.9 
F,NCO,S121_S122_S123,LIAB,PC_GDP,EL	131.5 	131.2 	126.5 	135.3 	164.9 	164.6 	153.0 	146.5 	146.6 	146.8 	163.9 	174.4 	205.2 	211.9 	237.2 	271.9 	286.6 	301.8 	259.1 	240.2 	285.4 	238.2 	199.5 
F,NCO,S121_S122_S123,LIAB,PC_GDP,ES	182.7 	184.4 	190.6 	189.7 	201.0 	200.2 	198.3 	193.7 	205.8 	216.5 	247.8 	265.0 	290.5 	301.3 	322.6 	315.5 	341.6 	372.1 	325.1 	309.6 	292.0 	286.3 	290.2 
F,NCO,S121_S122_S123,LIAB,PC_GDP,FI	129.4 	120.7 	120.3 	109.7 	116.2 	106.1 	121.3 	124.8 	138.7 	149.3 	159.6 	167.8 	175.1 	217.3 	241.7 	285.7 	374.3 	349.0 	281.6 	300.7 	286.8 	285.1 	247.0 
F,NCO,S121_S122_S123,LIAB,PC_GDP,FR	238.3 	239.8 	247.3 	240.6 	264.2 	258.6 	265.2 	266.7 	271.1 	287.3 	315.9 	341.4 	373.5 	393.7 	394.2 	390.8 	421.3 	414.0 	401.4 	412.8 	411.5 	418.2 	423.0 
F,NCO,S121_S122_S123,LIAB,PC_GDP,HR	: 	: 	: 	: 	: 	: 	97.6 	105.0 	113.1 	118.2 	120.5 	138.4 	148.7 	127.6 	142.4 	147.1 	149.2 	148.7 	151.2 	151.1 	148.5 	146.6 	145.6 
F,NCO,S121_S122_S123,LIAB,PC_GDP,HU	154.1 	134.9 	123.6 	118.1 	117.9 	112.9 	101.3 	90.5 	98.8 	103.4 	114.7 	125.3 	131.7 	148.2 	165.8 	163.4 	165.6 	146.7 	141.5 	137.2 	129.0 	124.9 	119.3 
F,NCO,S121_S122_S123,LIAB,PC_GDP,IE	: 	: 	: 	: 	: 	: 	465.1 	482.4 	539.7 	618.1 	724.0 	835.2 	886.6 	995.8 	1035.0 	1021.0 	828.7 	702.4 	614.1 	592.7 	428.9 	422.9 	387.9 
F,NCO,S121_S122_S123,LIAB,PC_GDP,IT	128.9 	131.3 	140.8 	148.9 	160.2 	170.8 	154.9 	159.2 	171.0 	176.6 	193.4 	221.8 	217.3 	216.3 	234.1 	231.5 	248.4 	269.6 	259.0 	253.8 	249.8 	252.1 	256.1 
F,NCO,S121_S122_S123,LIAB,PC_GDP,LT	37.6 	32.2 	33.7 	37.8 	38.7 	40.5 	44.0 	47.6 	55.9 	61.7 	80.5 	92.2 	101.7 	94.0 	112.9 	109.9 	99.2 	91.9 	85.2 	90.9 	95.2 	106.6 	112.2 
F,NCO,S121_S122_S123,LIAB,PC_GDP,LU	: 	: 	: 	: 	3270.4 	3222.4 	3675.6 	3346.3 	3253.0 	3171.1 	3363.8 	3181.4 	3283.5 	3651.9 	3267.0 	2844.5 	2845.1 	2448.1 	2220.4 	2170.8 	2233.8 	2372.7 	2253.9 
F,NCO,S121_S122_S123,LIAB,PC_GDP,LV	44.4 	51.0 	64.0 	57.8 	62.4 	73.7 	81.8 	90.7 	99.2 	116.1 	130.4 	152.1 	152.8 	151.7 	175.8 	187.5 	156.6 	149.8 	149.7 	161.0 	173.1 	173.5 	166.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,MT	212.4 e	235.6 e	260.3 e	324.9 e	378.6 e	373.3 e	355.1 e	387.9 e	421.8 e	461.8 	556.2 	614.9 	714.4 	738.5 	727.3 	809.1 	794.3 	786.5 	702.0 	679.3 	546.8 	522.2 	513.0 
F,NCO,S121_S122_S123,LIAB,PC_GDP,NL	182.7 	193.1 	204.5 	229.3 	231.4 	232.2 	245.2 	253.3 	267.6 	283.7 	309.5 	324.7 	353.7 	325.5 	340.8 	348.3 	378.0 	376.6 	332.6 	336.3 	345.9 	352.8 	333.8 p
F,NCO,S121_S122_S123,LIAB,PC_GDP,PL	52.5 	55.2 	58.0 	69.1 	72.6 	72.0 	74.2 	69.0 	69.8 	72.8 	80.3 	89.0 	93.7 	98.4 	98.1 	103.0 	101.9 	104.9 	108.9 	111.0 	106.9 	114.4 	110.1 
F,NCO,S121_S122_S123,LIAB,PC_GDP,PT	174.1 	185.0 	202.5 	209.6 	229.5 	234.7 	236.7 	231.9 	242.8 	231.1 	238.0 	249.3 	264.0 	278.7 	311.5 	344.2 	362.2 	378.1 	345.8 	304.2 	286.4 	280.1 	274.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,RO	97.4 e	77.2 e	46.6 e	45.3 	42.3 	39.5 	41.5 	45.5 	43.7 	56.5 	69.7 	78.5 	85.2 	75.0 	90.9 	95.8 	94.2 	89.3 	82.1 	78.9 	76.2 	74.9 	71.7 
F,NCO,S121_S122_S123,LIAB,PC_GDP,SE	178.2 	180.5 	185.9 	195.0 	187.1 	200.8 	198.1 	190.9 	195.9 	212.3 	235.9 	251.2 	260.3 	311.0 	322.4 	291.6 	293.2 	300.3 	314.3 	328.1 	310.5 	323.4 	329.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,SI	68.9 	72.3 	78.9 	80.2 	81.3 	87.8 	98.9 	107.7 	108.4 	108.6 	122.0 	122.9 	143.5 	148.2 	169.0 	161.4 	158.6 	160.5 	139.4 	130.1 	121.0 	122.0 	120.8 
F,NCO,S121_S122_S123,LIAB,PC_GDP,SK	191.8 	186.6 	174.2 	163.2 	162.6 	152.8 	152.3 	141.2 	132.4 	126.1 	133.7 	104.7 	117.0 	120.5 	120.7 	114.5 	108.7 	103.2 	101.7 	108.2 	115.1 	121.4 	137.2 
F,NCO,S121_S122_S123,LIAB,PC_GDP,UK	235.8 	232.8 	263.1 	269.6 	265.8 	292.2 	307.8 	313.8 	342.4 	456.3 	505.4 	534.8 	611.0 	989.9 	784.5 	768.6 	832.4 	762.8 	641.5 	619.0 	549.4 	592.8 	555.4 
F,NCO,S122_S123,LIAB,PC_GDP,AT	208.1 	212.1 	214.2 	222.3 	235.6 	242.3 	247.3 	236.5 	247.9 	264.3 	285.7 	287.4 	302.5 	350.3 	337.3 	318.3 	307.0 	286.2 	267.5 	248.2 	232.7 	217.5 	209.5 
F,NCO,S122_S123,LIAB,PC_GDP,BE	266.0 	279.9 	276.1 	278.0 	277.1 	252.6 	268.0 	253.8 	263.3 	277.5 	314.3 	320.9 	345.4 	300.5 	289.2 	268.5 	259.8 	237.0 	231.6 	234.8 	231.4 	231.5 	225.8 
F,NCO,S122_S123,LIAB,PC_GDP,BG	94.9 	139.5 	36.9 	27.4 	31.0 	38.2 	39.7 	39.6 	48.2 	63.9 	80.5 	111.1 	125.3 	102.1 	104.6 	94.9 	91.0 	96.1 	100.7 	96.5 	92.1 	92.9 	91.0 
F,NCO,S122_S123,LIAB,PC_GDP,CY	237.4 	265.7 	271.4 	278.9 	386.3 	312.3 	321.8 	294.7 	306.6 	334.8 	424.8 	512.2 	604.4 	637.8 	788.9 	723.9 	668.9 	686.4 	482.8 	455.1 	427.0 	385.4 	333.5 
F,NCO,S122_S123,LIAB,PC_GDP,CZ	99.2 	97.6 	105.8 	98.7 	100.1 	96.7 	91.0 	84.1 	83.9 	81.7 	84.8 	86.5 	94.9 	98.8 	103.1 	103.2 	107.6 	109.5 	120.2 	117.2 	115.4 	121.3 	: 
F,NCO,S122_S123,LIAB,PC_GDP,DE	221.3 	239.1 	259.8 	284.4 	300.9 	315.4 	328.1 	333.0 	335.5 	342.2 	353.3 	350.9 	361.9 	374.9 	346.1 	314.5 	304.4 	295.6 	264.8 	261.6 	245.6 	239.4 	229.7 
F,NCO,S122_S123,LIAB,PC_GDP,DK	194.8 	201.7 	216.1 	239.0 	230.8 	233.3 	247.5 	255.0 	272.7 	281.2 	317.5 	335.6 	371.8 	378.1 	404.0 	397.6 	384.3 	381.5 	377.2 	373.5 	346.2 	355.5 	352.3 
F,NCO,S122_S123,LIAB,PC_GDP,EE	36.6 	48.0 	69.5 	51.1 	60.4 	67.9 	71.0 	80.1 	89.1 	116.2 	127.7 	118.7 	130.7 	137.8 	147.0 	134.6 	112.0 	109.1 	107.3 	109.4 	113.2 	114.7 	108.8 
F,NCO,S122_S123,LIAB,PC_GDP,EL	95.4 	99.1 	103.7 	111.3 	139.0 	142.2 	133.0 	125.8 	128.3 	132.0 	148.1 	158.7 	187.3 	183.0 	201.6 	212.0 	207.5 	221.4 	199.8 	184.1 	194.9 	158.8 	130.8 
F,NCO,S122_S123,LIAB,PC_GDP,ES	164.1 	165.3 	172.1 	172.0 	181.7 	182.3 	184.8 	180.7 	192.3 	203.5 	234.2 	251.0 	274.0 	282.3 	302.3 	296.6 	308.1 	319.0 	287.7 	274.7 	250.5 	234.4 	230.6 
F,NCO,S122_S123,LIAB,PC_GDP,FI	117.9 	112.8 	114.3 	104.3 	108.5 	100.7 	115.1 	115.8 	129.5 	140.1 	150.0 	158.5 	164.9 	204.0 	223.9 	262.9 	326.5 	300.6 	259.0 	280.0 	262.6 	251.3 	200.0 
F,NCO,S122_S123,LIAB,PC_GDP,FR	231.2 	233.2 	240.4 	232.7 	254.2 	250.3 	257.0 	257.2 	261.5 	277.2 	304.2 	329.0 	355.2 	366.8 	368.4 	367.1 	387.2 	379.4 	376.1 	386.6 	379.7 	381.0 	377.9 
F,NCO,S122_S123,LIAB,PC_GDP,HR	: 	: 	: 	: 	: 	: 	77.1 	84.8 	90.9 	98.1 	98.4 	115.1 	126.0 	108.1 	119.3 	122.9 	123.6 	122.8 	121.2 	121.5 	117.3 	115.9 	110.5 
F,NCO,S122_S123,LIAB,PC_GDP,HU	63.6 	65.5 	67.0 	66.9 	68.1 	68.0 	66.0 	68.1 	78.5 	86.4 	95.5 	106.9 	114.7 	122.4 	133.0 	127.4 	122.8 	110.9 	104.8 	99.6 	96.6 	98.2 	96.5 
F,NCO,S122_S123,LIAB,PC_GDP,IE	: 	: 	: 	: 	: 	: 	446.1 	467.1 	520.8 	600.1 	704.7 	813.5 	859.4 	934.0 	962.0 	899.7 	726.3 	624.3 	556.4 	551.4 	399.3 	392.7 	357.8 
