unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,CO,F4,LIAB,S11,AT	: 	7726.7 	4921.2 	8346.3 	14549.5 	16957.1 	11728.3 	5846.0 	6247.2 	-548.5 	6529.8 	6425.8 	12503.5 	11632.0 	-1299.1 	-972.6 	2198.1 	685.7 	-423.1 	1787.6 	3781.4 	7815.6 	12098.1 
MIO_NAC,CO,F4,LIAB,S11,BE	4957.6 	7208.0 	10961.7 	16604.6 	17636.9 	17860.2 	6257.7 	9695.2 	26572.7 	19600.2 	5332.0 	2245.7 	42057.5 	44248.9 	9063.7 	-5849.6 	64192.4 	42182.2 	20813.0 	-24873.9 	34071.3 	75796.7 	-18182.0 
MIO_NAC,CO,F4,LIAB,S11,BG	0.0 	708.0 	345.0 	547.0 	1091.0 	2363.0 	1467.0 	2202.0 	2945.0 	5614.0 	5852.0 	11303.0 	22001.0 	19320.0 	2742.0 	2928.0 	1220.0 	2780.0 	4246.0 	-1094.0 	-123.0 	1699.0 	4564.0 
MIO_NAC,CO,F4,LIAB,S11,CY	4277.9 	1252.4 	1260.2 	463.2 	515.7 	2956.8 	-204.9 	-1583.3 	133.1 	84.6 	2235.8 	747.4 	2928.7 	3053.6 	969.2 	737.1 	1394.7 	2536.6 	-824.8 	410.0 	955.8 	1923.2 	1702.9 
MIO_NAC,CO,F4,LIAB,S11,CZ	119942.0 	173753.0 	212725.0 	-63529.0 	-3658.0 	-28839.0 	-51802.0 	41049.0 	-107295.0 	78767.0 	44081.0 	148926.0 	118391.0 	192532.0 	-105452.0 	25614.0 	14442.0 	83265.0 	55040.0 	8460.0 	-17368.0 	69343.0 	119920.0 
MIO_NAC,CO,F4,LIAB,S11,DE	32567.0 	49718.0 	41557.0 	70352.0 	94871.0 	76153.0 	45208.0 	-15047.0 	-17348.0 	-40881.0 	-2820.0 	24133.0 	61731.0 	20274.0 	-11821.0 	-8821.0 	23140.0 	665.0 	32120.0 	-19665.0 	53393.0 	44513.0 	96291.0 
MIO_NAC,CO,F4,LIAB,S11,DK	-44211.0 	24567.0 	-18528.0 	18502.0 	29462.0 	186108.0 	28985.0 	5384.0 	46771.0 	-36730.0 	139035.0 	187079.0 	96817.0 	217145.0 	-126376.0 	-100943.0 	29490.0 	105868.0 	-83155.0 	-50923.0 	-28031.0 	-9006.0 	-84581.0 
MIO_NAC,CO,F4,LIAB,S11,EE	201.1 	385.3 	603.2 	606.2 	62.6 	292.8 	750.6 	453.7 	791.1 	886.7 	1214.7 	2456.4 	768.6 	1255.6 	-485.5 	-786.3 	-306.0 	991.2 	629.6 	738.0 	122.5 	734.1 	231.8 
MIO_NAC,CO,F4,LIAB,S11,EL	2763.1 	3149.6 	3594.8 	5945.7 	5744.5 	6673.8 	9517.4 	4944.2 	8488.3 	6104.8 	9459.7 	13752.5 	13383.8 	15320.6 	3315.0 	9838.3 	-7580.5 	-5188.6 	-5498.5 	-1519.4 	-1535.4 	-665.0 	91.9 
MIO_NAC,CO,F4,LIAB,S11,ES	7010.0 	11881.0 	19954.0 	34700.0 	46369.0 	69887.0 	66528.0 	59612.0 	74778.0 	75441.0 	139819.0 	223763.0 	186407.0 	91002.0 	-11029.0 	8490.0 	-18638.0 	-84052.0 	-68783.0 	-40913.0 	-7348.0 	-5582.0 	2324.0 
