stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,SITC5,WRL_REST,PCH_M12_NSA,EA19	2.5 	9.9 	2.5 	2.0 	-0.8 	1.2 	-9.4 	5.9 	-1.3 	4.9 	12.8 	1.9 
IMP,SITC5,WRL_REST,PCH_M12_NSA,EU28	1.8 	10.8 	0.9 	-0.2 	-1.4 	-0.7 	-8.8 	5.7 	-1.2 	6.9 	13.5 	4.3 
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19	-4.5 	1.6 	-0.3 	3.2 	-4.2 	1.1 	0.3 	0.9 	3.7 	-1.0 	2.5 	-1.1 
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28	-5.9 	0.4 	0.6 	3.5 	-2.1 	-0.3 	0.2 	2.0 	3.6 	-1.1 	2.8 	0.9 
IMP,SITC5,WRL_REST,TVAL_SA,EA19	18757.0 	19065.3 	19006.1 	19612.5 	18793.5 	19003.5 	19059.7 	19222.4 	19926.3 	19730.6 	20232.5 	20004.5 
IMP,SITC5,WRL_REST,TVAL_SA,EU28	15788.6 	15852.7 	15944.9 	16499.0 	16153.3 	16102.9 	16129.7 	16458.9 	17051.2 	16870.2 	17339.4 	17500.2 
