stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,SITC3,WRL_REST,PCH_M12_NSA,EA19	23.4 	16.4 	22.3 	15.4 	8.4 	7.9 	4.4 	3.0 	22.1 	23.3 	37.2 	31.4 
EXP,SITC3,WRL_REST,PCH_M12_NSA,EU28	28.1 	16.3 	26.9 	8.3 	0.6 	7.0 	1.6 	0.6 	15.7 	23.4 	37.8 	43.4 
EXP,SITC3,WRL_REST,PCH_M1_SA,EA19	10.4 	-4.3 	8.3 	9.1 	-1.3 	0.2 	-9.3 	-7.3 	17.2 	-1.3 	4.4 	4.9 
EXP,SITC3,WRL_REST,PCH_M1_SA,EU28	16.2 	-4.7 	11.8 	-1.8 	1.0 	0.0 	-8.6 	-3.9 	15.1 	-5.2 	9.4 	11.5 
EXP,SITC3,WRL_REST,TVAL_SA,EA19	8646.8 	8275.9 	8965.7 	9782.2 	9654.4 	9671.2 	8773.1 	8133.7 	9530.9 	9404.0 	9814.5 	10293.4 
EXP,SITC3,WRL_REST,TVAL_SA,EU28	8707.2 	8293.7 	9268.7 	9103.4 	9197.1 	9195.6 	8404.0 	8077.9 	9295.0 	8808.0 	9639.7 	10749.7 
