coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP12,I15,AT	103.36 	103.28 	103.31 	104.13 	104.40 	104.66 	104.85 	104.57 	104.93 	105.12 	105.41 	105.55 
CP12,I15,BE	103.61 	103.68 	104.01 	104.35 	104.60 	104.65 	104.77 	104.74 	104.75 	105.15 	105.08 	105.17 
CP12,I15,BG	101.33 	101.31 	101.47 	101.40 	102.43 	102.67 	102.96 	103.61 	103.97 	104.22 	106.78 	106.93 
CP12,I15,CH	100.62 	100.46 	100.51 	100.55 	100.48 	100.69 	100.75 	100.75 	100.71 	100.63 	100.71 	100.77 
CP12,I15,CY	99.15 	100.12 	99.63 	98.93 	98.99 	99.36 	99.01 	99.16 	99.24 	98.05 	98.37 	100.24 
CP12,I15,CZ	102.9 	102.9 	102.6 	103.3 	104.0 	104.4 	104.8 	105.1 	105.4 	105.9 	106.2 	106.2 
CP12,I15,DE	101.7 	101.6 	101.6 	102.1 	102.4 	102.8 	102.9 	102.9 	102.9 	103.0 	103.0 	103.3 
CP12,I15,DK	103.6 	103.7 	103.6 	103.6 	103.9 	103.9 	104.7 	104.5 	104.3 	104.1 	103.9 	104.2 
CP12,I15,EA	101.78 	101.84 	101.97 	102.25 	102.45 	102.87 	103.09 	103.20 	103.18 	103.04 	103.14 	103.31 
CP12,I15,EA18	101.75 	101.81 	101.94 	102.22 	102.41 	102.84 	103.06 	103.17 	103.14 	103.00 	103.11 	103.27 
CP12,I15,EA19	101.78 	101.84 	101.97 	102.25 	102.45 	102.87 	103.09 	103.20 	103.18 	103.04 	103.14 	103.31 
CP12,I15,EE	105.07 	106.52 	106.78 	106.44 	107.01 	106.85 	108.74 	109.15 	109.40 	108.57 	109.85 	109.05 
CP12,I15,EL	96.67 	96.91 	96.52 	96.70 	96.36 	96.46 	96.70 	97.04 	96.81 	96.46 	96.18 	96.05 
CP12,I15,ES	101.96 	101.99 	102.22 	102.20 	102.56 	102.63 	102.80 	102.92 	103.06 	102.85 	103.08 	103.05 
CP12,I15,EU	102.34 	102.38 	102.46 	102.70 	102.74 	103.01 	103.19 	103.28 	103.27 	103.04 	103.18 r	103.35 
CP12,I15,EU28	102.34 	102.38 	102.46 	102.70 	102.74 	103.01 	103.19 	103.28 	103.27 	103.04 	103.18 r	103.35 
CP12,I15,FI	101.13 	101.20 	101.18 	99.86 	99.95 	99.99 	100.15 	100.15 	100.08 	101.19 	101.26 	101.22 
CP12,I15,FR	102.20 	102.49 	102.87 	102.85 	103.07 	103.62 	103.72 	103.96 	103.75 	103.39 	103.72 	103.63 
CP12,I15,HR	101.50 	101.44 	101.39 	101.61 	101.80 	101.78 	101.71 	101.72 	102.01 	102.21 	102.64 	102.64 
CP12,I15,HU	102.56 	102.60 	102.77 	103.44 	103.59 	103.87 	104.63 	104.64 	104.81 	104.74 	104.97 	105.07 
CP12,I15,IE	97.9 	97.3 	97.1 	96.7 	97.0 	96.4 	96.5 	96.5 	96.2 	96.0 	95.7 	95.9 
CP12,I15,IS	103.92 	103.95 	104.52 	104.72 	104.69 	104.79 	105.01 	104.55 	104.68 	103.64 	105.03 	104.65 
CP12,I15,IT	101.7 	101.7 	101.8 	102.1 	102.0 	103.0 	103.5 	103.7 	103.8 	103.3 	103.3 	103.9 
CP12,I15,LT	109.87 	109.85 	109.11 	111.48 	110.97 	111.77 	111.66 	111.82 	112.38 	112.08 	111.97 	112.65 
CP12,I15,LU	103.95 	101.26 	101.34 	101.06 	101.68 	102.01 	102.13 	102.19 	102.34 	102.31 	102.99 	103.27 
CP12,I15,LV	109.53 	110.16 	108.76 	111.52 	111.25 	111.35 	110.15 	111.38 	112.12 	111.40 	111.40 	113.26 
CP12,I15,MK	99.16 d	99.21 d	99.26 d	99.28 d	99.24 d	99.85 d	99.74 d	100.02 d	99.70 d	99.74 d	99.67 d	99.83 d
CP12,I15,MT	102.06 	102.58 	102.62 	103.14 	102.82 	102.66 	102.87 	102.92 	102.89 	102.62 	102.58 	103.29 
CP12,I15,NL	99.96 	99.77 	99.88 	101.30 	101.56 	101.57 	101.86 	101.95 	101.59 	101.93 	101.93 	101.93 
CP12,I15,NO	105.0 	104.7 	104.6 	105.6 	105.8 	105.8 	105.8 	105.8 	105.8 	105.9 	106.2 	106.1 
CP12,I15,PL	106.1 	106.2 	106.2 	106.3 	104.1 	103.8 	103.8 	103.7 	103.8 	103.5 	103.0 	103.3 
CP12,I15,PT	102.08 	101.99 	101.98 	101.77 	101.50 	101.76 	102.05 	102.00 	102.20 	102.10 	102.06 	102.39 
CP12,I15,RO	101.03 	101.21 	101.36 	101.62 	101.83 	102.16 	102.27 	102.48 	102.62 	102.70 	102.78 	103.19 
CP12,I15,RS	102.5 d	102.4 d	102.7 d	102.7 d	103.1 d	103.3 d	103.4 d	103.6 d	103.6 d	103.4 d	103.6 d	103.8 d
CP12,I15,SE	105.93 	106.04 	106.11 	106.35 	106.67 	106.85 	106.95 	107.26 	107.45 	107.32 	107.46 	107.62 
CP12,I15,SI	103.52 	103.44 	103.53 	103.70 	103.62 	103.89 	103.96 	104.22 	104.39 	104.50 	104.44 	104.56 
CP12,I15,SK	103.62 	104.05 	104.10 	104.16 	105.02 	105.46 	105.91 	106.11 	106.13 	105.74 	106.12 	106.11 
CP12,I15,TR	127.77 d	130.12 d	130.18 d	134.03 d	135.13 d	136.05 d	139.21 d	142.07 d	144.56 d	145.41 d	153.92 d	165.33 d
CP12,I15,UK	102.5 	102.4 	102.3 	102.4 	102.7 	102.5 	102.5 	102.6 	102.5 	101.7 	102.3 	: 
CP12,I15,US	109.18 d	109.53 d	110.12 d	111.01 d	111.90 d	112.11 d	112.30 d	112.45 d	112.48 d	112.64 d	112.54 d	113.00 d
CP12,PCH_M1,AT	-0.1 	-0.1 	0.0 	0.8 	0.3 	0.2 	0.2 	-0.3 	0.3 	0.2 	0.3 	0.1 
CP12,PCH_M1,BE	0.1 	0.1 	0.3 	0.3 	0.2 	0.0 	0.1 	0.0 	0.0 	0.4 	-0.1 	0.1 
CP12,PCH_M1,BG	0.1 	0.0 	0.2 	-0.1 	1.0 	0.2 	0.3 	0.6 	0.3 	0.2 	2.5 	0.1 
CP12,PCH_M1,CH	0.1 	-0.2 	0.0 	0.0 	-0.1 	0.2 	0.1 	0.0 	0.0 	-0.1 	0.1 	0.1 
CP12,PCH_M1,CY	-0.6 	1.0 	-0.5 	-0.7 	0.1 	0.4 	-0.4 	0.2 	0.1 	-1.2 	0.3 	1.9 
CP12,PCH_M1,CZ	0.9 	0.0 	-0.3 	0.7 	0.7 	0.4 	0.4 	0.3 	0.3 	0.5 	0.3 	0.0 
CP12,PCH_M1,DE	-0.6 	-0.1 	0.0 	0.5 	0.3 	0.4 	0.1 	0.0 	0.0 	0.1 	0.0 	0.3 
CP12,PCH_M1,DK	0.0 	0.1 	-0.1 	0.0 	0.3 	0.0 	0.8 	-0.2 	-0.2 	-0.2 	-0.2 	0.3 
CP12,PCH_M1,EA	-0.1 	0.1 	0.1 	0.3 	0.2 	0.4 	0.2 	0.1 	0.0 	-0.1 	0.1 	0.2 
CP12,PCH_M1,EA18	-0.2 	0.1 	0.1 	0.3 	0.2 	0.4 	0.2 	0.1 	0.0 	-0.1 	0.1 	0.2 
CP12,PCH_M1,EA19	-0.1 	0.1 	0.1 	0.3 	0.2 	0.4 	0.2 	0.1 	0.0 	-0.1 	0.1 	0.2 
CP12,PCH_M1,EE	-0.5 	1.4 	0.2 	-0.3 	0.5 	-0.1 	1.8 	0.4 	0.2 	-0.8 	1.2 	-0.7 
CP12,PCH_M1,EL	0.0 	0.2 	-0.4 	0.2 	-0.4 	0.1 	0.2 	0.4 	-0.2 	-0.4 	-0.3 	-0.1 
CP12,PCH_M1,ES	0.1 	0.0 	0.2 	0.0 	0.4 	0.1 	0.2 	0.1 	0.1 	-0.2 	0.2 	0.0 
CP12,PCH_M1,EU	-0.2 	0.0 	0.1 	0.2 	0.0 	0.3 	0.2 	0.1 	0.0 	-0.2 	0.1 	0.2 
CP12,PCH_M1,EU28	-0.2 	0.0 	0.1 	0.2 	0.0 	0.3 	0.2 	0.1 	0.0 	-0.2 	0.1 	0.2 
CP12,PCH_M1,FI	0.0 	0.1 	0.0 	-1.3 	0.1 	0.0 	0.2 	0.0 	-0.1 	1.1 	0.1 	0.0 
CP12,PCH_M1,FR	-0.2 	0.3 	0.4 	0.0 	0.2 	0.5 	0.1 	0.2 	-0.2 	-0.3 	0.3 	-0.1 
CP12,PCH_M1,HR	0.3 	-0.1 	0.0 	0.2 	0.2 	0.0 	-0.1 	0.0 	0.3 	0.2 	0.4 	0.0 
CP12,PCH_M1,HU	0.1 	0.0 	0.2 	0.7 	0.1 	0.3 	0.7 	0.0 	0.2 	-0.1 	0.2 	0.1 
CP12,PCH_M1,IE	0.2 	-0.6 	-0.2 	-0.4 	0.3 	-0.6 	0.1 	0.0 	-0.3 	-0.2 	-0.3 	0.2 
CP12,PCH_M1,IS	1.1 	0.0 	0.5 	0.2 	0.0 	0.1 	0.2 	-0.4 	0.1 	-1.0 	1.3 	-0.4 
CP12,PCH_M1,IT	0.2 	0.0 	0.1 	0.3 	-0.1 	1.0 	0.5 	0.2 	0.1 	-0.5 	0.0 	0.6 
CP12,PCH_M1,LT	0.4 	0.0 	-0.7 	2.2 	-0.5 	0.7 	-0.1 	0.1 	0.5 	-0.3 	-0.1 	0.6 
CP12,PCH_M1,LU	0.2 	-2.6 	0.1 	-0.3 	0.6 	0.3 	0.1 	0.1 	0.1 	0.0 	0.7 	0.3 
CP12,PCH_M1,LV	1.4 	0.6 	-1.3 	2.5 	-0.2 	0.1 	-1.1 	1.1 	0.7 	-0.6 	0.0 	1.7 
CP12,PCH_M1,MK	-0.2 d	0.1 d	0.1 d	0.0 d	0.0 d	0.6 d	-0.1 d	0.3 d	-0.3 d	0.0 d	-0.1 d	0.2 d
CP12,PCH_M1,MT	0.9 	0.5 	0.0 	0.5 	-0.3 	-0.2 	0.2 	0.0 	0.0 	-0.3 	0.0 	0.7 
CP12,PCH_M1,NL	0.4 	-0.2 	0.1 	1.4 	0.3 	0.0 	0.3 	0.1 	-0.4 	0.3 	0.0 	0.0 
CP12,PCH_M1,NO	0.4 	-0.3 	-0.1 	1.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.1 	0.3 	-0.1 
CP12,PCH_M1,PL	-0.1 	0.1 	0.0 	0.1 	-2.1 	-0.3 	0.0 	-0.1 	0.1 	-0.3 	-0.5 	0.3 
CP12,PCH_M1,PT	0.4 	-0.1 	0.0 	-0.2 	-0.3 	0.3 	0.3 	0.0 	0.2 	-0.1 	0.0 	0.3 
CP12,PCH_M1,RO	0.3 	0.2 	0.1 	0.3 	0.2 	0.3 	0.1 	0.2 	0.1 	0.1 	0.1 	0.4 
CP12,PCH_M1,RS	0.6 d	-0.1 d	0.3 d	0.0 d	0.4 d	0.2 d	0.1 d	0.2 d	0.0 d	-0.2 d	0.2 d	0.2 d
CP12,PCH_M1,SE	-0.3 	0.1 	0.1 	0.2 	0.3 	0.2 	0.1 	0.3 	0.2 	-0.1 	0.1 	0.1 
CP12,PCH_M1,SI	0.2 	-0.1 	0.1 	0.2 	-0.1 	0.3 	0.1 	0.3 	0.2 	0.1 	-0.1 	0.1 
CP12,PCH_M1,SK	-0.2 	0.4 	0.0 	0.1 	0.8 	0.4 	0.4 	0.2 	0.0 	-0.4 	0.4 	0.0 
CP12,PCH_M1,TR	0.9 d	1.8 d	0.0 d	3.0 d	0.8 d	0.7 d	2.3 d	2.1 d	1.8 d	0.6 d	5.9 d	7.4 d
CP12,PCH_M1,UK	-0.5 	-0.1 	0.0 	0.0 	0.3 	-0.2 	0.0 	0.1 	-0.1 	-0.8 	0.6 	: 
CP12,PCH_M1,US	0.5 d	0.3 d	0.5 d	0.8 d	0.8 d	0.2 d	0.2 d	0.1 d	0.0 d	0.1 d	-0.1 d	0.4 d
CP12,PCH_M12,AT	1.9 	1.8 	1.6 	2.1 	2.3 	2.1 	1.7 	1.2 	1.6 	1.9 	2.2 	2.0 
CP12,PCH_M12,BE	1.6 	1.9 	1.9 	1.6 	1.7 	1.7 	1.6 	1.4 	1.5 	1.5 	1.3 	1.6 
CP12,PCH_M12,BG	2.3 	2.5 	2.4 	2.2 	2.3 	2.2 	2.4 	3.1 	3.3 	3.8 	5.5 	5.7 
CP12,PCH_M12,CH	0.5 	0.3 	0.3 	0.5 	0.1 	0.2 	0.4 	0.3 	0.3 	0.3 	0.3 	0.2 
CP12,PCH_M12,CY	-1.7 	-0.2 	-0.8 	-0.5 	-0.6 	-0.5 	-1.4 	-0.1 	-0.6 	-0.7 	0.3 	0.5 
CP12,PCH_M12,CZ	1.5 	1.2 	1.4 	1.1 	1.6 	2.4 	2.0 	2.7 	3.0 	3.1 	3.9 	4.1 
CP12,PCH_M12,DE	-0.8 	-0.9 	-0.9 	1.0 	1.1 	1.3 	1.1 	0.9 	0.9 	0.9 	0.8 	1.0 
CP12,PCH_M12,DK	1.6 	1.6 	1.7 	1.2 	1.6 	1.3 	1.6 	1.4 	1.4 	0.7 	0.3 	0.6 
CP12,PCH_M12,EA	0.5 	0.5 	0.5 	1.2 	1.2 	1.3 	1.3 	1.3 	1.2 	1.3 	1.3 	1.4 
CP12,PCH_M12,EA18	0.5 	0.5 	0.5 	1.2 	1.1 	1.3 	1.3 	1.3 	1.2 	1.3 	1.3 	1.3 
CP12,PCH_M12,EA19	0.5 	0.5 	0.5 	1.2 	1.2 	1.3 	1.3 	1.3 	1.2 	1.3 	1.3 	1.4 
CP12,PCH_M12,EE	3.2 	4.0 	3.5 	3.8 	2.7 	4.1 	3.4 	3.1 	3.8 	2.9 	4.0 	3.3 
CP12,PCH_M12,EL	-2.0 	-0.9 	-1.6 	-1.6 	-1.7 	-1.6 	-1.0 	-0.3 	-0.4 	-0.6 	-0.7 	-0.7 
CP12,PCH_M12,ES	0.8 	0.8 	0.9 	0.7 	1.0 	0.9 	1.0 	1.1 	1.0 	1.1 	1.2 	1.1 
CP12,PCH_M12,EU	0.7 	0.6 	0.7 	1.1 	0.9 	0.8 	0.8 	0.8 	0.7 	0.7 	0.7 	0.8 
CP12,PCH_M12,EU28	0.7 	0.6 	0.7 	1.1 	0.9 	0.8 	0.8 	0.8 	0.7 	0.7 	0.7 	0.8 
CP12,PCH_M12,FI	0.3 	0.5 	0.7 	-0.5 	-1.2 	-1.3 	-1.2 	-1.3 	-1.4 	-0.3 	0.1 	0.0 
CP12,PCH_M12,FR	1.1 	1.2 	1.3 	1.1 	1.1 	1.2 	1.3 	1.2 	1.2 	1.1 	1.1 	1.2 
CP12,PCH_M12,HR	0.8 	0.6 	0.5 	0.7 	1.0 	0.8 	0.7 	0.9 	1.1 	1.4 	1.6 	1.4 
CP12,PCH_M12,HU	1.0 	1.1 	1.2 	1.2 	1.3 	1.6 	2.1 	2.3 	2.9 	2.5 	2.7 	2.6 
CP12,PCH_M12,IE	-1.9 	-1.7 	-2.1 	-2.4 	-2.3 	-3.1 	-2.9 	-2.4 	-2.6 	-1.8 	-2.2 	-1.8 
CP12,PCH_M12,IS	0.9 	1.3 	1.2 	1.1 	1.1 	1.0 	1.4 	2.0 	1.1 	1.4 	2.1 	1.8 
CP12,PCH_M12,IT	0.7 	0.6 	0.7 	1.7 	1.5 	1.7 	2.0 	2.3 	2.3 	2.6 	2.6 	2.4 
CP12,PCH_M12,LT	5.9 	5.7 	4.8 	4.7 	2.7 	3.3 	2.5 	3.6 	3.2 	3.1 	2.9 	3.0 
CP12,PCH_M12,LU	2.8 	-0.1 	-0.1 	-1.0 	-0.8 	-0.6 	-1.2 	-1.3 	-1.1 	-1.3 	-0.8 	-0.4 
CP12,PCH_M12,LV	8.2 	8.7 	7.9 	8.3 	8.9 	7.6 	4.5 	5.7 	5.8 	4.2 	4.8 	4.8 
CP12,PCH_M12,MK	-0.1 d	-0.1 d	-0.2 d	-0.2 d	-0.1 d	0.6 d	0.2 d	0.6 d	0.5 d	0.5 d	-0.1 d	0.5 d
CP12,PCH_M12,MT	1.3 	1.7 	1.8 	2.0 	2.0 	1.6 	1.4 	1.4 	1.3 	1.6 	1.5 	2.2 
CP12,PCH_M12,NL	0.8 	0.8 	1.2 	2.3 	2.0 	2.3 	2.6 	2.6 	1.5 	2.1 	2.4 	2.3 
CP12,PCH_M12,NO	2.2 	1.9 	1.9 	2.1 	2.2 	1.6 	1.2 	1.5 	1.1 	1.1 	1.4 	1.4 
