na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,A,MIO_EUR_NSA,AL	455.8 	394.1 	523.4 p	717.7 p	486.0 p	408.3 p	547.8 p	745.5 p	488.4 p	414.5 p	576.2 p	801.4 p
B1G,A,MIO_EUR_NSA,AT	962.4 	789.9 	931.1 	1274.8 	962.0 	796.0 	1008.8 	1349.2 	1106.7 	980.7 	1129.9 	1415.8 
B1G,A,MIO_EUR_NSA,BE	817.0 	522.0 	573.0 	739.0 	780.0 	519.0 	635.0 	783.0 	737.0 	547.0 	609.0 	829.0 
B1G,A,MIO_EUR_NSA,BG	846.7 	376.5 	234.5 	415.4 	902.1 	399.6 	244.4 	473.6 	987.4 	397.9 	230.1 p	421.4 p
B1G,A,MIO_EUR_NSA,CH	994.1 	987.8 	982.1 	987.9 	1025.1 	1029.0 	1031.6 	1008.9 	987.0 	969.5 	948.7 	923.5 
B1G,A,MIO_EUR_NSA,CY	80.9 	92.7 	76.9 	82.5 	102.0 	94.5 	85.4 	86.4 	94.1 	94.2 	78.8 	90.4 
B1G,A,MIO_EUR_NSA,CZ	1601.4 	524.9 	635.6 	893.8 	1587.5 	525.1 	657.8 	962.7 	1725.6 	605.6 	723.3 	1012.3 
B1G,A,MIO_EUR_NSA,DE	4955.0 	5079.0 	5017.0 	5287.0 	5294.0 	5456.0 	6131.0 	6793.0 	6766.0 	5782.0 	5378.0 	5495.0 
B1G,A,MIO_EUR_NSA,DK	497.2 	420.7 	443.7 	522.2 	588.8 	667.8 	632.7 	875.2 	942.2 	789.1 	436.6 	416.2 
B1G,A,MIO_EUR_NSA,EA	44125.0 	45233.9 	32416.6 	37801.0 	43396.8 	44987.5 	35040.1 	41104.2 	46900.8 	48238.8 	35766.5 	41149.3 
B1G,A,MIO_EUR_NSA,EA19	44125.0 	45233.9 	32416.6 	37801.0 	43396.8 	44987.5 	35040.1 	41104.2 	46900.8 	48238.8 	35766.5 	41149.3 
B1G,A,MIO_EUR_NSA,EE	190.6 	193.5 	98.8 	38.0 	134.1 	181.6 	108.2 	45.0 	215.1 	180.7 	114.9 	23.7 
B1G,A,MIO_EUR_NSA,EL	1665.9 p	1648.3 p	1549.8 p	1523.5 p	1480.0 p	1469.2 p	1760.2 p	1557.6 p	1411.9 p	1545.8 p	1763.8 p	1619.2 p
B1G,A,MIO_EUR_NSA,ES	5879.0 	9175.0 	6456.0 p	8022.0 p	6294.0 p	9324.0 p	6592.0 p	8062.0 p	6498.0 p	10183.0 p	6876.0 p	8474.0 p
B1G,A,MIO_EUR_NSA,EU28	59824.3 	56793.1 	42864.9 	49752.4 	58890.4 	57019.5 	46210.0 	54191.9 	65191.1 	61221.9 	47308.7 	53810.7 
B1G,A,MIO_EUR_NSA,FI	1192.0 	1204.0 	1255.0 	1256.0 	1293.0 	1339.0 	1373.0 	1245.0 	1309.0 	1335.0 	1404.0 	1391.0 
