coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP00,I15,AT	104.12 	104.27 	104.94 	103.86 	104.12 	105.05 	105.29 	105.40 	105.46 	104.83 	104.82 r	106.07 
CP00,I15,BE	104.44 	104.61 	105.08 	103.82 	105.53 	105.56 	106.01 	106.38 	106.68 	105.93 	107.41 	107.10 
CP00,I15,BG	99.94 	100.21 	100.88 	101.08 	101.31 	101.13 	101.45 	101.84 	102.34 	103.41 	103.75 	103.39 
CP00,I15,CH	100.50 	100.22 	100.45 	99.95 	100.24 	100.56 	100.76 	101.15 	101.11 	101.47 	101.46 	101.47 
CP00,I15,CY	99.84 	98.66 	98.32 	96.47 	97.58 	98.43 	99.51 	100.87 	101.92 	101.67 	102.91 	102.11 
CP00,I15,CZ	103.6 	103.7 	103.7 	104.4 	104.3 	104.3 	104.6 	105.1 	105.5 	105.7 	105.7 	105.3 
CP00,I15,DE	102.3 	102.6 	103.4 	102.4 	102.9 	103.3 	103.2 	103.8 	103.9 	104.3 	104.3 	104.7 
CP00,I15,DK	101.6 	101.3 	100.9 	100.6 	101.2 	101.2 	101.8 	102.0 	101.9 	102.7 	102.2 	102.0 
CP00,I15,EA	102.24 	102.31 	102.68 	101.78 	101.98 	103.01 	103.32 	103.83 	103.95 	103.61 	103.77 r	104.25 
CP00,I15,EA18	102.22 	102.29 	102.67 	101.76 	101.96 	103.00 	103.30 	103.82 	103.94 	103.60 	103.75 r	104.23 
CP00,I15,EA19	102.24 	102.31 	102.68 	101.78 	101.98 	103.01 	103.32 	103.83 	103.95 	103.61 	103.77 r	104.25 
CP00,I15,EE	105.16 	105.56 	105.15 	105.28 	106.37 	106.44 	107.04 	107.61 	108.65 	108.87 	109.55 	109.26 
CP00,I15,EL	101.80 	100.90 	101.24 	100.00 	100.09 	101.26 	102.23 	102.33 	103.29 	101.87 	101.66 	103.08 
CP00,I15,ES	102.40 	102.73 	102.74 	101.22 	101.37 	102.59 	103.36 	104.32 	104.56 	103.31 	103.41 	104.06 
CP00,I15,EU	102.48 	102.62 	102.96 	102.27 	102.49 	103.25 	103.60 	104.07 	104.18 	103.95 	104.16 r	104.58 
CP00,I15,EU28	102.48 	102.62 	102.96 	102.27 	102.49 	103.25 	103.60 	104.07 	104.18 	103.95 	104.16 r	104.58 
CP00,I15,FI	101.32 	101.67 	101.59 	101.26 	101.74 	101.98 	102.32 	102.37 	102.55 	102.36 	102.51 	102.78 
CP00,I15,FR	101.70 	101.80 	102.16 	102.06 	102.05 	103.22 	103.43 	103.92 	103.93 	103.80 	104.35 	104.12 
CP00,I15,HR	101.43 	101.29 	100.95 	100.75 	100.62 	101.09 	102.00 	102.27 	103.06 	103.20 	103.16 	102.96 
CP00,I15,HU	103.34 	103.66 	103.68 	104.01 	104.18 	104.29 	105.06 	105.75 	106.11 	106.44 	106.49 	106.82 
CP00,I15,IE	100.1 	100.0 	99.9 	99.2 	100.1 	100.5 	100.3 	100.9 	101.0 	101.4 	101.7 	101.4 
CP00,I15,IS	99.16 	97.41 	98.73 	97.86 	98.09 	98.80 	98.70 	99.03 	101.25 	102.80 	102.31 	99.87 
CP00,I15,IT	102.0 	101.8 	102.1 	100.6 	100.1 	102.4 	102.9 	103.2 	103.4 	102.0 	101.8 	103.5 
CP00,I15,LT	105.42 	105.69 	105.82 	105.87 	105.73 	106.15 	106.92 	107.42 	107.33 	106.82 	106.37 	107.85 
CP00,I15,LU	102.79 	102.80 	102.83 	101.90 	103.14 	103.15 	103.60 	104.22 	104.53 	103.63 	105.06 	105.38 
CP00,I15,LV	103.44 	103.54 	103.57 	103.49 	103.72 	105.06 	105.35 	105.83 	106.59 	105.75 	105.78 	106.44 
CP00,I15,MK	103.20 d	103.12 d	103.22 d	102.96 d	103.22 d	103.45 d	103.84 d	105.59 d	105.49 d	105.08 d	105.48 d	105.33 d
CP00,I15,MT	103.33 	100.97 	100.88 	99.63 	100.19 	101.11 	103.77 	105.19 	106.57 	106.81 	107.56 	106.69 
CP00,I15,NL	101.97 	101.57 	101.49 	101.12 	101.84 	102.06 	102.99 	103.41 	102.85 	103.96 	104.09 r	103.36 
CP00,I15,NO	106.3 	106.6 	106.5 	106.2 	107.4 	107.7 	108.2 	108.2 	109.1 	110.1 	109.7 	110.3 
CP00,I15,PL	101.6 	102.0 	102.2 	102.4 	102.0 	102.0 	102.5 	102.7 	102.8 	102.6 	102.4 	102.7 
CP00,I15,PT	103.64 	102.53 	102.37 	101.15 	100.51 	102.69 	103.68 	104.55 	104.57 	104.16 	103.46 	105.03 
CP00,I15,RO	101.03 	101.68 	101.98 	102.66 	102.91 	103.23 	103.69 	104.28 	104.33 	103.94 	104.02 	104.62 
CP00,I15,RS	105.1 d	105.0 d	105.0 d	105.3 d	105.7 d	105.8 d	106.3 d	107.1 d	107.6 d	107.1 d	107.6 d	107.1 d
CP00,I15,SE	103.40 	103.63 	104.05 	103.10 	103.93 	104.25 	104.66 	104.95 	105.21 	105.82 	105.53 	106.05 
CP00,I15,SI	101.87 	102.14 	102.21 	101.56 	102.22 	102.61 	103.07 	104.12 	104.15 	103.27 	103.29 	103.84 
CP00,I15,SK	101.40 	101.73 	101.71 	102.59 	102.75 	102.95 	103.56 	103.57 	103.70 	103.53 	103.77 	103.81 
CP00,I15,TR	122.79 d	124.62 d	125.48 d	126.76 d	127.69 d	128.96 d	131.37 d	133.50 d	136.99 d	137.74 d	140.91 d	149.79 d
CP00,I15,UK	104.2 	104.6 	104.9 	104.4 	104.9 	105.0 	105.4 	105.8 	105.8 	105.8 	106.5 	: 
CP00,I15,US	102.78 d	102.68 d	102.54 d	103.20 d	103.75 d	103.98 d	104.44 d	104.94 d	105.08 d	105.00 d	104.97 d	105.04 d
CP00,PCH_M1,AT	0.2 	0.1 	0.6 	-1.0 	0.3 	0.9 	0.2 	0.1 	0.1 	-0.6 	0.0 	1.2 
CP00,PCH_M1,BE	0.3 	0.2 	0.4 	-1.2 	1.6 	0.0 	0.4 	0.3 	0.3 	-0.7 	1.4 	-0.3 
CP00,PCH_M1,BG	0.1 	0.3 	0.7 	0.2 	0.2 	-0.2 	0.3 	0.4 	0.5 	1.0 	0.3 	-0.3 
CP00,PCH_M1,CH	0.1 	-0.3 	0.2 	-0.5 	0.3 	0.3 	0.2 	0.4 	0.0 	0.4 	0.0 	0.0 
CP00,PCH_M1,CY	-0.6 	-1.2 	-0.3 	-1.9 	1.2 	0.9 	1.1 	1.4 	1.0 	-0.2 	1.2 	-0.8 
CP00,PCH_M1,CZ	0.5 	0.1 	0.0 	0.7 	-0.1 	0.0 	0.3 	0.5 	0.4 	0.2 	0.0 	-0.4 
CP00,PCH_M1,DE	-0.1 	0.3 	0.8 	-1.0 	0.5 	0.4 	-0.1 	0.6 	0.1 	0.4 	0.0 	0.4 
CP00,PCH_M1,DK	0.1 	-0.3 	-0.4 	-0.3 	0.6 	0.0 	0.6 	0.2 	-0.1 	0.8 	-0.5 	-0.2 
CP00,PCH_M1,EA	0.1 	0.1 	0.4 	-0.9 	0.2 	1.0 	0.3 	0.5 	0.1 	-0.3 	0.2 	0.5 
CP00,PCH_M1,EA18	0.1 	0.1 	0.4 	-0.9 	0.2 	1.0 	0.3 	0.5 	0.1 	-0.3 	0.1 r	0.5 
CP00,PCH_M1,EA19	0.1 	0.1 	0.4 	-0.9 	0.2 	1.0 	0.3 	0.5 	0.1 	-0.3 	0.2 	0.5 
