stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19	2.2 	8.0 	6.6 	-0.4 	4.1 	2.7 	-3.5 	3.2 	-2.0 	0.6 	5.5 	0.6 
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28	1.2 	6.9 	5.7 	-3.1 	2.7 	-1.2 	-6.4 	2.9 	-3.8 	0.8 	3.5 	-0.7 
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19	-1.3 	-0.6 	1.4 	0.4 	-1.8 	0.2 	-0.5 	-0.6 	2.0 	0.0 	0.7 	0.8 
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28	-2.7 	-0.4 	1.8 	-1.0 	-1.2 	-1.4 	0.8 	0.2 	1.0 	0.7 	1.1 	0.4 
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19	13801.0 	13715.3 	13901.9 	13960.4 	13705.1 	13737.1 	13674.3 	13592.1 	13865.0 	13871.5 	13963.8 	14069.0 
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28	10140.3 	10096.5 	10281.0 	10175.5 	10049.5 	9906.4 	9983.7 	10004.5 	10108.0 	10177.2 	10290.5 	10335.4 
