currency,s_adj,sector10,sectpart,stk_flow,partner,bop_item,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,BE	1932.0 	-837.0 	-1089.0 	-554.0 	-84.0 	-896.0 	-581.0 	-1063.0 	1740.0 	1274.0 	663.0 	-2347.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,BG	-238.2 	-288.3 	-326.2 	659.4 	64.6 	292.4 	180.3 	62.9 	322.7 	-244.8 	-168.7 	-526.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,CZ	175.5 	-361.5 	-921.7 	-144.5 	-311.6 	321.3 	-464.8 	-551.6 	650.1 	-903.9 	733.8 	-48.6 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,DE	5650.0 	-3216.0 	4015.0 	12430.0 	6862.0 	-1872.0 	-6967.0 	8089.0 	3590.0 	-5461.0 	-7329.0 	-956.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,DK	3563.8 	-2399.6 	3024.2 	-445.9 	2716.5 	-1534.4 	-2803.5 	3594.6 	-3094.4 	-799.9 	-3575.8 	1549.8 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,EA19	32532.0 	-8708.0 	-39445.0 	46384.0 	-11802.0 	-3346.0 	56345.0 	-41853.0 	16162.0 	28690.0 	-24863.0 	5863.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,EE	-98.6 	-24.9 	-19.9 	73.5 	3.0 	94.8 	-67.0 	-55.5 	4.1 	-67.8 	19.9 	-82.1 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,EL	280.0 	201.0 	226.0 	84.0 	224.0 	-1.0 	216.0 	418.0 	-299.0 	-46.0 	-419.0 	-421.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,ES	-2618.0 	3888.0 	-3326.0 	5062.0 	3737.0 	330.0 	-2175.0 	3837.0 	-4741.0 	3901.0 	4744.0 	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,FI	-5840.0 	-6283.0 	-5831.0 	5982.0 	233.0 	-1507.0 	2040.0 	-149.0 	-3862.0 	2321.0 	320.0 	-3383.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,FR	15091.0 	-20316.0 	-9746.0 	15989.0 	-18967.0 	-1591.0 	17441.0 	-16711.0 	8923.0 	-15336.0 	-2421.0 	-2299.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,HR	977.5 	-217.1 	162.0 	30.4 	812.9 	116.3 	-274.9 	192.4 	94.0 	187.1 	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,IT	1302.0 	1020.0 	7267.0 	-6423.0 	3140.0 	2278.0 	-4388.0 	-5284.0 	-2724.0 	3606.0 	2723.0 	1369.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,LT	85.7 	332.6 	-42.3 	106.0 	-206.0 	-43.1 	-26.8 	-86.7 	116.0 	207.8 	137.8 	-233.4 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,LU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.0 	0.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,LV	167.0 	-79.0 	-49.0 	-9.0 	130.0 	-17.0 	140.0 	257.0 	-96.0 	158.0 	-51.0 	-53.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,MK	-0.7 	5.6 	-5.9 	-4.7 	-1.3 	-4.3 	-8.4 	1.6 	-1.3 	12.4 	: c	: 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,MT	12.9 	39.9 	-156.0 	70.3 	-153.7 	-209.1 	-204.9 	-40.5 	-47.8 	267.1 	-201.6 	-202.9 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,NL	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,PL	-680.9 	-437.5 	-845.6 	-1011.6 	-877.5 	-511.6 	-269.2 	752.1 	-881.4 	-344.3 	-411.4 	-372.6 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,PT	-454.0 	505.0 	-53.0 	18.0 	-380.0 	13.0 	474.0 	31.0 	201.0 	5.0 	-127.0 	253.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,RO	-354.6 	115.7 	-991.6 	495.6 	609.8 	-507.1 	78.3 	-309.2 	164.2 	301.6 	1042.1 	701.1 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,RS	65.0 	4.0 	48.0 	20.0 	62.0 	-42.0 	110.0 	-29.0 	44.0 	52.0 	85.0 	88.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SE	-2232.5 	-1239.6 	4256.4 	4559.1 	-2579.5 	-5661.1 	-375.0 	-1327.2 	1733.8 	-2279.8 	-7738.9 	-6273.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI	-123.9 	-149.8 	-72.5 	-275.3 	218.5 	127.7 	-467.9 	-124.4 	295.1 	-382.0 	-138.8 	-345.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK	-536.4 	8.5 	-279.7 	116.4 	-135.8 	-154.0 	-656.1 	193.9 	-845.5 	223.7 	-414.3 	-459.5 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE	2983.0 	-354.0 	-2325.0 	360.0 	869.0 	-641.0 	-594.0 	-281.0 	-1399.0 	1244.0 	-183.0 	-4142.0 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG	347.8 	-168.9 	-300.1 	475.7 	-152.3 	451.4 	110.1 	17.3 	346.7 	85.4 	818.4 	671.1 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ	131.9 	335.1 	-1122.3 	479.5 	1063.6 	1553.7 	-821.3 	733.5 	672.3 	-1910.0 	853.1 	-319.8 
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE	32438.0 	15799.0 	29624.0 	40188.0 	27562.0 	19584.0 	22202.0 	32237.0 	17352.0 	20863.0 	7562.0 	14480.0 
