na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,L,MIO_EUR_NSA,AL	156.1 	158.0 	153.2 p	153.9 p	158.6 p	159.3 p	157.5 p	161.3 p	164.7 p	172.2 p	166.6 p	174.9 p
B1G,L,MIO_EUR_NSA,AT	7519.4 	7554.1 	7633.7 	7737.1 	7821.9 	7904.5 	7967.9 	8061.5 	8185.6 	8317.5 	8433.5 	8550.5 
B1G,L,MIO_EUR_NSA,BE	7981.0 	7950.0 	8051.0 	8099.0 	8034.0 	8093.0 	8119.0 	8144.0 	8150.0 	8161.0 	8208.0 	8215.0 
B1G,L,MIO_EUR_NSA,BG	895.7 	964.4 	973.6 	1082.1 	945.6 	975.0 	1098.2 	1290.4 	996.4 	1124.1 	1179.1 p	1302.7 p
B1G,L,MIO_EUR_NSA,CH	10945.1 	10964.3 	10879.4 	11051.0 	11158.2 	11352.5 	11384.7 	11280.3 	10826.9 	10528.3 	10631.9 	10585.3 
B1G,L,MIO_EUR_NSA,CY	391.8 	397.4 	406.6 	412.5 	414.3 	417.0 	419.5 	421.9 	424.7 	427.1 	432.8 	436.7 
B1G,L,MIO_EUR_NSA,CZ	3206.6 	3337.1 	3282.7 	3353.9 	3337.4 	3494.0 	3425.0 	3656.1 	3699.3 	3911.2 	3915.4 	4061.4 
B1G,L,MIO_EUR_NSA,DE	77226.0 	74330.0 	77527.0 	77144.0 	78420.0 	75163.0 	79033.0 	78625.0 	81026.0 	77474.0 	81398.0 	81046.0 
B1G,L,MIO_EUR_NSA,DK	6049.3 	5939.3 	6219.4 	6212.2 	6270.0 	6254.1 	6499.5 	6437.4 	6500.4 	6542.8 	6630.3 	6464.7 
B1G,L,MIO_EUR_NSA,EA	271931.6 	270931.7 	271489.7 	274535.8 	276644.0 	276043.8 	277951.8 	282092.4 	285432.1 	284234.5 	286149.8 	290297.9 
B1G,L,MIO_EUR_NSA,EA19	271931.6 	270931.7 	271489.7 	274535.8 	276644.0 	276043.8 	277951.8 	282092.4 	285432.1 	284234.5 	286149.8 	290297.9 
B1G,L,MIO_EUR_NSA,EE	418.1 	472.1 	504.0 	504.8 	451.0 	511.5 	526.7 	534.4 	462.7 	530.8 	554.8 	602.6 
B1G,L,MIO_EUR_NSA,EL	6942.3 p	6867.7 p	6793.4 p	6789.1 p	6787.0 p	6787.3 p	6785.0 p	6711.4 p	6604.2 p	6495.0 p	6449.7 p	6445.8 p
B1G,L,MIO_EUR_NSA,ES	27743.0 	28041.0 	27094.0 p	28272.0 p	28243.0 p	28363.0 p	27141.0 p	28452.0 p	28491.0 p	28897.0 p	27602.0 p	28902.0 p
B1G,L,MIO_EUR_NSA,EU28	384050.4 	383637.5 	379720.8 	382869.5 	378491.6 	376563.6 	379684.1 	386464.8 	386988.1 	387311.6 	389003.3 	394442.8 
B1G,L,MIO_EUR_NSA,FI	5765.0 	5869.0 	5719.0 	5939.0 	5986.0 	6042.0 	5937.0 	6167.0 	6235.0 	6295.0 	6184.0 	6414.0 
B1G,L,MIO_EUR_NSA,FR	62528.0 	63308.0 	63305.0 	63606.0 	63738.0 	64847.0 	65310.0 	65856.0 	66135.0 	67100.0 	67055.0 	67234.0 
B1G,L,MIO_EUR_NSA,HR	959.8 	955.3 	951.4 	978.3 	975.7 	975.3 	983.1 	998.9 	996.4 	990.6 	1005.6 	1027.9 
B1G,L,MIO_EUR_NSA,HU	1872.2 	1861.4 	1914.1 	1971.8 	1973.3 	1960.6 	2037.0 	2107.4 	2155.9 	2140.9 	2234.5 	2269.3 
B1G,L,MIO_EUR_NSA,IE	3700.7 d	3750.1 d	3938.8 d	4020.0 d	4067.6 d	4125.2 d	4234.0 d	4285.1 d	4353.7 d	4427.1 d	4587.1 d	4627.0 d
B1G,L,MIO_EUR_NSA,IT	52363.9 	52784.4 	51757.3 	52693.4 	52575.5 	53109.4 	52334.6 	53604.7 	53533.2 	54038.7 	53725.6 	55024.8 
B1G,L,MIO_EUR_NSA,LT	609.2 	603.2 	555.2 	596.8 	636.3 	635.7 	593.8 	623.3 	656.6 	652.3 	590.7 	631.9 
B1G,L,MIO_EUR_NSA,LU	941.9 	928.5 	901.8 	981.3 	983.6 	1008.8 	1003.1 	1009.5 	1006.0 	1023.5 	1025.8 	1047.3 
B1G,L,MIO_EUR_NSA,LV	677.1 	679.7 	687.3 	665.8 	725.9 	701.3 	711.2 	678.4 	767.2 	701.7 	774.7 	716.3 
B1G,L,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,L,MIO_EUR_NSA,MK	248.5 	245.5 	246.1 p	250.7 p	249.3 p	248.0 p	254.6 e	244.5 e	255.3 e	253.6 e	260.7 e	251.3 e
B1G,L,MIO_EUR_NSA,MT	110.7 	113.3 	115.8 	117.9 	119.3 	121.9 	117.2 	114.6 	116.4 	117.7 	128.6 	129.8 
B1G,L,MIO_EUR_NSA,NL	10250.0 	10450.0 	9973.0 p	10128.0 p	10491.0 p	11026.0 p	10850.0 p	11248.0 p	11645.0 p	11927.0 p	11429.0 p	12212.0 p
B1G,L,MIO_EUR_NSA,NO	5828.0 	5658.5 	5618.2 	6001.4 	5834.7 	6432.7 	6497.6 	5999.0 	5988.1 	6260.8 	6091.4 	6265.5 
B1G,L,MIO_EUR_NSA,PL	4836.9 	4576.1 	4413.8 	5227.9 	5091.8 	4826.9 	4581.7 	5711.0 	5418.8 	5181.4 	4962.0 	5917.3 
B1G,L,MIO_EUR_NSA,PT	4821.5 	4867.2 	4922.0 	4976.5 	5020.1 	5051.3 	5071.2 	5099.0 	5135.0 	5178.6 	5231.4 	5281.1 
