indic_bt,nace_r2,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOVT,G47_NFOOD_X_G473,PCH_M12_CA,SK	7.1 	9.2 	9.5 	6.4 	7.3 	6.7 	6.0 	4.8 	2.0 	5.9 p	3.7 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M12_CA,TR	18.2 	16.8 	21.6 	26.4 	20.0 	18.7 	21.8 	19.1 	22.0 	17.2 	19.0 	: 
TOVT,G47_NFOOD_X_G473,PCH_M12_CA,UK	3.8 p	4.1 p	5.5 p	5.5 p	1.9 p	5.6 p	2.5 p	6.8 p	2.9 p	4.4 p	4.7 p	5.1 p
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,AT	-1.9 p	2.9 p	-2.6 p	2.3 p	-1.8 p	1.5 p	2.0 p	-2.1 p	0.3 p	-0.3 p	0.4 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,BE	-3.0 p	5.7 p	-0.4 p	-2.9 p	1.6 p	-0.9 p	-1.4 p	4.3 p	1.3 p	-6.7 p	3.1 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,BG	0.3 	0.5 	0.3 	0.6 	-0.3 	0.6 	1.2 	0.4 	0.2 	0.3 	0.5 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,CH	-0.5 p	2.0 p	-0.8 p	-0.7 p	-0.5 p	-0.2 p	1.4 p	-1.6 p	0.5 p	-0.9 p	0.1 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,CY	0.5 	0.7 	-1.0 	1.7 	0.7 	0.7 	-1.7 	0.3 	1.4 	-1.5 	: c	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,CZ	-1.4 p	3.1 p	-0.2 p	1.2 p	-0.2 p	-0.5 p	1.9 p	-0.6 p	0.2 p	0.7 p	0.0 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,DE	-0.4 p	3.0 p	-1.9 p	0.5 p	-1.2 p	-1.1 p	6.1 p	-3.3 p	0.3 p	0.4 p	-0.2 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,DK	-1.6 	2.4 	-1.5 	-0.2 	0.3 	-0.2 	1.3 	1.0 	-1.0 	-0.9 	1.9 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,EA19	-1.1 	3.3 	-1.7 	0.2 	-0.4 	-0.2 	2.1 	-0.7 	0.3 	-0.3 	0.3 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,EE	0.3 s	0.3 s	2.2 s	-1.1 s	-0.7 s	-0.5 s	0.7 s	2.3 s	-0.8 s	1.2 s	1.7 s	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,EL	1.7 p	1.2 p	-0.1 p	-0.8 p	-0.3 p	1.2 p	-1.2 p	0.9 p	0.6 p	0.9 p	: c	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,ES	-1.3 p	3.8 p	-1.7 p	0.2 p	0.5 p	0.3 p	-0.9 p	0.6 p	1.0 p	-0.6 p	0.4 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,EU28	-0.7 	2.8 	-1.4 	0.3 	-0.5 	0.0 	1.8 	-0.1 	-0.1 	0.2 	0.5 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,FI	0.0 	2.0 	-1.8 	1.2 	-0.8 	0.0 	-0.7 	2.5 	-2.5 	0.2 	0.6 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,FR	-2.1 	5.0 	-3.0 	-0.1 	0.4 	0.8 	-0.1 	0.2 	0.3 	0.3 	-0.5 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,HR	-1.0 	3.4 	-0.6 	1.7 	-5.1 	1.0 	4.4 	3.5 	-4.7 	-0.2 	: c	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,HU	0.1 ps	1.1 ps	0.9 ps	1.0 ps	0.2 ps	0.6 ps	1.5 ps	0.7 ps	1.1 ps	0.5 ps	1.1 ps	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,IE	0.6 	3.6 	-4.0 	1.4 	-1.3 	-5.2 	6.3 	1.6 	0.3 	-0.6 	1.1 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,IT	-0.7 	0.7 	-0.3 	-0.3 	0.1 	-0.1 	0.0 	0.1 	0.1 	0.0 	0.3 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,LT	0.7 	2.9 	0.8 	2.1 	-3.1 	1.5 	0.7 	1.1 	-0.1 	1.1 	0.8 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,LU	-1.8 s	1.8 s	-1.8 s	1.2 s	-0.6 s	1.2 ps	0.0 ps	-1.2 ps	1.8 ps	0.0 ps	0.0 ps	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,LV	0.7 	0.8 	-1.5 	2.8 	-5.4 	3.9 	0.0 	2.2 	-0.9 	-0.3 	-0.6 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,ME	0.4 	-3.1 	8.3 	-11.9 	5.8 	1.7 	3.0 	1.5 	: 	: 	: 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,MK	-1.5 ps	11.6 ps	-6.7 ps	6.6 ps	-4.9 ps	3.0 ps	2.5 ps	-2.8 ps	: 	: 	: 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,MT	-2.0 p	-0.1 p	0.4 p	0.3 p	-1.3 p	-1.5 p	-0.1 p	0.3 p	-0.9 p	-2.7 p	0.6 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,NL	-1.8 ps	4.1 ps	-2.5 ps	2.2 ps	-2.1 ps	0.2 ps	2.7 ps	-1.2 ps	0.4 ps	0.8 ps	0.3 ps	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,NO	-0.3 s	2.7 s	-1.9 s	0.1 s	0.1 s	0.3 s	1.3 s	1.7 s	-3.3 s	0.2 s	2.0 s	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,PL	0.2 	2.4 	-0.5 	0.9 	0.1 	-0.4 	1.4 	0.8 	0.8 	1.1 p	-0.3 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,PT	-3.1 	5.1 	0.0 	0.9 	-1.6 	0.6 	0.7 	4.2 	-1.2 	-2.5 	-1.6 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,RO	1.2 	0.1 	3.5 	-2.4 	-5.4 	1.5 	4.2 	1.1 	1.3 	-0.1 	0.5 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,RS	0.8 	2.0 	0.9 	-0.3 	-0.8 	1.5 	0.8 	1.1 	0.6 	0.8 p	0.2 p	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,SE	-0.2 s	1.8 s	-1.0 s	0.1 s	-0.6 s	1.0 s	1.3 s	-0.4 s	-1.7 s	-0.2 ps	2.1 ps	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,SI	-0.5 	2.7 	-1.0 	1.0 	-1.2 	0.0 	2.9 	-0.1 	-0.2 	1.0 	1.1 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,SK	0.2 s	0.9 s	1.0 s	-0.9 s	0.7 s	0.6 s	0.1 s	0.3 s	-0.2 s	1.0 ps	-0.1 ps	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,TR	-0.8 	2.2 	2.0 	2.4 	-0.2 	1.7 	2.3 	0.7 	2.1 	1.2 	3.7 	: 
TOVT,G47_NFOOD_X_G473,PCH_M1_SCA,UK	-0.1 p	1.2 p	-1.2 p	0.4 p	-0.2 p	0.2 p	1.1 p	1.9 p	-1.0 p	1.1 p	1.7 p	-0.1 p
