currency,partner,sector10,sectpart,stk_flow,bop_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__O__F,SI	-914.4 	-1684.6 	-1589.6 	-1957.1 	-1978.0 	-4640.9 	-3722.4 	-3683.0 	-3748.8 	-5549.6 	-3597.3 	-4216.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__O__F,SK	-6181.1 	-7921.3 	-7381.1 	-8511.8 	-10138.0 	-12920.9 	-12571.1 	-13830.5 	-14034.8 	-15028.7 	-16745.4 	-17819.1 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__O__F,UK	277864.6 	243335.4 	249007.6 	433622.5 	413932.2 	502752.9 	417998.2 	341003.9 	293501.8 	345878.7 	380344.0 	520091.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__O__F,XK	314.1 	246.8 	195.3 	148.5 	85.7 	5.1 	16.8 	142.4 	36.3 	22.5 	-257.7 	-272.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,AL	-19.7 	-132.9 	-19.0 	-14.2 	-4.2 	98.9 	-36.0 	-67.2 	-42.0 	-17.5 	-27.7 	86.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,AT	-111596.0 	-105663.0 	-111853.0 	-104755.0 	-96024.0 	-88922.0 	-78494.0 	-75211.0 	-75990.0 	-70797.0 	-73842.0 	-70799.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,BE	53072.0 	53107.0 	79319.0 	56589.0 	66720.0 	48302.0 	50643.0 	58441.0 	47856.0 	77155.0 	69091.0 	72380.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,BG	180.8 	602.4 	-580.7 	-672.8 	-1109.1 	174.7 	958.9 	917.9 	1535.3 	1821.6 	2262.4 	2401.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,CH	101338.0 	85656.3 	164611.7 	188590.5 	187731.3 	205771.1 	171775.9 	168138.6 	173900.6 	171334.1 	212126.5 	218569.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,CY	-1277.0 	-1036.0 	701.0 	-1377.0 	-3060.0 	-2439.0 	-1286.0 	-3064.0 	1988.0 	764.0 	1387.0 	940.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,CZ	-14909.3 	-19336.8 	-19495.5 	-20762.0 	-18109.1 	-22078.3 	-29544.7 	-32853.5 	-27443.4 	-28909.9 	-30708.4 	-26566.3 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,DE	32636.0 	35305.0 	78990.0 	158428.0 	194795.0 	213206.0 	243502.0 	293184.0 	310702.0 	382071.0 	431903.0 	486393.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,DK	-42470.8 	-47695.8 	-31213.8 	-38425.7 	-23772.6 	-6609.1 	-13413.2 	-25441.2 	-23914.4 	-19609.1 	1034.5 	29616.9 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,EA19	-3391637.0 	-3400270.0 	-3189297.0 	-2982676.0 	-2862582.0 	-2794574.0 	-2713110.0 	-2659342.0 	-2568827.0 	-2399361.0 	-2389987.0 	-2252558.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,EE	4260.3 	4656.2 	5164.1 	5940.4 	6420.5 	7102.6 	7571.3 	8327.4 	9082.9 	9730.3 	9792.0 	9778.7 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,EL	69621.0 	68940.0 	73051.0 	72684.0 	80133.0 	79366.0 	80370.0 	73142.0 	69441.0 	53344.0 	49541.0 	48571.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,ES	-570650.0 	-559723.0 	-536244.0 	-516582.0 	-524868.0 	-516335.0 	-505674.0 	-514053.0 	-505275.0 	-500328.0 	-482600.0 	-467150.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,FI	-1837.0 	-5028.0 	-8109.0 	250.0 	5652.0 	13895.0 	3381.0 	-1901.0 	2845.0 	11438.0 	4412.0 	-3884.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,FR	-796634.0 	-743736.0 	-751372.0 	-767994.0 	-771388.0 	-758418.0 	-744660.0 	-701295.0 	-712502.0 	-741090.0 	-718906.0 	-704014.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,HR	-8409.3 	-8501.6 	-8048.4 	-8518.5 	-7898.4 	-7588.7 	-8157.3 	-6451.8 	-5912.1 	-6628.0 	-6423.7 	-6941.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,HU	-40990.3 	-40575.7 	-39170.3 	-37771.8 	-38803.2 	-39665.9 	-37984.3 	-36326.2 	-36874.4 	-36614.9 	-35463.1 	-31176.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,IE	-491338.0 	-551665.0 	-504759.0 	-489497.0 	-497498.0 	-466725.0 	-440534.0 	-497174.0 	-440163.0 	-426514.0 	-402723.0 	-439933.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,IS	-33224.8 	-256.3 	-4348.4 	-2978.4 	-3122.1 	-2451.9 	-2081.8 	-1023.7 	-280.4 	331.6 	-229.7 	279.7 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,IT	-238188.0 	-202874.0 	-173571.0 	-92480.0 	-10525.0 	28814.0 	87172.0 	84983.0 	112467.0 	131537.0 	101492.0 	231799.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,LT	-4074.0 	-4926.8 	-3717.4 	-2799.1 	-2789.2 	-1524.2 	-76.8 	-470.9 	695.0 	1038.3 	2522.3 	3242.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,LU	-968674.0 	-1029582.0 	-990845.0 	-1017442.0 	-1014907.0 	-1056139.0 	-1066150.0 	-1029593.0 	-1034724.0 	-1040479.0 	-1013447.0 	-1046853.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,LV	3771.0 	4936.0 	6210.0 	5953.0 	6173.0 	6271.0 	6643.0 	6109.0 	7052.0 	8168.0 	7409.0 	6581.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,MK	-567.9 	-636.2 	-644.5 	-658.3 	-1162.1 	-1107.0 	-1131.2 	-1160.9 	-1153.1 	-1176.1 	-1567.4 	-1519.1 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,MT	96743.5 	99697.9 	100223.2 	102713.7 	102685.8 	103652.8 	105343.9 	106866.5 	108320.0 	109158.2 	108631.3 	109902.8 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,NL	-617093.0 	-638549.0 	-636110.0 	-608128.0 	-615647.0 	-669243.0 	-721144.0 	-672191.0 	-678330.0 	-634312.0 	-654830.0 	-684091.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,NO	595522.5 	631483.1 	595731.6 	623870.2 	639090.5 	669248.2 	702187.1 	695805.3 	693781.0 	716074.5 	689122.9 	717612.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,PL	-112916.7 	-111833.1 	-105968.6 	-105288.1 	-108179.8 	-111320.3 	-116722.3 	-121507.6 	-120643.1 	-123088.1 	-117737.9 	-111890.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,PT	-24927.0 	-18717.0 	-13939.0 	-9461.0 	-9716.0 	370.0 	1581.0 	3762.0 	2253.0 	4189.0 	8471.0 	12019.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,RO	-16427.9 	-18854.8 	-18718.9 	-18136.8 	-19555.4 	-19740.0 	-20265.1 	-21257.4 	-21072.1 	-21869.5 	-23313.6 	-22268.7 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,RS	-7663.0 	-7280.0 	-6821.0 	-6584.0 	-6544.0 	-6617.0 	-6334.0 	-6037.0 	-5998.0 	-5266.0 	-5484.0 	-5506.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,SE	-212126.2 	-213700.0 	-208201.5 	-185652.2 	-181743.0 	-192324.5 	-190880.7 	-195465.1 	-195004.6 	-160173.8 	-155835.8 	-137873.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,SI	-10822.7 	-9500.7 	-8844.3 	-8042.7 	-7637.6 	-4719.7 	-4923.2 	-4329.2 	-3579.6 	-1537.9 	-2858.4 	-1503.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,SK	-7727.6 	-5691.7 	-5561.8 	-4651.4 	-2857.2 	-1324.2 	-882.8 	429.6 	97.8 	307.9 	759.7 	453.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__P__F,UK	-1037429.9 	-976071.9 	-829019.0 	-899137.3 	-936221.7 	-751934.2 	-747320.4 	-704721.8 	-709654.3 	-733402.8 	-828861.6 	-913729.5 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,AL	2691.9 	2880.0 	2803.8 	2827.4 	2764.1 	2944.9 	2952.6 	2815.5 	2825.4 	2995.9 	2833.2 	2957.9 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,AT	20629.0 	20424.0 	21746.0 	23625.0 	23473.0 	22158.0 	22619.0 	19405.0 	18016.0 	17990.0 	20594.0 	20544.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,BE	22136.0 	22135.0 	21837.0 	22816.0 	22721.0 	22353.0 	23144.0 	22104.0 	21645.0 	21813.0 	21819.0 	22541.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,BG	20134.1 	20285.7 	21360.4 	22442.7 	23494.0 	23898.9 	24044.3 	23970.5 	24551.0 	23662.5 	22605.9 	23510.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,CH	535060.7 	555015.1 	569326.7 	605366.4 	622141.3 	642980.4 	683260.4 	676257.2 	673895.9 	676917.8 	666689.3 	687701.3 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,CY	747.0 	741.0 	780.0 	820.0 	811.0 	775.0 	802.0 	755.0 	747.0 	740.0 	743.0 	746.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,CZ	56241.7 	59243.1 	64349.8 	67430.4 	73395.1 	81341.6 	122945.6 	124727.0 	124288.0 	123380.1 	121553.5 	123668.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,DE	161922.0 	159532.0 	171266.0 	184628.0 	183796.0 	175765.0 	181898.0 	171295.0 	169937.0 	166842.0 	165830.0 	167078.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,DK	69718.5 	59226.8 	54994.0 	61028.3 	60949.6 	60339.0 	61825.4 	62150.0 	61820.1 	62407.3 	62599.4 	62503.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,EA19	644223.0 	644241.0 	675275.0 	721810.0 	727017.0 	707634.0 	726555.0 	682702.0 	674841.0 	669674.0 	673378.0 	690019.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,EE	355.4 	381.2 	434.3 	428.0 	432.9 	334.4 	305.4 	290.5 	292.4 	288.1 	330.3 	333.7 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,EL	5082.0 	5535.0 	6618.0 	6853.0 	6833.0 	6539.0 	6448.0 	6274.0 	6563.0 	6509.0 	6451.0 	6370.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,ES	48970.0 	49568.0 	49422.0 	54496.0 	59262.0 	59902.0 	60379.0 	57015.0 	56102.0 	57877.0 	57122.0 	59227.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,FI	9137.0 	9378.0 	8992.0 	9893.0 	9877.0 	9934.0 	9836.0 	9156.0 	8930.0 	8759.0 	8555.0 	8722.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,FR	125922.0 	126912.0 	135170.0 	142317.0 	141872.0 	139248.0 	141927.0 	134232.0 	134676.0 	130430.0 	132818.0 	140467.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,HR	13414.7 	13701.4 	13195.7 	12910.0 	13014.2 	13510.6 	16054.4 	14020.9 	14958.5 	15861.7 	16479.6 	16680.3 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,HU	32113.3 	30047.7 	27554.5 	24714.5 	23611.7 	24477.5 	24484.0 	23453.7 	22266.0 	23353.6 	23089.6 	23975.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,IE	1873.0 	2013.0 	2937.0 	2762.0 	3128.0 	3384.0 	3294.0 	3379.0 	3599.0 	3672.0 	3708.0 	3765.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,IS	4113.6 	4619.5 	5225.1 	5111.5 	5943.5 	6847.6 	6822.7 	5637.2 	5527.2 	5490.6 	5364.1 	5526.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,IT	120641.0 	120116.0 	125765.0 	134983.0 	135208.0 	129061.0 	134214.0 	128351.0 	127237.0 	126073.0 	125033.0 	127481.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,LT	1984.1 	1558.7 	2331.9 	2265.3 	2433.7 	2468.3 	2194.2 	1297.2 	1783.9 	3711.3 	4144.3 	4561.7 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,LU	701.0 	708.0 	946.0 	949.0 	945.0 	924.0 	877.0 	815.0 	783.0 	733.0 	724.0 	786.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,LV	3195.0 	3165.0 	3092.0 	3165.0 	2732.0 	3334.0 	3359.0 	3346.0 	3505.0 	3851.0 	3817.0 	3858.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,MK	2187.4 	2261.8 	2266.3 	2158.8 	2699.0 	2613.4 	2534.4 	2400.0 	2271.4 	2336.3 	2577.1 	2642.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,MT	538.2 	525.2 	589.0 	659.4 	650.5 	642.3 	618.0 	661.6 	686.1 	694.7 	692.1 	812.8 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,NL	35230.0 	35085.0 	34944.0 	36994.0 	36214.0 	34412.0 	35814.0 	32562.0 	32341.0 	31816.0 	31416.0 	31597.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,NO	54736.7 	52954.8 	55520.1 	56160.3 	56385.7 	57341.3 	57352.8 	56759.1 	55295.8 	54996.9 	54187.8 	56556.5 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,PL	90249.2 	86844.7 	88757.8 	98935.1 	99911.1 	108400.1 	104539.7 	97983.4 	94475.6 	94411.8 	96865.1 	93291.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,PT	16625.0 	17816.0 	18734.0 	20489.0 	23349.0 	23842.0 	26099.0 	23502.0 	22736.0 	21772.0 	21899.0 	20389.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,RO	32468.5 	35488.9 	34915.9 	35654.4 	37244.1 	37922.9 	38560.1 	38856.0 	36957.1 	37116.2 	38318.1 	35333.6 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,RS	10511.0 	10377.0 	9501.0 	9291.0 	9552.0 	10205.0 	9730.0 	9670.0 	10636.0 	9962.0 	10235.0 	11104.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,SE	52738.5 	53435.3 	53256.2 	54838.3 	55638.4 	56638.4 	55267.4 	52661.5 	52200.3 	51831.8 	51013.2 	52934.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,SI	840.6 	786.8 	786.3 	770.2 	715.2 	705.4 	753.5 	750.6 	766.4 	742.7 	715.6 	715.0 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,SK	2996.0 	2640.0 	2651.4 	2815.5 	2807.4 	2743.1 	2691.4 	2861.5 	2854.2 	3019.9 	3533.8 	3870.2 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,UK	115539.6 	119280.6 	121140.8 	128354.5 	130652.8 	128450.8 	133464.6 	129935.3 	126369.4 	125775.7 	128394.1 	132886.4 
MIO_EUR,WRL_REST,S1,S1,N_LE,FA__R__F,XK	641.2 	624.3 	619.8 	614.7 	679.5 	521.2 	603.0 	574.1 	704.0 	103.7 	203.3 	177.6 
