na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,C,MIO_EUR_SCA,EE	709.5 	703.5 	736.6 	755.8 	749.2 	738.2 	765.6 	806.5 	791.8 	826.5 	819.2 	849.1 
B1G,C,MIO_EUR_SCA,EL	3604.6 p	3670.7 p	3642.7 p	3753.1 p	3745.5 p	3848.0 p	3933.7 p	3903.0 p	3978.5 p	3953.1 p	4023.7 p	4028.7 p
B1G,C,MIO_EUR_SCA,ES	33709.0 	34094.0 	34604.0 p	34686.0 p	35313.0 p	35706.0 p	36519.0 p	37205.0 p	37745.0 p	38309.0 p	38061.0 p	38671.0 p
B1G,C,MIO_EUR_SCA,EU28	533625.7 	537438.5 	544071.2 	542453.3 	538471.7 	548507.3 	551659.2 	560645.9 	568153.3 	578547.2 	576897.1 	580904.7 
B1G,C,MIO_EUR_SCA,FI	7773.0 	7855.0 	7592.0 	7908.0 	8068.0 	8123.0 	8475.0 	8447.0 	8423.0 	8596.0 	8947.0 	8872.0 
B1G,C,MIO_EUR_SCA,FR	57516.0 	57598.0 	57941.0 	57317.0 	57098.0 	57256.0 	57671.0 	58209.0 	58316.0 	58431.0 	58062.0 	58160.0 
B1G,C,MIO_EUR_SCA,HR	1430.7 	1424.5 	1431.0 	1469.0 	1471.6 	1530.6 	1517.7 	1528.3 	1533.8 	1530.1 	1555.8 	1560.5 
B1G,C,MIO_EUR_SCA,HU	5601.9 	5753.5 	5606.4 	5594.1 	5587.1 	5731.9 	5836.1 	6123.1 	6096.7 	6363.4 	6393.1 	6501.4 
B1G,C,MIO_EUR_SCA,IE	22145.6 d	22481.6 d	21139.1 d	21032.3 d	18891.7 d	25560.1 d	21462.5 d	21721.3 d	24144.7 d	25927.5 d	24100.9 d	24441.2 d
B1G,C,MIO_EUR_SCA,IT	59641.7 	60792.5 	62592.1 	62018.8 	62524.1 	62925.4 	63033.2 	64179.7 	65426.8 	66019.7 	66053.2 	66456.2 
B1G,C,MIO_EUR_SCA,LT	1611.7 	1640.2 	1606.6 	1630.7 	1641.3 	1665.8 	1756.6 	1778.5 	1847.1 	1876.2 	1874.0 	1882.0 
B1G,C,MIO_EUR_SCA,LU	602.0 	626.8 	758.9 	711.1 	700.6 	677.7 	609.1 	663.5 	696.2 	752.9 	713.0 	711.9 
B1G,C,MIO_EUR_SCA,LV	636.5 	628.3 	630.6 	646.9 	634.8 	668.9 	688.1 	723.4 	721.5 	748.0 	744.5 	771.1 
B1G,C,MIO_EUR_SCA,MT	171.1 	186.5 	189.4 	191.2 	177.3 	189.2 	205.0 	211.7 	194.9 	205.7 	205.5 	218.3 
B1G,C,MIO_EUR_SCA,NL	18643.0 	19064.5 	19138.9 p	19289.6 p	19111.2 p	19268.6 p	19401.0 p	20039.1 p	20244.6 p	20735.1 p	20967.7 p	20926.3 p
B1G,C,MIO_EUR_SCA,NO	5833.5 	5550.0 	5327.8 	5490.6 	5489.1 	5591.3 	5735.2 	5520.8 	5491.8 	5451.3 	5376.2 	5336.0 
B1G,C,MIO_EUR_SCA,PL	18847.6 	19325.1 	18672.5 	19294.4 	19422.3 	19297.5 	20578.3 	21016.0 	21465.2 	22114.7 	22121.8 	22268.8 
B1G,C,MIO_EUR_SCA,PT	5489.2 	5657.0 	5531.2 	5645.9 	5761.8 	6000.4 	6003.0 	6092.4 	6014.0 	6183.8 	6216.7 	6288.7 
B1G,C,MIO_EUR_SCA,RO	7977.8 	7959.8 	8079.2 p	8404.6 p	8771.3 p	8884.1 p	8849.0 p	9176.3 p	9258.8 p	9503.8 p	9523.9 p	9858.8 p
B1G,C,MIO_EUR_SCA,SE	15501.9 	15683.9 	15695.0 	15529.4 	15375.7 	15181.3 	16151.5 	16049.9 	16158.3 	16253.5 	16361.7 	15753.9 
B1G,C,MIO_EUR_SCA,SI	1934.9 	1926.2 	2021.3 	2002.3 	2041.9 	2083.4 	2113.9 	2200.5 	2249.0 	2335.6 	2359.4 	2403.1 
B1G,C,MIO_EUR_SCA,UK	59887.1 	59148.5 	56140.6 	55788.1 	51605.8 	51806.5 	52721.2 	52880.0 	51400.7 	53079.5 	53280.1 	53443.4 
