na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,C,MIO_EUR_NSA,AL	157.6 	162.9 	136.1 p	153.0 p	159.9 p	159.3 p	145.8 p	169.4 p	187.7 p	190.2 p	158.3 p	189.7 p
B1G,C,MIO_EUR_NSA,AT	14634.3 	15404.5 	14331.4 	14882.4 	14714.1 	15598.0 	14868.1 	15438.6 	15366.7 	15859.3 	15654.6 	16147.3 
B1G,C,MIO_EUR_NSA,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
B1G,C,MIO_EUR_NSA,BG	1735.6 	1580.3 	1471.5 	1882.4 	2002.6 	1618.1 	1586.7 	1963.4 	2024.5 	2010.1 	1590.1 p	2143.8 p
B1G,C,MIO_EUR_NSA,CH	26830.8 	28058.3 	26748.4 	27411.8 	26906.7 	27450.0 	27986.7 	27405.5 	25830.6 	26631.0 	26532.9 	27229.7 
B1G,C,MIO_EUR_NSA,CY	185.5 	199.3 	197.5 	216.6 	208.0 	222.1 	218.8 	240.4 	227.4 	241.2 	231.1 	253.1 
B1G,C,MIO_EUR_NSA,CZ	10172.0 	9990.6 	10256.8 	11459.1 	10456.0 	10382.2 	10908.0 	11963.7 	11566.0 	11720.0 	11794.5 	12621.8 
B1G,C,MIO_EUR_NSA,DE	160871.0 	157647.0 	162050.0 	172479.0 	168085.0 	163686.0 	169922.0 	172708.0 	175381.0 	172202.0 	175165.0 	182001.0 
B1G,C,MIO_EUR_NSA,DK	8336.4 	8723.1 	8782.3 	9230.0 	9201.2 	9609.0 	8954.7 	9692.9 	8972.2 	9228.0 	8827.4 	9794.1 
B1G,C,MIO_EUR_NSA,EA	399133.8 	412381.2 	412507.7 	428200.7 	407879.9 	426264.0 	429122.4 	435153.9 	429301.3 	446882.9 	445048.5 	454476.0 
B1G,C,MIO_EUR_NSA,EA19	399133.8 	412381.2 	412507.7 	428200.7 	407879.9 	426264.0 	429122.4 	435153.9 	429301.3 	446882.9 	445048.5 	454476.0 
B1G,C,MIO_EUR_NSA,EE	707.1 	689.6 	694.0 	833.1 	741.1 	727.5 	745.3 	876.1 	780.7 	803.2 	790.6 	936.0 
B1G,C,MIO_EUR_NSA,EL	3729.1 p	3607.7 p	3386.9 p	3970.7 p	3855.1 p	3768.0 p	3694.8 p	4116.0 p	4096.8 p	3850.6 p	3798.8 p	4239.7 p
B1G,C,MIO_EUR_NSA,ES	31926.0 	35910.0 	34907.0 p	34912.0 p	33353.0 p	37137.0 p	37317.0 p	36992.0 p	35407.0 p	40062.0 p	38326.0 p	38564.0 p
B1G,C,MIO_EUR_NSA,EU28	526232.8 	549512.6 	535738.3 	555699.7 	529089.2 	557171.4 	553399.1 	562573.4 	553852.0 	586514.2 	572314.0 	585126.5 
B1G,C,MIO_EUR_NSA,FI	7565.0 	8424.0 	7124.0 	8041.0 	7832.0 	8694.0 	8003.0 	8592.0 	8165.0 	9181.0 	8479.0 	9009.0 
B1G,C,MIO_EUR_NSA,FR	55351.0 	57895.0 	59218.0 	58581.0 	54709.0 	57279.0 	59473.0 	58629.0 	55713.0 	58533.0 	59813.0 	58280.0 
B1G,C,MIO_EUR_NSA,HR	1445.1 	1468.9 	1328.6 	1512.9 	1479.1 	1590.3 	1409.9 	1568.6 	1537.7 	1595.4 	1448.4 	1597.0 
B1G,C,MIO_EUR_NSA,HU	5533.2 	6077.5 	5091.4 	5987.6 	5557.7 	5995.3 	5498.0 	6377.0 	5946.6 	6481.5 	5844.9 	6872.5 
B1G,C,MIO_EUR_NSA,IE	21195.4 d	22864.8 d	21862.6 d	20501.5 d	18078.5 d	27023.3 d	21891.1 d	20678.5 d	23155.8 d	28137.6 d	24334.8 d	22900.5 d
B1G,C,MIO_EUR_NSA,IT	57585.2 	61580.1 	62158.9 	65082.1 	59552.6 	62728.0 	64219.9 	66007.3 	61694.0 	65466.4 	67022.5 	69007.6 
B1G,C,MIO_EUR_NSA,LT	1629.4 	1693.2 	1603.5 	1576.4 	1666.1 	1717.3 	1708.3 	1713.1 	1885.4 	1944.1 	1827.4 	1805.6 
B1G,C,MIO_EUR_NSA,LU	585.6 	623.9 	768.3 	722.0 	682.6 	681.5 	611.3 	671.5 	681.2 	761.6 	710.6 	719.4 
B1G,C,MIO_EUR_NSA,LV	649.2 	647.2 	566.5 	684.8 	646.2 	694.8 	635.6 	755.3 	728.3 	771.3 	676.4 	818.2 
B1G,C,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,C,MIO_EUR_NSA,MK	275.2 	317.4 	261.1 p	299.9 p	307.2 p	317.2 p	249.6 e	298.8 e	303.6 e	337.5 e	275.3 e	316.6 e
B1G,C,MIO_EUR_NSA,MT	171.1 	186.5 	189.4 	191.2 	177.3 	189.2 	205.0 	211.7 	194.9 	205.7 	205.5 	218.3 
B1G,C,MIO_EUR_NSA,NL	18119.0 	19189.0 	18854.0 p	20133.0 p	18515.0 p	19360.0 p	19235.0 p	20798.0 p	19510.0 p	20783.0 p	20715.0 p	21803.0 p
B1G,C,MIO_EUR_NSA,NO	5614.4 	5647.1 	5343.5 	5669.9 	5269.3 	5602.1 	6022.2 	5527.6 	5306.5 	5476.2 	5395.7 	5440.0 
B1G,C,MIO_EUR_NSA,PL	17568.8 	22937.9 	18732.9 	17034.5 	18091.9 	23126.7 	20452.2 	18362.9 	20187.0 	26959.5 	21727.0 	19265.8 
B1G,C,MIO_EUR_NSA,PT	5428.0 	5729.5 	5422.7 	5786.5 	5689.6 	6040.6 	6008.2 	6178.8 	5897.2 	6208.9 	6145.8 	6435.4 
B1G,C,MIO_EUR_NSA,RO	7869.2 	9466.3 	6412.4 p	8655.9 p	8627.3 p	10660.8 p	6937.1 p	9471.4 p	9089.0 p	11462.8 p	7431.1 p	10171.1 p
B1G,C,MIO_EUR_NSA,RS	1370.7 	1321.9 	1166.3 	1439.9 	1409.6 	1393.9 	1275.2 p	1573.5 p	1611.4 p	1561.1 p	1408.5 p	1699.6 p
B1G,C,MIO_EUR_NSA,SE	15060.1 	16774.0 	14903.4 	15804.6 	14810.0 	16313.0 	15810.5 	15997.2 	15370.2 	17321.0 	15974.6 	15823.5 
B1G,C,MIO_EUR_NSA,SI	1966.0 	1888.7 	1914.5 	2184.9 	2049.1 	2001.2 	2035.1 	2355.4 	2230.2 	2241.5 	2244.7 	2541.9 
B1G,C,MIO_EUR_NSA,SK	3646.5 	4649.7 	3985.3 	3778.3 	3971.4 	4857.3 	4265.2 	3741.9 	4029.8 	5042.9 	4420.6 	4046.7 
B1G,C,MIO_EUR_NSA,TR	30425.7 	34976.9 	30700.9 	33338.0 	29628.9 	35600.6 	30473.4 	33327.8 	32813.3 	35410.1 	32429.1 	32116.2 
B1G,C,MIO_EUR_NSA,UK	59351.8 	60104.2 	56254.8 	56023.3 	51148.0 	51940.0 	53213.0 	52654.7 	50583.1 	53648.7 	53414.8 	53152.4 
B1G,C,MIO_EUR_SCA,AT	14445.6 	14812.8 	15081.2 	14603.5 	14724.0 	15219.9 	15291.5 	15437.8 	15543.0 	15696.1 	16034.4 	16208.8 
B1G,C,MIO_EUR_SCA,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
B1G,C,MIO_EUR_SCA,BG	1561.3 	1642.6 	1759.0 	1725.8 	1804.4 	1677.0 	1892.1 	1808.0 	1830.9 	2064.1 	1902.4 p	1977.3 p
B1G,C,MIO_EUR_SCA,CH	27179.5 	27469.6 	27136.0 	26931.2 	27392.1 	27012.1 	27810.4 	27431.5 	26428.4 	26337.4 	26806.7 	26931.2 
B1G,C,MIO_EUR_SCA,CY	190.0 	196.2 	203.5 	207.3 	214.1 	219.3 	225.0 	230.6 	234.6 	237.6 	239.6 	243.4 
B1G,C,MIO_EUR_SCA,CZ	10304.1 	10273.9 	10597.9 	10551.3 	10661.6 	10682.4 	10985.3 	11420.7 	11878.7 	12065.7 	12101.8 	11928.0 
B1G,C,MIO_EUR_SCA,DE	157714.0 	158022.0 	166110.0 	165326.0 	165512.0 	166521.0 	167918.0 	171508.0 	174853.0 	177511.0 	176740.0 	178769.0 
B1G,C,MIO_EUR_SCA,DK	8388.0 	8625.8 	9217.7 	8808.0 	9310.3 	9485.3 	9218.6 	9418.0 	9105.7 	9105.7 	9279.9 	9322.3 
B1G,C,MIO_EUR_SCA,EA	404157.3 	407625.5 	416924.8 	415387.3 	414656.4 	424546.1 	424361.2 	431795.4 	440097.7 	447174.2 	445076.8 	448979.1 
B1G,C,MIO_EUR_SCA,EA19	404157.3 	407625.5 	416924.8 	415387.3 	414656.4 	424546.1 	424361.2 	431795.4 	440097.7 	447174.2 	445076.8 	448979.1 
