coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP09,I15,AT	104.32 	103.89 	105.08 	104.16 	105.09 	105.13 	104.17 	104.20 	105.02 	106.36 	106.31 r	105.12 
CP09,I15,BE	102.15 	100.70 	102.78 	99.45 	102.55 	101.76 	102.20 	102.95 	103.47 	105.04 	104.71 	103.12 
CP09,I15,BG	97.39 	97.66 	99.47 	100.59 	101.25 	99.32 	98.16 	97.36 	96.63 	99.57 	99.85 	97.00 
CP09,I15,CH	99.66 	98.63 	100.00 	97.70 	99.40 	99.50 	100.48 	99.61 	99.52 	103.44 	102.62 	100.66 
CP09,I15,CY	97.91 	97.79 	97.80 	97.70 	97.63 	97.56 	97.57 	97.57 	97.54 	99.96 	100.66 	99.87 
CP09,I15,CZ	101.6 	101.1 	101.0 	102.5 	103.7 	102.6 	102.3 	102.2 	102.8 	108.2 	108.4 	102.1 
CP09,I15,DE	100.6 	102.2 	107.9 	100.2 	103.0 	103.7 	99.6 	102.0 	102.8 	108.6 	107.6 	104.1 
CP09,I15,DK	102.2 	100.7 	100.8 	101.1 	102.5 	101.6 	101.8 	100.6 	101.2 	105.4 	102.6 	102.6 
CP09,I15,EA	100.92 	101.18 	103.78 	100.64 	102.11 	102.33 	100.80 	101.74 	102.17 	105.20 	105.05 	102.61 
CP09,I15,EA18	100.91 	101.17 	103.77 	100.63 	102.10 	102.32 	100.77 	101.72 	102.15 	105.19 	105.04 	102.58 
CP09,I15,EA19	100.92 	101.18 	103.78 	100.64 	102.11 	102.33 	100.80 	101.74 	102.17 	105.20 	105.05 	102.61 
CP09,I15,EE	102.35 	101.43 	101.03 	101.80 	103.01 	102.20 	103.26 	102.94 	104.83 	105.71 	106.32 	105.20 
CP09,I15,EL	98.78 	98.38 	98.55 	98.18 	98.12 	98.19 	98.30 	97.99 	98.13 	97.99 	97.95 	97.90 
