coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP09,I15,ES	98.45 	98.29 	100.00 	98.29 	99.91 	100.33 	99.15 	99.09 	100.15 	102.03 	102.85 	99.09 
CP09,I15,EU	101.27 	101.56 	103.19 	101.18 	102.23 	102.44 	101.57 	102.17 	102.45 	104.83 	104.75 r	103.13 
CP09,I15,EU28	101.27 	101.56 	103.19 	101.18 	102.23 	102.44 	101.57 	102.17 	102.45 	104.83 	104.75 r	103.13 
CP09,I15,FI	98.61 	99.21 	99.79 	98.99 	99.33 	99.63 	99.52 	98.77 	99.04 	98.86 	98.19 	98.45 
CP09,I15,FR	101.26 	100.71 	100.60 	101.19 	101.01 	101.47 	102.14 	103.08 	102.65 	103.33 	103.80 	102.93 
CP09,I15,HR	99.11 	99.36 	99.26 	99.28 	99.55 	99.25 	99.50 	99.95 	100.32 	100.84 	101.20 	100.97 
CP09,I15,HU	102.42 	102.42 	102.57 	102.84 	102.92 	102.95 	102.83 	103.43 	102.93 	104.64 	105.37 	104.43 
CP09,I15,IE	96.6 	95.8 	95.6 	95.5 	96.5 	96.4 	96.4 	96.4 	96.4 	96.1 	95.8 	95.7 
CP09,I15,IS	102.35 	102.53 	102.57 	102.55 	102.40 	102.33 	102.21 	102.78 	102.86 	102.44 	102.38 	102.78 
CP09,I15,IT	100.7 	100.5 	102.2 	102.4 	102.6 	101.9 	101.8 	101.2 	101.5 	102.6 	103.8 	101.1 
CP09,I15,LT	104.62 	104.60 	104.64 	104.47 	105.29 	105.63 	106.10 	106.07 	107.39 	107.91 	107.96 	107.36 
CP09,I15,LU	103.94 	103.36 	103.37 	103.14 	104.70 	104.60 	104.79 	105.27 	105.92 	107.87 	108.25 	106.62 
CP09,I15,LV	104.14 	102.28 	102.92 	101.94 	103.06 	104.48 	104.13 	103.09 	104.15 	104.69 	104.86 	104.72 
CP09,I15,MK	113.77 d	114.77 d	115.02 d	114.81 d	114.97 d	114.74 d	114.17 d	115.70 d	116.63 d	116.99 d	117.88 d	117.15 d
CP09,I15,MT	98.75 	98.33 	98.72 	98.13 	98.08 	98.03 	98.01 	98.31 	97.59 	97.70 	97.31 	97.61 
CP09,I15,NL	103.13 	102.10 	103.46 	102.40 	103.84 	102.73 	102.72 	101.72 	101.76 	106.53 	105.68 	103.16 
CP09,I15,NO	107.6 	108.2 	108.5 	107.4 	107.0 	107.5 	108.4 	108.3 	109.6 	109.9 	110.8 	111.2 
CP09,I15,PL	96.7 	97.1 	97.3 	98.0 	97.9 	97.6 	97.6 	97.0 	97.6 	98.7 	98.8 	98.5 
CP09,I15,PT	100.01 	99.63 	99.75 	100.09 	100.16 	100.15 	100.20 	100.15 	100.64 	101.00 	101.94 	99.51 
CP09,I15,RO	95.21 	95.51 	95.61 	95.87 	95.96 	96.28 	96.27 	96.26 	96.40 	96.81 	96.86 	97.11 
CP09,I15,RS	112.7 d	113.0 d	113.4 d	114.9 d	113.8 d	111.6 d	111.4 d	111.9 d	116.2 d	119.7 d	124.9 d	115.9 d
CP09,I15,SE	102.91 	101.89 	102.25 	101.31 	101.49 	100.74 	102.37 	102.55 	104.99 	107.97 	103.86 	104.49 
CP09,I15,SI	100.20 	100.04 	100.34 	98.79 	100.59 	99.28 	101.16 	103.34 	104.55 	106.69 	107.24 	103.58 
CP09,I15,SK	103.44 	103.45 	103.60 	103.90 	104.16 	104.35 	104.16 	104.11 	104.26 	105.25 	105.06 	104.06 
CP09,I15,TR	118.24 d	118.50 d	118.53 d	120.08 d	122.36 d	122.99 d	125.02 d	126.57 d	129.31 d	131.42 d	134.88 d	143.84 d
CP09,I15,UK	103.6 	104.3 	103.9 	103.7 	104.0 	104.6 	105.0 	105.2 	104.7 	105.3 	105.9 	: 
CP09,I15,US	100.90 d	100.68 d	100.51 d	100.76 d	100.92 d	100.97 d	100.75 d	100.80 d	101.01 d	101.06 d	100.81 d	100.99 d
CP09,PCH_M1,AT	-0.4 	-0.4 	1.1 	-0.9 	0.9 	0.0 	-0.9 	0.0 	0.8 	1.3 	0.0 r	-1.1 
CP09,PCH_M1,BE	0.0 	-1.4 	2.1 	-3.2 	3.1 	-0.8 	0.4 	0.7 	0.5 	1.5 	-0.3 	-1.5 
CP09,PCH_M1,BG	2.8 	0.3 	1.9 	1.1 	0.7 	-1.9 	-1.2 	-0.8 	-0.7 	3.0 	0.3 	-2.9 
CP09,PCH_M1,CH	0.9 	-1.0 	1.4 	-2.3 	1.7 	0.1 	1.0 	-0.9 	-0.1 	3.9 	-0.8 	-1.9 
CP09,PCH_M1,CY	0.0 	-0.1 	0.0 	-0.1 	-0.1 	-0.1 	0.0 	0.0 	0.0 	2.5 	0.7 	-0.8 
CP09,PCH_M1,CZ	0.0 	-0.5 	-0.1 	1.5 	1.2 	-1.1 	-0.3 	-0.1 	0.6 	5.3 	0.2 	-5.8 
CP09,PCH_M1,DE	-1.8 	1.6 	5.6 	-7.1 	2.8 	0.7 	-4.0 	2.4 	0.8 	5.6 	-0.9 	-3.3 
CP09,PCH_M1,DK	-0.3 	-1.5 	0.1 	0.3 	1.4 	-0.9 	0.2 	-1.2 	0.6 	4.2 	-2.7 	0.0 
CP09,PCH_M1,EA	-1.0 	0.3 	2.6 	-3.0 	1.5 	0.2 	-1.5 	0.9 	0.4 	3.0 	-0.1 	-2.3 
CP09,PCH_M1,EA18	-1.0 	0.3 	2.6 	-3.0 	1.5 	0.2 	-1.5 	0.9 	0.4 	3.0 	-0.1 	-2.3 
CP09,PCH_M1,EA19	-1.0 	0.3 	2.6 	-3.0 	1.5 	0.2 	-1.5 	0.9 	0.4 	3.0 	-0.1 	-2.3 
CP09,PCH_M1,EE	-0.1 	-0.9 	-0.4 	0.8 	1.2 	-0.8 	1.0 	-0.3 	1.8 	0.8 	0.6 	-1.1 
CP09,PCH_M1,EL	-0.2 	-0.4 	0.2 	-0.4 	-0.1 	0.1 	0.1 	-0.3 	0.1 	-0.1 	0.0 	-0.1 
CP09,PCH_M1,ES	-1.9 	-0.2 	1.7 	-1.7 	1.6 	0.4 	-1.2 	-0.1 	1.1 	1.9 	0.8 	-3.7 
CP09,PCH_M1,EU	-0.5 	0.3 	1.6 	-1.9 	1.0 	0.2 	-0.8 	0.6 	0.3 	2.3 	-0.1 r	-1.5 
CP09,PCH_M1,EU28	-0.5 	0.3 	1.6 	-1.9 	1.0 	0.2 	-0.8 	0.6 	0.3 	2.3 	-0.1 r	-1.5 
CP09,PCH_M1,FI	0.5 	0.6 	0.6 	-0.8 	0.3 	0.3 	-0.1 	-0.8 	0.3 	-0.2 	-0.7 	0.3 
CP09,PCH_M1,FR	-0.6 	-0.5 	-0.1 	0.6 	-0.2 	0.5 	0.7 	0.9 	-0.4 	0.7 	0.5 	-0.8 
CP09,PCH_M1,HR	-0.6 	0.3 	-0.1 	0.0 	0.3 	-0.3 	0.3 	0.5 	0.4 	0.5 	0.4 	-0.2 
CP09,PCH_M1,HU	0.0 	0.0 	0.1 	0.3 	0.1 	0.0 	-0.1 	0.6 	-0.5 	1.7 	0.7 	-0.9 
CP09,PCH_M1,IE	0.0 	-0.8 	-0.2 	-0.1 	1.0 	-0.1 	0.0 	0.0 	0.0 	-0.3 	-0.3 	-0.1 
CP09,PCH_M1,IS	-0.2 	0.2 	0.0 	0.0 	-0.1 	-0.1 	-0.1 	0.6 	0.1 	-0.4 	-0.1 	0.4 
CP09,PCH_M1,IT	0.0 	-0.2 	1.7 	0.2 	0.2 	-0.7 	-0.1 	-0.6 	0.3 	1.1 	1.2 	-2.6 
CP09,PCH_M1,LT	-0.4 	0.0 	0.0 	-0.2 	0.8 	0.3 	0.4 	0.0 	1.2 	0.5 	0.0 	-0.6 
CP09,PCH_M1,LU	-0.3 	-0.6 	0.0 	-0.2 	1.5 	-0.1 	0.2 	0.5 	0.6 	1.8 	0.4 	-1.5 
CP09,PCH_M1,LV	-0.5 	-1.8 	0.6 	-1.0 	1.1 	1.4 	-0.3 	-1.0 	1.0 	0.5 	0.2 	-0.1 
CP09,PCH_M1,MK	-0.6 d	0.9 d	0.2 d	-0.2 d	0.1 d	-0.2 d	-0.5 d	1.3 d	0.8 d	0.3 d	0.8 d	-0.6 d
CP09,PCH_M1,MT	0.1 	-0.4 	0.4 	-0.6 	-0.1 	-0.1 	0.0 	0.3 	-0.7 	0.1 	-0.4 	0.3 
CP09,PCH_M1,NL	-0.5 	-1.0 	1.3 	-1.0 	1.4 	-1.1 	0.0 	-1.0 	0.0 	4.7 	-0.8 	-2.4 
CP09,PCH_M1,NO	-0.3 	0.6 	0.3 	-1.0 	-0.4 	0.5 	0.8 	-0.1 	1.2 	0.3 	0.8 	0.4 
CP09,PCH_M1,PL	-0.3 	0.4 	0.2 	0.7 	-0.1 	-0.3 	0.0 	-0.6 	0.6 	1.1 	0.1 	-0.3 
CP09,PCH_M1,PT	-0.3 	-0.4 	0.1 	0.3 	0.1 	0.0 	0.0 	0.0 	0.5 	0.4 	0.9 	-2.4 
CP09,PCH_M1,RO	0.2 	0.3 	0.1 	0.3 	0.1 	0.3 	0.0 	0.0 	0.1 	0.4 	0.1 	0.3 
CP09,PCH_M1,RS	0.3 d	0.3 d	0.4 d	1.3 d	-1.0 d	-1.9 d	-0.2 d	0.4 d	3.8 d	3.0 d	4.3 d	-7.2 d
CP09,PCH_M1,SE	0.0 	-1.0 	0.4 	-0.9 	0.2 	-0.7 	1.6 	0.2 	2.4 	2.8 	-3.8 	0.6 
CP09,PCH_M1,SI	-1.9 	-0.2 	0.3 	-1.5 	1.8 	-1.3 	1.9 	2.2 	1.2 	2.0 	0.5 	-3.4 
CP09,PCH_M1,SK	0.4 	0.0 	0.1 	0.3 	0.3 	0.2 	-0.2 	0.0 	0.1 	0.9 	-0.2 	-1.0 
CP09,PCH_M1,TR	-1.7 d	0.2 d	0.0 d	1.3 d	1.9 d	0.5 d	1.7 d	1.2 d	2.2 d	1.6 d	2.6 d	6.6 d
CP09,PCH_M1,UK	0.6 	0.7 	-0.4 	-0.2 	0.3 	0.6 	0.4 	0.1 	-0.4 	0.5 	0.6 	: 
CP09,PCH_M1,US	-0.2 d	-0.2 d	-0.2 d	0.2 d	0.2 d	0.0 d	-0.2 d	0.0 d	0.2 d	0.0 d	-0.2 d	0.2 d
CP09,PCH_M12,AT	3.6 	2.8 	2.9 	2.1 	1.9 	1.8 	1.9 	1.8 	1.1 	0.6 	0.7 	0.4 
CP09,PCH_M12,BE	1.3 	0.3 	0.5 	-1.2 	-0.4 	0.4 	0.4 	0.9 	1.2 	1.2 	0.8 	1.0 
CP09,PCH_M12,BG	-0.2 	0.2 	0.3 	1.3 	2.4 	1.8 	3.0 	2.5 	2.0 	1.2 	1.4 	2.4 
CP09,PCH_M12,CH	1.1 	0.8 	2.2 	0.6 	1.3 	1.6 	1.0 	3.1 	1.5 	1.8 	1.8 	1.9 
CP09,PCH_M12,CY	-1.4 	-1.9 	-2.2 	-2.2 	-2.3 	-2.4 	-2.3 	-2.2 	-1.9 	2.2 	2.2 	2.0 
CP09,PCH_M12,CZ	1.2 	0.9 	0.6 	0.3 	0.2 	0.7 	0.9 	0.7 	0.5 	2.9 	2.7 	0.5 
CP09,PCH_M12,DE	0.9 	2.5 	2.5 	1.3 	1.0 	1.7 	0.1 	3.0 	0.6 	1.8 	1.3 	1.7 
CP09,PCH_M12,DK	0.8 	0.2 	1.1 	-0.6 	0.1 	-0.1 	-0.5 	-0.8 	-0.4 	0.9 	0.4 	0.1 
CP09,PCH_M12,EA	1.0 	1.4 	1.3 	0.9 	0.9 	1.1 	0.3 	1.6 	0.6 	0.9 	0.7 	0.7 
CP09,PCH_M12,EA18	1.0 	1.4 	1.3 	0.9 	0.9 	1.1 	0.2 	1.6 	0.6 	0.9 	0.7 	0.7 
CP09,PCH_M12,EA19	1.0 	1.4 	1.3 	0.9 	0.9 	1.1 	0.3 	1.6 	0.6 	0.9 	0.7 	0.7 
CP09,PCH_M12,EE	1.4 	1.3 	0.6 	0.7 	2.0 	0.3 	0.6 	1.3 	2.9 	2.4 	3.5 	2.7 
CP09,PCH_M12,EL	-1.1 	-1.2 	-1.2 	-1.4 	-1.3 	-1.3 	-1.3 	-1.2 	-1.1 	-1.2 	-1.2 	-1.1 
CP09,PCH_M12,ES	1.1 	0.8 	-0.7 	-0.6 	0.7 	1.2 	-1.7 	1.0 	0.7 	-0.8 	-1.3 	-1.3 
CP09,PCH_M12,EU	1.3 	1.6 	1.5 	1.3 	1.3 	1.5 	1.0 	1.7 	0.9 	1.4 	1.3 r	1.3 
CP09,PCH_M12,EU28	1.3 	1.6 	1.5 	1.3 	1.3 	1.5 	1.0 	1.7 	0.9 	1.4 	1.3 r	1.3 
CP09,PCH_M12,FI	-0.3 	0.5 	0.3 	0.6 	0.4 	0.8 	0.8 	0.1 	0.5 	0.8 	0.6 	0.4 
CP09,PCH_M12,FR	0.5 	0.2 	0.5 	1.0 	0.6 	0.8 	1.0 	1.2 	0.7 	1.0 	1.1 	1.1 
CP09,PCH_M12,HR	0.6 	1.0 	0.4 	0.3 	0.1 	0.5 	1.2 	1.0 	1.0 	0.3 	0.4 	1.3 
CP09,PCH_M12,HU	-0.3 	-0.4 	-0.1 	-0.2 	-0.4 	-0.1 	-0.1 	0.0 	-0.6 	-0.1 	0.1 	2.0 
CP09,PCH_M12,IE	-1.2 	-1.9 	-1.9 	-1.7 	-0.8 	-0.8 	-0.9 	-1.6 	-1.4 	-1.1 	-1.0 	-0.9 
CP09,PCH_M12,IS	-1.1 	-0.7 	-0.3 	-0.1 	-0.6 	-0.7 	-0.7 	-0.6 	0.6 	0.2 	0.4 	0.3 
CP09,PCH_M12,IT	0.5 	0.8 	0.6 	1.8 	1.5 	0.8 	1.0 	0.6 	0.9 	0.3 	0.3 	0.4 
CP09,PCH_M12,LT	2.8 	2.6 	2.3 	2.3 	2.8 	2.7 	3.1 	2.3 	2.5 	2.6 	2.8 	2.2 
CP09,PCH_M12,LU	3.6 	2.7 	4.0 	3.3 	3.2 	2.7 	2.7 	3.0 	2.6 	2.6 	1.5 	2.3 
CP09,PCH_M12,LV	2.5 	0.8 	1.4 	1.5 	2.0 	1.7 	1.3 	0.2 	-0.1 	0.3 	-0.6 	0.0 
CP09,PCH_M12,MK	2.3 d	4.0 d	3.0 d	1.1 d	1.7 d	1.1 d	2.1 d	3.4 d	3.6 d	2.7 d	3.5 d	2.4 d
CP09,PCH_M12,MT	0.8 	1.9 	2.3 	1.8 	1.5 	1.2 	-0.1 	-0.4 	-0.8 	-1.0 	-1.5 	-1.0 
CP09,PCH_M12,NL	2.1 	2.2 	2.2 	2.0 	2.0 	1.7 	1.1 	1.4 	0.6 	0.6 	0.2 	-0.5 
CP09,PCH_M12,NO	2.0 	2.1 	1.8 	1.3 	0.9 	2.5 	1.8 	1.6 	1.8 	2.1 	2.8 	3.1 
CP09,PCH_M12,PL	1.0 	1.1 	1.1 	1.6 	0.8 	0.5 	0.1 	0.4 	0.1 	0.4 	0.8 	1.5 
CP09,PCH_M12,PT	0.2 	0.3 	0.0 	-0.2 	-0.2 	0.0 	-1.5 	-0.9 	-0.2 	-0.3 	-0.2 	-0.8 
CP09,PCH_M12,RO	-5.1 	-4.9 	-5.0 	-4.8 	1.7 	1.9 	1.8 	1.7 	1.8 	2.1 	2.0 	2.2 
CP09,PCH_M12,RS	3.4 d	3.5 d	4.1 d	5.7 d	5.5 d	4.9 d	4.0 d	4.4 d	3.7 d	2.3 d	3.3 d	3.1 d
CP09,PCH_M12,SE	1.4 	1.1 	1.0 	1.3 	0.1 	0.6 	1.5 	0.5 	0.4 	0.5 	-0.3 	1.6 
CP09,PCH_M12,SI	1.5 	0.9 	2.2 	1.0 	1.2 	0.8 	1.2 	2.4 	1.4 	1.3 	0.9 	1.4 
CP09,PCH_M12,SK	2.1 	1.9 	1.7 	1.5 	1.6 	1.5 	1.4 	1.5 	2.3 	2.2 	1.9 	1.0 
CP09,PCH_M12,TR	10.8 d	9.9 d	8.4 d	7.3 d	8.4 d	7.2 d	8.2 d	7.0 d	9.5 d	9.8 d	12.3 d	19.5 d
CP09,PCH_M12,UK	2.8 	3.1 	2.7 	3.3 	3.0 	3.3 	3.5 	2.6 	2.4 	3.1 	3.6 	: 
CP09,PCH_M12,US	1.0 d	0.6 d	0.6 d	0.4 d	-0.1 d	-0.1 d	-0.5 d	-0.3 d	-0.1 d	-0.2 d	-0.3 d	-0.1 d
