na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,M_N,MIO_EUR_NSA,AL	144.5 	167.1 	133.3 p	158.4 p	155.8 p	180.8 p	144.0 p	162.8 p	170.3 p	196.3 p	160.2 p	190.0 p
B1G,M_N,MIO_EUR_NSA,AT	7486.1 	8242.3 	6790.6 	7516.5 	7713.8 	8735.9 	7091.1 	7824.7 	8200.3 	9131.3 	7737.0 	8276.4 
B1G,M_N,MIO_EUR_NSA,BE	12492.0 	14055.0 	12366.0 	13568.0 	13010.0 	14598.0 	13169.0 	14421.0 	13900.0 	15826.0 	13916.0 	15138.0 
B1G,M_N,MIO_EUR_NSA,BG	703.9 	807.0 	490.8 	540.5 	719.3 	852.3 	485.6 	584.0 	742.1 	901.4 	527.9 p	634.8 p
B1G,M_N,MIO_EUR_NSA,CH	15213.2 	14879.6 	14766.3 	14963.6 	15151.8 	15391.9 	15606.6 	15441.5 	14992.5 	14549.0 	14514.7 	14498.6 
B1G,M_N,MIO_EUR_NSA,CY	362.6 	390.9 	400.6 	398.9 	389.8 	414.3 	421.3 	415.7 	404.4 	434.7 	446.1 	448.7 
B1G,M_N,MIO_EUR_NSA,CZ	2539.2 	2807.6 	2384.7 	2739.0 	2743.8 	2951.2 	2446.0 	2869.2 	3026.6 	3353.4 	2808.5 	3102.6 
B1G,M_N,MIO_EUR_NSA,DE	78369.0 	76088.0 	76338.0 	75188.0 	80027.0 	77157.0 	79485.0 	76432.0 	83446.0 	79991.0 	82259.0 	80218.0 
B1G,M_N,MIO_EUR_NSA,DK	4874.4 	5796.9 	4904.1 	5630.2 	5235.1 	6203.5 	6392.1 	5709.2 	5447.2 	6361.1 	5172.6 	5884.3 
B1G,M_N,MIO_EUR_NSA,EA	257365.9 	270601.7 	258805.4 	268377.5 	265439.1 	276632.0 	269709.3 	278373.9 	279165.0 	291238.2 	284079.7 	292861.7 
B1G,M_N,MIO_EUR_NSA,EA19	257365.9 	270601.7 	258805.4 	268377.5 	265439.1 	276632.0 	269709.3 	278373.9 	279165.0 	291238.2 	284079.7 	292861.7 
B1G,M_N,MIO_EUR_NSA,EE	394.0 	443.2 	385.0 	425.5 	413.2 	468.8 	435.8 	485.4 	477.5 	543.6 	473.2 	532.4 
B1G,M_N,MIO_EUR_NSA,EL	1813.8 p	2334.2 p	1636.5 p	2090.2 p	1828.5 p	2215.1 p	1635.8 p	2184.3 p	1960.8 p	2466.2 p	1804.0 p	2353.3 p
B1G,M_N,MIO_EUR_NSA,ES	18818.0 	21196.0 	19406.0 p	20826.0 p	19294.0 p	21689.0 p	20478.0 p	22255.0 p	20444.0 p	22924.0 p	21763.0 p	23520.0 p
