na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,F,PCH_Q1_SCA,FI	1.4 	2.1 	0.4 	1.3 	1.4 	1.0 	0.4 	0.8 	0.5 	0.7 	2.8 	0.8 
B1G,F,PCH_Q1_SCA,FR	-0.1 	-0.1 	-0.7 	-0.7 	-0.5 	1.0 	0.9 	1.0 	0.7 	0.3 	0.1 	0.2 
B1G,F,PCH_Q1_SCA,HR	1.2 	0.1 	0.1 	1.7 	-1.3 	1.0 	1.6 	-1.2 	-0.1 	1.0 	2.0 	0.6 
B1G,F,PCH_Q1_SCA,HU	-6.4 	2.7 	-15.0 	4.9 	7.4 	-0.3 	3.3 	4.2 	7.3 	4.7 	3.0 	6.6 
B1G,F,PCH_Q1_SCA,IE	-0.2 	3.5 	-0.8 	14.3 	5.2 	-0.5 	4.1 	3.1 	4.8 	4.1 	-0.6 	3.2 
B1G,F,PCH_Q1_SCA,IT	-0.1 	0.8 	0.3 	-0.2 	-0.2 	0.4 	0.8 	-0.4 	0.8 	0.8 	0.0 	0.5 
B1G,F,PCH_Q1_SCA,LT	-3.3 	-6.8 	0.1 	-0.7 	-1.0 	4.9 	-0.2 	1.5 	3.6 	3.5 	4.5 	1.3 
B1G,F,PCH_Q1_SCA,LU	0.7 	0.5 	-1.8 	0.4 	2.6 	1.7 	-6.4 	3.0 	-2.2 	-0.7 	4.8 	1.3 
B1G,F,PCH_Q1_SCA,LV	0.9 	-6.9 	-6.9 	-1.8 	-2.7 	5.3 	3.8 	6.7 	7.5 	5.3 	9.7 	6.0 
B1G,F,PCH_Q1_SCA,NL	-0.6 	1.6 	4.5 p	-1.3 p	4.2 p	1.4 p	0.3 p	1.7 p	1.1 p	3.8 p	0.5 p	4.2 p
B1G,F,PCH_Q1_SCA,NO	0.8 	-0.3 	1.1 	0.3 	0.9 	2.2 	1.2 	1.3 	1.3 	1.0 	1.5 	1.5 
B1G,F,PCH_Q1_SCA,PL	3.1 	-2.6 	-6.0 	0.3 	-4.2 	7.1 	1.0 	3.9 	6.4 	1.1 	6.6 	3.0 
B1G,F,PCH_Q1_SCA,PT	-1.8 	0.7 	0.0 	-1.1 	0.9 	3.5 	4.4 	-1.2 	-1.6 	3.2 	0.7 	0.1 
B1G,F,PCH_Q1_SCA,RO	21.3 	-0.8 	2.4 p	3.4 p	5.1 p	-2.0 p	-4.3 p	0.1 p	3.0 p	0.4 p	-2.3 p	-1.9 p
B1G,F,PCH_Q1_SCA,SE	1.8 	2.7 	-1.0 	-2.2 	0.5 	1.3 	1.9 	4.3 	1.3 	0.3 	1.4 	0.0 
B1G,F,PCH_Q1_SCA,SI	-1.3 	1.6 	-11.0 	6.0 	6.0 	-0.2 	-0.3 	3.1 	0.5 	8.3 	-0.2 	1.9 
B1G,F,PCH_Q1_SCA,UK	-0.6 	1.5 	0.3 	1.7 	1.1 	2.9 	3.2 	0.1 	0.5 	0.6 	-1.6 	0.8 
B1G,F,PCH_Q4_NSA,AL	8.6 	5.8 	4.0 p	0.2 p	5.5 p	3.0 p	12.6 p	19.5 p	6.0 p	3.8 p	2.4 p	-2.2 p
B1G,F,PCH_Q4_NSA,AT	-2.7 	-3.3 	-4.2 	0.2 	0.5 	3.3 	6.0 	3.7 	2.4 	1.6 	2.8 	2.0 
B1G,F,PCH_Q4_NSA,BE	3.8 	1.9 	2.1 	0.5 	-0.4 	-0.7 	0.9 	0.9 	0.9 	2.1 	0.7 	0.9 
B1G,F,PCH_Q4_NSA,BG	4.2 	4.9 	-3.1 	-3.4 	-5.6 	-15.1 	8.1 	9.9 	3.4 	-4.1 	9.1 p	0.7 p
B1G,F,PCH_Q4_NSA,CH	-1.2 	0.4 	0.1 	1.6 	1.8 	2.8 	1.7 	1.0 	0.8 	2.0 	2.7 	1.3 
B1G,F,PCH_Q4_NSA,CY	2.8 	10.4 	4.5 	15.2 	19.4 	24.5 	34.2 	28.9 	25.4 	21.7 	22.1 	15.5 
B1G,F,PCH_Q4_NSA,CZ	6.7 	3.1 	-1.2 	-2.6 	-5.1 	-4.5 	-1.5 	-3.4 	-2.0 	-3.9 	8.0 	7.1 
B1G,F,PCH_Q4_NSA,DE	-0.6 	2.6 	1.4 	5.4 	1.6 	-0.8 	6.0 	0.3 	1.8 	2.3 	1.8 	2.3 
B1G,F,PCH_Q4_NSA,DK	4.2 	0.4 	7.5 	5.2 	1.8 	0.4 	6.7 	6.1 	7.2 	8.9 	4.9 	6.1 
B1G,F,PCH_Q4_NSA,EA	0.8 	2.0 	1.1 	2.3 	1.7 	0.9 	3.7 	2.6 	3.0 	3.5 	3.3 	3.8 
B1G,F,PCH_Q4_NSA,EA19	0.8 	2.0 	1.1 	2.3 	1.7 	0.9 	3.7 	2.6 	3.0 	3.5 	3.3 	3.8 
B1G,F,PCH_Q4_NSA,EE	-4.0 	-7.7 	9.9 	13.1 	12.5 	18.2 	22.7 	17.0 	16.2 	15.3 	19.8 	17.0 
B1G,F,PCH_Q4_NSA,EL	-6.6 p	26.4 p	24.7 p	23.0 p	46.0 p	11.1 p	-14.1 p	-8.9 p	-17.2 p	10.1 p	8.3 p	9.9 p
B1G,F,PCH_Q4_NSA,ES	4.2 	4.7 	4.0 p	2.7 p	4.0 p	3.2 p	5.7 p	7.1 p	5.6 p	6.1 p	7.5 p	7.5 p
B1G,F,PCH_Q4_NSA,EU28	1.4 	2.7 	2.7 	2.0 	0.9 	1.1 	4.1 	4.0 	4.5 	3.8 	3.3 	3.9 
B1G,F,PCH_Q4_NSA,FI	4.0 	7.2 	6.6 	5.4 	5.0 	3.9 	6.5 	4.6 	2.1 	0.8 	5.8 	4.8 
B1G,F,PCH_Q4_NSA,FR	-0.7 	0.2 	-1.4 	-1.3 	-2.0 	-1.0 	0.6 	2.5 	3.9 	2.5 	2.3 	1.2 
B1G,F,PCH_Q4_NSA,HR	2.7 	1.5 	2.9 	3.5 	0.3 	0.9 	3.6 	0.2 	0.9 	0.7 	2.1 	3.6 
B1G,F,PCH_Q4_NSA,HU	-1.5 	-0.2 	-21.5 	-16.0 	-2.9 	-6.5 	13.7 	14.7 	15.6 	21.1 	20.1 	23.8 
B1G,F,PCH_Q4_NSA,IE	4.9 	13.2 	1.9 	16.7 	24.1 	16.9 	23.6 	11.7 	9.5 	18.2 	10.5 	11.5 
B1G,F,PCH_Q4_NSA,IT	-0.2 	1.2 	1.4 	1.5 	-0.3 	-0.9 	2.1 	-0.6 	1.0 	1.5 	1.1 	2.7 
B1G,F,PCH_Q4_NSA,LT	-3.0 	-11.1 	-12.5 	-11.6 	-10.3 	3.5 	5.9 	4.0 	8.4 	8.7 	14.7 	13.4 
B1G,F,PCH_Q4_NSA,LU	1.1 	-1.1 	-1.3 	-0.1 	1.8 	2.8 	-2.0 	0.8 	-4.0 	-6.4 	4.8 	3.3 
B1G,F,PCH_Q4_NSA,LV	4.2 	-6.8 	-15.9 	-15.8 	-18.9 	-8.3 	8.4 	15.9 	25.0 	21.0 	35.7 	31.6 
B1G,F,PCH_Q4_NSA,MK	15.9 	16.8 	1.1 p	21.4 p	4.8 p	23.1 p	-6.5 e	-17.1 e	-11.6 e	-19.5 e	-37.2 e	-12.9 e
B1G,F,PCH_Q4_NSA,NL	7.9 	1.0 	9.0 p	6.0 p	11.0 p	9.0 p	5.4 p	6.1 p	4.4 p	6.5 p	5.6 p	10.1 p
B1G,F,PCH_Q4_NSA,NO	1.5 	2.5 	-0.5 	5.6 	1.2 	8.4 	15.6 	-3.5 	3.5 	3.7 	-2.3 	10.3 
B1G,F,PCH_Q4_NSA,PL	6.7 	8.4 	-8.7 	-5.4 	-15.7 	-4.5 	5.8 	12.4 	20.1 	7.0 	20.5 	21.4 
B1G,F,PCH_Q4_NSA,PT	-1.0 	1.6 	-4.2 	-1.0 	0.2 	2.8 	10.5 	6.2 	4.2 	4.5 	-0.7 	3.6 
B1G,F,PCH_Q4_NSA,RO	14.4 	8.9 	7.9 p	21.7 p	11.5 p	10.3 p	0.4 p	-4.1 p	-2.4 p	-0.3 p	-2.1 p	-0.1 p
B1G,F,PCH_Q4_NSA,RS	9.2 	1.3 	9.5 	4.6 	5.4 	-3.5 	-3.7 p	-2.1 p	6.0 p	17.9 p	28.2 p	22.9 p
B1G,F,PCH_Q4_NSA,SE	4.7 	9.2 	4.6 	2.3 	-0.2 	-2.3 	3.1 	7.4 	9.2 	6.2 	7.1 	3.2 
B1G,F,PCH_Q4_NSA,SI	-4.1 	4.0 	-12.9 	-5.4 	1.3 	1.2 	11.1 	8.4 	2.3 	13.0 	11.8 	10.6 
B1G,F,PCH_Q4_NSA,SK	6.2 	1.6 	2.6 	2.4 	-2.6 	-3.9 	-15.9 	3.4 	2.3 	5.0 	13.6 	7.7 
B1G,F,PCH_Q4_NSA,TR	3.7 	8.1 	2.5 	12.8 	2.8 	3.2 	5.1 	5.1 	18.8 	6.5 	6.6 	0.8 
B1G,F,PCH_Q4_NSA,UK	0.2 	2.5 	8.2 	1.5 	2.2 	4.7 	7.5 	7.6 	7.6 	4.9 	1.5 	-0.1 
