currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,EL	-131.0 	32.0 	83.0 	-36.0 	-362.0 	-282.0 	316.0 	-277.0 	-332.0 	-292.0 	223.0 	-108.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,ES	-1721.0 	-1743.0 	-4517.0 	-1603.0 	-2912.0 	-2745.0 	-3527.0 	-2474.0 	-3333.0 	-1576.0 	-3830.0 	-2213.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,EU28	-19196.0 	-24099.7 	-21637.3 	-15797.4 	-19230.1 	-22625.4 	-26972.6 	-22767.5 	-21111.3 	-24590.0 	-21846.7 	-18853.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,FI	-317.0 	-663.0 	-793.0 	-468.0 	-580.0 	-651.0 	-524.0 	-523.0 	-489.0 	-514.0 	-567.0 	-567.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,FR	-9094.0 	-10535.0 	-14871.0 	-9448.0 	-11231.0 	-11275.0 	-13499.0 	-10044.0 	-10765.0 	-9574.0 	-13047.0 	-10363.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,HR	286.9 	390.7 	174.6 	490.9 	311.5 	391.5 	375.8 	497.9 	387.3 	524.0 	336.8 	447.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,HU	-364.2 	-95.9 	-435.2 	-385.5 	-322.7 	-454.7 	-57.2 	113.6 	-234.3 	-284.8 	-66.9 	-234.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,IE	-593.0 	-965.0 	-1020.0 	-769.0 	-819.0 	-1205.0 	-936.0 	-1558.0 	-1007.0 	-1089.0 	-1306.0 	: c
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,IS	-171.3 	-35.3 	-23.9 	-19.4 	-23.0 	-28.7 	-38.1 	-45.8 	-36.9 	-46.1 	-41.0 	-29.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,IT	-2488.0 	-2450.0 	-6022.0 	-1931.0 	-4270.0 	-4532.0 	-4666.0 	-3431.0 	-3871.0 	-2786.0 	-5055.0 	-3052.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,LT	238.5 	331.8 	120.9 	243.1 	165.0 	269.4 	173.3 	195.0 	207.3 	312.5 	181.7 	213.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,LU	175.0 	191.0 	155.0 	239.0 	219.0 	65.0 	134.0 	246.0 	230.0 	-6.0 	181.0 	290.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,LV	67.0 	53.0 	31.0 	70.0 	28.0 	51.0 	46.0 	82.0 	71.0 	160.0 	35.0 	115.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,ME	45.0 	49.0 	46.0 	49.0 	56.0 	62.0 	51.0 	60.0 	52.0 	66.0 	57.0 	65.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,MK	464.0 	428.1 	344.4 	323.8 	486.4 	425.9 	327.1 	385.7 	512.9 	479.8 	329.2 	424.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,MT	59.7 	58.3 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,NL	-1263.0 	-2806.0 	-2976.0 	-822.0 	-1985.0 	1026.0 	-1729.0 	-902.0 	-1297.0 	-957.0 	-1843.0 	-1130.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,NO	-1414.9 	-2294.7 	-893.3 	-1617.4 	-1487.7 	-2330.3 	-1083.4 	-1435.4 	-1428.3 	-1933.0 	-900.6 	-1279.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,PL	107.2 	-466.5 	-490.7 	-12.4 	-332.9 	-561.2 	51.6 	-347.3 	-89.7 	257.3 	-230.7 	-120.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,PT	474.0 	585.0 	164.0 	577.0 	407.0 	493.0 	571.0 	431.0 	625.0 	600.0 	483.0 	533.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,RO	599.0 	922.3 	613.0 	647.1 	736.5 	503.2 	249.2 	827.1 	768.6 	796.3 	293.0 	606.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,RS	827.0 	877.0 	670.0 	895.0 	791.0 	805.0 	713.0 	947.0 	841.0 	1015.0 	: 	: 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,SE	-1593.0 	-2370.5 	-2295.9 	-779.6 	-1802.3 	-1407.2 	-2513.3 	-1158.2 	-1706.1 	-1974.4 	-2604.3 	-915.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,SI	-59.5 	-74.8 	-123.8 	-60.7 	-105.4 	-58.7 	-87.6 	-85.8 	-61.8 	-41.1 	-115.8 	-34.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,SK	-300.9 	-251.1 	-363.4 	-282.7 	-336.0 	-386.8 	-318.9 	-486.4 	-295.5 	-181.5 	-293.0 	-548.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,TR	305.6 	476.6 	462.0 	327.2 	203.0 	528.2 	525.8 	527.3 	636.7 	700.1 	172.8 	-23.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,UK	-5857.7 	-10627.0 	-8262.3 	-5944.5 	-6331.4 	-6987.8 	-6028.4 	-7090.8 	-5714.0 	-5117.7 	-7556.3 	-5707.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,XK	276.3 	252.9 	224.2 	270.3 	282.7 	289.0 	242.3 	283.1 	279.5 	320.2 	258.9 	315.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,AL	139.7 	141.1 	176.0 	121.9 	269.1 	229.5 	275.4 	208.6 	379.8 	217.6 	259.8 	259.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,AT	1873.0 	2180.0 	6038.0 	826.0 	1773.0 	2131.0 	5332.0 	759.0 	1390.0 	2670.0 	5938.0 	657.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,BE	-71.0 	2518.0 	2139.0 	1806.0 	735.0 	-81.0 	1140.0 	1482.0 	-335.0 	1699.0 	918.0 	-985.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,BG	1666.2 	392.9 	298.6 	638.8 	1797.5 	325.6 	191.3 	536.6 	1855.7 	181.6 	293.5 	714.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,CH	5167.9 	3795.3 	4399.7 	4564.1 	4759.7 	4694.5 	4945.6 	3743.3 	4703.6 	2934.9 	4954.3 	3927.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,CY	1101.0 	716.0 	661.0 	1112.0 	1353.0 	648.0 	494.0 	1165.0 	1388.0 	1020.0 	559.0 	1240.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,CZ	744.6 	714.3 	936.4 	976.9 	1061.9 	1005.3 	1055.0 	1256.4 	1206.2 	1118.3 	1324.3 	1414.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,DE	-10245.0 	-2391.0 	-3043.0 	-3708.0 	-11308.0 	-1889.0 	-2922.0 	-4785.0 	-11794.0 	-1374.0 	-630.0 	-3608.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,DK	1432.6 	934.9 	217.7 	-180.5 	1201.2 	1166.0 	1269.9 	1005.3 	1186.6 	777.0 	15.7 	-101.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,EA19	24773.0 	8721.0 	7973.0 	15591.0 	18825.0 	1849.0 	15804.0 	23195.0 	36201.0 	26024.0 	22971.0 	31163.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,EE	515.3 	417.5 	247.9 	450.8 	529.2 	415.9 	338.7 	529.8 	563.2 	460.2 	349.3 	558.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,EL	9062.0 	1817.0 	716.0 	3776.0 	8642.0 	2179.0 	1006.0 	4212.0 	9864.0 	2350.0 	885.0 	4679.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,ES	16823.0 	10182.0 	8741.0 	13090.0 	17627.0 	11776.0 	8831.0 	15263.0 	19087.0 	12289.0 	8861.0 	14953.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,EU28	41668.7 	32147.9 	30684.9 	38227.2 	38892.7 	30045.3 	33664.0 	41712.6 	53353.3 	50234.5 	43367.3 	53388.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,FI	-381.0 	-744.0 	-357.0 	-872.0 	-588.0 	-766.0 	-203.0 	-635.0 	-281.0 	62.0 	-262.0 	-695.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,FR	7690.0 	3708.0 	1353.0 	6589.0 	6584.0 	3244.0 	3389.0 	7275.0 	9522.0 	6259.0 	5154.0 	5985.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,HR	5033.7 	663.5 	379.3 	2074.8 	5541.4 	708.4 	379.9 	2356.8 	5925.3 	640.4 	297.3 	2444.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,HU	1724.3 	756.6 	1359.2 	1693.9 	2222.2 	1500.9 	1491.6 	1868.9 	2203.7 	1789.7 	1836.1 	2022.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,IE	-7431.0 	-16466.0 	-14563.0 	-16885.0 	-12293.0 	-19992.0 	-5357.0 	-9643.0 	681.0 	-4034.0 	-1250.0 	-1970.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,IS	638.9 	158.0 	201.9 	462.6 	931.2 	338.1 	353.8 	534.0 	933.9 	420.7 	281.4 	445.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,IT	1643.0 	-2435.0 	-3200.0 	336.0 	1577.0 	-2128.0 	-2422.0 	62.0 	1843.0 	-3028.0 	-2596.0 	779.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,LT	481.2 	477.0 	457.5 	597.0 	613.0 	575.6 	628.6 	794.2 	900.6 	798.3 	793.5 	1012.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,LU	5075.0 	6013.0 	5305.0 	5366.0 	5114.0 	5209.0 	5030.0 	5307.0 	5233.0 	5979.0 	5533.0 	5620.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,LV	533.0 	529.0 	548.0 	538.0 	544.0 	544.0 	590.0 	552.0 	601.0 	589.0 	534.0 	647.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,ME	657.0 	10.0 	-12.0 	100.0 	656.0 	27.0 	8.0 	152.0 	647.0 	45.0 	18.0 	179.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,MK	141.1 	43.9 	107.9 	68.8 	130.8 	33.2 	97.9 	42.2 	183.3 	53.6 	104.9 	116.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,MT	827.6 	570.1 	621.7 	766.0 	989.3 	733.5 	741.5 	963.2 	1083.4 	777.1 	724.9 	996.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,NL	1114.0 	2873.0 	2092.0 	1884.0 	414.0 	2240.0 	1752.0 	2839.0 	672.0 	2965.0 	2550.0 	3923.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,NO	-1906.3 	-780.5 	1193.2 	1203.5 	1675.3 	909.8 	502.4 	1139.1 	1846.5 	229.8 	523.5 	995.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,PL	2633.4 	2678.5 	3146.5 	3727.1 	3408.9 	3683.2 	4021.4 	4658.3 	4492.6 	4784.3 	5187.8 	5613.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,PT	4455.0 	2931.0 	2218.0 	3042.0 	4908.0 	3294.0 	2223.0 	3873.0 	5581.0 	3942.0 	2564.0 	4194.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,RO	1806.3 	1772.4 	1832.4 	1971.5 	1972.0 	1945.9 	1897.1 	2020.8 	2116.0 	1897.2 	1812.8 	1909.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,RS	215.0 	260.0 	182.0 	188.0 	273.0 	253.0 	220.0 	167.0 	237.0 	327.0 	226.0 	248.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,SE	2681.0 	2727.1 	2035.8 	2642.6 	2316.4 	2954.5 	974.6 	1874.3 	887.0 	1485.4 	325.9 	1022.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,SI	571.3 	502.0 	486.7 	545.8 	674.5 	543.8 	601.6 	685.9 	803.8 	627.4 	614.5 	781.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,SK	90.7 	-67.6 	136.6 	142.8 	174.2 	15.4 	143.5 	242.3 	355.5 	138.6 	168.1 	251.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,TR	9948.3 	4272.4 	1512.6 	2719.7 	6414.0 	3112.9 	1630.7 	3548.9 	8461.7 	3696.5 	2406.8 	4348.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,UK	25301.5 	35873.9 	30721.6 	33014.3 	24082.9 	36428.2 	30267.8 	32410.1 	28052.2 	39634.4 	31574.5 	33383.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,S,XK	382.7 	20.9 	66.4 	58.1 	474.0 	52.2 	61.6 	84.6 	590.3 	86.9 	90.9 	114.0 
