indic_bt,nace_r2,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOVT,G473,I2015_SCA,AT	108.8 p	112.8 p	110.8 p	110.9 p	110.2 p	113.1 p	114.4 p	116.5 p	117.8 p	119.7 p	120.3 p	: 
TOVT,G473,I2015_SCA,BE	97.6 p	99.9 p	97.5 p	101.6 p	101.4 p	103.2 p	102.7 p	104.9 p	106.5 p	107.7 p	109.2 p	: 
TOVT,G473,I2015_SCA,BG	93.0 	94.1 	94.9 	97.0 	91.2 	91.5 	96.7 	100.2 	100.2 	100.6 	102.6 p	: 
TOVT,G473,I2015_SCA,CH	99.1 p	100.2 p	101.6 p	101.3 p	101.9 p	101.5 p	102.7 p	101.4 p	102.3 p	100.7 p	: 	: 
TOVT,G473,I2015_SCA,CY	105.0 	106.8 	106.5 	105.7 	103.8 	107.2 	108.8 	114.0 	114.2 	111.7 	: c	: 
TOVT,G473,I2015_SCA,CZ	109.0 p	113.3 p	115.6 p	117.3 p	116.4 p	112.5 p	114.4 p	119.3 p	118.9 p	119.5 p	119.0 p	: 
TOVT,G473,I2015_SCA,DE	104.2 p	107.4 p	105.5 p	108.9 p	110.3 p	109.9 p	111.6 p	113.2 p	113.9 p	113.3 p	114.5 p	: 
TOVT,G473,I2015_SCA,DK	96.8 	99.8 	100.8 	100.9 	99.6 	97.7 	100.3 	105.7 	104.7 	103.7 	104.7 	: 
TOVT,G473,I2015_SCA,EA19	103.1 s	105.9 s	106.1 s	107.9 s	107.9 s	107.2 s	108.3 s	111.7 s	114.3 s	113.1 s	113.7 s	: 
TOVT,G473,I2015_SCA,EE	107.4 s	112.6 s	112.7 s	105.8 s	119.1 s	115.7 s	108.9 s	117.0 s	115.3 s	113.2 s	113.4 s	: 
TOVT,G473,I2015_SCA,EL	98.4 p	96.7 p	99.5 p	99.5 p	100.1 p	95.8 p	101.0 p	101.4 p	102.6 p	106.1 p	: 	: 
TOVT,G473,I2015_SCA,ES	102.0 p	103.1 p	104.1 p	107.0 p	106.0 p	104.0 p	107.5 p	109.7 p	110.6 p	112.0 p	113.4 p	: 
TOVT,G473,I2015_SCA,EU28	104.9 s	108.1 s	109.1 s	111.6 s	111.3 s	109.5 s	112.2 s	115.7 s	117.7 s	116.4 s	116.7 s	: 
TOVT,G473,I2015_SCA,FI	101.8 	104.0 	102.3 	106.3 	106.3 	104.1 	103.6 	108.1 	106.1 	107.4 	108.5 	: 
TOVT,G473,I2015_SCA,FR	103.3 	106.9 	108.8 	108.8 	109.5 	110.8 	111.7 	114.0 	119.7 	114.5 	115.9 	: 
TOVT,G473,I2015_SCA,HR	114.0 	114.8 	116.6 	129.4 	121.6 	122.9 	122.4 	132.3 	132.5 	135.7 	: c	: 
TOVT,G473,I2015_SCA,HU	108.7 ps	111.1 ps	111.6 ps	116.7 ps	116.6 ps	114.5 ps	118.0 ps	123.5 ps	124.8 ps	126.5 ps	129.6 ps	: 
TOVT,G473,I2015_SCA,IE	103.4 	105.5 	104.6 	107.3 	107.7 	100.6 	108.5 	108.8 	108.3 	112.5 	109.0 	: 
TOVT,G473,I2015_SCA,IT	97.7 	99.8 	99.4 	101.5 	100.8 	99.3 	100.4 	104.3 	107.7 	105.9 	106.4 	: 
TOVT,G473,I2015_SCA,LT	128.5 	134.7 	137.5 	142.7 	142.0 	141.2 	149.0 	155.6 	156.6 	160.6 	158.3 	: 
TOVT,G473,I2015_SCA,LV	103.7 	111.8 	116.9 	118.1 	122.4 	120.8 	118.7 	123.3 	122.3 	125.7 	118.9 	: 
TOVT,G473,I2015_SCA,MT	113.0 p	116.9 p	114.2 p	111.1 p	112.8 p	109.4 p	109.0 p	106.4 p	107.1 p	104.1 p	103.1 p	: 
TOVT,G473,I2015_SCA,NL	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
TOVT,G473,I2015_SCA,NO	105.9 s	107.2 s	104.8 s	109.2 s	109.6 s	108.6 s	107.7 s	109.5 s	111.0 s	112.3 s	111.2 s	: 
