indic_bt,nace_r2,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
TOVT,MIG_CAG,PCH_M12_CA,RS	-4.2 s	21.5 s	9.0 s	-1.2 s	0.6 s	-6.2 s	-4.3 s	-2.4 s	6.7 s	16.6 s	12.4 s	-6.1 s
TOVT,MIG_CAG,PCH_M12_CA,SE	12.2 s	12.4 s	13.0 s	7.9 s	16.3 s	11.3 s	11.4 s	13.3 s	13.4 s	10.6 s	9.4 ps	10.3 ps
TOVT,MIG_CAG,PCH_M12_CA,SI	21.8 ps	35.7 ps	30.4 ps	18.6 ps	32.8 ps	20.7 ps	20.1 ps	20.6 ps	17.0 ps	4.6 ps	8.5 ps	3.5 ps
TOVT,MIG_CAG,PCH_M12_CA,SK	-0.3 	-0.5 	10.2 	2.2 	-4.3 	3.5 	1.4 	4.8 	10.5 	14.7 	16.0 p	22.9 p
TOVT,MIG_CAG,PCH_M12_CA,TR	36.3 	34.1 	32.1 	30.4 	19.9 	32.1 	31.5 	23.0 	33.0 	25.8 	31.9 	41.4 
TOVT,MIG_CAG,PCH_M12_CA,UK	9.4 s	8.1 s	5.0 s	5.1 s	7.2 s	5.1 s	-0.1 s	2.2 s	1.4 s	3.2 s	1.9 s	0.4 s
TOVT,MIG_CAG,PCH_M1_SCA,AT	0.1 	1.8 	4.9 	-1.8 	1.2 	1.1 	-1.8 	-0.2 	4.8 	-2.0 	-2.4 p	: 
TOVT,MIG_CAG,PCH_M1_SCA,BE	-10.7 p	7.7 p	1.7 p	-3.1 p	-1.0 p	-0.7 p	3.4 p	0.2 p	0.9 p	-2.7 p	1.0 p	: 
TOVT,MIG_CAG,PCH_M1_SCA,BG	-7.1 s	-6.0 s	3.4 s	1.2 s	7.9 s	-7.5 s	6.9 s	-1.6 s	1.1 s	-0.2 s	1.0 s	-1.6 ps
TOVT,MIG_CAG,PCH_M1_SCA,CY	-11.6 s	18.2 s	-2.3 s	12.2 s	1.4 s	-0.5 s	5.8 s	0.8 s	-6.9 s	17.3 s	-5.4 s	: 
TOVT,MIG_CAG,PCH_M1_SCA,CZ	-5.1 s	0.6 s	-0.6 s	2.9 s	0.0 s	-2.5 s	-0.7 s	2.5 s	-0.1 s	2.6 s	-5.0 s	6.9 s
TOVT,MIG_CAG,PCH_M1_SCA,DE	-1.2 	-3.3 	4.9 	0.2 	0.2 	-3.2 	1.2 	1.2 	-0.6 	-0.3 	-1.7 	-0.3 
TOVT,MIG_CAG,PCH_M1_SCA,DK	13.4 	-13.9 	-1.7 	-5.9 	9.3 	-4.6 	-1.2 	6.8 	-3.7 	4.5 	0.5 	12.7 
TOVT,MIG_CAG,PCH_M1_SCA,EA19	-0.1 	-0.5 	2.9 	-0.9 	0.4 s	-2.5 s	0.0 s	1.9 s	-0.3 s	-1.0 s	-0.9 s	: 
TOVT,MIG_CAG,PCH_M1_SCA,EE	3.7 s	8.4 s	-4.8 s	17.0 s	-5.7 s	-3.3 s	-0.3 s	0.7 s	-5.6 s	4.5 s	-11.8 s	10.3 s
TOVT,MIG_CAG,PCH_M1_SCA,EL	2.4 ps	1.5 ps	-1.3 ps	-4.0 ps	23.2 ps	-8.2 s	0.8 s	1.4 s	-3.6 s	-3.7 s	3.4 s	5.1 ps
TOVT,MIG_CAG,PCH_M1_SCA,ES	0.3 p	0.5 p	-0.2 p	4.1 p	-3.4 p	-0.8 p	0.6 p	0.0 p	-0.4 p	0.9 p	-2.3 p	6.4 p
TOVT,MIG_CAG,PCH_M1_SCA,EU28	0.0 	-0.2 	1.9 	-0.2 	0.7 s	-2.0 s	-0.5 s	1.5 s	-0.2 s	-0.4 s	-0.8 s	: 
TOVT,MIG_CAG,PCH_M1_SCA,FI	-0.8 	2.4 	2.8 	-7.3 	10.4 	-2.9 	3.6 	-3.3 	2.5 	-3.8 	0.3 	: 
TOVT,MIG_CAG,PCH_M1_SCA,FR	1.7 	3.5 	-2.3 	0.7 	-2.2 	-0.8 	1.7 	0.1 	-2.5 	0.6 	0.7 	: 
TOVT,MIG_CAG,PCH_M1_SCA,HR	-3.1 	-3.6 	7.7 	-4.5 	0.6 	-0.9 	-0.2 	4.5 	5.8 	0.5 	-11.2 	: 
TOVT,MIG_CAG,PCH_M1_SCA,HU	-1.3 	2.0 	-2.9 	0.4 	0.8 	-0.2 	0.9 	-1.5 	-0.2 	-0.7 	-2.3 	1.7 
TOVT,MIG_CAG,PCH_M1_SCA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
TOVT,MIG_CAG,PCH_M1_SCA,IT	-2.9 	1.9 	1.1 	3.8 	-5.7 	1.7 	1.0 	0.0 	1.4 	0.0 	-1.6 	2.2 
TOVT,MIG_CAG,PCH_M1_SCA,LT	-2.8 s	-9.2 s	14.6 s	3.8 s	1.3 s	1.9 s	1.2 s	-9.0 s	-2.8 s	7.2 s	-3.8 s	3.5 s
TOVT,MIG_CAG,PCH_M1_SCA,LU	6.5 s	-5.4 s	11.0 s	-4.9 s	: 	: 	: 	: 	: 	: 	: 	: 
TOVT,MIG_CAG,PCH_M1_SCA,LV	1.0 	-4.5 	8.0 	-2.5 	5.4 	-4.8 	1.4 	-1.7 	6.3 	-2.2 	-4.4 	3.3 
TOVT,MIG_CAG,PCH_M1_SCA,ME	5.8 s	-11.3 s	7.5 s	22.9 s	-14.0 s	4.6 s	-12.3 s	: 	: 	: 	: 	: 
TOVT,MIG_CAG,PCH_M1_SCA,MK	6.1 s	-0.1 s	5.2 s	6.8 s	-13.3 s	2.8 s	4.3 s	-0.7 s	4.6 s	16.2 s	-9.3 s	2.0 s
TOVT,MIG_CAG,PCH_M1_SCA,MT	-9.6 ps	11.6 ps	-10.0 ps	23.3 ps	-21.1 ps	10.7 ps	-6.2 ps	-6.0 ps	9.8 ps	3.1 ps	-13.6 ps	: 
TOVT,MIG_CAG,PCH_M1_SCA,NL	5.3 ps	-7.0 ps	7.2 ps	-4.0 ps	10.4 ps	-4.0 ps	0.3 ps	1.2 ps	-2.0 ps	1.3 ps	-1.6 ps	7.7 ps
TOVT,MIG_CAG,PCH_M1_SCA,NO	0.9 	3.5 	-1.2 	5.1 	-2.5 	2.7 	-2.9 	1.6 	5.2 	5.4 	-12.8 	8.4 
TOVT,MIG_CAG,PCH_M1_SCA,PL	-2.5 s	2.8 s	1.4 s	-2.7 s	0.0 s	1.0 s	0.3 s	1.6 s	1.0 s	2.9 s	-2.5 s	4.4 s
TOVT,MIG_CAG,PCH_M1_SCA,PT	-14.2 s	4.5 s	15.5 s	-13.8 s	18.6 s	-2.8 s	-5.6 s	8.4 s	-2.7 s	1.2 s	-4.9 s	-8.3 s
TOVT,MIG_CAG,PCH_M1_SCA,RO	-4.4 s	2.2 s	0.2 s	3.9 s	3.5 s	-2.6 s	4.4 s	-3.4 s	3.4 s	3.8 s	-2.6 s	-1.2 ps
TOVT,MIG_CAG,PCH_M1_SCA,RS	-12.5 s	12.2 s	-5.1 s	-5.3 s	2.8 s	-1.4 s	3.1 s	-2.7 s	6.8 s	5.2 s	-5.2 s	-2.1 s
TOVT,MIG_CAG,PCH_M1_SCA,SE	2.3 s	4.1 s	0.3 s	1.6 s	7.1 s	-4.9 s	2.3 s	-2.8 s	1.4 s	-0.8 s	2.2 ps	-2.3 ps
TOVT,MIG_CAG,PCH_M1_SCA,SI	4.3 ps	0.9 ps	2.6 ps	1.6 ps	3.5 ps	-5.8 ps	5.2 ps	-4.4 ps	3.7 ps	-1.7 ps	4.0 ps	-9.3 ps
TOVT,MIG_CAG,PCH_M1_SCA,SK	0.5 	0.5 	11.9 	-8.4 	-3.6 	5.5 	1.8 	-0.4 	4.6 	2.8 	-3.8 p	8.1 p
TOVT,MIG_CAG,PCH_M1_SCA,TR	-0.3 	6.7 	1.7 	4.5 	-2.5 	7.1 	1.1 	1.7 	5.5 	-2.5 	5.2 	6.8 
TOVT,MIG_CAG,PCH_M1_SCA,UK	2.3 s	0.9 s	-2.6 s	4.4 s	0.5 s	1.2 s	-5.7 s	-0.3 s	-1.0 s	2.8 s	0.6 s	-2.0 s
