currency,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,BE	1051.0 	484.0 	-1236.0 	914.0 	953.0 	256.0 	-13.0 	782.0 	-3138.0 	-30.0 	-846.0 	-1795.0 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,BG	585.9 	119.4 	26.1 	-183.6 	-216.9 	159.1 	-70.2 	-45.6 	24.0 	330.1 	987.1 	1197.2 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ	-43.6 	696.5 	-200.6 	624.0 	1375.1 	1232.4 	-356.4 	1285.1 	22.2 	-1006.0 	119.3 	-271.3 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE	26787.0 	19015.0 	25610.0 	27757.0 	20700.0 	21456.0 	29169.0 	24148.0 	13762.0 	26324.0 	14891.0 	15436.0 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK	2210.5 	2133.6 	1634.1 	1662.0 	949.0 	1421.2 	-79.3 	-166.2 	1934.0 	2074.6 	2342.1 	1233.5 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19	45674.0 	37773.0 	37419.0 	45854.0 	10656.0 	25546.0 	47987.0 	33446.0 	13622.0 	33777.0 	30997.0 	21529.0 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE	129.7 	107.6 	170.2 	111.6 	-12.5 	10.9 	-43.2 	26.4 	46.6 	82.3 	64.0 	71.3 
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL	1122.0 	-616.0 	-904.0 	-790.0 	-457.0 	-1304.0 	-964.0 	-1359.0 	164.0 	85.0 	1554.0 	1655.0 
