unit,s_adj,na_item,geo\time	1995Q1 	1995Q2 	1995Q3 	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
CP_MNAC,SCA,B1GQ,DK	257437.0 	258016.0 	258632.0 	262399.0 	264504.0 	271834.0 	275539.0 	276147.0 	281527.0 	285895.0 	287501.0 	291207.0 	293441.0 	292390.0 	299229.0 	300928.0 	303978.0 	307084.0 	311801.0 	318658.0 	324192.0 	329666.0 	332445.0 	340608.0 	337531.0 	341387.0 	345107.0 	347502.0 	349676.0 	350892.0 	354612.0 	355092.0 	357073.0 	355247.0 	358941.0 	365490.0 	371363.0 	373191.0 	377156.0 	384291.0 	387474.0 	395180.0 	399622.0 	403709.0 	412101.0 	424954.0 	424386.0 	420819.0 	429643.0 	429214.0 	434614.0 	445374.0 	450724.0 	449962.0 	455762.0 	445022.0 	433513.0 	423836.0 	430543.0 	434250.0 	444224.0 	449804.0 	457432.0 	459467.0 	461460.0 	462611.0 	458869.0 	463914.0 	468626.0 	473483.0 	476508.0 	476385.0 	478614.0 	479576.0 	484296.0 	487191.0 	489648.0 	491197.0 	496391.0 	503929.0 	506391.0 	507246.0 	507312.0 	506159.0 	511079.0 	513918.0 	516497.0 	524469.0 	537808.0 	538236.0 	534033.0 	539537.0 	537856.0 	539646.0 
CP_MNAC,SCA,B1GQ,EE	637.9 	673.5 	708.7 	757.2 	825.0 	887.5 	950.2 	981.4 	1018.9 	1097.7 	1163.1 	1209.6 	1252.2 	1250.6 	1274.6 	1272.1 	1290.7 	1331.7 	1360.1 	1393.4 	1468.4 	1511.0 	1543.0 	1644.0 	1655.9 	1728.0 	1755.1 	1833.4 	1845.4 	1929.5 	1964.3 	2032.8 	2094.8 	2162.7 	2192.2 	2259.8 	2399.8 	2318.1 	2469.6 	2522.0 	2631.2 	2765.5 	2877.7 	2976.4 	3169.8 	3278.2 	3454.9 	3600.3 	3886.5 	3974.8 	4112.2 	4245.9 	4115.7 	4263.5 	4158.8 	3969.9 	3670.9 	3533.7 	3449.0 	3504.4 	3514.3 	3603.0 	3740.2 	3851.0 	4032.8 	4126.4 	4220.1 	4281.3 	4365.2 	4468.9 	4530.3 	4563.2 	4654.8 	4690.5 	4777.5 	4803.3 	4929.2 	4978.1 	5014.1 	5129.5 	5066.0 	5141.3 	5202.7 	5236.5 	5304.2 	5325.6 	5451.9 	5594.1 	5736.0 	5855.3 	5938.5 	6073.6 	6176.1 	6322.8 
CP_MNAC,SCA,B1GQ,EL	22474.3 	22958.0 	23502.8 	23989.2 	24660.2 	25308.7 	26057.1 	26794.1 	27507.3 	28252.0 	28993.0 	29754.0 	30300.4 	30971.2 	31611.6 	32225.8 	32571.2 	33216.2 	33564.5 	34439.7 	34607.2 	35205.4 	35690.5 	36087.4 	37267.5 	37619.5 	38558.4 	38929.2 	39622.8 	40692.8 	41110.1 	42247.3 	43285.9 	44158.7 	45363.0 	46273.2 	47769.1 	48207.6 	49346.5 	48555.0 	48863.3 	49538.6 	50278.0 	50776.5 	53616.4 	54144.7 	54657.4 	55585.8 	56801.2 	58244.0 	58500.4 	59288.3 	60555.4 	60465.9 	60841.7 	59866.2 	58471.1 	60004.8 	59124.3 	60028.7 	58953.1 	57342.6 	55538.6 	54819.7 	53384.0 p	52508.6 p	51386.6 p	49987.7 p	49136.8 p	47965.2 p	47331.6 p	46932.7 p	46024.8 p	45447.7 p	44935.4 p	44122.6 p	44427.1 p	44301.8 p	45214.5 p	44488.4 p	44214.4 p	44106.4 p	43701.0 p	44009.0 p	43421.1 p	43551.0 p	43589.6 p	43425.9 p	43943.5 p	44185.4 p	44539.6 p	44586.1 p	45181.1 p	45339.8 p
CP_MNAC,SCA,B1GQ,ES	112208.0 	114013.0 	115546.0 	117570.0 	119405.0 	121099.0 	123177.0 	124311.0 	126469.0 	128232.0 	130260.0 	133088.0 	134570.0 	137435.0 	139766.0 	142271.0 	144646.0 	147165.0 	149830.0 	152675.0 	156687.0 	159662.0 	163320.0 	166581.0 	169924.0 	173227.0 	176614.0 	179763.0 	182451.0 	185911.0 	188834.0 	192092.0 	195924.0 	198983.0 	202523.0 	206042.0 	209415.0 	213211.0 	217455.0 	221339.0 	225739.0 	230497.0 	234589.0 	239741.0 	244843.0 	249484.0 	254757.0 	258890.0 	264021.0 	268238.0 	271917.0 	276631.0 	279453.0 	280542.0 	279614.0 	276616.0 	271751.0 	269900.0 	268666.0 	268735.0 	269646.0 	270086.0 	270520.0 	270683.0 	269393.0 	268449.0 	266860.0 	265747.0 	263081.0 	260315.0 	259750.0 	256669.0 	256485.0 	256172.0 	255692.0 	257344.0 	257302.0 	257889.0 	259888.0 	262741.0 	266837.0 	268951.0 	271749.0 	273628.0 	276064.0 p	278512.0 p	281176.0 p	282991.0 p	285943.0 p	290628.0 p	292767.0 p	296981.0 p	297238.0 p	300193.0 p
CP_MNAC,SCA,B1GQ,FI	23902.0 	24737.0 	24855.0 	25062.0 	24923.0 	25348.0 	25565.0 	26224.0 	26509.0 	27413.0 	28024.0 	28792.0 	29171.0 	29899.0 	30557.0 	30755.0 	31104.0 	31572.0 	31848.0 	32399.0 	33346.0 	33604.0 	34362.0 	34949.0 	35944.0 	36013.0 	36314.0 	36166.0 	36528.0 	37177.0 	37107.0 	37477.0 	37251.0 	37660.0 	38231.0 	38427.0 	38948.0 	39254.0 	39754.0 	40521.0 	40625.0 	40827.0 	41309.0 	41626.0 	42465.0 	42654.0 	43476.0 	44019.0 	45455.0 	46222.0 	46961.0 	47946.0 	48209.0 	48623.0 	49068.0 	47811.0 	45411.0 	44951.0 	45288.0 	45379.0 	45218.0 	46854.0 	46829.0 	48199.0 	48581.0 	49078.0 	49481.0 	49729.0 	50250.0 	49773.0 	49868.0 	49902.0 	50211.0 	50809.0 	51106.0 	51212.0 	50986.0 	51140.0 	51630.0 	51718.0 	51667.0 	52359.0 	52604.0 	52974.0 	53208.0 	53852.0 	54384.0 	54667.0 	55436.0 	55717.0 	56046.0 	56644.0 	57632.0 	57939.0 
CP_MNAC,SCA,B1GQ,FR	301744.0 	304188.0 	305597.0 	307060.0 	310829.0 	312082.0 	314320.0 	315076.0 	317000.0 	321716.0 	324803.0 	329435.0 	333660.0 	337366.0 	339498.0 	341862.0 	344156.0 	347381.0 	351746.0 	356501.0 	362590.0 	367658.0 	372131.0 	376977.0 	380612.0 	383548.0 	386494.0 	388691.0 	392427.0 	395683.0 	398992.0 	401383.0 	403431.0 	404663.0 	409428.0 	414230.0 	419854.0 	423386.0 	426408.0 	431808.0 	435213.0 	438520.0 	441985.0 	448319.0 	453887.0 	460636.0 	463977.0 	470985.0 	477112.0 	483724.0 	488694.0 	493237.0 	499161.0 	499683.0 	498820.0 	493405.0 	484489.0 	482386.0 	482354.0 	487318.0 	491435.0 	496115.0 	501005.0 	505124.0 	511449.0 	513020.0 	515182.0 	517800.0 	519957.0 	521692.0 	523619.0 	524079.0 	525695.0 	530146.0 	530020.0 	532164.0 	534607.0 	536014.0 	538865.0 	541910.0 	546904.0 	547557.0 	550927.0 	552908.0 	557108.0 	554654.0 	555843.0 	559411.0 	566194.0 	571373.0 	575738.0 	579840.0 	583176.0 	584870.0 
CP_MNAC,SCA,B1GQ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42875.3 	44346.2 	45738.1 	47197.3 	46691.8 	48677.0 	48523.0 	50398.7 	51451.6 	52266.7 	53638.1 	54127.4 	56340.4 	57823.4 	58857.2 	59320.9 	60954.1 	62053.8 	62982.4 	64437.3 	64087.9 	66968.1 	68586.5 	69834.5 	71083.6 	72753.4 	74250.0 	75765.5 	78312.1 	79940.7 	81183.3 	82578.0 	85593.8 	87337.8 	88218.4 	85905.3 	82573.6 	83348.1 	81961.0 	83056.8 	82040.0 	81584.0 	82862.4 	82261.6 	82533.8 	83617.4 	83632.9 	83409.4 	82614.0 	82444.1 	82875.2 	82807.1 	83476.1 	83383.8 	82532.2 	82416.1 	82412.1 	82854.5 	82747.2 	83477.4 	83999.3 	84680.4 	85375.2 	85377.9 	86837.3 	87289.0 	88110.4 	88952.0 	89866.8 	90842.9 	92145.0 	92539.6 	93663.3 	95319.9 
CP_MNAC,SCA,B1GQ,HU	1319888.0 	1420592.0 	1495755.0 	1599398.0 	1679096.0 	1733505.0 	1808445.0 	1901418.0 	2066901.0 	2158764.0 	2254156.0 	2353474.0 	2489673.0 	2559946.0 	2661140.0 	2745713.0 	2741809.0 	2853367.0 	2964658.0 	3100729.0 	3158333.0 	3253307.0 	3423518.0 	3514916.0 	3656089.0 	3863554.0 	3939201.0 	3960290.0 	4263826.0 	4277123.0 	4413011.0 	4507740.0 	4539881.0 	4681507.0 	4836923.0 	5080607.0 	5201495.0 	5294098.0 	5286568.0 	5316907.0 	5370825.0 	5594411.0 	5715164.0 	5858658.0 	5829727.0 	6028301.0 	6195417.0 	6203512.0 	6323148.0 	6335886.0 	6474134.0 	6547045.0 	6909911.0 	6840494.0 	6705613.0 	6737612.0 	6591464.0 	6568159.0 	6553870.0 	6711110.0 	6663459.0 	6762990.0 	6857546.0 	6940604.0 	6952630.0 	7007515.0 	7120816.0 	7223977.0 	7142521.0 	7148434.0 	7248695.0 	7241414.0 	7393724.0 	7537638.0 	7626782.0 	7690091.0 	7997298.0 	8098930.0 	8257260.0 	8229936.0 	8407130.0 	8466785.0 	8627346.0 	8877333.0 	8678795.0 	8870391.0 	8917168.0 	9007832.0 	9300466.0 	9471987.0 	9664549.0 	9918114.0 	10136723.0 	10368253.0 
CP_MNAC,SCA,B1GQ,IE	13190.0 	13624.6 	13902.0 	14114.4 	14639.3 	14961.3 	15048.2 	15566.8 	16100.5 	17026.5 	17682.8 	18566.7 	19072.0 	19725.2 	20853.2 	20679.7 	21813.5 	22205.1 	23888.9 	24730.8 	25503.5 	26551.8 	27689.3 	28629.2 	29672.8 	30218.6 	30685.8 	31357.6 	32721.1 	33446.1 	34616.1 	35162.6 	35087.3 	35781.8 	36177.0 	38497.8 	37921.1 	38887.9 	38984.5 	40343.4 	41065.2 	42359.7 	42709.8 	44049.8 	45277.9 	45697.9 	47024.0 	47009.2 	49631.5 	49127.9 	48415.4 	50033.9 	48256.9 	47144.4 	46967.8 	45394.8 	43539.3 	43187.3 	41952.3 	41410.6 	41882.0 	41719.5 	42194.8 	41913.2 	42432.3 	43035.5 	42794.7 	42849.7 	43683.3 	43831.1 	43872.8 	43739.1 	43642.0 	44869.3 	45884.4 	45334.5 	46824.1 	49087.3 	49449.7 	49693.9 	65180.9 	64069.7 	65671.4 	67195.0 	66802.5 	66172.3 	66442.4 	73452.2 	68758.6 	71595.6 	75677.5 	77622.3 	78387.5 	79689.1 
CP_MNAC,SCA,B1GQ,IT	238863.1 	243560.6 	248914.8 	255289.6 	257853.2 	259700.2 	262225.4 	263104.6 	265487.9 	271021.2 	274534.9 	279834.7 	280403.6 	283485.2 	284102.5 	286695.2 	286838.8 	289851.3 	293686.2 	300075.2 	303913.4 	307864.4 	311820.3 	317431.7 	322170.0 	324042.0 	325032.7 	327216.6 	331562.2 	334484.4 	338125.2 	341131.8 	342854.0 	345017.2 	351119.3 	352442.7 	355549.4 	360344.8 	362587.6 	367711.7 	365097.5 	369838.1 	373893.8 	381395.0 	379301.4 	386913.9 	388502.3 	395662.8 	398196.5 	399492.4 	402463.7 	409041.4 	410522.9 	412534.8 	405907.0 	402821.0 	391983.8 	390145.0 	393563.3 	396110.4 	395236.6 	399294.8 	401849.5 	406407.0 	408560.1 	410377.0 	410117.1 	408912.8 	406405.5 	404273.9 	402168.4 	400359.3 	398309.3 	400419.9 	402482.2 	403004.6 	405585.6 	404508.6 	405413.9 	407192.2 	408766.0 	410719.6 	413875.7 	417589.7 	420297.1 	421289.0 	423365.0 	425516.1 	428324.4 	430558.3 	433107.1 	434813.4 	437335.2 	441751.2 
CP_MNAC,SCA,B1GQ,LT	1737.0 	1862.0 	2026.8 	2137.0 	2255.4 	2324.5 	2521.3 	2604.2 	2769.0 	2861.7 	2970.2 	3119.5 	3207.0 	3247.8 	3287.1 	3277.6 	3150.7 	3235.7 	3161.6 	3162.3 	3304.8 	3315.7 	3317.2 	3409.4 	3514.1 	3530.7 	3535.7 	3615.1 	3669.6 	3799.3 	3848.8 	3890.1 	4098.2 	4102.1 	4185.3 	4278.9 	4323.8 	4485.9 	4599.2 	4790.9 	4928.4 	5154.9 	5371.6 	5558.1 	5628.1 	5834.9 	6239.2 	6397.5 	6797.3 	7093.8 	7491.4 	7676.4 	8089.5 	8310.8 	8261.0 	8004.2 	7056.4 	6819.5 	6571.1 	6494.7 	6794.3 	6873.7 	7098.5 	7265.7 	7539.0 	7763.9 	7946.5 	8033.1 	8185.0 	8205.8 	8398.0 	8532.4 	8512.0 	8717.0 	8827.0 	8919.7 	9097.1 	9114.6 	9191.0 	9173.6 	9212.5 	9340.5 	9380.9 	9513.3 	9452.8 	9642.1 	9793.2 	9930.7 	10282.0 	10397.2 	10645.5 	10874.2 	10956.1 	11135.8 
CP_MNAC,SCA,B1GQ,LU	3829.2 	3891.5 	3931.4 	4120.0 	4168.8 	4152.1 	4266.5 	4131.0 	4265.8 	4347.6 	4443.9 	4442.9 	4403.0 	4535.9 	4588.9 	4652.5 	4913.0 	5128.7 	5315.9 	5504.4 	5692.4 	5671.8 	5857.2 	5848.9 	5862.9 	5788.7 	5916.8 	6183.5 	6235.3 	6371.3 	6273.9 	6200.9 	6322.0 	6486.9 	6536.2 	6821.3 	6805.7 	6891.4 	7081.1 	7149.3 	7150.8 	7367.9 	7675.9 	7827.4 	8314.1 	8311.8 	8449.9 	8725.7 	8979.9 	9317.9 	9368.3 	9506.3 	9630.9 	9605.4 	9641.6 	9262.8 	9128.7 	9032.4 	9256.6 	9542.3 	9573.4 	10070.7 	10177.3 	10336.8 	10720.1 	10734.2 	10884.4 	10824.1 	10885.8 	11016.0 	11016.7 	11182.4 	11149.6 	11615.0 	11859.5 	11863.9 	12144.6 	12005.4 	12704.4 	12945.8 	12869.4 	12765.0 	12745.3 	13177.4 	13094.1 	13309.7 	13503.7 	13391.5 	13621.7 	13660.9 	13791.8 	14200.5 	14414.0 	14539.8 
CP_MNAC,SCA,B1GQ,LV	991.7 	1000.9 	1020.5 	1044.1 	1091.3 	1138.2 	1184.5 	1234.1 	1269.4 	1324.0 	1370.0 	1438.9 	1478.5 	1504.0 	1523.7 	1525.6 	1537.2 	1549.5 	1579.8 	1606.1 	1649.8 	1684.5 	1732.5 	1758.0 	1788.3 	1846.8 	1878.1 	1943.0 	2005.3 	2065.2 	2122.6 	2205.8 	2273.8 	2349.8 	2435.0 	2500.1 	2585.3 	2689.2 	2798.7 	2923.1 	3082.3 	3254.4 	3496.4 	3757.7 	3785.6 	4112.7 	4428.2 	4770.2 	5169.2 	5508.0 	5816.2 	6044.4 	6142.8 	6190.1 	6100.2 	5871.0 	5134.3 	4856.2 	4449.7 	4490.4 	4411.5 	4407.5 	4482.6 	4622.9 	4814.5 	4993.7 	5123.6 	5240.9 	5302.3 	5414.4 	5492.8 	5569.1 	5621.6 	5662.5 	5739.8 	5791.3 	5863.2 	5891.9 	5921.4 	6003.9 	6016.7 	6083.9 	6136.4 	6099.3 	6146.2 	6174.5 	6236.7 	6401.8 	6527.0 	6685.7 	6833.2 	6948.1 	7103.0 	7245.9 
CP_MNAC,SCA,B1GQ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1011.6 	1037.7 	1025.1 	1062.8 	1050.9 	1051.2 	1087.1 	1075.1 	1121.0 	1125.4 	1133.3 	1131.5 	1168.5 	1190.7 	1192.1 	1204.2 	1204.5 	1181.0 	1206.3 	1259.1 	1236.9 	1288.5 	1304.8 	1320.3 	1308.6 	1344.0 	1359.6 	1377.9 	1420.2 	1427.1 	1450.2 	1462.7 	1491.5 	1535.4 	1548.7 	1554.1 	1500.6 	1521.0 	1539.5 	1578.4 	1622.0 	1621.7 	1660.8 	1695.3 	1699.9 	1689.2 	1714.0 	1738.3 	1753.6 	1775.8 	1808.2 	1832.3 	1845.5 	1904.2 	1940.0 	1954.2 	2039.7 	2089.1 	2129.2 	2209.5 	2285.1 	2358.2 	2407.7 	2471.9 	2488.0 	2508.2 	2558.8 	2625.8 	2704.3 	2750.4 	2834.5 	2849.3 	2896.3 	2985.4 
CP_MNAC,SCA,B1GQ,NL	81299.9 	81107.6 	83264.1 	83968.8 	84299.3 	85509.5 	86902.8 	87887.6 	89468.7 	91382.6 	93150.8 	95296.9 	96817.0 	97869.8 	99299.5 	100494.3 	102165.4 	103710.5 	105615.4 	107922.2 	109880.6 	111920.2 	114084.9 	116299.5 	119016.2 	119975.2 	120874.1 	122145.0 	123578.1 	124890.1 	126161.8 	126611.6 	127471.1 	127587.3 	128390.6 	129631.9 	130424.4 	131903.4 	132751.6 	133878.8 	134835.9 	136545.6 	138650.5 	140564.3 	142994.1 	145201.8 	146958.5 	149545.7 	152384.7 	153358.5 	155444.1 	158081.4 	160619.3 	161569.2 	162926.3 	162096.5 	157564.9 	155026.0 	155871.7 	156343.7 	157099.6 	159742.8 	160543.1 	161421.4 	162138.6 	162194.5 	163037.5 	162702.4 	162769.4 	163259.1 	162757.0 	163859.3 	164014.2 	164923.8 	165418.4 	166116.8 	167260.0 	166702.4 	167535.3 	170047.9 	169691.1 	172322.6 	173968.7 	174082.7 	174948.0 p	175975.6 p	177667.6 p	179558.6 p	180898.4 p	183679.3 p	185414.3 p	187592.4 p	190845.6 p	192073.5 p
CP_MNAC,SCA,B1GQ,PL	81769.1 	84766.4 	89171.3 	89013.8 	101104.2 	105376.4 	109595.2 	114490.9 	122581.2 	128127.0 	132405.4 	137469.8 	144030.0 	148479.1 	153693.5 	158269.7 	155668.1 	162506.4 	170451.3 	182241.6 	178375.3 	184233.0 	188813.2 	194443.5 	190360.3 	194337.3 	196655.2 	198480.9 	200994.8 	201741.0 	204019.5 	204174.4 	205850.6 	211200.6 	212579.0 	216109.4 	226227.9 	230295.7 	233693.4 	242019.4 	242503.7 	247392.3 	250042.1 	250428.5 	257746.5 	262297.9 	270588.7 	278029.0 	286956.0 	292461.7 	297779.6 	308985.4 	317585.4 	318769.7 	321825.5 	327131.5 	337961.9 	338485.6 	345267.4 	349232.5 	350002.6 	358262.3 	364788.6 	370366.3 	380541.1 	386965.8 	394994.1 	402099.1 	402541.1 	408234.8 	409840.4 	408007.5 	405336.3 	412118.9 	415858.6 	421948.6 	424025.4 	428843.4 	433734.3 	432320.5 	441037.2 	445576.9 	449279.4 	461310.6 	456037.5 	462218.1 	464643.4 	473977.8 	484050.2 	489923.7 	500969.1 	505302.2 	514153.3 	517358.1 
CP_MNAC,SCA,B1GQ,PT	21826.5 	22169.1 	22391.8 	22649.9 	22926.3 	23307.4 	23978.5 	24139.2 	24881.9 	25309.7 	25907.7 	26257.6 	26967.9 	27638.1 	28172.2 	28607.0 	29316.1 	29703.7 	30046.2 	30573.2 	31461.7 	31694.1 	32454.8 	32855.7 	33120.8 	33730.0 	34046.4 	34930.3 	35354.6 	35597.5 	35772.8 	35906.4 	36075.4 	36355.6 	36604.5 	37122.8 	37397.2 	38035.4 	38214.9 	38724.1 	38977.6 	39590.6 	39775.4 	40309.0 	40662.9 	41362.2 	41723.7 	42499.9 	43252.5 	43601.1 	43879.6 	44734.6 	44801.7 	44842.8 	44721.5 	44506.6 	43349.9 	43701.3 	44009.5 	44387.5 	44763.3 	44851.7 	45189.9 	45124.9 	44742.8 	44253.3 	44008.0 	43162.4 	42823.3 	41988.7 	41895.1 	41690.8 	41988.4 	42319.5 	42852.2 	43109.2 	43005.3 	43101.7 	43437.4 	43534.6 	44422.3 	44806.3 	45146.3 	45434.2 	46009.8 	46188.6 	46903.0 	47379.0 	47909.4 	48373.6 	48876.5 	49453.9 	49793.1 	50131.2 
CP_MNAC,SCA,B1GQ,RO	1685.0 	1846.9 	1958.2 	2135.5 	2412.2 	2607.8 	2996.0 	3296.5 	5144.5 	5880.6 	6719.3 	7568.6 	8214.3 	8767.2 	9647.3 	10443.5 	11557.0 	13260.3 	14298.6 	15880.8 	17578.1 	18996.3 	20930.8 	23122.1 	25964.0 	28092.2 	30346.1 	32659.3 	33909.2 	36897.8 	38903.4 	41410.2 	44733.2 	47485.9 	50542.3 	53729.0 	56460.4 	59712.8 	63390.5 	66508.0 	67883.0 	70595.9 	73881.4 	76553.3 	80582.6 	83943.4 	87636.5 	92959.3 	97913.6 	103225.4 	108488.3 	116663.8 	124061.1 	131128.4 	138502.9 	141150.1 	124553.9 	129205.8 	131805.3 	138263.9 	128174.3 	131008.3 	132893.0 	135645.8 	137822.0 	138022.0 	142212.1 	141971.1 	143636.5 	148081.6 	149301.9 	151381.0 	153691.7 	156392.7 	159358.3 	163020.5 	163053.4 	166533.4 	167735.2 	169797.1 	174937.6 	173636.8 	180107.1 	181949.2 	184244.2 p	191080.7 p	191209.3 p	198012.1 p	205163.0 p	209394.6 p	217058.6 p	222020.3 p	226433.9 p	232710.1 p
CP_MNAC,SCA,B1GQ,SE	461705.0 	469733.0 	473787.0 	480061.0 	484923.0 	477835.0 	486654.0 	485142.0 	492929.0 	502735.0 	508282.0 	520420.0 	521242.0 	530094.0 	532204.0 	541963.0 	549832.0 	553017.0 	560461.0 	574449.0 	578712.0 	594260.0 	603400.0 	606798.0 	608907.0 	621232.0 	621007.0 	632585.0 	632835.0 	644329.0 	646286.0 	652616.0 	666542.0 	663048.0 	675496.0 	680775.0 	689141.0 	697169.0 	707449.0 	709803.0 	710858.0 	721077.0 	732173.0 	741166.0 	758776.0 	770768.0 	781380.0 	791749.0 	810066.0 	820878.0 	824438.0 	847752.0 	846664.0 	849328.0 	855844.0 	837475.0 	819712.0 	820817.0 	822815.0 	829450.0 	854476.0 	869222.0 	886786.0 	906597.0 	908077.0 	912883.0 	925266.0 	910021.0 	914749.0 	928417.0 	925148.0 	924562.0 	936562.0 	934834.0 	947302.0 	958915.0 	968349.0 	980378.0 	991069.0 	1007771.0 	1027495.0 	1041487.0 	1058806.0 	1073061.0 	1076573.0 	1085959.0 	1098887.0 	1115905.0 	1123324.0 	1142648.0 	1147281.0 	1165710.0 	1183040.0 	1193282.0 
CP_MNAC,SCA,B1GQ,SI	2524.6 	2591.9 	2669.6 	2766.0 	2863.3 	2970.1 	3101.8 	3186.7 	3289.4 	3422.1 	3500.1 	3608.8 	3680.7 	3760.8 	3869.9 	3975.8 	4116.6 	4240.0 	4310.2 	4449.6 	4512.4 	4655.8 	4811.9 	4947.7 	5119.4 	5245.6 	5381.3 	5510.1 	5741.3 	5830.7 	5966.1 	6136.5 	6230.2 	6352.4 	6495.5 	6567.2 	6680.7 	6774.9 	6938.3 	7042.7 	7110.5 	7274.1 	7325.4 	7486.2 	7594.3 	7804.3 	8011.5 	8267.6 	8510.3 	8724.6 	8983.9 	9109.8 	9344.8 	9527.5 	9632.2 	9406.3 	9065.9 	8988.4 	8999.8 	9003.6 	8943.0 	9024.7 	9036.1 	9082.8 	9188.5 	9222.9 	9238.7 	9211.0 	9153.9 	9054.8 	8996.4 	8943.9 	8944.2 	9025.5 	9119.7 	9252.9 	9296.8 	9399.1 	9470.3 	9453.4 	9579.8 	9651.7 	9690.8 	9780.0 	9905.9 	9947.7 	10133.9 	10291.4 	10457.8 	10688.9 	10857.4 	11113.2 	11263.2 	11452.1 
CP_MNAC,SCA,B1GQ,UK	207126.0 	209691.0 	213540.0 	216179.0 	220343.0 	224990.0 	227942.0 	230157.0 	232522.0 	235047.0 	241681.0 	239703.0 	243101.0 	245460.0 	247837.0 	254840.0 	256367.0 	254699.0 	257982.0 	262110.0 	268202.0 	271872.0 	274115.0 	275152.0 	277539.0 	282538.0 	283440.0 	285926.0 	289508.0 	293118.0 	297553.0 	302777.0 	307147.0 	309831.0 	314554.0 	320315.0 	322812.0 	328188.0 	329468.0 	332386.0 	336947.0 	345621.0 	348944.0 	357241.0 	360867.0 	364503.0 	368529.0 	372003.0 	377827.0 	381615.0 	388524.0 	393476.0 	399035.0 	397075.0 	394626.0 	389060.0 	382864.0 	382457.0 	385469.0 	386423.0 	391142.0 	397248.0 	397897.0 	401179.0 	411146.0 	408787.0 	410262.0 	414351.0 	417502.0 	418098.0 	428748.0 	430069.0 	432989.0 	436307.0 	444346.0 	447705.0 	453883.0 	460696.0 	464730.0 	464986.0 	467295.0 	475229.0 	475541.0 	477774.0 	485326.0 	489494.0 	493730.0 	500974.0 	505882.0 	508235.0 	512380.0 	517974.0 	520742.0 	524731.0 
