coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP05,I15,AT	102.96 	102.84 	103.34 	102.99 	103.54 	104.81 	104.85 	104.94 	104.34 	103.94 	104.26 r	104.75 
CP05,I15,BE	101.45 	101.77 	102.10 	100.37 	101.81 	102.02 	102.07 	102.41 	102.64 	100.73 	102.72 	102.49 
CP05,I15,BG	99.18 	99.22 	99.14 	99.33 	99.23 	99.21 	99.27 	99.56 	99.60 	100.24 	99.94 	100.37 
CP05,I15,CH	95.27 	96.19 	95.91 	94.45 	95.40 	95.35 	95.68 	95.51 	95.46 	94.18 	95.16 	95.60 
CP05,I15,CY	96.22 	96.39 	96.49 	95.51 	94.26 	94.88 	95.65 	96.27 	95.77 	94.31 	93.18 	94.82 
CP05,I15,CZ	100.0 	99.9 	99.9 	100.1 	100.5 	100.8 	101.2 	101.4 	101.1 	101.4 	101.5 	101.5 
CP05,I15,DE	101.2 	101.4 	101.5 	101.7 	101.6 	101.7 	101.7 	101.7 	101.9 	101.7 	101.6 	102.1 
CP05,I15,DK	98.8 	98.4 	97.5 	96.7 	97.5 	97.4 	97.6 	97.8 	96.8 	97.1 	97.3 	96.8 
CP05,I15,EA	100.44 	100.56 	100.62 	100.18 	100.22 	100.73 	100.80 	100.82 	100.95 	100.15 	100.34 	100.75 
CP05,I15,EA18	100.43 	100.55 	100.62 	100.16 	100.21 	100.72 	100.79 	100.81 	100.95 	100.14 	100.33 	100.74 
CP05,I15,EA19	100.44 	100.56 	100.62 	100.18 	100.22 	100.73 	100.80 	100.82 	100.95 	100.15 	100.34 	100.75 
CP05,I15,EE	101.42 	101.54 	100.73 	101.48 	101.72 	101.40 	101.26 	101.04 	101.82 	101.19 	102.41 	102.73 
CP05,I15,EL	96.56 	95.65 	96.32 	94.78 	94.38 	95.55 	95.66 	94.97 	95.47 	93.77 	93.39 	94.97 
CP05,I15,ES	99.75 	100.03 	100.03 	99.35 	99.39 	99.63 	99.97 	100.20 	100.29 	99.43 	99.46 	99.67 
CP05,I15,EU	100.80 	100.92 	101.14 	100.46 	100.93 	101.26 	101.23 	101.34 	101.47 	100.66 	101.01 r	101.34 
CP05,I15,EU28	100.80 	100.92 	101.14 	100.46 	100.93 	101.26 	101.23 	101.34 	101.47 	100.66 	101.01 r	101.34 
CP05,I15,FI	98.88 	99.05 	99.42 	98.69 	98.85 	99.20 	99.54 	99.57 	98.73 	96.07 	97.04 	98.80 
CP05,I15,FR	99.93 	99.93 	99.92 	99.31 	99.14 	100.29 	100.21 	100.03 	100.34 	98.86 	99.51 	100.10 
CP05,I15,HR	100.11 	100.28 	99.97 	100.35 	100.41 	100.44 	100.59 	100.78 	100.71 	100.48 	100.74 	100.91 
CP05,I15,HU	100.81 	100.87 	100.55 	101.01 	101.16 	101.19 	101.62 	101.43 	101.37 	101.49 	101.58 	101.94 
CP05,I15,IE	92.0 	91.9 	91.5 	89.4 	90.3 	89.5 	89.8 	89.9 	89.6 	88.3 	88.8 	88.8 
CP05,I15,IS	90.26 	90.07 	90.29 	84.35 	90.02 	90.90 	90.12 	91.01 	89.71 	89.37 	88.22 	89.80 
CP05,I15,IT	100.4 	100.6 	100.6 	100.0 	99.7 	100.4 	100.5 	100.6 	100.7 	100.1 	100.0 	100.4 
CP05,I15,LT	102.58 	102.53 	101.62 	102.66 	102.74 	102.74 	103.15 	102.78 	102.63 	102.40 	102.18 	102.62 
CP05,I15,LU	102.78 	102.78 	102.66 	100.96 	102.90 	102.59 	103.12 	103.13 	103.16 	101.13 	103.39 	103.44 
CP05,I15,LV	98.65 	98.89 	97.16 	99.10 	97.90 	98.36 	99.39 	99.35 	98.60 	98.62 	98.96 	99.05 
CP05,I15,MK	104.05 d	104.30 d	104.50 d	104.44 d	104.75 d	105.20 d	105.42 d	105.13 d	105.39 d	105.14 d	104.61 d	105.72 d
CP05,I15,MT	107.85 	107.86 	108.22 	109.68 	109.96 	109.75 	109.93 	108.59 	108.47 	108.61 	108.50 	108.61 
CP05,I15,NL	101.05 	101.31 	101.29 	100.61 	101.40 	101.74 	101.78 	101.75 	102.36 	101.49 	101.39 	101.13 
CP05,I15,NO	103.8 	102.5 	103.8 	101.5 	104.9 	104.6 	106.1 	105.8 	104.8 	106.1 	102.8 	106.5 
CP05,I15,PL	100.4 	100.4 	100.2 	100.7 	100.9 	100.6 	100.9 	101.0 	101.1 	101.2 	101.4 	101.5 
CP05,I15,PT	99.69 	99.98 	99.64 	99.31 	99.68 	100.04 	99.70 	99.35 	99.58 	99.25 	99.28 	98.99 
CP05,I15,RO	100.58 	100.65 	100.84 	101.01 	101.14 	101.34 	101.46 	101.63 	101.75 	101.88 	101.95 	102.15 
CP05,I15,RS	102.5 d	103.1 d	103.1 d	102.8 d	103.0 d	103.2 d	103.4 d	103.5 d	103.3 d	103.0 d	102.9 d	102.7 d
CP05,I15,SE	100.13 	100.20 	100.53 	99.87 	101.50 	101.07 	101.54 	101.05 	100.97 	100.95 	101.84 	101.84 
CP05,I15,SI	99.03 	98.97 	99.47 	99.28 	99.07 	99.38 	99.79 	100.09 	99.81 	98.88 	98.60 	99.61 
CP05,I15,SK	99.57 	99.58 	99.81 	99.99 	100.37 	99.90 	100.44 	100.74 	100.96 	101.01 	101.09 	100.73 
CP05,I15,TR	122.55 d	123.71 d	125.17 d	128.22 d	129.79 d	130.81 d	133.57 d	134.74 d	137.76 d	140.27 d	146.67 d	163.41 d
CP05,I15,UK	103.3 	103.6 	105.0 	102.2 	104.9 	104.8 	103.9 	104.6 	104.9 	103.0 	104.2 	: 
CP05,I15,US	97.97 d	97.59 d	97.58 d	98.50 d	98.96 d	99.12 d	99.55 d	99.17 d	99.05 d	99.06 d	98.74 d	98.97 d
CP05,PCH_M1,AT	0.6 	-0.1 	0.5 	-0.3 	0.5 	1.2 	0.0 	0.1 	-0.6 	-0.4 	0.3 	0.5 
CP05,PCH_M1,BE	-0.2 	0.3 	0.3 	-1.7 	1.4 	0.2 	0.0 	0.3 	0.2 	-1.9 	2.0 	-0.2 
CP05,PCH_M1,BG	0.2 	0.0 	-0.1 	0.2 	-0.1 	0.0 	0.1 	0.3 	0.0 	0.6 	-0.3 	0.4 
CP05,PCH_M1,CH	-0.4 	1.0 	-0.3 	-1.5 	1.0 	-0.1 	0.3 	-0.2 	-0.1 	-1.3 	1.0 	0.5 
CP05,PCH_M1,CY	-0.8 	0.2 	0.1 	-1.0 	-1.3 	0.7 	0.8 	0.6 	-0.5 	-1.5 	-1.2 	1.8 
CP05,PCH_M1,CZ	0.1 	-0.1 	0.0 	0.2 	0.4 	0.3 	0.4 	0.2 	-0.3 	0.3 	0.1 	0.0 
CP05,PCH_M1,DE	0.1 	0.2 	0.1 	0.2 	-0.1 	0.1 	0.0 	0.0 	0.2 	-0.2 	-0.1 	0.5 
CP05,PCH_M1,DK	0.8 	-0.4 	-0.9 	-0.8 	0.8 	-0.1 	0.2 	0.2 	-1.0 	0.3 	0.2 	-0.5 
CP05,PCH_M1,EA	0.1 	0.1 	0.1 	-0.4 	0.0 	0.5 	0.1 	0.0 	0.1 	-0.8 	0.2 	0.4 
CP05,PCH_M1,EA18	0.1 	0.1 	0.1 	-0.5 	0.0 	0.5 	0.1 	0.0 	0.1 	-0.8 	0.2 	0.4 
CP05,PCH_M1,EA19	0.1 	0.1 	0.1 	-0.4 	0.0 	0.5 	0.1 	0.0 	0.1 	-0.8 	0.2 	0.4 
CP05,PCH_M1,EE	0.0 	0.1 	-0.8 	0.7 	0.2 	-0.3 	-0.1 	-0.2 	0.8 	-0.6 	1.2 	0.3 
CP05,PCH_M1,EL	0.4 	-0.9 	0.7 	-1.6 	-0.4 	1.2 	0.1 	-0.7 	0.5 	-1.8 	-0.4 	1.7 
CP05,PCH_M1,ES	0.2 	0.3 	0.0 	-0.7 	0.0 	0.2 	0.3 	0.2 	0.1 	-0.9 	0.0 	0.2 
CP05,PCH_M1,EU	0.0 	0.1 	0.2 	-0.7 	0.5 	0.3 	0.0 	0.1 	0.1 	-0.8 	0.3 r	0.3 
CP05,PCH_M1,EU28	0.0 	0.1 	0.2 	-0.7 	0.5 	0.3 	0.0 	0.1 	0.1 	-0.8 	0.3 r	0.3 
CP05,PCH_M1,FI	-0.3 	0.2 	0.4 	-0.7 	0.2 	0.4 	0.3 	0.0 	-0.8 	-2.7 	1.0 	1.8 
CP05,PCH_M1,FR	-0.1 	0.0 	0.0 	-0.6 	-0.2 	1.2 	-0.1 	-0.2 	0.3 	-1.5 	0.7 	0.6 
CP05,PCH_M1,HR	0.3 	0.2 	-0.3 	0.4 	0.1 	0.0 	0.1 	0.2 	-0.1 	-0.2 	0.3 	0.2 
