s_adj,unit,nace_r2,lcstruct,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
SCA,PCH_PRE,H,D1_D4_MD5,NO	0.6 p	0.8 p	0.4 p	0.3 p	0.0 p	1.2 p	1.1 p	0.4 p	-0.4 p	1.1 p	0.7 p	0.8 p
SCA,PCH_PRE,H,D1_D4_MD5,PL	0.8 	3.7 	-1.3 	-1.9 	0.9 	4.5 	-2.1 	4.3 	2.7 	-4.3 	5.2 	0.1 
SCA,PCH_PRE,H,D1_D4_MD5,PT	0.2 	0.4 	-0.5 p	0.3 p	0.5 p	-0.5 p	1.2 p	-0.2 p	0.8 p	1.4 p	-0.5 p	1.6 p
SCA,PCH_PRE,H,D1_D4_MD5,RO	1.8 	2.6 	1.5 	2.1 	3.1 	2.5 	2.9 p	4.0 p	2.5 p	3.6 p	0.9 p	3.8 p
SCA,PCH_PRE,H,D1_D4_MD5,SE	0.9 p	1.0 p	0.2 p	0.9 p	0.5 p	0.4 p	0.0 p	0.7 p	1.2 p	0.3 p	1.1 p	0.6 p
SCA,PCH_PRE,H,D1_D4_MD5,SI	-1.8 	6.6 	-2.2 	1.4 	-2.5 	4.0 	-2.3 	3.2 	3.1 	-1.0 	-2.6 	5.3 
SCA,PCH_PRE,H,D1_D4_MD5,SK	-0.4 	1.8 	2.7 	-2.5 	3.1 	3.2 	1.5 p	3.3 p	0.8 p	2.4 p	1.6 p	0.1 p
SCA,PCH_PRE,H,D1_D4_MD5,TR	5.1 	3.4 	11.8 	1.3 	3.3 	2.2 	0.1 	4.8 	1.3 	3.4 	3.5 	4.7 
SCA,PCH_PRE,H,D1_D4_MD5,UK	-1.5 	0.0 	0.8 	-1.5 	1.1 	0.1 	1.5 	2.4 	1.4 	0.7 	-2.0 	1.5 
SCA,PCH_PRE,I,D1_D4_MD5,AT	3.5 	-1.5 	4.7 	-5.1 	2.0 	2.2 	1.6 	0.3 	-1.2 	0.3 	-3.5 	4.0 p
SCA,PCH_PRE,I,D1_D4_MD5,BE	0.2 	0.1 	0.1 	1.8 	0.0 	-0.2 	0.5 	0.2 	0.0 	0.2 	-0.2 	0.0 p
SCA,PCH_PRE,I,D1_D4_MD5,BG	3.0 	0.1 	4.1 	-0.1 	0.4 	2.9 	1.6 p	2.5 p	3.6 p	3.1 p	-2.3 p	5.0 p
SCA,PCH_PRE,I,D1_D4_MD5,CY	0.2 	-0.4 	0.3 	1.7 	0.0 	1.1 	0.0 p	0.6 p	1.0 p	0.7 p	-7.0 p	0.8 p
SCA,PCH_PRE,I,D1_D4_MD5,CZ	2.4 	1.9 	0.2 	0.3 	2.5 	2.3 	3.9 p	3.5 p	0.3 p	0.4 p	3.9 p	1.9 p
SCA,PCH_PRE,I,D1_D4_MD5,DE	-0.8 	1.0 	2.0 	-1.8 	1.9 	1.0 	-0.1 	1.7 	0.4 	1.3 	0.6 	0.3 
SCA,PCH_PRE,I,D1_D4_MD5,DK	0.9 	0.3 	0.5 	0.3 	0.0 	0.5 	0.4 	-0.3 	1.0 	0.4 	0.5 	1.3 
SCA,PCH_PRE,I,D1_D4_MD5,EA	0.0 	-0.3 	1.7 	-0.5 	0.4 	0.4 	0.1 	0.0 	0.3 	1.0 	1.0 	0.6 
SCA,PCH_PRE,I,D1_D4_MD5,EA19	0.0 	-0.3 	1.7 	-0.5 	0.4 	0.4 	0.1 	0.0 	0.3 	1.0 	1.0 	0.6 
SCA,PCH_PRE,I,D1_D4_MD5,EE	3.1 	2.3 	3.4 	2.3 	-0.5 	1.0 	3.5 	2.5 	-0.9 	3.8 	-0.7 	0.1 
SCA,PCH_PRE,I,D1_D4_MD5,EL	-1.9 	19.1 	-7.3 	5.2 	7.1 	-3.5 	4.9 	-0.1 	-3.9 	28.0 	-19.0 	4.8 
SCA,PCH_PRE,I,D1_D4_MD5,ES	-0.4 p	0.1 p	-0.9 p	0.4 p	-0.2 p	0.4 p	-0.6 p	0.5 p	0.4 p	0.5 p	1.4 p	0.1 p
SCA,PCH_PRE,I,D1_D4_MD5,EU	0.0 	0.5 	0.9 	-0.3 	1.0 	0.1 	0.0 	0.5 	0.6 	1.1 	1.4 	1.1 
SCA,PCH_PRE,I,D1_D4_MD5,EU28	0.0 	0.5 	1.0 	-0.3 	1.0 	0.1 	0.1 	0.4 	0.6 	1.1 	1.4 	1.1 
SCA,PCH_PRE,I,D1_D4_MD5,FI	-2.7 p	0.0 p	1.8 p	-1.2 p	1.2 p	0.9 p	-2.9 p	1.2 p	-1.3 p	-0.6 p	-0.1 p	-1.6 p
SCA,PCH_PRE,I,D1_D4_MD5,FR	-0.3 p	0.2 p	0.9 p	-0.7 p	-0.1 p	0.6 p	-0.8 p	0.2 p	0.7 p	1.1 p	1.2 p	0.6 p
SCA,PCH_PRE,I,D1_D4_MD5,HR	-1.0 	2.7 	0.7 e	3.7 e	2.0 e	-2.7 e	4.2 e	2.0 e	1.7 e	-1.5 e	4.3 e	1.5 e
SCA,PCH_PRE,I,D1_D4_MD5,HU	2.3 	1.2 	1.1 	0.4 	1.2 	2.2 	4.8 	3.7 	0.1 	3.1 	2.4 	1.8 
SCA,PCH_PRE,I,D1_D4_MD5,IE	0.7 	1.3 	0.1 	0.1 	0.3 	0.5 	0.5 	0.7 	0.3 	0.7 	3.3 	-2.1 p
SCA,PCH_PRE,I,D1_D4_MD5,IT	-0.7 	-1.4 	3.2 	1.2 	-1.3 	-0.1 	-0.6 	-4.0 	1.0 	0.8 	2.2 	2.7 
SCA,PCH_PRE,I,D1_D4_MD5,LT	2.7 	2.4 	4.1 	3.2 	3.9 	3.6 	1.4 	-0.7 	2.4 	4.5 	3.4 	3.6 
SCA,PCH_PRE,I,D1_D4_MD5,LU	-1.1 	0.1 	0.9 	-1.3 	1.6 	0.3 	-0.1 	2.0 	0.0 	0.7 	-0.7 	-0.1 
SCA,PCH_PRE,I,D1_D4_MD5,LV	2.2 	2.8 	2.8 	1.6 	3.7 	0.4 	0.7 	2.2 	0.5 	6.7 	6.1 p	3.5 p
SCA,PCH_PRE,I,D1_D4_MD5,MT	7.4 p	-4.1 p	-4.4 p	-1.1 p	4.0 p	-5.0 p	6.6 p	1.3 p	-2.7 p	-3.3 p	3.6 p	3.0 p
SCA,PCH_PRE,I,D1_D4_MD5,NL	0.2 p	-0.7 p	2.1 p	-1.2 p	0.6 p	-0.6 p	-0.4 p	0.1 p	0.2 p	0.2 p	0.8 p	: n
SCA,PCH_PRE,I,D1_D4_MD5,NO	0.3 p	0.1 p	0.7 p	0.6 p	0.4 p	0.5 p	-2.0 p	2.5 p	0.4 p	0.8 p	0.6 p	0.4 p
SCA,PCH_PRE,I,D1_D4_MD5,PL	1.6 	-1.2 	4.3 	1.8 	1.4 	1.6 	0.6 	4.1 	1.1 	1.7 	3.1 	-0.9 
SCA,PCH_PRE,I,D1_D4_MD5,PT	1.4 	0.9 	-2.5 p	2.0 p	-1.1 p	-0.8 p	4.4 p	-2.6 p	1.6 p	0.4 p	0.6 p	2.1 p
SCA,PCH_PRE,I,D1_D4_MD5,RO	4.5 	4.3 	3.0 	5.2 	3.9 	4.7 	3.4 p	4.6 p	-0.9 p	5.5 p	4.3 p	3.7 p
SCA,PCH_PRE,I,D1_D4_MD5,SE	2.2 p	1.0 p	0.3 p	1.5 p	1.4 p	0.3 p	1.6 p	0.6 p	-0.2 p	1.1 p	1.2 p	0.8 p
SCA,PCH_PRE,I,D1_D4_MD5,SI	3.1 	-1.3 	-0.8 	3.1 	-4.8 	8.5 	-3.9 	2.3 	0.3 	3.5 	3.2 	-1.7 
SCA,PCH_PRE,I,D1_D4_MD5,SK	0.7 	-0.3 	14.4 	-8.8 	0.4 	6.6 	1.5 p	4.9 p	-2.7 p	-0.3 p	2.3 p	-1.3 p
SCA,PCH_PRE,I,D1_D4_MD5,TR	6.6 	1.4 	13.7 	3.0 	3.9 	-2.1 	0.9 	4.4 	-0.2 	4.6 	6.7 	2.2 
SCA,PCH_PRE,I,D1_D4_MD5,UK	-1.2 	3.4 	-1.3 	0.2 	2.2 	0.1 	-1.0 	1.1 	1.2 	2.0 	3.3 	1.9 
SCA,PCH_PRE,J,D1_D4_MD5,AT	-5.1 	11.1 	-7.7 	-4.9 	1.7 	5.7 	-2.6 	1.7 	3.6 	-2.2 	1.7 	5.1 p
SCA,PCH_PRE,J,D1_D4_MD5,BE	0.3 	0.3 	-0.6 	-0.2 	0.3 	0.1 	0.3 	0.4 	0.1 	0.5 	0.7 	0.3 p
SCA,PCH_PRE,J,D1_D4_MD5,BG	1.5 	0.7 	2.8 	5.3 	-0.5 	2.1 	3.4 p	0.9 p	1.8 p	1.6 p	3.4 p	5.6 p
SCA,PCH_PRE,J,D1_D4_MD5,CY	0.7 	0.6 	1.3 	0.1 	0.2 	0.8 	0.2 p	1.1 p	1.3 p	0.4 p	-5.7 p	-3.6 p
SCA,PCH_PRE,J,D1_D4_MD5,CZ	0.6 	1.6 	-0.7 	0.4 	1.8 	0.3 	2.3 p	1.0 p	0.6 p	0.3 p	3.7 p	1.5 p
SCA,PCH_PRE,J,D1_D4_MD5,DE	0.2 	1.3 	-2.5 	-0.3 	0.6 	1.4 	0.6 	0.2 	1.3 	-0.6 	0.2 	-0.2 
SCA,PCH_PRE,J,D1_D4_MD5,DK	-0.2 	0.5 	0.3 	-0.1 	0.8 	0.5 	0.3 	-0.5 	0.9 	0.3 	1.1 	0.8 
SCA,PCH_PRE,J,D1_D4_MD5,EA	0.1 	0.3 	-0.4 	-0.6 	0.7 	0.3 	0.4 	0.7 	0.8 	0.3 	0.6 	0.3 
SCA,PCH_PRE,J,D1_D4_MD5,EA19	0.1 	0.3 	-0.4 	-0.6 	0.7 	0.3 	0.4 	0.7 	0.8 	0.3 	0.6 	0.3 
SCA,PCH_PRE,J,D1_D4_MD5,EE	-0.5 	2.0 	5.0 	-0.3 	3.4 	-0.4 	4.6 	4.3 	2.3 	-1.0 	-2.8 	1.0 
SCA,PCH_PRE,J,D1_D4_MD5,EL	10.3 	-0.9 	-9.6 	2.0 	-1.0 	-3.1 	3.2 	3.5 	-3.3 	3.4 	0.6 	-1.2 
SCA,PCH_PRE,J,D1_D4_MD5,ES	1.2 p	2.1 p	0.6 p	-3.5 p	1.1 p	-1.6 p	-0.4 p	1.0 p	1.2 p	2.6 p	0.1 p	0.1 p
SCA,PCH_PRE,J,D1_D4_MD5,EU	0.3 	0.0 	0.4 	-0.6 	0.5 	0.4 	0.4 	1.0 	0.7 	0.7 	0.7 	0.5 
SCA,PCH_PRE,J,D1_D4_MD5,EU28	0.3 	0.0 	0.4 	-0.6 	0.5 	0.4 	0.4 	1.0 	0.7 	0.7 	0.7 	0.5 
SCA,PCH_PRE,J,D1_D4_MD5,FI	-3.8 p	-0.3 p	2.0 p	-0.8 p	0.5 p	-0.4 p	-1.2 p	1.0 p	3.6 p	1.9 p	-2.0 p	-2.5 p
SCA,PCH_PRE,J,D1_D4_MD5,FR	0.5 p	0.3 p	0.9 p	0.1 p	0.4 p	-0.6 p	1.6 p	0.2 p	0.4 p	1.1 p	1.2 p	0.2 p
SCA,PCH_PRE,J,D1_D4_MD5,HR	0.6 	2.5 	-0.2 e	3.2 e	1.2 e	1.3 e	2.8 e	-2.3 e	3.2 e	1.4 e	1.8 e	5.0 e
SCA,PCH_PRE,J,D1_D4_MD5,HU	1.6 	0.9 	0.8 	-0.7 	1.0 	2.1 	-1.2 	2.5 	1.8 	2.2 	1.8 	2.8 
SCA,PCH_PRE,J,D1_D4_MD5,IE	-1.5 	0.1 	0.8 	0.8 	-2.8 	1.3 	-1.1 	3.1 	0.0 	2.2 	1.8 	-2.0 p
SCA,PCH_PRE,J,D1_D4_MD5,IT	0.4 	-1.9 	0.7 	-0.8 	0.5 	1.4 	-1.8 	0.5 	0.3 	-0.5 	0.4 	0.7 
SCA,PCH_PRE,J,D1_D4_MD5,LT	4.4 	-1.5 	4.6 	0.6 	1.6 	3.9 	2.7 	4.6 	0.7 	2.8 	3.7 	4.1 
SCA,PCH_PRE,J,D1_D4_MD5,LU	-1.9 	-0.2 	1.0 	-0.6 	2.6 	0.5 	-1.0 	2.9 	-0.2 	1.8 	-1.4 	1.5 
SCA,PCH_PRE,J,D1_D4_MD5,LV	-3.9 	6.1 	-1.0 	5.0 	2.7 	0.1 	-2.1 	6.6 	0.5 	2.5 	3.7 p	3.5 p
SCA,PCH_PRE,J,D1_D4_MD5,MT	3.0 p	-2.6 p	-7.2 p	1.9 p	4.9 p	-0.7 p	-3.9 p	1.1 p	-3.8 p	10.1 p	-2.8 p	-1.2 p
SCA,PCH_PRE,J,D1_D4_MD5,NL	-1.3 p	-0.3 p	2.6 p	-1.6 p	2.2 p	-0.3 p	0.0 p	0.4 p	1.1 p	1.0 p	0.1 p	: n
SCA,PCH_PRE,J,D1_D4_MD5,NO	0.2 p	-1.0 p	1.4 p	0.2 p	1.9 p	-0.3 p	0.7 p	0.1 p	1.3 p	-0.5 p	1.8 p	0.8 p
SCA,PCH_PRE,J,D1_D4_MD5,PL	2.4 	-2.7 	4.5 	-1.6 	4.9 	0.7 	-0.7 	4.2 	-1.1 	3.6 	1.6 	1.9 
SCA,PCH_PRE,J,D1_D4_MD5,PT	1.7 	0.2 	-2.2 p	2.0 p	-0.8 p	0.6 p	2.8 p	-1.1 p	0.8 p	-0.3 p	-1.4 p	1.4 p
SCA,PCH_PRE,J,D1_D4_MD5,RO	3.5 	3.9 	3.3 	2.7 	3.1 	2.4 	4.5 p	1.4 p	0.5 p	2.1 p	9.6 p	5.0 p
SCA,PCH_PRE,J,D1_D4_MD5,SE	-0.1 p	1.9 p	2.5 p	1.0 p	0.3 p	0.7 p	4.4 p	0.4 p	1.1 p	0.1 p	-0.8 p	-0.3 p
SCA,PCH_PRE,J,D1_D4_MD5,SI	-4.9 	-2.3 	1.2 	-0.7 	-0.8 	4.1 	0.7 	-2.6 	8.7 	-1.8 	-0.1 	4.9 
SCA,PCH_PRE,J,D1_D4_MD5,SK	-0.2 	2.4 	-0.5 	-3.5 	3.5 	0.8 	-0.7 p	1.8 p	2.0 p	1.6 p	2.1 p	1.5 p
SCA,PCH_PRE,J,D1_D4_MD5,TR	5.2 	4.5 	3.5 	5.4 	11.3 	-10.3 	2.6 	0.4 	3.0 	2.6 	4.9 	2.9 
SCA,PCH_PRE,J,D1_D4_MD5,UK	2.4 	-0.9 	0.2 	-1.3 	0.8 	1.3 	-1.6 	0.8 	2.1 	2.4 	-1.0 	-0.1 
SCA,PCH_PRE,K,D1_D4_MD5,AT	-6.0 	5.7 	3.5 	-4.8 	1.1 	3.7 	-5.2 	3.6 	3.5 	-1.7 	-0.5 	0.4 p
SCA,PCH_PRE,K,D1_D4_MD5,BE	0.1 	0.2 	-0.2 	-0.2 	0.4 	0.1 	0.3 	0.4 	0.0 	0.4 	0.5 	0.3 p
SCA,PCH_PRE,K,D1_D4_MD5,BG	-0.9 	3.5 	1.4 	3.1 	-1.2 	0.2 	3.7 p	1.0 p	2.9 p	-0.7 p	2.1 p	0.3 p
SCA,PCH_PRE,K,D1_D4_MD5,CY	0.2 	0.3 	0.3 	0.2 	-0.2 	-0.3 	0.5 p	0.7 p	1.1 p	1.4 p	4.1 p	-0.6 p
SCA,PCH_PRE,K,D1_D4_MD5,CZ	0.4 	1.4 	0.4 	-1.4 	3.4 	-0.6 	0.3 p	4.1 p	0.4 p	0.5 p	1.6 p	1.8 p
SCA,PCH_PRE,K,D1_D4_MD5,DE	-0.4 	0.3 	1.6 	-1.8 	2.0 	2.0 	0.2 	1.3 	-0.2 	0.6 	1.2 	-0.4 
SCA,PCH_PRE,K,D1_D4_MD5,DK	0.9 	0.6 	0.9 	-0.2 	1.5 	0.6 	-0.1 	0.6 	0.8 	0.1 	0.2 	0.0 
SCA,PCH_PRE,K,D1_D4_MD5,EA	0.2 	0.1 	0.8 	0.1 	0.6 	0.8 	0.4 	0.7 	0.6 	0.5 	0.7 	0.7 
SCA,PCH_PRE,K,D1_D4_MD5,EA19	0.2 	0.1 	0.8 	0.1 	0.6 	0.8 	0.4 	0.7 	0.6 	0.5 	0.7 	0.7 
SCA,PCH_PRE,K,D1_D4_MD5,EE	0.4 	0.0 	2.2 	-0.2 	0.4 	1.4 	1.7 	4.0 	2.7 	2.5 	1.9 	0.9 
SCA,PCH_PRE,K,D1_D4_MD5,EL	11.0 	-5.8 	-0.7 	4.9 	-1.9 	10.8 	-2.7 	1.0 	1.5 	-0.6 	-1.1 	10.6 
SCA,PCH_PRE,K,D1_D4_MD5,ES	1.2 p	-1.2 p	-0.3 p	0.5 p	0.5 p	0.2 p	0.7 p	1.1 p	0.7 p	1.7 p	0.8 p	0.7 p
SCA,PCH_PRE,K,D1_D4_MD5,EU	0.4 	0.2 	0.1 	-0.2 	1.1 	0.7 	1.1 	1.6 	0.4 	0.8 	0.5 	0.4 
SCA,PCH_PRE,K,D1_D4_MD5,EU28	0.4 	0.2 	0.1 	-0.2 	1.1 	0.7 	1.1 	1.6 	0.4 	0.8 	0.5 	0.4 
SCA,PCH_PRE,K,D1_D4_MD5,FI	-1.0 p	-0.1 p	1.7 p	-0.8 p	0.7 p	-0.3 p	-1.9 p	0.8 p	0.5 p	0.9 p	0.8 p	-0.2 p
SCA,PCH_PRE,K,D1_D4_MD5,FR	1.7 p	0.4 p	1.2 p	-0.3 p	-0.1 p	0.8 p	0.9 p	0.2 p	0.3 p	1.0 p	0.9 p	0.8 p
SCA,PCH_PRE,K,D1_D4_MD5,HR	1.7 	0.3 	-0.5 e	3.5 e	-0.1 e	3.0 e	1.7 e	-4.1 e	4.9 e	0.6 e	3.1 e	1.9 e
SCA,PCH_PRE,K,D1_D4_MD5,HU	2.1 	-0.3 	2.3 	-1.3 	3.1 	1.9 	-0.4 	4.7 	-1.4 	2.3 	1.5 	2.4 
SCA,PCH_PRE,K,D1_D4_MD5,IE	-1.6 	-0.1 	0.8 	-0.4 	0.7 	0.6 	3.2 	0.2 	0.8 	1.0 	2.1 	1.3 p
SCA,PCH_PRE,K,D1_D4_MD5,IT	-1.2 	0.0 	1.2 	-1.4 	0.7 	-0.1 	-1.4 	0.7 	0.9 	0.1 	0.3 	1.3 
SCA,PCH_PRE,K,D1_D4_MD5,LT	2.2 	-0.4 	3.1 	1.5 	-0.6 	4.8 	-0.4 	3.6 	3.4 	-0.2 	2.9 	2.4 
SCA,PCH_PRE,K,D1_D4_MD5,LU	-0.5 	0.1 	0.8 	-0.4 	0.7 	0.7 	-0.4 	1.4 	0.8 	0.7 	0.5 	0.7 
SCA,PCH_PRE,K,D1_D4_MD5,LV	0.7 	1.7 	1.7 	4.2 	2.1 	1.3 	1.5 	0.9 	1.9 	2.0 	1.1 p	1.7 p
SCA,PCH_PRE,K,D1_D4_MD5,MT	1.7 p	0.4 p	-0.5 p	-1.7 p	1.9 p	6.3 p	-3.9 p	0.1 p	4.6 p	-3.7 p	1.4 p	3.3 p
SCA,PCH_PRE,K,D1_D4_MD5,NL	0.9 p	0.4 p	0.8 p	0.6 p	0.5 p	0.5 p	1.6 p	0.3 p	1.2 p	0.1 p	-0.6 p	: n
SCA,PCH_PRE,K,D1_D4_MD5,NO	0.1 p	0.8 p	0.7 p	0.2 p	1.1 p	0.7 p	0.6 p	0.0 p	0.9 p	1.1 p	1.0 p	-0.6 p
SCA,PCH_PRE,K,D1_D4_MD5,PL	0.1 	1.9 	2.2 	-2.6 	7.1 	1.9 	-2.4 	5.5 	-1.7 	4.1 	0.1 	0.2 
SCA,PCH_PRE,K,D1_D4_MD5,PT	-0.4 	-1.4 	-2.5 p	1.2 p	-0.1 p	1.3 p	3.2 p	-1.2 p	0.0 p	0.4 p	-2.1 p	0.6 p
SCA,PCH_PRE,K,D1_D4_MD5,RO	2.6 	1.6 	-1.2 	1.7 	0.6 	0.3 	3.4 p	1.4 p	-0.4 p	5.2 p	-3.2 p	9.9 p
SCA,PCH_PRE,K,D1_D4_MD5,SE	1.7 p	1.5 p	1.1 p	0.8 p	-0.1 p	1.3 p	3.3 p	-0.4 p	0.3 p	0.4 p	-0.4 p	0.0 p
SCA,PCH_PRE,K,D1_D4_MD5,SI	-3.8 	2.5 	5.9 	-4.1 	3.8 	4.6 	-3.3 	4.8 	1.1 	-0.9 	1.0 	0.1 
SCA,PCH_PRE,K,D1_D4_MD5,SK	2.7 	0.9 	-0.3 	0.1 	0.0 	5.8 	-2.7 p	1.2 p	0.5 p	1.1 p	2.9 p	1.6 p
SCA,PCH_PRE,K,D1_D4_MD5,TR	-0.3 	2.0 	6.9 	-3.0 	6.5 	6.6 	-0.5 	1.7 	0.8 	9.2 	4.0 	6.5 
SCA,PCH_PRE,K,D1_D4_MD5,UK	2.7 	0.7 	-5.2 	1.4 	1.6 	1.1 	2.9 	3.9 	-0.5 	1.6 	0.1 	-0.5 
SCA,PCH_PRE,K-N,D1_D4_MD5,AT	-2.9 	5.4 	-0.3 	-2.5 	2.4 	1.0 	-1.3 	4.1 	0.0 	0.7 	0.9 	0.4 
SCA,PCH_PRE,K-N,D1_D4_MD5,BE	0.1 	0.2 	-0.3 	0.0 	0.3 	0.1 	0.3 	0.4 	0.2 	0.5 	0.6 	0.3 p
SCA,PCH_PRE,K-N,D1_D4_MD5,BG	0.2 	4.1 	0.4 	2.7 	-0.7 	2.4 	5.2 	1.9 	0.8 	2.3 	0.5 	3.6 
SCA,PCH_PRE,K-N,D1_D4_MD5,CY	0.5 	0.3 	0.4 	0.2 	-0.1 	-0.1 	0.2 p	0.5 p	0.7 p	0.8 p	1.5 p	-2.7 p
SCA,PCH_PRE,K-N,D1_D4_MD5,CZ	0.6 	1.8 	0.6 	0.1 	2.3 	0.8 	0.5 p	2.1 p	1.2 p	0.6 p	2.5 p	1.5 p
SCA,PCH_PRE,K-N,D1_D4_MD5,DE	1.1 	0.4 	-0.3 	-0.6 	1.1 	2.1 	2.2 	1.0 	0.7 	0.4 	1.8 	0.4 
SCA,PCH_PRE,K-N,D1_D4_MD5,DK	0.5 	0.7 	0.1 	0.2 	0.8 	0.4 	0.4 	0.4 	0.7 	0.1 	0.4 	0.4 
SCA,PCH_PRE,K-N,D1_D4_MD5,EA	0.5 	0.2 	0.1 	-0.1 	0.7 	0.8 	1.1 	0.8 	0.6 	0.6 	0.7 	0.8 
SCA,PCH_PRE,K-N,D1_D4_MD5,EA19	0.5 	0.2 	0.1 	-0.1 	0.7 	0.8 	1.1 	0.8 	0.6 	0.6 	0.7 	0.8 
SCA,PCH_PRE,K-N,D1_D4_MD5,EE	2.0 	1.3 	3.7 	0.2 	2.3 	-0.2 	4.3 	4.1 	-0.3 	1.2 	-0.8 	0.2 
SCA,PCH_PRE,K-N,D1_D4_MD5,EL	7.5 	-3.7 	-3.0 	0.1 	0.1 	5.8 	-5.1 	3.4 	0.9 	-0.5 	-1.3 	6.5 
SCA,PCH_PRE,K-N,D1_D4_MD5,ES	0.9 p	-0.3 p	0.2 p	0.3 p	0.4 p	-0.2 p	0.7 p	0.2 p	-0.2 p	1.6 p	0.5 p	-0.1 p
SCA,PCH_PRE,K-N,D1_D4_MD5,EU	0.5 	0.5 	0.1 	-0.1 	0.8 	0.6 	1.1 	1.3 	0.6 	0.7 	0.6 	0.5 
SCA,PCH_PRE,K-N,D1_D4_MD5,EU28	0.5 	0.5 	0.1 	-0.1 	0.8 	0.6 	1.1 	1.3 	0.6 	0.7 	0.6 	0.5 
SCA,PCH_PRE,K-N,D1_D4_MD5,FI	-1.2 p	0.0 p	1.4 p	-1.6 p	0.9 p	0.3 p	-1.2 p	0.2 p	-0.9 p	1.7 p	-0.4 p	1.6 p
SCA,PCH_PRE,K-N,D1_D4_MD5,FR	0.7 p	0.5 p	1.0 p	-0.5 p	0.1 p	0.2 p	1.0 p	-0.1 p	0.3 p	0.9 p	1.1 p	1.0 p
SCA,PCH_PRE,K-N,D1_D4_MD5,HR	1.0 	0.4 	0.5 e	1.3 e	0.8 e	2.7 e	1.9 e	-1.5 e	2.7 e	1.7 e	5.2 e	1.9 e
SCA,PCH_PRE,K-N,D1_D4_MD5,HU	1.8 	1.4 	1.5 	0.1 	2.8 	1.4 	2.0 	3.9 	0.5 	2.8 	0.6 	2.1 
SCA,PCH_PRE,K-N,D1_D4_MD5,IE	-1.0 	-0.3 	1.8 	-0.5 	0.5 	0.7 	1.9 	0.6 	0.8 	0.9 	0.6 	1.2 p
SCA,PCH_PRE,K-N,D1_D4_MD5,IT	0.3 	-0.6 	-1.1 	-1.5 	0.8 	1.6 	1.3 	0.8 	-0.9 	0.7 	-0.4 	1.6 
SCA,PCH_PRE,K-N,D1_D4_MD5,LT	1.8 	-0.3 	2.6 	0.7 	1.9 	3.2 	2.0 	3.2 	1.8 	2.1 	2.9 	3.5 
SCA,PCH_PRE,K-N,D1_D4_MD5,LU	-1.0 	0.4 	1.3 	-0.4 	1.5 	0.8 	-0.2 	2.3 	0.1 	0.5 	-0.3 	0.9 
SCA,PCH_PRE,K-N,D1_D4_MD5,LV	1.1 	1.9 	1.1 	2.7 	4.4 	-0.8 	0.5 	2.2 	1.4 	2.1 	4.4 	1.7 
SCA,PCH_PRE,K-N,D1_D4_MD5,MT	2.0 p	0.5 p	-3.5 p	-1.8 p	5.2 p	5.0 p	-4.8 p	4.2 p	-2.8 p	-1.6 p	4.9 p	2.4 p
SCA,PCH_PRE,K-N,D1_D4_MD5,NL	-0.1 p	0.4 p	0.1 p	-0.5 p	1.3 p	-0.7 p	0.6 p	0.7 p	0.5 p	0.4 p	0.5 p	: n
SCA,PCH_PRE,K-N,D1_D4_MD5,NO	0.1 	0.1 	0.4 	0.0 	1.0 	0.4 	0.8 	-0.5 	1.3 	1.1 	0.7 	-0.1 
SCA,PCH_PRE,K-N,D1_D4_MD5,PL	0.6 	1.2 	2.5 	-1.5 	3.1 	0.5 	0.7 	4.0 	0.3 	3.7 	0.8 	0.2 
SCA,PCH_PRE,K-N,D1_D4_MD5,PT	-0.1 	0.6 	-1.1 p	1.2 p	0.2 p	0.4 p	0.5 p	-1.3 p	-0.3 p	-0.5 p	0.1 p	0.7 p
SCA,PCH_PRE,K-N,D1_D4_MD5,RO	1.7 	2.7 	1.9 	4.1 	1.7 	1.8 	3.5 p	2.2 p	1.2 p	4.1 p	0.8 p	4.6 p
SCA,PCH_PRE,K-N,D1_D4_MD5,SE	1.2 p	1.1 p	0.5 p	0.0 p	0.5 p	1.3 p	2.0 p	0.3 p	0.7 p	0.3 p	-1.2 p	0.5 p
SCA,PCH_PRE,K-N,D1_D4_MD5,SI	-2.4 	-2.6 	4.2 	0.0 	0.9 	1.4 	1.6 	-0.7 	4.4 	-0.5 	-0.8 	3.0 
SCA,PCH_PRE,K-N,D1_D4_MD5,SK	1.2 	0.7 	0.2 	1.4 	3.1 	1.6 	0.9 p	1.9 p	4.5 p	-1.0 p	0.4 p	0.3 p
SCA,PCH_PRE,K-N,D1_D4_MD5,UK	1.5 	1.3 	-0.9 	0.4 	0.1 	0.0 	1.3 	2.8 	1.2 	-0.2 	0.3 	-0.8 
SCA,PCH_PRE,L,D1_D4_MD5,AT	-7.9 	4.5 	0.7 	0.2 	10.8 	-5.2 	1.8 	6.4 	-2.9 	-0.8 	0.7 	1.9 p
SCA,PCH_PRE,L,D1_D4_MD5,BE	0.3 	0.3 	-0.5 	0.1 	0.2 	0.0 	0.6 	0.3 	0.3 	0.7 	0.5 	0.4 p
SCA,PCH_PRE,L,D1_D4_MD5,BG	-0.9 	4.0 	2.9 	-1.4 	2.0 	4.3 	-0.5 p	4.0 p	-3.4 p	5.6 p	-9.5 p	0.6 p
