na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,J,PCH_Q1_SCA,AT	-0.3 	1.7 	2.6 	-0.1 	-0.4 	-0.1 	0.9 	0.6 	2.0 	1.6 	-0.2 	0.5 
B1G,J,PCH_Q1_SCA,BE	1.2 	2.6 	-0.9 	1.6 	-0.5 	-0.2 	2.0 	1.6 	1.9 	0.1 	4.3 	2.5 
B1G,J,PCH_Q1_SCA,BG	0.9 	1.0 	15.3 	-1.7 	-0.4 	1.0 	1.7 	2.1 	1.7 	1.6 	1.2 p	1.6 p
B1G,J,PCH_Q1_SCA,CH	0.2 	0.9 	0.8 	0.6 	0.5 	0.8 	-1.0 	0.2 	0.7 	1.1 	1.4 	-0.1 
B1G,J,PCH_Q1_SCA,CY	-14.9 	1.0 	15.3 	-0.9 	2.1 	1.0 	1.8 	1.2 	0.7 	-0.1 	-1.1 	0.5 
B1G,J,PCH_Q1_SCA,CZ	2.8 	2.4 	-0.2 	-0.3 	-0.1 	1.0 	1.7 	2.5 	1.8 	1.7 	2.0 	-1.0 
B1G,J,PCH_Q1_SCA,DE	0.5 	2.1 	-0.6 	0.9 	1.7 	0.3 	1.1 	0.5 	1.5 	0.5 	1.4 	1.2 
B1G,J,PCH_Q1_SCA,DK	3.6 	5.9 	1.1 	1.9 	1.2 	0.7 	-0.2 	0.5 	-0.6 	-1.6 	0.1 	3.7 
B1G,J,PCH_Q1_SCA,EA	0.8 	1.3 	0.7 	0.5 	2.0 	1.0 	0.7 	1.1 	1.7 	0.3 	1.7 	1.5 
B1G,J,PCH_Q1_SCA,EA19	0.8 	1.3 	0.7 	0.5 	2.0 	1.0 	0.7 	1.1 	1.7 	0.3 	1.7 	1.5 
B1G,J,PCH_Q1_SCA,EE	5.3 	3.0 	2.1 	-1.0 	-2.1 	9.9 	5.9 	-1.1 	4.2 	9.7 	-6.6 	6.0 
B1G,J,PCH_Q1_SCA,EL	-3.1 p	0.8 p	-1.3 p	-1.1 p	1.1 p	-1.4 p	-0.9 p	0.3 p	-0.9 p	-0.7 p	0.2 p	-0.9 p
B1G,J,PCH_Q1_SCA,ES	1.5 	1.5 	0.6 p	1.7 p	0.9 p	0.9 p	0.8 p	1.0 p	1.7 p	0.6 p	1.5 p	1.4 p
B1G,J,PCH_Q1_SCA,EU28	0.9 	1.3 	0.6 	0.5 	2.3 	1.4 	0.5 	1.4 	1.5 	0.6 	1.4 	1.5 
B1G,J,PCH_Q1_SCA,FI	-0.1 	-0.5 	-0.2 	2.5 	1.6 	1.8 	0.8 	-0.1 	-2.2 	0.6 	1.0 	0.3 
B1G,J,PCH_Q1_SCA,FR	1.3 	0.8 	2.1 	-0.9 	1.7 	0.8 	2.5 	1.0 	1.6 	1.3 	1.0 	0.8 
B1G,J,PCH_Q1_SCA,HR	0.9 	1.4 	-1.0 	2.5 	1.1 	1.3 	0.2 	1.1 	1.5 	0.4 	1.6 	0.4 
B1G,J,PCH_Q1_SCA,HU	0.9 	0.9 	1.6 	1.7 	1.7 	2.6 	3.1 	3.4 	2.3 	2.0 	1.8 	1.3 
B1G,J,PCH_Q1_SCA,IE	2.1 	-2.6 	1.8 	-2.0 	12.9 	3.3 	-3.1 	5.0 	15.1 	-4.1 	11.3 	11.9 
B1G,J,PCH_Q1_SCA,IT	0.5 	1.0 	1.7 	1.1 	1.7 	1.4 	-0.2 	-0.1 	-1.0 	-1.7 	-0.9 	-1.1 
B1G,J,PCH_Q1_SCA,LT	3.2 	1.3 	1.4 	0.4 	0.9 	4.0 	-1.0 	3.1 	0.9 	0.2 	0.5 	2.4 
B1G,J,PCH_Q1_SCA,LU	-5.5 	17.4 	-22.9 	7.3 	1.9 	-0.5 	-11.9 	-6.9 	-5.2 	0.0 	5.7 	-6.5 
B1G,J,PCH_Q1_SCA,LV	1.3 	1.1 	1.8 	0.4 	1.1 	1.6 	1.6 	1.3 	2.3 	2.6 	2.3 	3.2 
B1G,J,PCH_Q1_SCA,NL	1.9 	1.4 	1.1 p	2.1 p	1.4 p	1.2 p	0.0 p	1.8 p	0.0 p	1.0 p	0.9 p	0.8 p
B1G,J,PCH_Q1_SCA,NO	0.2 	0.7 	0.0 	-1.2 	0.8 	0.5 	0.0 	1.0 	0.6 	0.8 	0.8 	1.5 
B1G,J,PCH_Q1_SCA,PL	2.4 	3.2 	3.5 	2.2 	2.2 	1.3 	0.7 	0.9 	-0.2 	0.3 	0.3 	0.8 
B1G,J,PCH_Q1_SCA,PT	1.9 	2.5 	-3.4 	2.1 	2.6 	2.6 	-3.3 	0.1 	1.6 	1.4 	-2.4 	0.9 
B1G,J,PCH_Q1_SCA,RO	1.4 	1.6 	0.9 p	6.6 p	0.7 p	1.1 p	5.0 p	2.2 p	-1.8 p	6.7 p	-1.7 p	1.7 p
B1G,J,PCH_Q1_SCA,SE	0.7 	-1.2 	-4.3 	-0.2 	-1.4 	2.9 	-0.4 	0.3 	1.7 	-0.1 	3.1 	2.5 
B1G,J,PCH_Q1_SCA,SI	1.1 	0.8 	-1.0 	-1.5 	1.6 	-0.4 	2.2 	3.3 	0.4 	2.5 	0.4 	0.8 
B1G,J,PCH_Q1_SCA,UK	0.9 	1.2 	1.3 	0.2 	4.4 	2.1 	-0.6 	2.7 	0.8 	1.2 	0.6 	1.6 
B1G,J,PCH_Q4_NSA,AL	11.9 	12.3 	15.6 p	12.8 p	-2.4 p	2.4 p	3.1 p	5.6 p	5.4 p	-6.5 p	-5.1 p	-5.8 p
B1G,J,PCH_Q4_NSA,AT	1.5 	1.3 	4.5 	3.8 	3.8 	2.0 	0.3 	0.9 	3.4 	5.3 	4.0 	3.9 
B1G,J,PCH_Q4_NSA,BE	3.0 	6.6 	4.5 	4.9 	2.9 	0.0 	3.0 	2.9 	5.2 	5.8 	8.1 	9.1 
B1G,J,PCH_Q4_NSA,BG	2.4 	-2.1 	18.0 	21.5 	11.1 	17.5 	-5.9 	7.6 	7.4 	12.4 	1.8 p	4.2 p
B1G,J,PCH_Q4_NSA,CH	0.1 	1.7 	1.8 	2.5 	2.8 	2.7 	0.9 	0.5 	0.6 	0.9 	3.3 	3.0 
B1G,J,PCH_Q4_NSA,CY	-4.2 	-1.3 	8.7 	-0.4 	19.4 	18.1 	10.8 	4.3 	3.1 	1.3 	-1.0 	0.1 
B1G,J,PCH_Q4_NSA,CZ	9.7 	11.5 	8.2 	4.4 	1.9 	0.8 	2.1 	4.8 	7.8 	7.8 	8.6 	4.6 
B1G,J,PCH_Q4_NSA,DE	2.0 	4.2 	3.9 	3.4 	4.1 	2.1 	4.4 	3.2 	3.4 	3.4 	3.7 	4.8 
B1G,J,PCH_Q4_NSA,DK	11.9 	14.9 	11.7 	13.5 	10.8 	4.6 	3.1 	2.7 	0.6 	-1.8 	-2.0 	1.9 
B1G,J,PCH_Q4_NSA,EA	3.5 	4.0 	3.5 	3.7 	4.7 	3.8 	4.6 	4.3 	4.6 	3.6 	4.7 	5.2 
B1G,J,PCH_Q4_NSA,EA19	3.5 	4.0 	3.5 	3.7 	4.7 	3.8 	4.6 	4.3 	4.6 	3.6 	4.7 	5.2 
B1G,J,PCH_Q4_NSA,EE	3.5 	8.5 	10.6 	9.6 	1.8 	8.7 	12.8 	12.6 	19.9 	19.8 	5.5 	13.2 
B1G,J,PCH_Q4_NSA,EL	-6.5 p	-4.2 p	-4.9 p	-4.9 p	1.1 p	-3.3 p	-2.4 p	-1.0 p	-2.3 p	-3.2 p	-0.3 p	-2.1 p
B1G,J,PCH_Q4_NSA,ES	7.2 	5.2 	5.3 p	5.6 p	5.6 p	3.7 p	4.0 p	3.6 p	4.6 p	4.1 p	5.2 p	5.3 p
B1G,J,PCH_Q4_NSA,EU28	5.9 	6.4 	3.9 	3.6 	4.9 	4.9 	4.7 	5.4 	5.0 	3.9 	5.1 	4.8 
B1G,J,PCH_Q4_NSA,FI	0.3 	0.2 	-1.9 	2.1 	3.0 	5.8 	7.2 	4.4 	-0.2 	-1.1 	-0.7 	-0.3 
B1G,J,PCH_Q4_NSA,FR	3.2 	3.8 	4.6 	4.2 	3.5 	3.2 	4.7 	4.9 	5.5 	6.3 	5.0 	4.8 
B1G,J,PCH_Q4_NSA,HR	5.8 	6.3 	3.1 	3.6 	4.3 	3.9 	5.1 	3.5 	4.3 	3.1 	4.8 	3.9 
B1G,J,PCH_Q4_NSA,HU	2.4 	0.5 	5.0 	6.8 	5.4 	5.8 	8.8 	10.8 	12.8 	11.1 	10.2 	4.9 
B1G,J,PCH_Q4_NSA,IE	15.3 	7.1 	-2.4 	-1.9 	12.4 	15.3 	10.1 	17.9 	22.8 	11.8 	28.4 	37.4 
B1G,J,PCH_Q4_NSA,IT	0.8 	1.5 	2.7 	4.8 	5.5 	5.3 	5.3 	2.4 	-0.3 	-3.2 	-3.9 	-4.1 
B1G,J,PCH_Q4_NSA,LT	8.8 	9.7 	2.5 	6.7 	4.4 	7.1 	6.5 	8.1 	7.5 	3.3 	4.7 	4.4 
B1G,J,PCH_Q4_NSA,LU	2.5 	12.6 	-21.0 	-5.2 	-1.6 	-15.9 	-1.2 	-19.3 	-22.9 	-22.2 	-9.0 	-3.7 
B1G,J,PCH_Q4_NSA,LV	1.9 	4.8 	9.4 	4.3 	1.9 	5.4 	5.1 	7.1 	5.8 	7.4 	8.0 	13.6 
B1G,J,PCH_Q4_NSA,MK	14.5 	11.3 	9.0 p	6.1 p	6.4 p	4.5 p	7.1 e	3.9 e	-0.1 e	-0.3 e	-6.9 e	-9.5 e
B1G,J,PCH_Q4_NSA,NL	5.6 	5.7 	5.3 p	5.1 p	5.4 p	7.2 p	4.3 p	5.0 p	2.9 p	2.7 p	3.9 p	3.0 p
B1G,J,PCH_Q4_NSA,NO	2.7 	2.7 	1.1 	5.7 	1.4 	-0.4 	10.0 	-6.8 	-0.2 	0.8 	-3.8 	9.2 
B1G,J,PCH_Q4_NSA,PL	5.5 	11.9 	14.0 	9.1 	14.1 	14.2 	-0.7 	6.4 	3.0 	6.0 	0.1 	-5.5 
B1G,J,PCH_Q4_NSA,PT	0.9 	1.5 	0.8 	3.0 	3.7 	3.7 	3.8 	1.8 	1.0 	-0.3 	0.6 	1.5 
B1G,J,PCH_Q4_NSA,RO	4.3 	10.2 	4.1 p	11.4 p	9.4 p	9.4 p	13.8 p	9.8 p	6.1 p	12.3 p	5.4 p	4.9 p
B1G,J,PCH_Q4_NSA,RS	3.9 	2.1 	6.6 	6.7 	5.4 	4.2 	-0.1 p	1.3 p	0.9 p	2.7 p	5.1 p	5.9 p
B1G,J,PCH_Q4_NSA,SE	43.0 	41.5 	-7.5 	-3.4 	-7.2 	-2.7 	3.5 	-0.3 	4.6 	-1.4 	4.2 	9.0 
B1G,J,PCH_Q4_NSA,SI	7.7 	8.6 	-0.2 	0.0 	-0.9 	-2.5 	1.5 	8.0 	3.9 	9.8 	5.2 	3.3 
B1G,J,PCH_Q4_NSA,SK	5.6 	15.4 	8.3 	1.0 	-6.9 	12.5 	2.8 	4.2 	4.2 	4.2 	8.7 	3.8 
B1G,J,PCH_Q4_NSA,TR	0.0 	11.3 	4.7 	7.2 	3.0 	8.2 	10.9 	11.8 	15.2 	13.9 	5.9 	7.0 
B1G,J,PCH_Q4_NSA,UK	7.4 	6.0 	5.5 	3.1 	6.7 	8.4 	4.8 	9.3 	5.4 	5.0 	7.0 	3.6 
