indic_bt,nace_r2,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
PSQM,F_CC1,I2015_SCA,BE	116.6 ps	97.0 ps	97.6 ps	: 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,I2015_SCA,CY	185.7 s	260.4 s	227.5 s	185.3 s	150.3 s	190.9 s	190.3 s	192.5 s	190.0 s	248.2 s	: 	: 
PSQM,F_CC1,I2015_SCA,DE	109.8 s	107.7 s	116.4 s	112.1 s	109.4 s	112.3 s	116.9 s	116.4 s	113.7 s	119.8 s	115.8 s	: 
PSQM,F_CC1,I2015_SCA,EA19	131.5 	130.9 	129.1 	130.5 s	130.7 s	127.7 s	130.1 s	126.8 s	130.9 s	: 	: 	: 
PSQM,F_CC1,I2015_SCA,EL	124.2 s	122.6 s	117.1 s	123.1 s	119.5 s	116.3 s	122.3 s	120.9 s	117.0 s	: 	: 	: 
PSQM,F_CC1,I2015_SCA,ES	229.2 s	240.9 s	209.0 ps	212.1 s	236.3 s	215.8 s	240.1 s	214.5 s	255.3 s	: 	: 	: 
PSQM,F_CC1,I2015_SCA,FI	114.7 s	127.4 s	127.9 s	132.3 s	131.4 s	104.7 s	112.7 s	105.0 s	107.5 s	: 	: 	: 
PSQM,F_CC1,I2015_SCA,FR	119.3 s	117.8 s	117.2 s	121.6 s	116.5 s	115.6 s	108.3 s	109.6 s	107.8 s	109.5 s	: 	: 
PSQM,F_CC1,I2015_SCA,HU	168.2 s	153.6 s	151.7 s	231.7 s	224.3 s	198.4 s	174.6 s	195.7 s	141.9 s	163.7 s	: 	: 
PSQM,F_CC1,I2015_SCA,MK	143.8 s	59.2 s	54.7 s	66.0 s	81.7 s	54.6 s	113.2 s	92.0 s	78.0 s	96.7 s	66.5 s	: 
PSQM,F_CC1,I2015_SCA,NO	86.0 s	127.8 s	83.3 s	111.7 s	96.4 s	94.9 s	138.2 s	118.7 s	116.6 s	117.8 s	99.3 s	103.3 s
PSQM,F_CC1,I2015_SCA,PT	153.6 s	157.8 s	153.7 s	172.8 s	170.1 s	175.7 s	176.2 s	180.4 s	185.2 s	193.2 s	187.1 s	: 
PSQM,F_CC1,I2015_SCA,RO	128.1 s	130.8 s	148.8 s	131.8 s	128.6 s	131.8 s	119.5 s	154.0 s	115.0 s	136.5 s	133.0 s	: 
PSQM,F_CC1,I2015_SCA,SE	98.8 s	123.5 s	105.6 s	111.1 s	104.7 s	81.1 s	94.8 s	81.8 s	83.3 s	104.3 s	: 	: 
PSQM,F_CC1,PCH_M12_NSA,BE	60.2 p	9.0 p	26.6 p	: 	: 	: 	: 	: 	: 	: 	: 	: 
