unit,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,P31_S14_S15,SI	59.2 	58.7 	57.5 	57.0 	57.6 	56.6 	55.8 	55.0 	55.1 	54.2 	53.6 	51.4 	51.1 	51.2 	54.7 	56.0 	56.0 	56.9 	55.4 	54.4 	53.6 	53.3 	51.9 
PC_GDP,P31_S14_S15,SK	51.1 	52.2 	52.9 	54.4 	55.8 	55.6 	56.8 	56.9 	56.2 	56.9 	56.5 	56.3 	55.4 	56.5 	60.2 	57.9 	57.2 	57.2 	56.4 	55.7 	54.6 	54.6 	54.9 
PC_GDP,P31_S14_S15,UK	64.3 	64.6 	65.6 	66.2 	67.0 	66.8 	67.1 	66.9 	66.2 	66.1 	65.7 	65.1 	64.7 	65.3 	65.7 	65.2 	64.8 	65.3 	65.4 	65.0 	65.2 	65.6 	65.7 
PD10_NAC,P31_S14_S15,AT	79.314 	80.463 	81.728 	81.937 	82.032 	83.725 	85.731 	86.624 	87.949 	89.474 	91.652 	93.586 	95.935 	97.950 	98.277 	100.000 	103.183 	105.626 	107.862 	110.053 	111.741 	113.250 	115.205 
PD10_NAC,P31_S14_S15,BE	76.001 	76.477 	77.636 	78.572 	79.057 	81.594 	83.262 	84.411 	85.742 	87.811 	90.183 	92.982 	95.673 	98.717 	98.295 	100.000 	103.008 	105.078 	105.962 	106.498 	107.208 	109.079 	111.086 
PD10_NAC,P31_S14_S15,BG	2.128 	4.531 	51.750 	62.942 	64.443 	67.580 	71.343 	73.764 	74.263 	76.757 	82.014 	83.751 	91.198 	96.906 	97.670 	100.000 	103.443 	107.136 	104.403 	104.363 	105.584 	105.506 	107.927 
PD10_NAC,P31_S14_S15,CY	73.002 	74.528 	75.692 	76.212 	77.302 	78.608 	79.863 	80.806 	82.567 	83.885 	86.489 	89.640 	93.031 	97.445 	97.723 	100.000 	102.811 	105.188 	104.985 	104.136 	102.442 	101.010 p	101.883 p
PD10_NAC,P31_S14_S15,CZ	61.139 	65.976 	71.699 	77.722 	79.381 	82.179 	85.064 	86.242 	86.320 	88.993 	89.959 	91.560 	94.206 	98.675 	99.530 	100.000 	101.744 	103.982 	104.864 	105.486 	105.580 	106.158 	108.671 
PD10_NAC,P31_S14_S15,DE	84.302 	85.113 	86.178 	86.624 	86.953 	87.656 	89.182 	90.323 	91.966 	92.855 	94.283 	95.289 	96.831 	98.470 	98.065 	100.000 	102.029 	103.538 	104.611 	105.569 	106.211 	106.916 	108.623 
PD10_NAC,P31_S14_S15,DK	75.360 	76.624 	78.053 	79.228 	80.726 	82.980 	84.930 	86.502 	87.538 	88.575 	90.074 	92.057 	93.662 	96.368 	97.588 	100.000 	102.348 	104.760 	105.610 	106.247 	106.951 	107.488 	108.872 
PD10_NAC,P31_S14_S15,EE	40.771 	50.666 	55.622 	59.603 	61.954 	64.037 	68.058 	70.607 	72.066 	75.002 	78.289 	83.031 	89.432 	96.859 	96.640 	100.000 	105.700 	109.886 	113.150 	114.234 	114.132 	115.121 	119.335 
PD10_NAC,P31_S14_S15,EL	59.546 	64.179 	67.137 	70.421 	72.384 	74.715 	76.834 	78.516 	80.494 	83.153 	85.619 	88.385 	91.606 	95.575 	96.483 	100.000 	102.233 p	102.691 p	100.814 p	98.299 p	96.627 p	95.874 p	96.402 p
PD10_NAC,P31_S14_S15,ES	66.504 	68.416 	70.330 	71.469 	72.982 	75.921 	78.580 	80.747 	83.308 	86.320 	89.245 	92.473 	95.543 	98.936 	98.079 	100.000 	102.429 	104.873 	105.964 	106.144 	105.940 	105.894 p	107.610 p
PD10_NAC,P31_S14_S15,FI	77.612 	78.352 	79.894 	81.252 	82.407 	84.965 	87.199 	88.632 	89.508 	89.799 	90.717 	91.909 	93.658 	96.798 	98.572 	100.000 	103.221 	106.121 	108.723 	110.188 	110.491 	111.258 	112.463 
PD10_NAC,P31_S14_S15,FR	82.402 	83.703 	84.402 	84.603 	84.199 	86.110 	87.808 	88.550 	90.058 	91.983 	93.662 	95.687 	97.713 	100.405 	98.917 	100.000 	101.837 	103.284 	103.999 	104.115 	104.412 	104.310 p	105.637 p
PD10_NAC,P31_S14_S15,HR	58.162 	60.323 	63.140 	67.143 	69.707 	73.515 	76.934 	78.669 	80.445 	82.143 	84.861 	87.734 	90.317 	95.369 	98.480 	100.000 	102.381 	105.685 	107.659 	107.135 	106.594 	105.349 	106.361 
PD10_NAC,P31_S14_S15,HU	29.983 	36.878 	43.484 	49.445 	54.029 	60.123 	65.918 	69.958 	73.023 	76.976 	79.713 	82.242 	87.641 	92.630 	96.446 	100.000 	103.742 	110.127 	112.179 	113.156 	112.889 	112.700 	115.595 
PD10_NAC,P31_S14_S15,IE	72.473 	74.880 	76.952 	79.962 	82.341 	86.275 	90.037 	94.652 	98.391 	100.154 	101.719 	104.274 	107.443 	109.155 	102.173 	100.000 	100.903 	102.502 	104.312 	105.587 	105.974 	106.832 	108.206 
PD10_NAC,P31_S14_S15,IT	70.528 	73.376 	74.995 	76.427 	77.861 	80.486 	82.599 	85.000 	87.448 	89.559 	91.467 	93.841 	95.976 	98.956 	98.595 	100.000 	102.899 	105.697 	106.959 	107.238 	107.455 	107.705 	108.907 
PD10_NAC,P31_S14_S15,LT	56.635 	66.927 	73.122 	77.326 	76.371 	75.071 	76.853 	76.537 	75.341 	75.225 	77.007 	80.598 	85.335 	94.632 	98.745 	100.000 	104.118 	107.330 	108.398 	108.528 	107.571 	108.533 	112.156 
PD10_NAC,P31_S14_S15,LU	75.304 	76.277 	77.321 	78.407 	80.131 	82.433 	83.933 	85.096 	87.009 	88.997 	91.941 	94.225 	96.350 	99.336 	98.819 	100.000 	103.022 	105.105 	106.852 	107.375 	107.296 	107.726 	109.405 
PD10_NAC,P31_S14_S15,LV	42.042 	47.924 	51.595 	54.204 	55.808 	57.372 	58.701 	61.972 	65.135 	69.685 	76.452 	84.131 	93.954 	106.521 	102.543 	100.000 	106.141 	109.703 	109.974 	111.795 	110.648 	111.827 	115.286 
PD10_NAC,P31_S14_S15,MT	: 	: 	: 	: 	: 	79.411 	81.565 	83.075 	84.019 	86.678 	89.251 	91.468 	92.618 	96.017 	97.897 	100.000 	102.138 	104.793 	105.891 	106.356 	108.169 	108.848 	109.963 
PD10_NAC,P31_S14_S15,NL	74.810 	75.768 	77.521 	78.914 	80.308 	82.740 	85.411 	88.328 	90.384 	91.600 	93.288 	95.869 	97.833 	99.882 	98.390 	100.000 	102.101 	103.401 	105.558 	106.495 	106.686 	107.278 	108.943 p
PD10_NAC,P31_S14_S15,PL	43.732 	51.991 	59.462 	65.696 	69.860 	76.789 	79.555 	81.940 	82.382 	86.161 	88.018 	89.325 	91.318 	95.040 	97.568 	100.000 	104.928 	108.407 	108.842 	108.708 	107.476 	107.029 	109.275 
PD10_NAC,P31_S14_S15,PT	66.706 	68.619 	70.703 	72.440 	74.245 	76.992 	79.909 	82.697 	85.683 	87.680 	91.039 	94.254 	97.425 	100.141 	98.226 	100.000 	101.663 	103.537 	104.354 	104.685 	105.631 	106.704 	108.024 p
PD10_NAC,P31_S14_S15,RO	3.251 	4.763 	11.089 	16.164 	23.449 	32.272 	43.413 	52.221 	60.490 	68.203 	72.882 	76.418 	81.495 	90.196 	93.446 	100.000 	103.778 	108.400 	111.244 	112.509 	113.589 	114.432 	116.751 p
PD10_NAC,P31_S14_S15,SE	80.516 	81.253 	82.421 	82.796 	84.018 	84.846 	86.672 	87.922 	89.347 	90.043 	91.042 	92.138 	93.470 	96.389 	98.536 	100.000 	101.666 	102.189 	102.914 	104.027 	104.931 	105.979 	107.816 
PD10_NAC,P31_S14_S15,SI	46.278 	51.257 	55.637 	59.499 	63.265 	67.827 	72.943 	78.406 	82.507 	84.951 	86.824 	88.880 	92.536 	97.720 	98.577 	100.000 	101.753 	103.503 	105.726 	105.655 	105.050 	104.475 	106.282 
PD10_NAC,P31_S14_S15,SK	50.258 	52.516 	54.827 	57.946 	63.654 	68.965 	72.812 	74.949 	79.912 	85.675 	88.020 	92.311 	94.708 	98.952 	99.007 	100.000 	103.871 	107.433 	108.864 	108.765 	108.641 	108.298 	109.823 
PD10_NAC,P31_S14_S15,UK	78.049 	80.696 	82.214 	83.348 	83.833 	84.450 	84.768 	85.268 	86.273 	87.558 	89.324 	91.847 	93.688 	97.463 	98.326 	100.000 	103.753 	105.971 	108.418 	110.523 	111.078 	112.690 	115.086 
