s_adj,unit,nace_r2,lcstruct,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
CA,PCH_SM,H,D1_D4_MD5,PL	2.5 	7.7 	4.2 	1.2 	1.4 	2.0 	1.3 	7.8 	9.7 	0.2 	7.8 	3.5 
CA,PCH_SM,H,D1_D4_MD5,PT	2.3 	1.3 	-1.0 p	1.2 p	1.3 p	-1.1 p	1.0 p	2.9 p	0.3 p	3.4 p	-0.2 p	7.1 p
CA,PCH_SM,H,D1_D4_MD5,RO	5.2 	6.9 	6.7 	8.8 	10.1 	8.4 	11.0 p	13.6 p	12.7 p	13.0 p	11.7 p	11.3 p
CA,PCH_SM,H,D1_D4_MD5,SE	4.0 	4.5 p	2.9 	3.1 	2.7 	2.0 p	1.8 	1.5 	2.4 p	2.2 p	3.3 p	3.2 p
CA,PCH_SM,H,D1_D4_MD5,SI	-5.9 	3.2 	-3.2 	4.4 	3.1 	0.8 	-0.1 	2.5 	8.2 	2.9 	2.1 	4.9 
CA,PCH_SM,H,D1_D4_MD5,SK	4.3 	5.9 	6.6 	1.6 	5.1 	6.6 	5.4 p	11.6 p	9.0 p	8.1 p	8.4 p	4.9 p
CA,PCH_SM,H,D1_D4_MD5,TR	15.2 	15.7 	26.5 	22.6 	21.2 	19.8 	6.8 	11.0 	8.4 	9.0 	14.5 	12.9 
CA,PCH_SM,H,D1_D4_MD5,UK	2.6 	0.6 	0.5 	-2.3 	0.4 	0.6 	0.8 	5.2 	5.6 	6.1 	2.2 	1.6 
CA,PCH_SM,I,D1_D4_MD5,AT	11.6 	6.7 	9.4 	1.3 	-0.2 	3.6 	0.3 	6.4 	2.9 	1.1 	-4.2 	-0.5 p
CA,PCH_SM,I,D1_D4_MD5,BE	0.1 	0.1 	0.5 	2.1 	1.9 	1.8 	2.2 	0.6 	0.5 	1.0 	0.3 	0.0 p
CA,PCH_SM,I,D1_D4_MD5,BG	3.5 	0.8 	9.7 	8.1 	4.5 	7.0 	4.1 p	8.3 p	10.7 p	12.2 p	5.9 p	11.5 p
CA,PCH_SM,I,D1_D4_MD5,CY	-0.1 	0.1 	-1.7 	2.4 	1.4 	4.3 	1.9 p	1.9 p	2.9 p	2.3 p	2.8 p	4.0 p
CA,PCH_SM,I,D1_D4_MD5,CZ	6.6 	7.0 	6.2 	5.1 	4.8 	4.8 	9.5 p	13.2 p	10.3 p	7.8 p	8.4 p	6.8 p
CA,PCH_SM,I,D1_D4_MD5,DE	2.2 	2.7 	4.1 	0.4 	3.1 	3.1 	1.0 	4.5 	3.0 	3.3 	4.0 	2.4 
CA,PCH_SM,I,D1_D4_MD5,DK	1.3 	1.0 	2.3 	1.8 	1.1 	1.3 	0.7 	0.9 	1.7 	1.5 	2.0 	3.0 
CA,PCH_SM,I,D1_D4_MD5,EA	0.7 	0.4 	2.3 	0.8 	1.1 	1.8 	0.4 	0.9 	0.7 	1.4 	2.4 	3.0 
CA,PCH_SM,I,D1_D4_MD5,EA19	0.7 	0.4 	2.3 	0.8 	1.1 	1.8 	0.4 	0.9 	0.7 	1.4 	2.4 	3.0 
CA,PCH_SM,I,D1_D4_MD5,EE	13.3 	14.4 	14.9 	11.3 	7.6 	6.2 	6.4 	6.5 	6.2 	9.2 	4.7 	2.2 
CA,PCH_SM,I,D1_D4_MD5,EL	-3.8 	-10.7 	7.0 	14.5 	1.9 	6.1 	18.6 	7.5 	4.9 	24.6 	-1.5 	5.1 
CA,PCH_SM,I,D1_D4_MD5,ES	-0.8 p	0.5 p	-1.2 p	-0.7 p	-0.6 p	-0.4 p	0.2 p	0.3 p	0.6 p	0.5 p	3.0 p	2.5 p
CA,PCH_SM,I,D1_D4_MD5,EU	1.7 	1.9 	2.4 	1.1 	2.1 	1.7 	0.9 	1.6 	1.1 	2.2 	3.6 	4.3 
CA,PCH_SM,I,D1_D4_MD5,EU28	1.7 	1.9 	2.4 	1.1 	2.1 	1.7 	0.9 	1.6 	1.1 	2.2 	3.6 	4.3 
CA,PCH_SM,I,D1_D4_MD5,FI	-4.1 p	-0.7 p	-0.2 p	-3.1 p	2.0 p	4.2 p	-2.5 p	0.0 p	-2.3 p	-4.3 p	1.1 p	-4.7 p
CA,PCH_SM,I,D1_D4_MD5,FR	-0.3 p	0.5 p	1.7 p	0.3 p	0.2 p	0.7 p	-1.0 p	-0.2 p	0.4 p	1.3 p	3.2 p	3.6 p
CA,PCH_SM,I,D1_D4_MD5,HR	1.8 	0.5 	0.3 e	6.6 e	10.7 e	2.5 e	7.3 e	5.8 e	6.1 e	5.6 e	6.6 e	6.2 e
CA,PCH_SM,I,D1_D4_MD5,HU	2.8 	5.1 	5.5 	5.5 	3.7 	4.9 	9.0 	13.0 	11.2 	11.6 	9.8 	7.8 
CA,PCH_SM,I,D1_D4_MD5,IE	1.6 	0.1 	3.4 	2.0 	1.7 	0.9 	1.8 	1.8 	1.9 	2.1 	5.3 	2.1 p
CA,PCH_SM,I,D1_D4_MD5,IS	7.4 p	7.1 p	10.1 p	9.2 p	8.3 p	8.6 p	6.0 p	7.0 p	8.6 p	8.6 p	8.0 p	15.0 p
CA,PCH_SM,I,D1_D4_MD5,IT	-1.6 	-3.3 	1.9 	2.3 	1.4 	2.8 	-0.5 	-5.9 	-3.8 	-3.0 	0.0 	7.2 
CA,PCH_SM,I,D1_D4_MD5,LT	10.3 	9.4 	13.2 	12.4 	14.3 	15.7 	12.5 	8.6 	6.5 	8.0 	9.4 	14.9 
CA,PCH_SM,I,D1_D4_MD5,LU	-0.6 	-0.3 	1.2 	-1.9 	1.5 	1.6 	-0.1 	4.1 	2.3 	3.0 	1.5 	-0.2 
CA,PCH_SM,I,D1_D4_MD5,LV	11.0 	12.4 	9.7 	9.7 	11.3 	8.8 	6.6 	7.2 	3.8 	10.4 	16.4 p	17.8 p
CA,PCH_SM,I,D1_D4_MD5,MT	10.5 p	6.8 p	0.1 p	-2.6 p	-5.7 p	-6.6 p	4.1 p	6.7 p	-0.2 p	1.6 p	-1.2 p	0.4 p
CA,PCH_SM,I,D1_D4_MD5,NL	0.5 p	-1.0 p	1.7 p	-0.6 p	1.2 p	1.1 p	-1.3 p	-0.9 p	-0.5 p	0.2 p	1.7 p	: n
CA,PCH_SM,I,D1_D4_MD5,NO	2.6 p	0.8 p	1.5 p	1.7 p	1.8 p	2.2 p	-0.5 p	1.4 p	1.4 p	1.7 p	4.3 p	2.1 p
CA,PCH_SM,I,D1_D4_MD5,PL	5.2 	0.3 	5.7 	6.8 	6.5 	9.3 	5.6 	7.8 	7.5 	7.6 	10.6 	4.7 
CA,PCH_SM,I,D1_D4_MD5,PT	4.9 	2.1 	-1.7 p	2.6 p	-1.3 p	-4.1 p	6.0 p	0.1 p	2.4 p	3.1 p	-0.8 p	6.1 p
CA,PCH_SM,I,D1_D4_MD5,RO	3.8 	5.1 	14.4 	18.2 	18.2 	17.6 	18.0 p	17.7 p	12.5 p	13.0 p	13.3 p	13.4 p
CA,PCH_SM,I,D1_D4_MD5,SE	1.2 	2.2 p	3.3 	5.3 	4.2 	3.3 p	4.9 	4.0 	2.2 p	3.1 p	2.9 p	3.0 p
CA,PCH_SM,I,D1_D4_MD5,SI	-4.7 	6.0 	-4.5 	4.3 	-5.8 	6.9 	2.7 	1.4 	6.1 	2.2 	10.2 	5.2 
CA,PCH_SM,I,D1_D4_MD5,SK	8.4 	6.0 	9.5 	4.7 	4.4 	11.6 	-0.9 p	13.9 p	10.3 p	3.2 p	4.1 p	-2.2 p
CA,PCH_SM,I,D1_D4_MD5,TR	14.7 	13.6 	27.2 	27.8 	22.4 	18.1 	5.9 	8.3 	2.3 	8.4 	16.9 	15.2 
CA,PCH_SM,I,D1_D4_MD5,UK	4.9 	7.6 	1.7 	0.8 	4.4 	0.8 	1.7 	2.7 	1.4 	3.4 	7.8 	8.7 
CA,PCH_SM,J,D1_D4_MD5,AT	0.2 	13.3 	-4.8 	-7.3 	-1.1 	-5.4 	-0.7 	6.6 	8.2 	0.7 	4.7 	8.2 p
CA,PCH_SM,J,D1_D4_MD5,BE	0.0 	0.1 	0.0 	-0.2 	-0.3 	-0.4 	0.6 	1.0 	0.9 	1.0 	1.7 	1.5 p
CA,PCH_SM,J,D1_D4_MD5,BG	9.8 	0.6 	5.4 	10.5 	8.8 	9.2 	11.7 p	5.8 p	7.8 p	6.6 p	9.4 p	14.9 p
CA,PCH_SM,J,D1_D4_MD5,CY	0.4 	0.8 	3.3 	2.8 	2.7 	1.9 	0.8 p	2.2 p	4.3 p	3.0 p	3.7 p	3.1 p
CA,PCH_SM,J,D1_D4_MD5,CZ	1.6 	2.3 	1.7 	1.9 	3.0 	1.0 	5.2 p	5.8 p	4.2 p	3.7 p	5.9 p	6.5 p
CA,PCH_SM,J,D1_D4_MD5,DE	4.7 	4.2 	0.8 	-1.6 	-0.9 	-0.7 	2.5 	2.7 	3.5 	1.5 	1.0 	0.5 
CA,PCH_SM,J,D1_D4_MD5,DK	2.2 	2.0 	2.3 	0.3 	1.6 	1.4 	1.6 	0.9 	1.3 	0.9 	1.9 	3.1 
CA,PCH_SM,J,D1_D4_MD5,EA	2.5 	2.5 	0.8 	-0.9 	0.2 	0.0 	0.8 	2.1 	2.4 	2.2 	2.4 	2.0 
CA,PCH_SM,J,D1_D4_MD5,EA19	2.5 	2.5 	0.8 	-0.9 	0.2 	0.0 	0.8 	2.1 	2.4 	2.2 	2.4 	2.0 
CA,PCH_SM,J,D1_D4_MD5,EE	7.2 	7.1 	12.6 	6.2 	10.4 	7.9 	7.5 	12.3 	11.1 	10.9 	2.6 	-0.6 
CA,PCH_SM,J,D1_D4_MD5,EL	4.7 	1.4 	-7.3 	-2.8 	-7.8 	-7.5 	4.0 	4.0 	-3.4 	6.2 	2.3 	0.1 
CA,PCH_SM,J,D1_D4_MD5,ES	-2.3 p	3.2 p	1.8 p	0.1 p	0.2 p	-3.1 p	-4.6 p	0.1 p	0.2 p	4.6 p	5.3 p	4.3 p
CA,PCH_SM,J,D1_D4_MD5,EU	3.6 	3.0 	0.9 	-0.3 	0.3 	0.8 	0.8 	2.4 	2.6 	2.9 	3.1 	2.6 
CA,PCH_SM,J,D1_D4_MD5,EU28	3.6 	3.0 	0.9 	-0.3 	0.3 	0.8 	0.8 	2.4 	2.6 	2.9 	3.1 	2.6 
CA,PCH_SM,J,D1_D4_MD5,FI	4.2 p	0.5 p	-0.7 p	-2.8 p	1.5 p	1.3 p	-1.9 p	-0.2 p	2.9 p	5.4 p	4.6 p	0.8 p
CA,PCH_SM,J,D1_D4_MD5,FR	1.9 p	1.5 p	2.2 p	1.4 p	1.9 p	0.9 p	1.4 p	2.0 p	1.7 p	3.1 p	3.1 p	2.8 p
CA,PCH_SM,J,D1_D4_MD5,HR	-1.1 	2.2 	0.9 e	6.1 e	7.1 e	5.5 e	8.5 e	3.1 e	5.1 e	5.0 e	4.0 e	12.0 e
CA,PCH_SM,J,D1_D4_MD5,HU	3.9 	5.9 	4.4 	2.6 	1.4 	3.9 	0.7 	5.2 	5.0 	5.4 	8.0 	9.3 
CA,PCH_SM,J,D1_D4_MD5,IE	6.6 	4.0 	2.0 	0.1 	-1.2 	0.1 	-1.7 	0.3 	3.3 	4.4 	7.1 	1.9 p
CA,PCH_SM,J,D1_D4_MD5,IS	5.5 p	5.3 p	16.9 p	2.5 p	9.3 p	6.9 p	-1.4 p	13.1 p	8.3 p	8.5 p	9.0 p	9.5 p
CA,PCH_SM,J,D1_D4_MD5,IT	0.3 	-2.9 	-2.8 	-1.7 	-1.5 	2.2 	-1.3 	0.9 	0.6 	-1.6 	0.6 	1.3 
CA,PCH_SM,J,D1_D4_MD5,LT	6.9 	4.3 	9.2 	8.5 	5.1 	11.3 	9.0 	13.6 	12.2 	11.6 	12.5 	12.3 
CA,PCH_SM,J,D1_D4_MD5,LU	0.7 	2.3 	-1.3 	-1.6 	2.9 	4.0 	0.6 	5.5 	2.1 	4.0 	2.5 	1.8 
CA,PCH_SM,J,D1_D4_MD5,LV	8.1 	8.9 	5.8 	5.9 	13.1 	6.7 	5.5 	7.1 	4.9 	7.5 	13.9 p	10.6 p
CA,PCH_SM,J,D1_D4_MD5,MT	9.4 p	2.4 p	-1.5 p	-5.2 p	-3.4 p	-1.5 p	1.9 p	1.2 p	-7.2 p	2.9 p	4.1 p	1.8 p
CA,PCH_SM,J,D1_D4_MD5,NL	2.7 p	0.3 p	2.5 p	-1.3 p	3.1 p	2.9 p	0.5 p	1.8 p	1.7 p	3.0 p	2.5 p	: n
CA,PCH_SM,J,D1_D4_MD5,NO	3.8 p	1.1 p	0.9 p	0.7 p	2.5 p	3.2 p	2.5 p	2.5 p	1.9 p	1.6 p	2.8 p	3.4 p
CA,PCH_SM,J,D1_D4_MD5,PL	7.5 	-0.1 	3.7 	2.7 	4.8 	9.4 	2.3 	10.8 	1.7 	6.3 	8.6 	6.8 
CA,PCH_SM,J,D1_D4_MD5,PT	1.4 	1.7 	-2.4 p	3.0 p	-1.3 p	-2.8 p	6.0 p	2.9 p	3.8 p	1.5 p	-3.4 p	1.1 p
CA,PCH_SM,J,D1_D4_MD5,RO	8.7 	11.9 	13.5 	14.0 	13.9 	12.2 	12.8 p	11.3 p	9.1 p	8.8 p	13.9 p	19.1 p
CA,PCH_SM,J,D1_D4_MD5,SE	4.4 	4.9 p	6.7 	5.2 	5.8 	4.6 p	6.7 	5.8 	6.8 p	6.1 p	0.9 p	0.0 p
CA,PCH_SM,J,D1_D4_MD5,SI	5.1 	0.7 	-4.5 	-7.1 	-2.2 	3.9 	2.8 	0.8 	11.8 	4.7 	3.4 	12.0 
CA,PCH_SM,J,D1_D4_MD5,SK	7.2 	10.9 	2.9 	-2.3 	2.0 	0.2 	-0.2 p	5.7 p	4.1 p	4.4 p	7.6 p	7.6 p
CA,PCH_SM,J,D1_D4_MD5,TR	15.8 	20.3 	20.3 	17.2 	28.8 	9.3 	7.6 	1.7 	-4.1 	8.9 	11.6 	13.9 
CA,PCH_SM,J,D1_D4_MD5,UK	5.8 	3.8 	-0.4 	0.0 	-1.3 	1.3 	-0.8 	0.8 	2.6 	4.0 	4.4 	3.3 
CA,PCH_SM,K,D1_D4_MD5,AT	-2.1 	6.2 	4.2 	-2.7 	5.5 	3.9 	-5.4 	2.4 	5.6 	0.5 	4.6 	1.3 p
CA,PCH_SM,K,D1_D4_MD5,BE	0.2 	0.3 	0.1 	0.0 	0.2 	0.1 	0.7 	1.1 	0.8 	0.9 	1.3 	1.1 p
CA,PCH_SM,K,D1_D4_MD5,BG	1.6 	3.4 	4.5 	7.6 	7.1 	2.6 	6.0 p	3.7 p	8.6 p	6.4 p	5.8 p	4.4 p
CA,PCH_SM,K,D1_D4_MD5,CY	-0.1 	-0.5 	1.3 	1.3 	1.1 	-0.4 	0.2 p	0.1 p	1.5 p	4.9 p	4.3 p	5.0 p
CA,PCH_SM,K,D1_D4_MD5,CZ	4.3 	1.1 	1.0 	1.8 	5.6 	0.4 	-0.3 p	10.1 p	4.4 p	4.4 p	6.3 p	5.4 p
CA,PCH_SM,K,D1_D4_MD5,DE	0.5 	1.1 	3.1 	-0.3 	2.0 	3.7 	2.5 	5.6 	3.2 	1.8 	2.9 	1.0 
CA,PCH_SM,K,D1_D4_MD5,DK	2.7 	2.7 	3.6 	1.8 	3.3 	3.0 	1.8 	2.3 	2.1 	1.4 	1.7 	0.7 
CA,PCH_SM,K,D1_D4_MD5,EA	0.5 	0.4 	2.2 	0.5 	1.5 	2.4 	1.3 	3.4 	2.5 	2.0 	2.8 	2.2 
CA,PCH_SM,K,D1_D4_MD5,EA19	0.5 	0.4 	2.2 	0.5 	1.5 	2.4 	1.3 	3.4 	2.5 	2.0 	2.8 	2.2 
CA,PCH_SM,K,D1_D4_MD5,EE	3.9 	-4.8 	9.5 	2.7 	1.6 	6.1 	-1.4 	7.9 	10.7 	15.0 	14.8 	1.9 
CA,PCH_SM,K,D1_D4_MD5,EL	1.6 	-1.0 	1.6 	10.6 	-2.0 	10.2 	13.7 	9.0 	8.8 	-0.5 	-1.8 	10.1 
CA,PCH_SM,K,D1_D4_MD5,ES	2.0 p	0.0 p	-0.7 p	0.9 p	-1.8 p	0.5 p	3.1 p	3.8 p	0.1 p	3.9 p	6.4 p	5.1 p
CA,PCH_SM,K,D1_D4_MD5,EU	2.7 	2.2 	1.3 	0.3 	0.9 	1.4 	2.7 	5.3 	4.0 	4.1 	3.2 	2.0 
CA,PCH_SM,K,D1_D4_MD5,EU28	2.7 	2.2 	1.3 	0.3 	0.9 	1.4 	2.7 	5.3 	4.0 	4.1 	3.2 	2.0 
CA,PCH_SM,K,D1_D4_MD5,FI	1.2 p	-0.2 p	3.0 p	-2.8 p	3.0 p	2.6 p	-3.8 p	-0.6 p	-1.4 p	0.4 p	4.3 p	0.7 p
CA,PCH_SM,K,D1_D4_MD5,FR	1.9 p	2.2 p	3.7 p	2.7 p	1.2 p	1.7 p	0.9 p	2.2 p	2.3 p	2.5 p	2.5 p	3.1 p
CA,PCH_SM,K,D1_D4_MD5,HR	-1.3 	-1.7 	-1.1 e	5.0 e	2.9 e	5.8 e	8.6 e	0.5 e	5.0 e	2.7 e	4.6 e	10.8 e
CA,PCH_SM,K,D1_D4_MD5,HU	0.4 	1.8 	2.6 	3.9 	2.8 	6.6 	2.2 	11.8 	3.6 	5.1 	7.0 	5.6 
CA,PCH_SM,K,D1_D4_MD5,IE	0.1 	-9.3 	-0.1 	-1.0 	0.5 	1.2 	4.4 	5.3 	4.4 	5.0 	4.3 	5.5 p
CA,PCH_SM,K,D1_D4_MD5,IS	9.6 p	11.3 p	18.6 p	3.9 p	8.5 p	8.5 p	9.9 p	18.7 p	13.2 p	4.4 p	3.9 p	7.0 p
CA,PCH_SM,K,D1_D4_MD5,IT	0.0 	-1.8 	-0.7 	-1.3 	2.2 	1.0 	-4.4 	-0.1 	0.9 	0.5 	0.9 	3.4 
CA,PCH_SM,K,D1_D4_MD5,LT	9.5 	7.5 	5.4 	6.6 	4.0 	9.4 	5.2 	7.2 	12.4 	6.4 	10.1 	8.9 
CA,PCH_SM,K,D1_D4_MD5,LU	-0.2 	-0.1 	1.2 	-0.4 	2.1 	2.5 	-1.5 	3.1 	3.6 	3.3 	2.4 	2.0 
CA,PCH_SM,K,D1_D4_MD5,LV	4.1 	5.4 	1.6 	9.5 	11.5 	8.5 	10.4 	4.5 	6.1 	6.6 	7.3 p	5.6 p
CA,PCH_SM,K,D1_D4_MD5,MT	12.6 p	4.9 p	2.4 p	-0.2 p	0.0 p	5.9 p	2.3 p	4.2 p	7.0 p	-3.1 p	2.2 p	5.4 p
CA,PCH_SM,K,D1_D4_MD5,NL	-1.9 p	-4.9 p	2.5 p	1.9 p	2.9 p	2.5 p	3.4 p	2.3 p	3.8 p	3.3 p	1.0 p	: n
CA,PCH_SM,K,D1_D4_MD5,NO	2.2 p	2.5 p	2.0 p	1.8 p	2.8 p	2.6 p	2.5 p	2.3 p	2.1 p	2.6 p	3.0 p	2.4 p
CA,PCH_SM,K,D1_D4_MD5,PL	2.9 	13.3 	2.1 	-0.9 	8.3 	12.4 	1.5 	13.0 	1.3 	7.0 	8.1 	2.2 
CA,PCH_SM,K,D1_D4_MD5,PT	-0.3 	0.6 	-8.8 p	-2.5 p	-5.3 p	0.4 p	9.3 p	1.3 p	4.0 p	6.4 p	-9.0 p	-0.9 p
CA,PCH_SM,K,D1_D4_MD5,RO	4.3 	6.9 	3.8 	5.7 	3.2 	-1.9 	9.6 p	3.6 p	6.5 p	10.9 p	3.0 p	15.1 p
CA,PCH_SM,K,D1_D4_MD5,SE	2.6 	4.5 p	9.2 	5.2 	3.0 	2.8 p	5.8 	3.9 	4.4 p	3.5 p	0.1 p	0.1 p
CA,PCH_SM,K,D1_D4_MD5,SI	-7.0 	-0.7 	1.8 	-1.0 	8.4 	11.4 	-0.6 	10.0 	7.9 	1.5 	5.8 	1.2 
CA,PCH_SM,K,D1_D4_MD5,SK	4.7 	6.6 	4.9 	3.5 	-0.1 	6.2 	2.8 p	4.4 p	4.4 p	-0.5 p	6.4 p	6.9 p
CA,PCH_SM,K,D1_D4_MD5,TR	9.8 	7.5 	13.0 	5.6 	12.9 	17.6 	9.5 	14.8 	8.3 	11.4 	16.4 	21.8 
CA,PCH_SM,K,D1_D4_MD5,UK	9.3 	6.7 	-2.0 	-0.4 	-1.3 	-0.8 	7.0 	9.6 	7.5 	8.2 	5.1 	0.7 
CA,PCH_SM,K-N,D1_D4_MD5,AT	-1.7 	4.3 	1.9 	-0.7 	4.9 	0.7 	-0.5 	6.2 	3.6 	3.8 	5.4 	2.0 
CA,PCH_SM,K-N,D1_D4_MD5,BE	0.2 	0.2 	0.1 	-0.1 	0.3 	0.2 	0.8 	1.1 	1.3 	1.4 	1.7 	1.5 p
CA,PCH_SM,K-N,D1_D4_MD5,BG	9.1 	8.3 	6.1 	7.9 	6.6 	4.5 	10.0 	9.2 	11.1 	10.4 	5.7 	7.4 
CA,PCH_SM,K-N,D1_D4_MD5,CY	0.1 	-0.1 	1.1 	1.7 	1.3 	0.2 	0.1 p	0.3 p	1.2 p	2.8 p	2.8 p	3.3 p
CA,PCH_SM,K-N,D1_D4_MD5,CZ	4.2 	3.6 	2.8 	3.3 	5.5 	3.4 	3.3 p	6.7 p	4.8 p	4.0 p	6.5 p	6.3 p
CA,PCH_SM,K-N,D1_D4_MD5,DE	3.7 	3.0 	2.8 	0.6 	0.7 	2.1 	5.3 	6.6 	6.2 	4.2 	4.1 	3.1 
CA,PCH_SM,K-N,D1_D4_MD5,DK	2.4 	2.5 	2.5 	1.1 	2.1 	1.6 	1.8 	2.0 	2.1 	1.8 	1.8 	1.5 
CA,PCH_SM,K-N,D1_D4_MD5,EA	1.7 	1.5 	1.7 	0.4 	0.7 	1.2 	2.5 	3.9 	3.2 	2.8 	2.9 	2.7 
CA,PCH_SM,K-N,D1_D4_MD5,EA19	1.7 	1.5 	1.7 	0.4 	0.7 	1.2 	2.5 	3.9 	3.2 	2.8 	2.9 	2.7 
CA,PCH_SM,K-N,D1_D4_MD5,EE	5.5 	4.1 	11.1 	7.7 	7.4 	6.3 	5.4 	10.7 	7.9 	10.4 	4.9 	-1.3 
CA,PCH_SM,K-N,D1_D4_MD5,EL	2.8 	-2.6 	-1.3 	0.5 	-7.8 	-0.4 	4.8 	4.9 	1.1 	-1.7 	0.1 	5.7 
CA,PCH_SM,K-N,D1_D4_MD5,ES	1.1 p	1.3 p	1.9 p	1.2 p	-0.1 p	0.7 p	1.7 p	1.6 p	-0.4 p	2.1 p	3.1 p	1.9 p
CA,PCH_SM,K-N,D1_D4_MD5,EU	2.4 	2.5 	1.9 	1.0 	1.1 	0.9 	2.2 	4.3 	3.8 	3.7 	3.0 	2.4 
CA,PCH_SM,K-N,D1_D4_MD5,EU28	2.4 	2.5 	1.9 	1.0 	1.1 	0.9 	2.2 	4.3 	3.8 	3.7 	3.0 	2.4 
CA,PCH_SM,K-N,D1_D4_MD5,FI	0.0 p	0.3 p	1.5 p	-2.1 p	0.8 p	1.3 p	-2.0 p	1.0 p	-2.5 p	-0.2 p	0.9 p	1.2 p
CA,PCH_SM,K-N,D1_D4_MD5,FR	0.9 p	1.5 p	2.4 p	1.4 p	1.1 p	0.8 p	0.6 p	1.6 p	1.4 p	2.0 p	2.2 p	3.5 p
CA,PCH_SM,K-N,D1_D4_MD5,HR	0.0 	0.1 	1.5 e	3.1 e	2.7 e	5.3 e	7.4 e	4.0 e	5.6 e	4.4 e	8.6 e	12.0 e
CA,PCH_SM,K-N,D1_D4_MD5,HU	3.8 	5.2 	5.4 	5.3 	5.4 	5.9 	6.2 	11.3 	7.5 	9.6 	7.9 	6.3 
CA,PCH_SM,K-N,D1_D4_MD5,IE	3.1 	-3.0 	3.0 	0.2 	1.4 	2.4 	2.8 	4.2 	4.0 	4.3 	2.9 	3.7 p
CA,PCH_SM,K-N,D1_D4_MD5,IS	8.3 p	6.7 p	17.7 p	2.5 p	7.7 p	7.8 p	2.8 p	15.4 p	10.1 p	6.0 p	6.8 p	7.8 p
CA,PCH_SM,K-N,D1_D4_MD5,IT	2.3 	1.5 	-2.5 	-3.0 	-2.0 	0.1 	1.5 	4.7 	3.1 	2.0 	0.0 	1.3 
CA,PCH_SM,K-N,D1_D4_MD5,LT	9.2 	6.0 	6.2 	4.8 	5.0 	9.0 	8.0 	10.5 	10.5 	9.5 	10.6 	11.2 
CA,PCH_SM,K-N,D1_D4_MD5,LU	-0.6 	-0.3 	0.7 	-0.2 	3.5 	3.8 	-0.1 	4.9 	3.8 	3.5 	1.7 	0.5 
CA,PCH_SM,K-N,D1_D4_MD5,LV	5.4 	5.9 	2.8 	7.3 	11.4 	7.5 	7.1 	6.1 	3.1 	6.1 	11.5 	9.8 
CA,PCH_SM,K-N,D1_D4_MD5,MT	8.8 p	4.5 p	-3.2 p	-2.8 p	0.3 p	4.7 p	3.3 p	9.5 p	1.2 p	-5.1 p	4.6 p	2.8 p
CA,PCH_SM,K-N,D1_D4_MD5,NL	-0.9 p	-2.7 p	1.2 p	-0.4 p	1.6 p	-0.2 p	1.0 p	1.7 p	1.5 p	1.9 p	2.3 p	: n
CA,PCH_SM,K-N,D1_D4_MD5,NO	1.4 	1.2 	0.9 	0.6 	1.4 	1.8 	2.2 	1.7 	2.0 	2.7 	2.6 	3.0 
CA,PCH_SM,K-N,D1_D4_MD5,PL	3.1 	7.6 	3.7 	2.3 	5.4 	6.3 	1.3 	9.1 	4.4 	10.7 	9.0 	4.7 
CA,PCH_SM,K-N,D1_D4_MD5,PT	1.1 	2.4 	-2.2 p	1.5 p	0.0 p	0.5 p	3.9 p	-0.5 p	-0.6 p	-1.3 p	-4.3 p	1.0 p
CA,PCH_SM,K-N,D1_D4_MD5,RO	5.7 	7.5 	7.9 	10.9 	11.1 	8.3 	12.8 p	9.2 p	9.5 p	11.5 p	8.4 p	12.3 p
CA,PCH_SM,K-N,D1_D4_MD5,SE	3.1 	4.9 p	4.7 	2.7 	1.9 	1.7 p	3.9 	4.0 	4.4 p	3.4 p	0.2 p	0.3 p
CA,PCH_SM,K-N,D1_D4_MD5,SI	0.0 	-3.3 	-2.3 	-1.2 	2.6 	7.0 	3.5 	3.1 	7.2 	4.8 	2.2 	6.1 
CA,PCH_SM,K-N,D1_D4_MD5,SK	-1.8 	0.6 	-0.7 	3.8 	5.3 	6.2 	6.7 p	8.2 p	8.9 p	7.0 p	5.5 p	4.0 p
CA,PCH_SM,K-N,D1_D4_MD5,UK	4.2 	4.7 	0.5 	2.7 	1.4 	0.1 	2.2 	4.1 	5.4 	5.1 	3.8 	0.6 
CA,PCH_SM,L,D1_D4_MD5,AT	-8.5 	-6.8 	6.6 	-2.9 	16.9 	5.7 	7.2 	13.9 	-0.3 	4.1 	2.9 	-1.0 p
CA,PCH_SM,L,D1_D4_MD5,BE	0.0 	0.1 	0.2 	0.2 	0.0 	-0.1 	1.0 	1.2 	1.2 	1.7 	1.9 	1.9 p
CA,PCH_SM,L,D1_D4_MD5,BG	16.7 	17.9 	9.2 	4.7 	7.5 	7.9 	4.3 p	10.3 p	4.1 p	5.6 p	-4.2 p	-7.5 p
CA,PCH_SM,L,D1_D4_MD5,CY	1.3 	2.5 	4.1 	4.2 	3.2 	0.4 	1.9 p	0.5 p	3.1 p	4.1 p	-0.2 p	3.6 p
CA,PCH_SM,L,D1_D4_MD5,CZ	2.6 	4.3 	1.9 	3.1 	5.1 	3.3 	4.7 p	7.2 p	4.5 p	5.4 p	9.0 p	6.7 p
