na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,TOTAL,MIO_EUR_NSA,IT	368720.7 	394971.6 	362511.4 	380973.3 	375247.7 	398798.2 	371337.0 	387306.2 	382176.8 	405873.5 	377350.7 	398058.2 
B1G,TOTAL,MIO_EUR_NSA,LT	9199.3 	8718.7 	7744.2 	8623.5 	9382.1 	9208.1 	8368.6 	9326.9 	10187.9 	10033.2 	8918.2 	9935.4 
B1G,TOTAL,MIO_EUR_NSA,LU	11191.6 	12609.6 	11666.7 	12027.8 	11845.2 	12743.9 	12153.2 	12346.3 	12063.7 	13591.2 	12892.3 	13108.0 
B1G,TOTAL,MIO_EUR_NSA,LV	5635.6 	5644.4 	4847.4 	5429.3 	5665.8 	5889.9 	5184.1 	5870.5 	6210.6 	6361.1 	5548.3 	6394.3 
B1G,TOTAL,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,TOTAL,MIO_EUR_NSA,MK	2023.6 	2086.0 	1973.3 p	2058.0 p	2161.7 p	2262.2 p	2026.9 e	2106.8 e	2244.9 e	2355.7 e	2121.2 e	2223.1 e
B1G,TOTAL,MIO_EUR_NSA,MT	2214.4 	2114.1 	2135.1 	2257.0 	2348.2 	2254.4 	2315.6 	2477.3 	2571.1 	2468.0 	2490.9 	2665.2 
B1G,TOTAL,MIO_EUR_NSA,NL	153885.0 	159737.0 	152819.0 p	161734.0 p	156695.0 p	163576.0 p	158455.0 p	168171.0 p	163220.0 p	170547.0 p	166883.0 p	176240.0 p
B1G,TOTAL,MIO_EUR_NSA,NO	74272.3 	75197.4 	70330.7 	74589.6 	71379.7 	81060.3 	82758.0 	75935.5 	75209.0 	80191.6 	79075.0 	82040.8 
B1G,TOTAL,MIO_EUR_NSA,PL	92529.0 	106138.0 	88392.8 	90514.5 	91867.4 	105703.4 	93466.6 	98840.4 	100414.8 	117038.4 	101918.0 	103097.7 
B1G,TOTAL,MIO_EUR_NSA,PT	39754.0 	39504.0 	38894.7 	41103.0 	41222.5 	41006.0 	40550.2 	42852.3 	42569.9 	42705.0 	41755.9 	44121.9 
B1G,TOTAL,MIO_EUR_NSA,RO	39635.0 	42299.6 	29150.9 p	35680.1 p	42092.8 p	46556.0 p	32478.0 p	39300.2 p	46916.2 p	51355.1 p	34791.9 p	42508.0 p
B1G,TOTAL,MIO_EUR_NSA,RS	7252.4 	7510.8 	6392.7 	6974.8 	7391.0 	7757.4 	6576.3 p	7301.2 p	8024.2 p	8439.9 p	7356.8 p	8104.5 p
B1G,TOTAL,MIO_EUR_NSA,SE	95938.8 	105490.0 	98681.5 	107495.7 	98329.3 	104891.2 	102209.8 	107210.6 	101857.3 	108747.6 	102292.8 	105535.7 
B1G,TOTAL,MIO_EUR_NSA,SI	8624.4 	8581.9 	8107.1 	8917.1 	8959.8 	8963.0 	8585.4 	9511.4 	9553.3 	9716.3 	9177.6 	10180.5 
B1G,TOTAL,MIO_EUR_NSA,SK	18818.4 	18287.3 	16838.1 	18301.4 	19301.2 	18921.2 	17524.6 	19052.5 	20189.4 	19859.2 	18440.7 	20301.9 
B1G,TOTAL,MIO_EUR_NSA,TR	176364.2 	178236.8 	153766.6 	170720.2 	178600.7 	183409.1 	147051.2 	165021.6 	179056.7 	175076.8 	149726.0 	150742.6 
B1G,TOTAL,MIO_EUR_NSA,UK	585840.9 	598199.5 	564000.4 	552342.5 	514284.5 	517767.1 	525941.5 	524165.0 	504283.9 	526435.0 	530196.9 	528424.0 
B1G,TOTAL,MIO_EUR_NSA,XK	1322.4 	1232.9 	976.5 	1252.2 	1349.8 	1300.8 	1010.5 p	1282.9 p	1417.3 p	1321.1 p	1053.8 p	: 
B1G,TOTAL,MIO_EUR_SCA,AT	77344.4 	77966.5 	78624.8 	78785.7 	79489.8 	80749.2 	81467.5 	82136.5 	82958.7 	84074.5 	85391.7 	85966.3 
B1G,TOTAL,MIO_EUR_SCA,BE	92103.0 	92704.0 	93152.0 	94296.0 	94695.0 	95148.0 	96361.0 	97353.0 	97752.0 	98517.0 	99024.0 	99888.0 
B1G,TOTAL,MIO_EUR_SCA,BG	9758.5 	9911.7 	10202.8 	10148.6 	10488.4 	10646.1 	10897.1 	11125.5 	11258.0 	11431.5 	11567.7 p	11780.5 p
B1G,TOTAL,MIO_EUR_SCA,CH	147715.7 	146563.3 	145353.9 	145954.7 	147430.2 	148401.7 	150201.3 	148712.0 	143450.2 	141105.7 	142518.4 	142827.6 
B1G,TOTAL,MIO_EUR_SCA,CY	3900.0 	3936.8 	3973.3 	4009.6 	4078.1 	4138.8 	4188.2 	4230.7 	4270.7 	4306.3 	4365.1 	4424.7 
B1G,TOTAL,MIO_EUR_SCA,CZ	38539.6 	38826.8 	39363.4 	39401.1 	39713.8 	39974.4 	40691.3 	42478.9 	43992.9 	45218.9 	46298.6 	46213.4 
B1G,TOTAL,MIO_EUR_SCA,DE	687143.0 	693626.0 	704930.0 	709603.0 	710562.0 	716979.0 	725394.0 	736333.0 	745398.0 	751492.0 	756218.0 	764160.0 
B1G,TOTAL,MIO_EUR_SCA,DK	58882.4 	58738.0 	59281.1 	59748.8 	60117.7 	61182.3 	62854.0 	62771.4 	62527.5 	62697.5 	62607.1 	62650.9 
B1G,TOTAL,MIO_EUR_SCA,EA	2371457.9 	2389526.9 	2410098.0 	2417964.2 	2428599.0 	2452072.5 	2472956.8 	2502763.2 	2528382.2 	2551154.4 	2568108.7 	2589902.2 
B1G,TOTAL,MIO_EUR_SCA,EA19	2371457.9 	2389526.9 	2410098.0 	2417964.2 	2428599.0 	2452072.5 	2472956.8 	2502763.2 	2528382.2 	2551154.4 	2568108.7 	2589902.2 
B1G,TOTAL,MIO_EUR_SCA,EE	4503.4 	4545.9 	4573.4 	4614.3 	4696.8 	4824.5 	4965.4 	5079.4 	5166.0 	5249.1 	5348.8 	5470.3 
B1G,TOTAL,MIO_EUR_SCA,EL	38565.6 p	38644.0 p	37870.7 p	37902.2 p	38018.6 p	37848.7 p	38529.7 p	38447.1 p	38764.2 p	38803.1 p	39230.4 p	39495.2 p
B1G,TOTAL,MIO_EUR_SCA,ES	246576.0 	248394.0 	250869.0 p	252728.0 p	255100.0 p	256142.0 p	259340.0 p	263547.0 p	265543.0 p	269037.0 p	269212.0 p	271365.0 p
B1G,TOTAL,MIO_EUR_SCA,EU28	3332921.8 	3353402.0 	3344279.8 	3349174.9 	3325145.4 	3346779.0 	3390887.6 	3430585.4 	3444544.1 	3483409.9 	3511272.9 	3537529.2 
B1G,TOTAL,MIO_EUR_SCA,FI	45412.0 	45654.0 	45684.0 	46445.0 	46802.0 	47057.0 	47895.0 	48096.0 	48379.0 	48898.0 	49747.0 	50009.0 
B1G,TOTAL,MIO_EUR_SCA,FR	492842.0 	494747.0 	498363.0 	495586.0 	496588.0 	499193.0 	504548.0 	509179.0 	513024.0 	516761.0 	518959.0 	520384.0 
B1G,TOTAL,MIO_EUR_SCA,HR	9311.3 	9317.0 	9431.3 	9637.9 	9764.1 	9826.0 	9968.8 	10091.5 	10207.7 	10120.5 	10365.8 	10578.0 
B1G,TOTAL,MIO_EUR_SCA,HU	23186.9 	23705.9 	23475.2 	23887.4 	24253.9 	24728.9 	25433.6 	25856.8 	26729.3 	26949.2 	27585.7 	27606.8 
B1G,TOTAL,MIO_EUR_SCA,IE	60901.3 d	61498.3 d	62752.6 d	63416.1 d	60905.7 d	67534.7 d	65542.9 d	67282.7 d	70195.8 d	72301.9 d	73306.7 d	75003.4 d
B1G,TOTAL,MIO_EUR_SCA,IT	372142.0 	375580.9 	377683.4 	378411.0 	380208.4 	381947.4 	384291.8 	386127.5 	388260.9 	389862.1 	391498.8 	395657.3 
B1G,TOTAL,MIO_EUR_SCA,LT	8459.7 	8536.5 	8550.8 	8654.6 	8772.5 	8960.8 	9198.2 	9376.0 	9558.6 	9786.6 	9850.3 	9998.3 
B1G,TOTAL,MIO_EUR_SCA,LU	11560.3 	11979.5 	11849.8 	12093.1 	12240.6 	12098.0 	12340.6 	12420.3 	12473.7 	12894.8 	13083.7 	13192.6 
B1G,TOTAL,MIO_EUR_SCA,LV	5384.8 	5345.3 	5377.5 	5381.7 	5437.8 	5574.9 	5697.3 	5838.9 	5967.1 	6067.2 	6183.1 	6300.9 
B1G,TOTAL,MIO_EUR_SCA,MT	2137.9 	2168.0 	2193.2 	2223.0 	2268.5 	2312.9 	2374.2 	2439.2 	2488.9 	2530.9 	2553.4 	2620.7 
B1G,TOTAL,MIO_EUR_SCA,NL	156710.8 	156378.9 	156727.0 p	157971.3 p	159375.6 p	160667.3 p	162072.1 p	164509.4 p	166179.5 p	168038.4 p	170731.3 p	172104.3 p
B1G,TOTAL,MIO_EUR_SCA,NO	76856.7 	72911.6 	70945.5 	73364.2 	73560.5 	78439.5 	80579.9 	77103.1 	78305.0 	77750.1 	78842.5 	82060.6 
B1G,TOTAL,MIO_EUR_SCA,PL	95322.2 	95372.5 	93000.5 	93522.0 	94784.2 	95029.3 	98359.4 	102252.8 	103160.8 	105109.9 	107514.4 	106864.2 
B1G,TOTAL,MIO_EUR_SCA,PT	39280.5 	39657.1 	40103.5 	40242.4 	40676.2 	41204.0 	41736.9 	42107.3 	42197.4 	42635.7 	43327.3 	43512.5 
B1G,TOTAL,MIO_EUR_SCA,RO	36219.6 	35709.4 	36855.3 p	38025.4 p	38722.1 p	39444.6 p	41005.5 p	41806.2 p	42733.2 p	43629.0 p	44023.3 p	45261.9 p
B1G,TOTAL,MIO_EUR_SCA,SE	99589.5 	102133.9 	101925.4 	103404.3 	102208.2 	101156.4 	104396.8 	104200.3 	106375.0 	105252.2 	104765.4 	102142.8 
B1G,TOTAL,MIO_EUR_SCA,SI	8379.6 	8465.8 	8568.5 	8602.3 	8779.7 	8920.4 	9082.4 	9280.9 	9430.3 	9671.5 	9789.0 	9986.2 
B1G,TOTAL,MIO_EUR_SCA,UK	590952.8 	590138.9 	561624.9 	554809.5 	518490.6 	513526.9 	524291.6 	526921.9 	508461.9 	521131.3 	526993.2 	533993.8 
