stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19	2.4 	8.2 	8.5 	0.5 	7.3 	3.1 	-4.1 	8.0 	-3.1 	3.3 	9.9 	3.1 
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28	0.7 	8.0 	8.2 	-2.4 	8.0 	1.3 	-5.5 	5.5 	-5.5 	1.7 	9.8 	3.9 
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19	-0.6 	2.0 	2.3 	-1.3 	0.5 	-2.6 	0.5 	2.5 	-0.4 	0.7 	1.6 	-2.0 
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28	-1.0 	1.6 	2.3 	-2.2 	2.8 	-4.3 	0.6 	2.2 	-0.5 	1.3 	2.7 	-1.4 
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19	41877.4 	42725.8 	43702.1 	43124.9 	43356.5 	42222.0 	42422.6 	43493.8 	43311.9 	43620.2 	44322.0 	43451.2 
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28	39266.6 	39894.9 	40828.2 	39948.8 	41079.1 	39319.7 	39564.3 	40422.7 	40238.8 	40760.6 	41854.1 	41257.0 
