coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOT_X_NRG,I15,AT	104.65 	104.71 	105.41 	104.23 	104.57 	105.64 	105.77 	105.66 	105.62 	104.97 	104.94 r	106.19 
TOT_X_NRG,I15,BE	103.94 	103.85 	104.38 	102.96 	104.90 	105.00 	105.33 	105.43 	105.53 	104.56 	106.07 	105.58 
TOT_X_NRG,I15,BG	100.07 	100.18 	100.83 	101.03 	101.26 	101.17 	101.52 	101.64 	101.93 	103.01 	103.35 	102.79 
TOT_X_NRG,I15,CH	100.45 e	100.08 	100.31 e	99.62 e	99.96 	100.35 e	100.45 e	100.71 	100.64 e	101.03 e	101.01 	100.97 e
TOT_X_NRG,I15,CY	100.14 	98.74 	98.34 	96.21 	97.36 	98.32 	99.40 	100.57 	101.39 	101.10 	102.38 	101.23 
TOT_X_NRG,I15,CZ	104.5 	104.4 	104.5 	105.1 	105.0 	105.1 	105.4 	105.8 	106.0 	106.2 	106.1 	105.7 
TOT_X_NRG,I15,DE	103.0 	103.2 	104.0 	102.9 	103.5 	104.0 	103.7 	104.0 	104.1 	104.6 	104.5 	104.6 
TOT_X_NRG,I15,DK	102.0 	101.6 	101.3 	100.7 	101.6 	101.5 	102.0 	102.0 	101.9 	102.9 	102.3 	102.1 
TOT_X_NRG,I15,EA	102.55 	102.46 	102.87 	101.66 	101.92 	103.16 	103.41 	103.73 	103.77 	103.31 	103.43 r	103.82 
TOT_X_NRG,I15,EA18	102.53 	102.44 	102.85 	101.64 	101.90 	103.14 	103.40 	103.71 	103.75 	103.29 	103.41 r	103.80 
TOT_X_NRG,I15,EA19	102.55 	102.46 	102.87 	101.66 	101.92 	103.16 	103.41 	103.73 	103.77 	103.31 	103.43 r	103.82 
TOT_X_NRG,I15,EE	105.86 	105.89 	105.47 	105.21 	106.33 	106.41 	107.07 	107.67 	108.37 	108.35 	109.13 	108.92 
TOT_X_NRG,I15,EL	101.89 	100.77 	101.10 	99.68 	99.83 	101.16 	102.08 	102.01 	102.95 	101.39 	101.16 	102.70 
TOT_X_NRG,I15,ES	102.80 	102.92 	102.89 	101.14 	101.37 	103.07 	103.76 	104.31 	104.45 	102.96 	102.94 	103.44 
TOT_X_NRG,I15,EU	102.73 	102.73 	103.10 	102.16 	102.43 	103.35 	103.65 	103.93 	103.95 	103.63 	103.80 r	104.09 
TOT_X_NRG,I15,EU28	102.73 	102.73 	103.10 	102.16 	102.43 	103.35 	103.65 	103.93 	103.95 	103.63 	103.80 r	104.09 
TOT_X_NRG,I15,FI	101.36 	101.57 	101.66 	101.12 	101.70 	102.01 	102.22 	102.12 	102.21 	102.00 	102.10 	102.32 
TOT_X_NRG,I15,FR	101.55 	101.51 	101.86 	101.29 	101.28 	102.63 	102.76 	103.10 	103.03 	102.83 	103.43 	103.07 
TOT_X_NRG,I15,HR	102.25 	101.94 	101.51 	101.18 	101.12 	101.79 	102.63 	102.68 	103.35 	103.58 	103.53 	103.18 
TOT_X_NRG,I15,HU	103.92 	103.99 	104.11 	104.35 	104.59 	104.82 	105.48 	105.89 	105.98 	106.28 	106.33 	106.57 
TOT_X_NRG,I15,IE	100.4 	100.1 	99.9 	99.1 	100.1 	100.6 	100.3 	100.8 	100.7 	101.1 	101.3 	100.9 
TOT_X_NRG,I15,IS	99.23 	97.28 	98.68 	97.53 	97.78 	98.56 	98.38 	98.65 	100.93 	102.58 	102.05 	99.32 
TOT_X_NRG,I15,IT	102.3 	102.0 	102.4 	100.4 	99.9 	102.4 	103.2 	103.4 	103.6 	101.7 	101.5 	103.3 
TOT_X_NRG,I15,LT	106.77 	106.67 	106.74 	106.35 	106.23 	106.81 	107.76 	108.01 	108.02 	107.32 	106.96 	108.25 
TOT_X_NRG,I15,LU	103.58 	103.24 	103.30 	101.96 	103.64 	103.81 	103.92 	104.09 	104.21 	103.18 	104.80 	104.94 
TOT_X_NRG,I15,LV	104.56 	104.51 	104.37 	103.95 	104.12 	105.63 	106.01 	106.44 	106.98 	105.96 	106.04 	106.68 
TOT_X_NRG,I15,MK	103.49 d	103.26 d	103.28 d	102.90 d	103.17 d	103.56 d	103.91 d	105.67 d	105.40 d	105.00 d	105.49 d	105.26 d
TOT_X_NRG,I15,MT	103.82 	101.28 	101.18 	99.84 	100.44 	101.42 	104.27 	105.79 	107.26 	107.52 	108.15 	107.21 
TOT_X_NRG,I15,NL	102.42 	101.81 	101.78 	100.93 	101.79 	102.07 	102.94 	103.22 	102.60 	103.69 	103.78 r	102.94 
TOT_X_NRG,I15,NO	105.5 	105.2 	105.3 	104.6 	105.5 	105.7 	106.3 	106.5 	106.9 	107.5 	107.0 	107.6 
TOT_X_NRG,I15,PL	102.0 	102.3 	102.5 	102.7 	102.3 	102.3 	102.8 	102.7 	102.7 	102.5 	102.3 	102.5 
TOT_X_NRG,I15,PT	103.81 	102.49 	102.29 	100.79 	100.15 	102.60 	103.56 	104.32 	104.28 	103.86 	103.07 	104.73 
TOT_X_NRG,I15,RO	101.16 	101.62 	101.92 	102.32 	102.65 	103.00 	103.26 	103.68 	103.67 	103.37 	103.35 	103.90 
TOT_X_NRG,I15,RS	104.9 d	104.7 d	104.6 d	104.9 d	105.2 d	105.4 d	105.9 d	106.7 d	107.0 d	106.6 d	107.0 d	106.4 d
TOT_X_NRG,I15,SE	103.15 	103.09 	103.60 	102.37 	103.17 	103.38 	103.88 	104.12 	104.23 	104.62 	104.15 	104.68 
TOT_X_NRG,I15,SI	102.23 	102.41 	102.31 	101.44 	102.11 	102.74 	103.13 	104.10 	103.99 	103.08 	103.07 	103.46 
TOT_X_NRG,I15,SK	102.69 	102.99 	102.98 	103.79 	103.99 	104.24 	104.86 	104.67 	104.78 	104.65 	104.86 	104.82 
TOT_X_NRG,I15,TR	123.61 d	125.25 d	126.13 d	127.18 d	128.35 d	129.75 d	131.98 d	134.09 d	137.86 d	138.65 d	141.17 d	149.92 d
TOT_X_NRG,I15,UK	104.0 	104.3 	104.6 	104.0 	104.5 	104.7 	105.1 	105.4 	105.2 	105.1 	105.9 	: 
TOT_X_NRG,PCH_M1,AT	0.2 	0.1 	0.7 	-1.1 	0.3 	1.0 	0.1 	-0.1 	0.0 	-0.6 	0.0 	1.2 
TOT_X_NRG,PCH_M1,BE	0.2 	-0.1 	0.5 	-1.4 	1.9 	0.1 	0.3 	0.1 	0.1 	-0.9 	1.4 	-0.5 
TOT_X_NRG,PCH_M1,BG	0.1 	0.1 	0.6 	0.2 	0.2 	-0.1 	0.3 	0.1 	0.3 	1.1 	0.3 	-0.5 
TOT_X_NRG,PCH_M1,CH	0.1 e	-0.4 e	0.2 e	-0.7 e	0.3 e	0.4 e	0.1 e	0.3 e	-0.1 e	0.4 e	0.0 e	0.0 e
TOT_X_NRG,PCH_M1,CY	-0.7 	-1.4 	-0.4 	-2.2 	1.2 	1.0 	1.1 	1.2 	0.8 	-0.3 	1.3 	-1.1 
TOT_X_NRG,PCH_M1,CZ	0.6 	-0.1 	0.1 	0.6 	-0.1 	0.1 	0.3 	0.4 	0.2 	0.2 	-0.1 	-0.4 
TOT_X_NRG,PCH_M1,DE	-0.1 	0.2 	0.8 	-1.1 	0.6 	0.5 	-0.3 	0.3 	0.1 	0.5 	-0.1 	0.1 
TOT_X_NRG,PCH_M1,DK	0.0 	-0.4 	-0.3 	-0.6 	0.9 	-0.1 	0.5 	0.0 	-0.1 	1.0 	-0.6 	-0.2 
TOT_X_NRG,PCH_M1,EA	0.0 	-0.1 	0.4 	-1.2 	0.3 	1.2 	0.2 	0.3 	0.0 	-0.4 	0.1 	0.4 
TOT_X_NRG,PCH_M1,EA18	0.0 	-0.1 	0.4 	-1.2 	0.3 	1.2 	0.3 	0.3 	0.0 	-0.4 	0.1 	0.4 
TOT_X_NRG,PCH_M1,EA19	0.0 	-0.1 	0.4 	-1.2 	0.3 	1.2 	0.2 	0.3 	0.0 	-0.4 	0.1 	0.4 
TOT_X_NRG,PCH_M1,EE	-0.3 	0.0 	-0.4 	-0.2 	1.1 	0.1 	0.6 	0.6 	0.7 	0.0 	0.7 	-0.2 
TOT_X_NRG,PCH_M1,EL	-0.1 	-1.1 	0.3 	-1.4 	0.2 	1.3 	0.9 	-0.1 	0.9 	-1.5 	-0.2 	1.5 
TOT_X_NRG,PCH_M1,ES	0.5 	0.1 	0.0 	-1.7 	0.2 	1.7 	0.7 	0.5 	0.1 	-1.4 	0.0 	0.5 
TOT_X_NRG,PCH_M1,EU	0.1 	0.0 	0.4 	-0.9 	0.3 	0.9 	0.3 	0.3 	0.0 	-0.3 	0.2 r	0.3 
