LIP_MD60,T,Y25-49,EU28	: 	: 	: 	: 	8.4 e	8.4 e	9.0 e	9.0 	9.4 	10.0 	10.2 e	: 
LIP_MD60,T,Y25-49,FI	: 	5.6 	3.9 	3.2 	7.8 	4.2 	6.6 	4.4 	4.8 	5.3 	5.2 	5.2 
LIP_MD60,T,Y25-49,FR	: 	5.1 	: 	: 	: 	: 	5.7 	6.7 	7.4 	7.5 	8.2 	7.6 
LIP_MD60,T,Y25-49,HR	: 	: 	: 	: 	: 	: 	: 	10.4 	: 	12.9 	12.6 	: 
LIP_MD60,T,Y25-49,HU	: 	: 	6.7 	8.2 	5.5 	7.8 	8.0 	7.7 	7.8 	6.4 	7.0 	5.3 
LIP_MD60,T,Y25-49,IE	: 	7.6 	: 	: 	: 	8.2 	9.2 	7.4 	9.4 	8.1 	: 	: 
LIP_MD60,T,Y25-49,IS	: 	5.0 	2.7 	3.7 	3.2 	2.3 	2.5 	3.1 	3.0 	2.1 	0.5 p	: 
LIP_MD60,T,Y25-49,IT	: 	12.5 	11.3 	10.4 	10.4 	11.3 	11.7 	14.2 	11.8 	15.0 	14.2 	14.4 
LIP_MD60,T,Y25-49,LT	: 	: 	9.0 	8.2 	6.6 	6.6 b	13.2 	10.1 	13.0 	12.2 	12.0 	: 
LIP_MD60,T,Y25-49,LU	: 	8.8 	8.7 	9.2 	6.4 	6.5 	5.9 	8.6 	8.1 	11.9 	7.4 b	12.4 
LIP_MD60,T,Y25-49,LV	: 	: 	7.9 	8.8 	8.7 	8.1 	10.5 b	11.4 	8.8 	7.8 	10.2 	8.3 
LIP_MD60,T,Y25-49,MK	: 	: 	: 	: 	: 	: 	: 	: 	12.2 	11.1 	11.7 	: 
LIP_MD60,T,Y25-49,MT	: 	: 	6.3 	4.0 	6.7 	9.6 	8.2 	7.5 	9.9 	11.7 	9.6 	8.3 
LIP_MD60,T,Y25-49,NL	: 	: 	4.3 	3.5 	8.7 	7.6 	6.1 	6.0 	6.3 	8.0 	5.9 b	4.3 
LIP_MD60,T,Y25-49,NO	: 	3.4 	3.1 	3.4 	4.1 	4.0 	4.0 	4.8 	4.2 	6.7 	3.3 	7.8 
LIP_MD60,T,Y25-49,PL	: 	: 	10.6 	8.5 	9.2 	8.8 	8.7 	8.4 	9.6 	8.9 	8.4 	7.2 
LIP_MD60,T,Y25-49,PT	: 	10.5 	10.9 	7.0 	11.0 	11.3 	7.5 	11.0 	9.6 	12.3 	10.1 	11.0 
LIP_MD60,T,Y25-49,RO	: 	: 	: 	: 	16.4 	15.8 	17.6 	16.7 	19.6 	16.7 	19.1 	16.9 
LIP_MD60,T,Y25-49,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.9 	: 
LIP_MD60,T,Y25-49,SE	: 	1.8 	2.6 	3.1 	3.5 	2.8 	5.0 b	5.8 	4.4 	6.9 b	5.3 	6.2 
LIP_MD60,T,Y25-49,SI	: 	: 	6.0 	4.4 	4.4 	5.3 	4.4 	5.6 	7.5 	6.7 	6.4 	6.8 
LIP_MD60,T,Y25-49,SK	: 	: 	4.6 	4.1 	5.0 	7.0 	8.4 	6.3 	9.0 	6.6 	7.4 	: 
LIP_MD60,T,Y25-49,TR	: 	: 	: 	15.1 	16.3 	: 	: 	: 	12.9 	13.1 	: 	: 
LIP_MD60,T,Y25-49,UK	: 	: 	5.2 	5.9 	5.1 	4.1 	7.1 	5.5 	5.1 	4.5 	7.3 	: 
LIP_MD60,T,Y50-64,AT	: 	3.7 	7.5 	7.8 	7.6 	8.8 b	6.3 	8.1 	6.0 	8.7 	7.1 	6.4 
LIP_MD60,T,Y50-64,BE	: 	6.0 	6.1 	7.2 	7.6 	7.3 	6.8 	6.5 	5.3 	7.2 	7.6 	10.0 
LIP_MD60,T,Y50-64,BG	: 	: 	: 	6.8 	10.7 	8.9 	8.2 	9.1 	11.5 	10.8 	10.3 b	10.9 
LIP_MD60,T,Y50-64,CH	: 	: 	: 	: 	: 	: 	: 	: 	3.6 	2.8 	2.7 	: 
LIP_MD60,T,Y50-64,CY	: 	: 	6.1 	5.9 	6.4 	6.3 	7.4 	9.7 	6.2 	4.5 	7.6 	4.3 
LIP_MD60,T,Y50-64,CZ	: 	: 	2.9 	3.5 	3.4 	4.5 	3.0 	3.8 	3.3 	5.7 	4.8 	5.6 
LIP_MD60,T,Y50-64,DE	: 	: 	10.1 	9.8 	10.9 	13.2 	13.1 	13.4 	12.9 	14.8 	13.1 	15.2 
LIP_MD60,T,Y50-64,DK	: 	3.3 	4.3 	0.6 	0.1 	0.5 	2.4 	1.9 	1.8 	1.3 	3.3 	0.1 
LIP_MD60,T,Y50-64,EA	: 	: 	8.0 e	8.2 e	8.3 e	8.4 e	9.5 e	9.5 e	10.3 e	11.5 e	11.3 e	: 
LIP_MD60,T,Y50-64,EA18	: 	: 	8.0 	8.2 	8.3 	8.4 	9.5 	9.6 	10.3 	11.5 	11.3 e	: 
LIP_MD60,T,Y50-64,EA19	: 	: 	8.0 	8.3 	8.3 	8.4 	9.5 	9.6 	10.3 	11.5 	11.3 e	: 
LIP_MD60,T,Y50-64,EE	: 	11.6 	16.3 	12.2 	13.2 	9.5 	14.6 	12.6 	13.0 b	16.3 	15.3 	13.4 
LIP_MD60,T,Y50-64,EL	: 	13.6 	11.8 	13.5 	15.5 	10.3 	12.8 	10.6 	13.1 	10.4 	14.2 	: 
LIP_MD60,T,Y50-64,ES	: 	8.4 	8.1 	10.6 	8.1 	7.6 b	9.8 	9.3 	12.4 	13.3 	13.4 	16.0 
LIP_MD60,T,Y50-64,EU	: 	: 	7.4 e	7.8 e	7.9 e	8.0 e	9.1 e	9.0 e	9.3 e	10.5 e	10.4 e	: 
LIP_MD60,T,Y50-64,EU27	: 	: 	7.4 e	7.8 e	7.9 	8.0 	9.1 	9.0 	9.3 	10.5 	10.3 e	: 
LIP_MD60,T,Y50-64,EU28	: 	: 	: 	: 	7.9 e	8.0 e	9.1 e	9.0 	9.3 	10.5 	10.4 e	: 
LIP_MD60,T,Y50-64,FI	: 	6.8 	6.3 	6.9 	2.8 	7.2 	7.0 	6.4 	5.6 	5.6 	4.0 	6.2 
LIP_MD60,T,Y50-64,FR	: 	5.2 	: 	: 	: 	: 	5.5 	7.3 	6.6 	8.1 	6.2 	7.1 
LIP_MD60,T,Y50-64,HR	: 	: 	: 	: 	: 	: 	: 	13.2 	: 	15.1 	12.9 	: 
LIP_MD60,T,Y50-64,HU	: 	: 	6.5 	5.0 	5.1 	5.6 	4.9 	4.8 	7.6 	7.9 	8.0 	9.4 
LIP_MD60,T,Y50-64,IE	: 	12.8 	: 	: 	: 	10.6 	13.1 	10.0 	11.5 	12.0 	: 	: 
LIP_MD60,T,Y50-64,IS	: 	0.7 	1.6 	4.4 	1.1 	0.5 	2.3 	1.2 	1.3 	3.4 	1.3 p	: 
LIP_MD60,T,Y50-64,IT	: 	9.2 	8.3 	9.2 	7.4 	7.1 	9.7 	8.3 	10.0 	12.5 	14.8 	12.4 
LIP_MD60,T,Y50-64,LT	: 	: 	10.3 	11.7 	9.7 	11.3 b	11.9 	10.4 	15.9 	11.5 	10.8 	: 
LIP_MD60,T,Y50-64,LU	: 	5.4 	5.5 	6.9 	4.5 	5.5 	8.0 	9.8 	6.8 	7.6 	11.0 b	10.7 
LIP_MD60,T,Y50-64,LV	: 	: 	16.9 	11.5 	11.5 	10.4 	14.7 b	13.7 	14.1 	8.9 	16.3 	13.1 
LIP_MD60,T,Y50-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	15.4 	13.7 	8.7 	: 
LIP_MD60,T,Y50-64,MT	: 	: 	6.1 	9.8 	8.3 	9.1 	6.5 	6.7 	8.4 	9.9 	9.0 	5.8 
LIP_MD60,T,Y50-64,NL	: 	: 	5.2 	4.3 	3.2 	3.3 	3.8 	5.4 	8.9 	4.5 	7.1 b	7.0 
LIP_MD60,T,Y50-64,NO	: 	1.5 	1.6 	2.7 	1.6 	1.2 	3.0 	1.9 	1.8 	3.8 	2.1 	0.6 
LIP_MD60,T,Y50-64,PL	: 	: 	8.1 	10.1 	10.6 	9.7 	10.5 	6.9 	11.0 	10.0 	10.5 	11.0 
LIP_MD60,T,Y50-64,PT	: 	11.8 	10.9 	10.4 	10.6 	10.5 	11.6 	11.9 	14.3 	13.3 	10.7 	16.0 
LIP_MD60,T,Y50-64,RO	: 	: 	: 	: 	12.8 	13.1 	13.0 	14.9 	13.8 	13.9 	13.4 	14.7 
LIP_MD60,T,Y50-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.2 	: 
LIP_MD60,T,Y50-64,SE	: 	1.1 	0.5 	2.1 	1.6 	2.6 	4.6 b	3.3 	4.2 	3.8 b	5.3 	2.9 
LIP_MD60,T,Y50-64,SI	: 	: 	7.5 	6.2 	8.3 	6.1 	6.0 	5.8 	8.4 	9.6 	8.7 	10.3 
LIP_MD60,T,Y50-64,SK	: 	: 	2.7 	4.2 	3.4 	5.4 	6.2 	7.8 	7.8 	7.1 	6.6 	: 
LIP_MD60,T,Y50-64,TR	: 	: 	: 	9.5 	10.8 	: 	: 	: 	6.8 	6.7 	: 	: 
LIP_MD60,T,Y50-64,UK	: 	: 	6.0 	6.6 	4.8 	5.4 	8.0 	8.6 	3.7 	7.7 	6.7 	: 
LIP_MD60,T,Y_GE65,AT	: 	10.6 	11.6 	13.2 	8.6 	13.6 b	14.9 	14.9 	13.1 	12.9 	13.2 	9.8 
LIP_MD60,T,Y_GE65,BE	: 	17.0 	15.9 	15.5 	15.1 	13.0 	11.8 	10.3 	11.0 	11.3 	11.3 	8.9 
LIP_MD60,T,Y_GE65,BG	: 	: 	: 	15.9 	25.8 	26.4 	24.9 	20.7 	18.6 	24.4 	19.4 b	21.7 
LIP_MD60,T,Y_GE65,CH	: 	: 	: 	: 	: 	: 	: 	: 	16.3 	15.3 	12.7 	: 
LIP_MD60,T,Y_GE65,CY	: 	: 	40.3 	38.0 	36.1 	31.3 	26.6 	15.6 	17.2 	12.9 	12.0 	14.5 
LIP_MD60,T,Y_GE65,CZ	: 	: 	3.3 	4.0 	3.6 	4.5 	3.2 	2.7 	2.2 	4.2 	3.6 	4.1 
LIP_MD60,T,Y_GE65,DE	11 	: 	7.7 	12.3 	10.5 	10.8 	12.1 	13.3 	10.8 	10.6 	12.4 	12.0 
LIP_MD60,T,Y_GE65,DK	: 	12.7 	8.3 	8.4 	12.7 	12.6 	12.6 	13.5 	4.3 	7.0 	4.4 	2.0 
LIP_MD60,T,Y_GE65,EA	: 	: 	11.2 e	13.0 e	12.1 e	10.8 e	10.7 e	10.0 e	9.4 e	9.2 e	9.5 e	: 
LIP_MD60,T,Y_GE65,EA18	: 	: 	11.3 	13.2 	12.1 	10.7 	10.7 	10.0 	9.4 	9.1 	9.5 e	: 
LIP_MD60,T,Y_GE65,EA19	: 	: 	11.3 	13.2 	12.0 	10.7 	10.7 	10.0 	9.5 	9.2 	9.5 e	: 
LIP_MD60,T,Y_GE65,EE	: 	15.7 	24.5 	25.1 	15.7 	11.0 	15.2 	10.4 	11.3 b	19.8 	24.9 	31.9 
LIP_MD60,T,Y_GE65,EL	: 	20.6 	18.3 	18.8 	21.2 	13.9 	11.5 	9.1 	8.3 	7.3 	8.2 	: 
LIP_MD60,T,Y_GE65,ES	: 	17.1 	15.1 	14.8 	13.0 	15.6 b	11.6 	8.7 	7.7 	8.8 	8.0 	10.0 
LIP_MD60,T,Y_GE65,EU	: 	: 	10.8 e	11.9 e	11.7 e	10.8 e	10.7 e	9.8 e	9.3 e	9.4 e	9.2 e	: 
LIP_MD60,T,Y_GE65,EU27	: 	: 	10.8 e	11.9 e	11.7 	10.8 	10.7 	9.7 	9.2 	9.3 	9.1 e	: 
LIP_MD60,T,Y_GE65,EU28	: 	: 	: 	: 	11.7 e	10.8 e	10.7 e	9.8 	9.3 	9.4 	9.2 e	: 
LIP_MD60,T,Y_GE65,FI	: 	10.1 	17.1 	19.4 	9.8 	15.1 	12.5 	11.4 	11.1 	10.6 	10.9 	8.4 
LIP_MD60,T,Y_GE65,FR	: 	8.7 	: 	: 	: 	: 	6.5 	6.6 	6.9 	6.9 	5.6 	4.7 
LIP_MD60,T,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	17.2 	: 	17.4 	21.4 	: 
LIP_MD60,T,Y_GE65,HU	: 	: 	3.6 	3.2 	1.2 	2.8 	2.7 	1.7 	3.2 	2.2 	3.4 	1.9 
LIP_MD60,T,Y_GE65,IE	: 	19.2 	: 	: 	: 	1.4 	9.7 	7.4 	3.4 	5.8 	: 	: 
LIP_MD60,T,Y_GE65,IS	: 	5.8 	4.3 	2.5 	3.3 	: z	1.5 	0.9 	4.0 	2.4 	3.2 p	: 
LIP_MD60,T,Y_GE65,IT	: 	17.6 	14.1 	17.0 	14.1 	11.8 	12.8 	10.4 	12.3 	10.4 	10.4 	11.9 
LIP_MD60,T,Y_GE65,LT	: 	: 	13.1 	15.4 	7.2 	3.8 b	7.8 	8.7 	17.3 	19.2 	20.3 	: 
LIP_MD60,T,Y_GE65,LU	: 	4.2 	3.4 	1.7 	1.0 	0.3 	2.5 	3.0 	0.3 	5.9 	2.8 b	1.3 
LIP_MD60,T,Y_GE65,LV	: 	: 	19.7 	31.4 	12.4 	6.0 	10.0 b	8.6 	11.0 	11.6 	23.6 	30.8 
LIP_MD60,T,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	11.6 	9.7 	6.1 	: 
LIP_MD60,T,Y_GE65,MT	: 	: 	11.7 	12.5 	13.9 	14.9 	13.7 	8.0 	7.9 	12.7 	12.2 	16.6 
LIP_MD60,T,Y_GE65,NL	: 	: 	7.8 	4.2 	3.1 	3.2 	3.1 	4.0 	2.5 	1.8 	3.9 b	6.0 
LIP_MD60,T,Y_GE65,NO	: 	12.6 	13.1 	10.7 	9.5 	9.1 	12.2 	8.2 	9.9 	4.8 	6.0 	5.5 
LIP_MD60,T,Y_GE65,PL	: 	: 	5.4 	5.5 	6.8 	9.6 	11.0 	8.2 	8.5 	7.9 	7.3 	9.5 
LIP_MD60,T,Y_GE65,PT	: 	20.3 	18.3 	13.8 	14.6 	13.9 	14.7 	10.7 	10.2 	10.0 	10.8 	11.7 
LIP_MD60,T,Y_GE65,RO	: 	: 	: 	: 	17.0 	13.2 	12.5 	8.2 	9.2 	11.5 	10.0 	15.0 
LIP_MD60,T,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.6 	: 
LIP_MD60,T,Y_GE65,SE	: 	2.9 	5.1 	5.6 	9.0 	8.8 	11.2 b	11.1 	9.8 	10.5 b	9.3 	10.0 
LIP_MD60,T,Y_GE65,SI	: 	: 	15.2 	16.5 	13.9 	15.3 	12.3 	16.1 	15.7 	10.6 	13.8 	10.1 
LIP_MD60,T,Y_GE65,SK	: 	: 	4.8 	7.1 	5.6 	4.9 	2.5 	4.3 	4.7 	3.3 	2.7 	: 
LIP_MD60,T,Y_GE65,TR	: 	: 	: 	11.4 	14.7 	: 	: 	: 	14.1 	15.7 	: 	: 
LIP_MD60,T,Y_GE65,UK	: 	: 	14.4 	11.3 	11.9 	11.6 	10.9 	10.1 	9.1 	9.8 	8.7 	: 
LIP_MD60,T,Y_LT18,AT	: 	4.6 	4.0 	3.7 	5.7 	10.3 b	7.9 	9.4 	10.8 	10.2 	7.6 	10.5 
LIP_MD60,T,Y_LT18,BE	: 	6.8 	9.1 	9.7 	11.6 	9.5 	14.7 	9.1 	12.4 	10.3 	12.7 	14.4 
LIP_MD60,T,Y_LT18,BG	: 	: 	: 	15.8 	21.8 	22.9 	13.9 	19.8 	25.3 	21.9 	22.8 b	20.3 
LIP_MD60,T,Y_LT18,CH	: 	: 	: 	: 	: 	: 	: 	: 	8.0 	4.5 	9.6 	: 
LIP_MD60,T,Y_LT18,CY	: 	: 	5.5 	6.5 	3.8 	5.5 	4.1 	9.8 	6.7 	6.8 	9.0 	6.2 
LIP_MD60,T,Y_LT18,CZ	: 	: 	6.1 	6.2 	10.3 	4.7 	7.3 	6.1 	5.8 	6.4 	6.1 	6.5 
LIP_MD60,T,Y_LT18,DE	: 	: 	4.6 	5.4 	8.0 	9.7 	7.7 	9.0 	7.2 	8.5 	6.1 	11.7 
LIP_MD60,T,Y_LT18,DK	: 	5.8 	3.5 	0.8 	10.1 	5.0 	6.9 	4.4 	4.5 	0.7 	5.2 	3.9 
LIP_MD60,T,Y_LT18,EA	: 	: 	10.4 e	11.1 e	13.3 e	13.5 e	12.5 e	12.9 e	12.9 e	13.7 e	13.7 e	: 
LIP_MD60,T,Y_LT18,EA18	: 	: 	10.4 	11.1 	13.3 	13.5 	12.6 	13.0 	12.9 	13.6 	13.7 e	: 
LIP_MD60,T,Y_LT18,EA19	: 	: 	10.4 	11.2 	13.2 	13.4 	12.6 	12.9 	13.0 	13.7 	13.7 e	: 
LIP_MD60,T,Y_LT18,EE	: 	11.5 	13.5 	13.2 	9.5 	15.5 	11.1 	7.9 	13.1 b	11.9 	11.4 	12.2 
LIP_MD60,T,Y_LT18,EL	: 	12.8 	14.2 	19.8 	21.4 	11.7 	16.9 	17.2 	20.1 	17.3 	20.1 	: 
LIP_MD60,T,Y_LT18,ES	: 	13.6 	17.1 	18.5 	19.1 	18.0 b	19.0 	17.6 	19.6 	21.4 	22.2 	19.2 
LIP_MD60,T,Y_LT18,EU	: 	: 	10.9 e	11.3 e	13.1 e	13.0 e	12.8 e	12.3 e	13.2 e	13.3 e	14.2 e	: 
LIP_MD60,T,Y_LT18,EU27	: 	: 	10.9 e	11.3 e	13.1 	13.0 	12.8 	12.3 	13.2 	13.3 	14.2 e	: 
LIP_MD60,T,Y_LT18,EU28	: 	: 	: 	: 	13.1 e	13.0 e	12.8 e	12.3 	13.2 	13.3 	14.2 e	: 
LIP_MD60,T,Y_LT18,FI	: 	5.8 	3.9 	2.1 	9.1 	4.1 	3.2 	4.4 	5.8 	9.2 	2.3 	2.5 
LIP_MD60,T,Y_LT18,FR	: 	6.8 	: 	: 	: 	: 	9.7 	11.6 	11.0 	11.2 	12.5 	13.8 
LIP_MD60,T,Y_LT18,HR	: 	: 	: 	: 	: 	: 	: 	14.1 	: 	14.6 	14.7 	: 
LIP_MD60,T,Y_LT18,HU	: 	: 	13.4 	16.6 	9.0 	17.3 	14.2 	14.5 	15.9 	13.4 	15.9 	4.3 
LIP_MD60,T,Y_LT18,IE	: 	12.2 	: 	: 	: 	11.4 	19.2 	10.5 	13.5 	8.2 	: 	: 
LIP_MD60,T,Y_LT18,IS	: 	4.5 	2.9 	6.2 	5.8 	2.8 	1.9 	3.6 	1.6 	4.9 	: z	: 
LIP_MD60,T,Y_LT18,IT	: 	20.9 	17.7 	16.4 	14.9 	18.0 	18.8 	19.7 	17.4 	20.0 	19.9 	18.5 
LIP_MD60,T,Y_LT18,LT	: 	: 	12.0 	14.3 	7.3 	11.1 b	15.7 	9.4 	20.5 	16.7 	12.3 	: 
LIP_MD60,T,Y_LT18,LU	: 	16.5 	14.3 	14.6 	10.3 	11.1 	10.2 	14.9 	17.8 	21.3 	14.3 b	28.7 
LIP_MD60,T,Y_LT18,LV	: 	: 	12.1 	16.7 	12.6 	12.7 	16.8 b	19.2 	11.7 	12.8 	14.7 	13.7 
