stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19	5.4 	11.0 	9.3 	1.9 	8.0 	1.2 	1.2 	6.1 	-0.9 	4.9 	8.8 	0.4 
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28	2.5 	11.9 	5.6 	-1.8 	9.1 	-0.8 	-3.0 	3.5 	-4.6 	2.9 	9.7 	5.6 
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19	-2.6 	1.5 	0.4 	0.8 	1.0 	-3.8 	1.6 	-0.8 	3.0 	-1.3 	2.3 	-1.4 
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28	-1.9 	2.9 	-1.7 	0.8 	4.7 	-7.2 	1.3 	0.0 	1.7 	0.8 	5.0 	-0.3 
IMP,SITC7,WRL_REST,TVAL_SA,EA19	56701.4 	57527.7 	57735.9 	58191.1 	58758.7 	56553.1 	57445.4 	57003.3 	58718.3 	57938.7 	59288.6 	58457.0 
IMP,SITC7,WRL_REST,TVAL_SA,EU28	49134.5 	50573.5 	49713.5 	50104.9 	52443.6 	48683.3 	49312.7 	49289.6 	50121.5 	50512.1 	53016.1 	52882.2 
