na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
D1,CP_MNAC,AT	90053.0 	91190.2 	92791.9 	96276.7 	99839.6 	103350.7 	105587.8 	107563.4 	109988.6 	112760.5 	116392.7 	122008.5 	128163.3 	134924.7 	136194.1 	138878.1 	144318.2 	150324.4 	154509.2 	158788.9 	163660.9 	170023.2 	175782.5 
D1,CP_MNAC,BE	106504.3 	108639.0 	112863.0 	116876.0 	122963.8 	128521.4 	135664.2 	140912.5 	143567.4 	147734.0 	152853.7 	160240.0 	168895.2 	178361.3 	179623.3 	183229.0 	191626.1 	198305.5 	202271.4 	204878.6 	206560.2 	210093.6 	217053.5 
D1,CP_MNAC,BG	379.9 	658.0 	5969.2 	9233.4 	9350.6 	9969.6 	11047.3 	11748.5 	12687.2 	13851.1 	15710.1 	17415.7 	20443.8 	24451.4 	25869.6 	27193.6 	28590.0 	30239.8 	32527.8 	34282.4 	36572.9 	39387.6 	43664.5 
D1,CP_MNAC,CY	3097.9 	3274.7 	3496.1 	3666.6 	3907.6 	4209.6 	4485.9 	4838.2 	5364.9 	5715.8 	6385.3 	6931.0 	7631.1 	8379.3 	8922.9 	9205.1 	9491.3 	9359.9 	8311.1 	7846.5 	7870.8 	8151.5 	8529.9 p
D1,CP_MNAC,CZ	620095.0 	728429.0 	797322.0 	837129.0 	861966.0 	915185.0 	988438.0 	1060939.0 	1118585.0 	1212333.0 	1299183.0 	1394004.0 	1513057.0 	1616737.0 	1568402.0 	1591106.0 	1626392.0 	1664701.0 	1676183.0 	1734660.0 	1821089.0 	1928147.0 	2088701.0 
D1,CP_MNAC,DE	1012628.0 	1021868.0 	1026429.0 	1048318.0 	1078593.0 	1120526.0 	1137729.0 	1144758.0 	1146217.0 	1148422.0 	1145877.0 	1165287.0 	1197070.0 	1241273.0 	1245663.0 	1281963.0 	1337273.0 	1388832.0 	1427407.0 	1483103.0 	1540768.0 	1598748.0 	1667616.0 
D1,CP_MNAC,DK	518700.0 	546120.0 	572745.0 	605624.0 	635827.0 	662277.0 	696905.0 	722152.0 	741113.0 	762991.0 	800932.0 	848967.0 	902639.0 	949819.0 	945677.0 	953668.0 	966474.0 	977516.0 	993804.0 	1017743.0 	1049664.0 	1082256.0 	1114556.0 
D1,CP_MNAC,EE	1448.3 	1807.5 	2163.3 	2394.7 	2480.9 	2789.1 	3107.0 	3441.5 	3862.7 	4278.5 	4933.0 	5917.4 	7356.0 	8238.0 	7141.7 	6959.0 	7457.9 	8143.6 	8613.1 	9256.3 	9824.0 	10449.6 	11371.3 
D1,CP_MNAC,EL	27204.0 	29634.1 	33761.7 	37458.7 	40741.7 	43481.6 	46906.2 	54048.1 	59461.5 	64137.9 	68270.7 	73066.1 	78440.9 	82947.4 	84874.5 	82130.4 	73259.4 p	66080.1 p	59715.4 p	59196.5 p	58327.0 p	58287.3 p	59602.8 p
D1,CP_MNAC,ES	219492.0 	233056.0 	251313.0 	268361.0 	288624.0 	313263.0 	337835.0 	360690.0 	386223.0 	411320.0 	444044.0 	481152.0 	522556.0 	559777.0 	549173.0 	541475.0 	530986.0 	498790.0 	485315.0 	491643.0 	514565.0 	528597.0 p	547311.0 p
