unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,CO,S12,LIAB,F,NL	483.5 	515.7 	550.2 	584.7 	629.1 	642.0 	641.4 	648.2 	669.8 	701.8 	770.5 	827.3 	872.2 	842.8 	917.3 	947.9 	1013.2 	1057.6 	1061.4 	1109.9 	1121.2 	1151.8 	1124.5 p
PC_GDP,CO,S12,LIAB,F,PL	41.8 	43.5 	49.1 	54.9 	64.8 	61.8 	68.7 	68.6 	79.9 	83.8 	94.1 	108.2 	116.0 	113.4 	115.5 	124.1 	120.1 	124.3 	130.9 	126.8 	125.5 	135.1 	131.6 
PC_GDP,CO,S12,LIAB,F,PT	163.9 	176.5 	202.3 	217.1 	227.6 	245.9 	257.4 	256.1 	273.9 	282.5 	300.2 	317.3 	332.2 	335.5 	364.9 	378.1 	355.2 	361.8 	341.0 	338.5 	319.7 	313.4 	306.3 
PC_GDP,CO,S12,LIAB,F,RO	102.9 e	82.5 e	53.7 e	46.8 	45.1 	40.6 	43.1 	48.5 	47.0 	61.3 	77.4 	88.3 	94.9 	87.0 	102.8 	107.6 	106.4 	105.3 	98.6 	95.0 	93.4 	92.5 	89.5 
PC_GDP,CO,S12,LIAB,F,SE	180.1 	192.1 	207.2 	227.8 	245.4 	264.4 	257.8 	254.4 	262.7 	279.0 	313.5 	318.2 	333.3 	345.8 	365.4 	364.8 	365.6 	376.2 	398.3 	427.4 	406.2 	420.2 	429.9 
PC_GDP,CO,S12,LIAB,F,SI	61.9 	67.5 	70.1 	73.5 	77.1 	83.7 	92.4 	100.1 	104.2 	111.4 	126.3 	136.7 	168.4 	161.5 	177.5 	172.6 	165.9 	163.9 	146.7 	150.0 	141.9 	140.8 	137.3 
PC_GDP,CO,S12,LIAB,F,SK	218.0 	208.0 	197.5 	184.9 	177.8 	169.7 	168.0 	150.9 	145.2 	140.4 	150.9 	131.8 	121.0 	122.8 	139.5 	136.8 	131.5 	126.5 	127.7 	135.7 	144.1 	151.8 	171.6 
PC_GDP,CO,S12,LIAB,F,UK	403.9 	414.3 	455.5 	494.8 	475.7 	522.1 	531.4 	529.0 	576.4 	702.4 	782.4 	807.1 	940.2 	1371.5 	1158.4 	1210.7 	1289.8 	1205.7 	1057.8 	1085.0 	954.4 	1028.3 	962.5 
PC_GDP,CO,S12,LIAB,F1,AT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.7 	0.7 	0.7 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 
PC_GDP,CO,S12,LIAB,F1,BE	0.2 	0.3 	0.3 	0.2 	0.3 	0.3 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	1.3 	1.4 	1.4 	1.3 	1.2 	1.3 	1.3 	1.3 	1.2 
PC_GDP,CO,S12,LIAB,F1,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	0.7 	0.8 	: 	: 	: 	: 	: 	: 
PC_GDP,CO,S12,LIAB,F1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.5 
PC_GDP,CO,S12,LIAB,F1,DE	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.4 
PC_GDP,CO,S12,LIAB,F1,DK	0.1 	0.1 	0.2 	0.2 	0.2 	0.0 	0.2 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.7 	0.7 	0.7 	0.7 	0.6 	0.6 	0.0 	0.0 	0.0 
PC_GDP,CO,S12,LIAB,F1,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 
PC_GDP,CO,S12,LIAB,F1,EL	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.4 	0.4 	0.4 	0.5 	0.5 	0.5 	0.0 	0.0 	0.0 
PC_GDP,CO,S12,LIAB,F1,ES	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 
PC_GDP,CO,S12,LIAB,F1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.6 
PC_GDP,CO,S12,LIAB,F1,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.6 	0.6 	0.6 	0.6 	0.5 	0.6 	0.6 	0.6 	0.5 
PC_GDP,CO,S12,LIAB,F1,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.7 	0.8 	0.8 	0.8 	0.8 	0.8 	0.9 	0.8 	0.7 
PC_GDP,CO,S12,LIAB,F1,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.1 	1.2 	1.3 	1.2 	1.1 	1.1 	1.1 	1.1 	1.0 
PC_GDP,CO,S12,LIAB,F1,IE	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,CO,S12,LIAB,F1,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.5 	0.5 	0.5 
PC_GDP,CO,S12,LIAB,F1,LT	0.3 	0.1 	0.1 	0.1 	0.0 	0.0 	0.2 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.6 	0.6 	0.5 	0.5 	0.4 	0.4 	0.5 	0.5 	0.4 
PC_GDP,CO,S12,LIAB,F1,LU	: 	: 	: 	: 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.7 	0.7 	0.7 	0.7 	0.6 	0.6 	0.6 	0.6 	0.5 
PC_GDP,CO,S12,LIAB,F1,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	0.0 
PC_GDP,CO,S12,LIAB,F1,MT	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,CO,S12,LIAB,F1,NL	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.8 	0.9 	0.9 	0.9 	0.8 	0.9 	0.9 	0.9 	0.8 p
PC_GDP,CO,S12,LIAB,F1,PL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 
PC_GDP,CO,S12,LIAB,F1,PT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.5 	0.6 	0.5 	0.6 	0.6 	0.6 	0.5 
PC_GDP,CO,S12,LIAB,F1,RO	0.0 e	0.0 e	0.0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.9 	0.9 	0.9 	0.9 	0.8 	0.8 	0.8 	0.7 	0.6 
PC_GDP,CO,S12,LIAB,F1,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.7 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 
PC_GDP,CO,S12,LIAB,F1,SI	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.6 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.6 
PC_GDP,CO,S12,LIAB,F1,UK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,CO,S12,LIAB,F2,AT	118.0 	120.8 	121.1 	122.6 	129.8 	130.7 	131.8 	123.9 	127.1 	131.3 	143.6 	146.1 	150.1 	154.3 	151.9 	148.0 	148.3 	144.7 	140.1 	136.5 	134.8 	134.7 	133.6 
PC_GDP,CO,S12,LIAB,F2,BE	179.6 	187.9 	194.4 	187.5 	196.7 	179.3 	193.8 	194.1 	208.3 	222.5 	256.8 	263.7 	283.1 	248.1 	224.0 	216.5 	211.1 	190.4 	183.0 	186.7 	184.1 	185.4 	184.9 
PC_GDP,CO,S12,LIAB,F2,BG	54.9 	90.0 	39.2 	31.7 	40.0 	44.0 	47.8 	50.9 	56.1 	64.5 	69.3 	77.3 	88.9 	89.3 	87.9 	84.6 	81.4 	90.1 	93.5 	97.7 	96.3 	102.8 	96.0 
PC_GDP,CO,S12,LIAB,F2,CY	212.7 	225.4 	222.0 	235.4 	233.5 	204.1 	226.4 	233.0 	236.4 	248.4 	307.0 	327.4 	385.2 	502.3 	604.6 	555.6 	532.8 	537.7 	373.3 	353.5 	347.1 	327.8 	298.0 
PC_GDP,CO,S12,LIAB,F2,CZ	71.7 	69.3 	74.8 	71.1 	74.3 	74.0 	74.2 	73.6 	74.3 	72.6 	78.3 	77.5 	81.8 	83.5 	85.4 	85.4 	88.8 	93.0 	97.9 	97.2 	95.8 	103.4 	118.0 
PC_GDP,CO,S12,LIAB,F2,DE	110.1 	116.8 	123.3 	131.3 	138.1 	142.9 	144.9 	144.3 	145.9 	147.5 	152.6 	153.7 	156.8 	161.0 	166.4 	166.3 	162.4 	166.4 	156.6 	154.9 	155.9 	161.1 	162.7 
PC_GDP,CO,S12,LIAB,F2,DK	74.8 	78.9 	85.7 	87.6 	90.4 	92.2 	90.1 	94.5 	104.8 	107.1 	116.4 	122.3 	141.7 	149.0 	144.0 	139.7 	136.9 	134.5 	133.9 	127.1 	112.7 	113.3 	114.1 
PC_GDP,CO,S12,LIAB,F2,EE	30.3 	30.7 	37.3 	34.1 	39.0 	43.2 	44.8 	47.8 	49.5 	56.2 	63.9 	70.4 	98.8 	107.1 	124.7 	110.6 	105.4 	98.2 	94.4 	97.9 	103.5 	103.6 	98.0 
PC_GDP,CO,S12,LIAB,F2,EL	84.6 	87.9 	86.4 	83.1 	91.1 	97.2 	105.6 	108.1 	100.4 	103.7 	119.8 	124.7 	141.3 	164.7 	178.6 	198.4 	201.6 	200.5 	182.7 	178.7 	174.7 	175.8 	156.0 
PC_GDP,CO,S12,LIAB,F2,ES	102.0 	102.8 	101.7 	102.5 	110.0 	117.7 	117.5 	118.6 	119.9 	119.7 	126.3 	128.4 	133.1 	144.4 	154.9 	156.3 	164.6 	171.1 	161.2 	159.9 	158.5 	161.6 	162.5 
PC_GDP,CO,S12,LIAB,F2,FI	58.1 	55.3 	62.0 	57.7 	59.8 	61.1 	69.0 	67.6 	69.1 	71.1 	75.4 	77.0 	81.0 	92.5 	111.1 	126.5 	153.7 	154.6 	140.0 	138.8 	132.5 	127.4 	124.2 
PC_GDP,CO,S12,LIAB,F2,FR	91.5 	93.5 	101.0 	98.4 	103.8 	101.6 	103.7 	106.8 	108.8 	114.9 	130.1 	138.5 	150.0 	150.7 	148.1 	152.3 	147.6 	146.4 	144.7 	149.7 	154.3 	160.7 	164.3 
PC_GDP,CO,S12,LIAB,F2,HR	: 	: 	: 	: 	: 	: 	79.0 	86.5 	95.1 	99.1 	105.2 	111.7 	109.5 	105.3 	116.2 	120.8 	123.3 	121.9 	126.3 	125.0 	122.8 	118.5 	119.9 
PC_GDP,CO,S12,LIAB,F2,HU	64.3 	60.2 	57.2 	54.2 	59.0 	58.4 	56.5 	50.9 	55.4 	53.8 	58.6 	62.6 	66.3 	80.4 	81.6 	82.6 	83.1 	72.8 	66.7 	66.5 	65.1 	69.5 	69.8 
PC_GDP,CO,S12,LIAB,F2,IE	: 	: 	: 	: 	: 	: 	258.9 	262.7 	277.6 	298.9 	345.0 	381.5 	426.7 	548.7 	555.4 	540.4 	435.5 	352.3 	294.9 	237.5 	161.1 	158.7 	141.0 
PC_GDP,CO,S12,LIAB,F2,IT	85.8 	81.8 	77.6 	71.3 	72.7 	72.0 	70.1 	68.4 	74.5 	76.7 	82.7 	89.9 	94.6 	95.6 	100.4 	101.1 	106.4 	113.8 	118.7 	118.9 	122.7 	130.8 	135.2 
PC_GDP,CO,S12,LIAB,F2,LT	26.8 	21.8 	24.3 	25.3 	25.9 	28.0 	31.6 	34.5 	45.4 	49.8 	63.8 	74.5 	81.2 	77.8 	90.4 	86.4 	75.1 	72.4 	67.4 	65.1 	72.6 	85.7 	85.9 
PC_GDP,CO,S12,LIAB,F2,LU	: 	: 	: 	: 	1667.4 	1635.5 	1748.8 	1573.2 	1577.3 	1524.1 	1610.7 	1532.4 	1503.8 	1481.9 	1401.5 	1312.7 	1312.1 	1197.4 	1104.3 	1044.7 	991.0 	984.9 	935.0 
PC_GDP,CO,S12,LIAB,F2,LV	24.8 	30.0 	40.5 	36.6 	42.2 	52.3 	62.4 	68.1 	74.3 	82.2 	82.4 	87.3 	84.8 	72.3 	79.7 	102.3 	87.9 	94.2 	93.1 	123.5 	124.5 	130.6 	121.7 
PC_GDP,CO,S12,LIAB,F2,MT	159.6 e	177.3 e	195.5 e	242.1 e	272.3 e	271.2 e	259.5 e	285.0 e	305.5 e	335.4 	420.9 	389.9 	446.6 	527.9 	501.6 	592.3 	585.9 	572.8 	546.9 	562.5 	446.2 	400.3 	380.1 
PC_GDP,CO,S12,LIAB,F2,NL	97.7 	103.8 	112.8 	134.7 	135.4 	132.9 	144.2 	148.1 	153.8 	165.8 	173.8 	189.9 	204.5 	179.7 	180.7 	182.9 	185.9 	179.9 	167.8 	185.5 	189.6 	195.0 	186.2 p
PC_GDP,CO,S12,LIAB,F2,PL	34.5 	36.3 	38.5 	41.0 	44.9 	43.3 	47.3 	44.7 	47.1 	45.7 	47.8 	50.2 	54.8 	60.2 	61.0 	62.7 	64.0 	61.9 	64.1 	67.5 	69.5 	77.8 	72.9 
PC_GDP,CO,S12,LIAB,F2,PT	119.4 	125.3 	131.3 	135.1 	143.0 	156.7 	161.7 	160.5 	163.3 	164.7 	172.7 	179.6 	181.2 	183.9 	189.3 	203.4 	204.3 	208.8 	195.2 	191.0 	184.8 	188.8 	183.5 
PC_GDP,CO,S12,LIAB,F2,RO	58.8 e	50.9 e	33.2 e	32.3 	33.1 	31.7 	34.3 	38.5 	35.3 	43.3 	48.5 	57.5 	64.5 	57.9 	64.7 	65.4 	65.8 	64.3 	67.9 	66.5 	65.5 	64.5 	62.0 
PC_GDP,CO,S12,LIAB,F2,SE	62.3 	63.3 	65.3 	70.0 	67.3 	78.0 	74.9 	72.4 	69.3 	77.2 	85.4 	90.7 	93.1 	110.2 	101.9 	94.0 	96.9 	98.4 	97.3 	102.5 	97.7 	103.5 	107.0 
PC_GDP,CO,S12,LIAB,F2,SI	37.4 	40.4 	42.2 	44.9 	45.2 	49.0 	55.9 	59.1 	58.4 	58.8 	64.1 	65.6 	86.9 	86.5 	94.6 	89.4 	90.4 	93.9 	80.3 	82.2 	78.7 	83.1 	83.5 
PC_GDP,CO,S12,LIAB,F2,SK	182.9 	175.4 	166.0 	154.4 	151.9 	144.5 	142.6 	131.3 	123.9 	114.0 	120.5 	99.6 	80.3 	81.1 	95.4 	94.2 	91.4 	85.0 	85.1 	89.8 	91.3 	98.1 	112.7 
PC_GDP,CO,S12,LIAB,F2,UK	173.2 	166.9 	180.4 	190.6 	166.4 	188.3 	197.2 	211.6 	225.2 	243.0 	267.5 	279.1 	310.4 	334.2 	345.3 	330.8 	326.5 	315.4 	294.6 	278.8 	265.2 	285.7 	288.5 
PC_GDP,CO,S12,LIAB,F3,AT	30.8 	31.3 	31.8 	29.6 	34.1 	41.5 	45.1 	46.1 	46.5 	50.0 	55.3 	60.2 	63.7 	67.2 	62.6 	60.9 	57.8 	53.6 	49.3 	44.2 	37.9 	32.8 	29.1 
PC_GDP,CO,S12,LIAB,F3,BE	46.2 	44.6 	40.0 	35.8 	34.0 	34.9 	32.1 	30.5 	28.0 	24.0 	20.5 	19.9 	24.0 	26.0 	29.0 	23.1 	21.9 	19.8 	20.0 	23.1 	23.8 	25.7 	25.3 
PC_GDP,CO,S12,LIAB,F3,BG	5.7 	3.3 	0.8 	0.2 	0.1 	0.0 	0.0 	0.0 	0.1 	0.4 	0.9 	1.8 	1.0 	0.2 	0.8 	0.2 	0.2 	0.3 	0.8 	0.9 	0.8 	1.0 	1.1 
PC_GDP,CO,S12,LIAB,F3,CY	0.0 	1.0 	1.2 	1.1 	4.0 	1.4 	12.0 	5.3 	10.0 	26.2 	38.5 	51.7 	45.4 	49.9 	46.8 	26.8 	24.9 	25.1 	33.0 	38.5 	35.7 	53.5 	54.7 
PC_GDP,CO,S12,LIAB,F3,CZ	2.9 	2.1 	1.6 	1.4 	2.4 	2.6 	4.3 	1.4 	1.6 	1.1 	1.3 	1.3 	2.4 	1.8 	1.7 	1.8 	1.4 	1.7 	1.3 	3.0 	5.5 	7.7 	9.1 
PC_GDP,CO,S12,LIAB,F3,DE	44.8 	49.7 	52.8 	60.4 	63.2 	67.4 	69.7 	72.1 	72.4 	75.3 	75.8 	71.9 	68.1 	71.2 	72.4 	65.9 	62.1 	57.2 	48.5 	46.8 	43.2 	41.8 	38.7 
PC_GDP,CO,S12,LIAB,F3,DK	59.0 	58.3 	60.3 	70.5 	67.7 	61.9 	60.4 	59.5 	56.1 	50.0 	63.2 	64.4 	66.3 	69.3 	84.9 	81.0 	74.2 	70.5 	66.8 	67.1 	69.8 	74.6 	71.6 
PC_GDP,CO,S12,LIAB,F3,EE	0.4 	1.1 	5.4 	7.5 	4.0 	5.9 	5.4 	5.3 	9.9 	16.2 	12.4 	8.4 	6.7 	5.7 	0.6 	0.6 	0.3 	0.1 	0.6 	0.6 	0.6 	0.5 	0.5 
PC_GDP,CO,S12,LIAB,F3,EL	8.9 	6.4 	0.7 	0.6 	0.3 	0.2 	0.1 	0.2 	0.4 	0.3 	0.3 	0.3 	0.4 	1.8 	3.1 	3.2 	3.1 	1.4 	1.0 	0.7 	0.1 	0.1 	0.1 
PC_GDP,CO,S12,LIAB,F3,ES	2.7 	2.5 	2.4 	3.4 	5.7 	6.2 	7.8 	10.8 	17.2 	24.9 	39.2 	56.8 	62.6 	55.3 	56.5 	50.9 	49.1 	44.0 	39.7 	38.7 	33.3 	29.3 	26.6 
PC_GDP,CO,S12,LIAB,F3,FI	28.5 	27.0 	24.6 	20.7 	19.2 	12.4 	12.6 	13.8 	15.1 	19.5 	22.5 	24.8 	24.7 	26.6 	31.5 	33.1 	38.1 	42.2 	41.2 	45.8 	44.3 	42.7 	38.3 
PC_GDP,CO,S12,LIAB,F3,FR	19.1 	15.9 	15.2 	14.8 	16.8 	17.7 	18.8 	17.2 	18.1 	20.3 	22.7 	25.3 	27.9 	30.9 	33.2 	35.0 	34.7 	35.0 	34.7 	36.1 	34.2 	33.3 	32.7 
PC_GDP,CO,S12,LIAB,F3,HR	: 	: 	: 	: 	: 	: 	3.3 	3.0 	2.1 	1.4 	1.3 	1.2 	1.1 	1.2 	0.1 	0.1 	0.3 	0.3 	0.4 	0.4 	0.3 	0.3 	0.2 
PC_GDP,CO,S12,LIAB,F3,HU	37.7 	30.7 	23.5 	24.1 	19.6 	15.8 	11.6 	7.4 	5.4 	5.3 	5.7 	8.0 	9.2 	10.3 	9.8 	9.0 	8.0 	5.5 	5.8 	3.7 	3.3 	1.7 	1.7 
PC_GDP,CO,S12,LIAB,F3,IE	: 	: 	: 	: 	: 	: 	42.9 	46.1 	99.5 	164.7 	249.3 	275.5 	281.3 	344.4 	384.6 	385.7 	365.5 	338.3 	254.7 	221.7 	186.9 	159.3 	134.6 
PC_GDP,CO,S12,LIAB,F3,IT	4.1 	9.0 	13.4 	17.8 	17.7 	22.4 	24.5 	27.4 	30.0 	32.5 	35.0 	37.7 	39.6 	42.8 	46.4 	49.1 	46.2 	48.7 	44.7 	38.9 	32.7 	27.9 	25.3 
PC_GDP,CO,S12,LIAB,F3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.3 	1.0 	1.3 	1.8 	2.8 	2.3 	2.2 	1.2 	1.1 	0.9 	0.3 	0.2 	0.1 	0.0 	0.1 
