coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP11,I15,AT	106.02 	106.71 	109.00 	108.90 	109.89 	109.57 	109.27 	108.76 	108.81 	109.70 	110.08 	109.32 
CP11,I15,BE	106.83 	105.38 	107.17 	106.39 	107.61 	106.76 	107.78 	107.90 	107.64 	111.41 	111.18 	107.81 
CP11,I15,BG	102.41 	102.39 	105.32 	106.51 	106.79 	106.68 	106.62 	106.38 	110.80 	118.62 	119.89 	112.30 
CP11,I15,CH	99.42 	98.85 	99.49 	100.64 	100.69 	101.49 	100.01 	100.43 	100.55 	100.73 	100.64 	100.35 
CP11,I15,CY	104.61 	98.02 	98.10 	97.30 	97.48 	99.10 	100.68 	105.45 	108.37 	111.09 	112.09 	110.14 
CP11,I15,CZ	108.0 	107.7 	108.0 	108.2 	108.3 	108.9 	109.7 	110.4 	110.6 	111.2 	111.2 	111.6 
CP11,I15,DE	104.7 	104.5 	104.8 	105.0 	105.3 	105.6 	105.8 	106.1 	106.6 	106.6 	106.7 	107.1 
CP11,I15,DK	104.7 	103.6 	103.6 	103.4 	103.5 	103.8 	104.5 	107.1 	108.1 	114.6 	113.2 	106.3 
CP11,I15,EA	104.70 	103.29 	103.51 	103.50 	103.93 	104.77 	105.40 	106.30 	106.70 	107.98 	108.45 	107.37 
CP11,I15,EA18	104.68 	103.27 	103.49 	103.48 	103.91 	104.75 	105.38 	106.28 	106.67 	107.95 	108.42 	107.34 
CP11,I15,EA19	104.70 	103.29 	103.51 	103.50 	103.93 	104.77 	105.40 	106.30 	106.70 	107.98 	108.45 	107.37 
CP11,I15,EE	110.79 	110.05 	108.74 	107.61 	108.87 	108.99 	111.17 	114.66 	118.06 	120.18 	121.93 	116.19 
CP11,I15,EL	105.21 	103.10 	103.10 	103.19 	103.65 	104.14 	105.57 	107.87 	108.60 	108.39 	108.73 	108.42 
CP11,I15,ES	104.33 	103.07 	103.31 	102.94 	103.67 	104.55 	105.07 	105.74 	106.20 	107.10 	107.39 	107.15 
CP11,I15,EU	105.12 	104.13 	104.29 	104.29 	104.64 	105.35 	106.01 	106.80 	107.26 	108.39 	108.77 r	107.93 
CP11,I15,EU28	105.12 	104.13 	104.29 	104.29 	104.64 	105.35 	106.01 	106.80 	107.26 	108.39 	108.77 r	107.93 
CP11,I15,FI	104.10 	104.69 	104.15 	104.51 	105.22 	105.17 	105.22 	105.18 	106.58 	107.79 	107.26 	106.17 
CP11,I15,FR	102.94 	102.84 	103.06 	103.79 	103.37 	105.44 	103.78 	104.45 	105.69 	108.43 	110.93 	106.05 
CP11,I15,HR	104.18 	102.29 	101.96 	101.81 	101.37 	101.58 	104.06 	103.12 	108.70 	115.22 	114.69 	108.01 
CP11,I15,HU	108.18 	107.17 	107.19 	107.43 	108.10 	108.95 	110.12 	111.00 	112.01 	112.63 	112.83 	113.18 
CP11,I15,IE	105.2 	104.4 	104.4 	103.4 	104.3 	105.2 	105.7 	106.5 	107.5 	108.3 	109.1 	108.4 
CP11,I15,IS	120.22 	114.92 	113.70 	116.16 	116.39 	115.98 	114.12 	122.29 	130.04 	131.76 	131.75 	125.15 
CP11,I15,IT	103.3 	101.4 	101.2 	101.2 	101.5 	102.2 	103.9 	104.7 	104.6 	105.1 	104.9 	105.3 
CP11,I15,LT	114.72 	114.00 	113.59 	113.67 	114.64 	115.07 	115.98 	118.91 	120.60 	120.55 	121.35 	121.39 
CP11,I15,LU	103.67 	103.75 	103.92 	104.27 	104.38 	104.60 	104.54 	104.80 	104.84 	104.68 	105.73 	106.41 
CP11,I15,LV	101.59 	101.82 	102.09 	101.46 	101.58 	102.81 	104.35 	107.24 	108.78 	108.27 	109.67 	110.80 
CP11,I15,MK	105.82 d	105.92 d	106.30 d	105.87 d	105.87 d	105.95 d	105.99 d	107.83 d	109.87 d	111.52 d	112.81 d	109.99 d
CP11,I15,MT	107.20 	92.63 	90.38 	89.23 	91.52 	94.71 	106.53 	113.59 	120.20 	121.74 	125.03 	117.78 
CP11,I15,NL	108.71 	103.61 	104.40 	103.51 	105.67 	105.44 	109.13 	111.51 	110.15 	114.94 	116.11 	110.63 
CP11,I15,NO	107.3 	107.9 	107.4 	107.8 	108.3 	107.6 	109.3 	109.3 	110.4 	110.1 	111.0 	111.1 
CP11,I15,PL	104.5 	104.5 	104.7 	105.1 	105.2 	105.3 	105.5 	106.0 	106.3 	106.6 	106.7 	107.3 
