unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,FI	4093.2 	3935.5 	5704.3 	6163.0 	6566.6 	10284.4 	11641.3 	12194.6 	7036.2 	9161.5 	5013.1 	6356.0 	6893.0 	4045.0 	2964.0 	2046.0 	-3425.0 	-4548.0 	-4571.0 	-3754.0 	-1539.0 	-1614.0 	-1507.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,FR	: 	: 	: 	: 	47673.0 	16255.0 	24223.0 	18231.0 	13628.0 	9079.0 	1836.0 	4680.0 	-1979.0 	-13874.0 	-10652.0 	-12547.0 	-17690.0 	-20151.0 	-10797.0 	-20553.0 	-8090.0 	-16765.0 	-13135.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-4169.0 	-5939.0 	-15215.0 	-14071.0 	-10715.0 	-14382.0 	-19564.0 	-23468.0 	-31306.0 	-17409.0 	-4020.0 	-2607.0 	-813.0 	2987.0 	6450.0 	15028.0 	8756.0 	14330.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,HU	-181101.6 	-263839.4 	-352436.5 	-741064.8 	-916994.2 	-1131813.9 	-900587.2 	-1098805.2 	-1528332.4 	-1794392.3 	-1571022.6 	-1706966.4 	-1820188.3 	-1890979.0 	-211684.0 	82027.0 	216353.0 	502126.6 	1142181.6 	485078.5 	931855.1 	2187358.3 	1222805.5 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,IE	: 	: 	: 	: 	: 	: 	: 	336.0 	717.0 	-153.1 	-6028.7 	-9899.2 	-12830.2 	-12975.0 	-9497.0 	-3330.0 	-4067.0 	-4605.0 	2787.0 	2093.0 	11556.0 	-11373.0 	24924.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,IT	19057.0 	: c	: c	18758.0 	13194.0 	699.0 	6815.0 	-3631.0 	-8469.0 	-5023.0 	-13414.0 	-23268.0 	-22366.0 	-45996.0 	-29717.0 	-54742.0 	-49061.0 	-5455.0 	15847.0 	30960.0 	24412.0 	42779.0 	48313.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1387.0 	-1526.9 	-2623.8 	-4496.0 	-4448.6 	385.3 	-357.5 	-1423.4 	-470.2 	292.1 	1157.7 	-847.2 	-299.9 	370.7 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,LU	: 	: 	: 	: 	: 	: 	: 	2345.0 	1698.0 	3298.0 	3300.0 	3348.0 	3619.0 	2887.0 	2662.0 	2682.0 	2611.0 	2489.0 	2518.0 	2569.0 	2641.0 	2696.0 	2734.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-324.0 	-559.0 	-544.0 	-744.0 	-1358.0 	-1611.0 	-3572.0 	-4691.0 	-3007.0 	1463.0 	368.0 	-641.0 	-794.0 	-621.0 	-411.0 	-113.0 	403.0 	191.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-180.3 	-335.0 	-354.7 	-110.3 	-64.5 	-403.8 	-307.4 	-13.7 	122.0 	203.7 	744.1 	424.3 	711.7 	1531.8 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	40231.0 	38892.0 	53164.0 	42714.0 	32216.0 	33816.0 	44503.0 	55912.0 	66701.0 	64403.0 	56934.0 	43435.0 	57104.0 	77250.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-50945.0 	-25796.0 	-42743.0 	-75165.0 	-85785.0 	-54268.0 	-77773.0 	-81496.0 	-60483.0 	-21037.0 	-35654.0 	-10231.0 	-9686.0 	3170.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,PT	: 	-4240.0 	-6314.0 	-8408.0 	-10593.0 	-13877.0 	-14174.0 	-12105.0 	-10474.0 	-12691.0 	-15678.0 	-17743.0 	-17089.0 	-21691.0 	-18285.0 	-18260.0 	-10573.0 	-3018.0 	2689.0 	141.0 	210.0 	1102.0 	878.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,RO	: 	: 	: 	: 	-2305.0 	-3111.0 	-6592.0 	-5179.0 	-11806.0 	-20686.0 	-25032.0 	-35836.0 	-57912.0 	-61742.0 	-24739.0 	-26975.0 	-27808.0 	-28523.0 	-6857.0 	-4434.0 	-8774.0 	-15709.0 	-28782.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,SE	60104.0 	64574.0 	78848.0 	77142.0 	88036.0 	94338.0 	117462.0 	115227.0 	157730.0 	168474.0 	175957.0 	254095.0 	269467.0 	265691.0 	198426.0 	209889.0 	203695.0 	205875.0 	197279.0 	179052.0 	190345.0 	186896.0 	152055.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,SI	-74.0 	12.0 	21.0 	-132.0 	-692.0 	-610.0 	7.0 	216.0 	-215.0 	-747.0 	-524.0 	-580.0 	-1451.0 	-2018.0 	-203.0 	-43.0 	70.0 	775.3 	1593.9 	2178.8 	1760.1 	2223.7 	3077.3 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3518.6 	-4178.7 	-4312.1 	-3302.5 	-4262.1 	-2207.1 	-3183.5 	-3497.0 	683.7 	1379.0 	870.5 	-1391.1 	-1756.4 	-1689.6 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,NSA,UK	: 	: 	1279.0 	-871.0 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	-90692.0 	-90897.0 	-93165.0 	-102790.0 	-76499.0 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,AT	-2.7 	-2.8 	-2.6 	-1.9 	-2.3 	-0.7 	-0.8 	2.1 	1.5 	2.1 	2.3 	3.3 	3.8 	4.5 	2.6 	2.9 	1.6 	1.5 	1.9 	2.5 	1.7 	2.5 	2.0 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,BE	: 	: 	: 	: 	: 	: 	: 	: 	3.5 	3.3 	2.1 	1.9 	2.0 	-1.0 	-1.1 	1.8 	-1.1 	-0.1 	-0.3 	-0.9 	-1.0 	-0.6 	0.7 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,BG	: 	: 	: 	-0.2 	-4.6 	-5.3 	-5.4 	-2.4 	-5.3 	-6.4 	-11.4 	-17.2 	-23.9 	-22.0 	-8.3 	-1.7 	0.3 	-0.9 	1.3 	1.2 	0.0 	2.6 	6.7 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5.1 	-6.0 	-8.2 	-11.8 	-15.5 	-7.7 	-11.3 	-4.1 	-6.0 	-4.9 	-4.3 	-1.5 	-5.1 	-8.4 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,CZ	-2.3 	-6.2 	-5.8 	-1.9 	-2.3 	-4.4 	-4.8 	-5.1 	-5.7 	-3.7 	-2.1 	-2.5 	-4.6 	-1.9 	-2.3 	-3.6 	-2.1 	-1.6 	-0.5 	0.2 	0.2 	1.6 	1.1 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,DE	-1.2 	-0.7 	-0.5 	-0.7 	-1.4 	-1.7 	-0.4 	1.9 	1.4 	4.5 	4.6 	5.7 	6.7 	5.6 	5.7 	5.6 	6.1 	7.0 	6.7 	7.5 	8.9 	8.5 	7.9 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2 	3.3 	1.4 	2.9 	3.5 	6.6 	6.6 	6.3 	7.8 	8.9 	8.3 	8.0 	8.1 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,EE	-4.0 	-8.2 	-11.2 	-8.6 	-4.3 	-5.4 	-7.1 	-11.1 	-12.9 	-12.0 	-8.7 	-15.0 	-15.0 	-8.7 	2.5 	1.8 	1.3 	-1.9 	0.5 	0.8 	1.8 	2.0 	3.2 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,EL	: 	: 	: 	: 	: 	: 	: 	-6.8 	-8.5 	-7.7 	-8.9 	-11.5 	-15.2 	-15.1 	-12.3 	-11.4 	-10.0 	-3.8 	-2.0 	-1.6 	-0.2 	-1.3 	-1.0 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,ES	-0.9 	-0.7 	-0.7 	-1.7 	-3.3 	-4.4 	-4.4 	-3.7 	-3.9 	-5.6 	-7.5 	-9.0 	-9.6 	-9.3 	-4.3 	-3.9 	-3.2 	-0.2 	1.5 	1.1 	1.2 	2.3 	1.8 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,FI	4.0 	3.8 	5.1 	5.2 	5.2 	7.5 	8.1 	8.2 	4.6 	5.8 	3.0 	3.7 	3.7 	2.1 	1.6 	1.1 	-1.7 	-2.3 	-2.2 	-1.8 	-0.7 	-0.7 	-0.7 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,FR	: 	: 	: 	: 	3.4 	1.1 	1.6 	1.1 	0.8 	0.5 	0.1 	0.3 	-0.1 	-0.7 	-0.6 	-0.6 	-0.9 	-1.0 	-0.5 	-1.0 	-0.4 	-0.8 	-0.6 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-2.3 	-3.1 	-7.2 	-6.1 	-4.3 	-5.3 	-6.7 	-7.3 	-9.0 	-5.3 	-1.2 	-0.8 	-0.2 	0.9 	1.9 	4.4 	2.5 	3.9 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,HU	-3.1 	-3.7 	-4.0 	-7.1 	-7.9 	-8.5 	-5.8 	-6.3 	-8.0 	-8.5 	-7.0 	-7.0 	-7.1 	-7.0 	-0.8 	0.3 	0.8 	1.7 	3.8 	1.5 	2.7 	6.2 	3.2 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,IE	: 	: 	: 	0.8 	0.2 	0.6 	0.2 	0.2 	0.5 	-0.1 	-3.5 	-5.4 	-6.5 	-6.9 	-5.6 	-2.0 	-2.4 	-2.6 	1.5 	1.1 	4.4 	-4.2 	8.5 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,IT	2.1 	2.9 	2.6 	1.7 	1.1 	0.1 	0.5 	-0.3 	-0.6 	-0.3 	-0.9 	-1.5 	-1.4 	-2.8 	-1.9 	-3.4 	-3.0 	-0.3 	1.0 	1.9 	1.5 	2.5 	2.8 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.6 	-7.3 	-10.9 	-15.5 	-13.6 	1.4 	-1.3 	-4.6 	-1.4 	0.8 	3.2 	-2.3 	-0.8 	0.9 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,LU	11.1 	10.3 	9.8 	8.9 	8.0 	12.6 	8.3 	9.3 	6.5 	11.8 	11.0 	9.9 	9.7 	7.6 	7.2 	6.7 	6.0 	5.6 	5.4 	5.1 	5.1 	5.1 	4.9 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-3.8 	-6.0 	-5.4 	-7.1 	-11.6 	-11.7 	-20.7 	-20.7 	-12.3 	7.8 	2.1 	-3.2 	-3.6 	-2.7 	-1.7 	-0.5 	1.6 	0.7 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3.7 	-6.5 	-6.6 	-1.9 	-1.1 	-6.6 	-4.7 	-0.2 	1.7 	2.7 	8.8 	4.5 	7.0 	13.8 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	7.1 	9.1 	6.9 	5.0 	5.4 	7.0 	8.6 	10.2 	9.8 	8.5 	6.3 	8.1 	10.5 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5.5 	-2.6 	-4.0 	-6.3 	-6.7 	-4.0 	-5.4 	-5.2 	-3.7 	-1.3 	-2.1 	-0.6 	-0.5 	0.2 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,PT	: 	-4.4 	-6.1 	-7.6 	-8.9 	-10.8 	-10.4 	-8.5 	-7.2 	-8.3 	-9.9 	-10.7 	-9.7 	-12.1 	-10.4 	-10.1 	-6.0 	-1.8 	1.6 	0.1 	0.1 	0.6 	0.5 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,RO	: 	: 	: 	: 	-4.2 	-3.8 	-5.6 	-3.4 	-5.9 	-8.3 	-8.6 	-10.3 	-13.5 	-11.5 	-4.7 	-5.1 	-4.9 	-4.8 	-1.1 	-0.7 	-1.2 	-2.1 	-3.2 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,SE	3.2 	3.3 	3.9 	3.6 	3.9 	4.0 	4.7 	4.5 	5.9 	6.0 	6.0 	8.2 	8.2 	7.8 	6.0 	6.0 	5.6 	5.6 	5.2 	4.5 	4.5 	4.3 	3.3 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,SI	-0.5 	0.1 	0.1 	-0.7 	-3.3 	-2.8 	0.0 	0.9 	-0.8 	-2.7 	-1.8 	-1.8 	-4.1 	-5.3 	-0.6 	-0.1 	0.2 	2.1 	4.4 	5.8 	4.5 	5.5 	7.2 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-10.1 	-10.6 	-9.5 	-5.9 	-6.5 	-3.4 	-4.7 	-5.0 	0.9 	1.9 	1.1 	-1.7 	-2.2 	-2.0 
PC_GDP,CA,S1,S1,BAL,WRL_REST,NSA,UK	: 	: 	0.1 	-0.1 	-2.6 	-2.4 	-2.1 	-2.2 	-1.9 	-2.4 	-2.1 	-3.1 	-3.8 	-4.6 	-3.9 	-3.8 	-2.4 	-4.2 	-5.1 	-4.9 	-4.9 	-5.2 	-3.7 
