na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,G-I,MIO_EUR_NSA,AL	440.6 	433.7 	356.4 p	410.2 p	475.0 p	467.8 p	389.4 p	457.0 p	530.1 p	515.1 p	422.6 p	521.2 p
B1G,G-I,MIO_EUR_NSA,AT	17864.7 	18157.4 	18487.6 	17349.9 	18369.8 	18664.4 	19160.5 	18135.8 	18922.0 	19325.3 	20170.1 	18802.2 
B1G,G-I,MIO_EUR_NSA,BE	17985.0 	18710.0 	18018.0 	18660.0 	18162.0 	18871.0 	18509.0 	19271.0 	18751.0 	19459.0 	18933.0 	19658.0 
B1G,G-I,MIO_EUR_NSA,BG	2363.9 	2634.0 	1490.8 	2208.3 	2579.1 	2909.9 	1708.8 	2412.9 	2807.9 	2981.1 	1811.8 p	2594.1 p
B1G,G-I,MIO_EUR_NSA,CH	31017.8 	29981.1 	28217.7 	30072.4 	30484.9 	30668.1 	29966.3 	31039.9 	30234.9 	29351.0 	28381.1 	29736.4 
B1G,G-I,MIO_EUR_NSA,CY	1092.2 	944.8 	860.6 	1022.9 	1163.0 	1001.9 	915.6 	1111.1 	1257.5 	1059.7 	970.4 	1168.8 
B1G,G-I,MIO_EUR_NSA,CZ	7401.8 	7788.6 	6667.3 	7424.6 	7578.0 	7781.2 	6826.5 	8102.9 	8588.0 	9089.6 	7922.8 	8948.6 
B1G,G-I,MIO_EUR_NSA,DE	113246.0 	112671.0 	106121.0 	117217.0 	116035.0 	116816.0 	112451.0 	121517.0 	122496.0 	121945.0 	116352.0 	126550.0 
B1G,G-I,MIO_EUR_NSA,DK	12512.6 	11919.7 	10974.5 	12303.8 	12055.5 	12381.1 	11972.8 	13302.2 	13069.4 	12763.2 	11785.2 	12949.5 
B1G,G-I,MIO_EUR_NSA,EA	460375.5 	454169.2 	434943.9 	463733.7 	471288.7 	466079.3 	452651.5 	485001.6 	494112.4 	485048.9 	469735.7 	501360.5 
B1G,G-I,MIO_EUR_NSA,EA19	460375.5 	454169.2 	434943.9 	463733.7 	471288.7 	466079.3 	452651.5 	485001.6 	494112.4 	485048.9 	469735.7 	501360.5 
B1G,G-I,MIO_EUR_NSA,EE	1070.3 	1015.1 	948.3 	1079.8 	1130.0 	1036.6 	1030.6 	1179.8 	1169.9 	1084.3 	1056.0 	1247.9 
B1G,G-I,MIO_EUR_NSA,EL	11667.6 p	8391.0 p	7011.7 p	9141.5 p	11199.5 p	7939.0 p	7195.4 p	9430.7 p	11731.5 p	8134.4 p	7471.2 p	9868.1 p
B1G,G-I,MIO_EUR_NSA,ES	60387.0 	60046.0 	55198.0 p	60395.0 p	63560.0 p	62680.0 p	57042.0 p	64569.0 p	66411.0 p	65531.0 p	59390.0 p	65929.0 p
B1G,G-I,MIO_EUR_NSA,EU28	646371.8 	639481.5 	602792.3 	639412.2 	644369.3 	639685.2 	619106.3 	661738.7 	672784.0 	667214.3 	641204.0 	682492.6 
B1G,G-I,MIO_EUR_NSA,FI	7282.0 	7541.0 	6704.0 	7446.0 	7306.0 	7638.0 	7019.0 	7616.0 	7625.0 	7971.0 	7280.0 	7953.0 
B1G,G-I,MIO_EUR_NSA,FR	87090.0 	86956.0 	88698.0 	87343.0 	86705.0 	87375.0 	90094.0 	90738.0 	91654.0 	91166.0 	93421.0 	92826.0 
B1G,G-I,MIO_EUR_NSA,HR	2717.2 	1769.9 	1555.3 	2144.2 	2927.0 	1907.0 	1659.5 	2321.8 	3153.7 	2012.2 	1757.3 	2486.7 
B1G,G-I,MIO_EUR_NSA,HU	4559.1 	5057.6 	3595.6 	4227.2 	4651.2 	5176.4 	3915.3 	4599.0 	5148.8 	5668.4 	4263.2 	4948.7 
B1G,G-I,MIO_EUR_NSA,IE	8195.8 d	8086.9 d	8245.3 d	7853.9 d	8539.8 d	8232.1 d	8341.1 d	7977.6 d	8799.7 d	8630.3 d	8710.1 d	8368.3 d
B1G,G-I,MIO_EUR_NSA,IT	79307.2 	77522.2 	73673.0 	80393.8 	81794.0 	79314.0 	76812.2 	83455.0 	84558.3 	81614.2 	78879.3 	85723.3 
B1G,G-I,MIO_EUR_NSA,LT	2850.3 	2873.2 	2323.5 	2735.3 	2955.9 	2990.0 	2574.2 	3026.4 	3211.8 	3255.3 	2709.5 	3209.8 
B1G,G-I,MIO_EUR_NSA,LU	1813.2 	1961.7 	1891.2 	2052.3 	2014.6 	2191.6 	2123.9 	2156.5 	2088.2 	2441.9 	2250.0 	2386.7 
B1G,G-I,MIO_EUR_NSA,LV	1506.8 	1423.2 	1198.4 	1370.2 	1519.5 	1465.7 	1298.5 	1507.8 	1669.1 	1646.0 	1365.6 	1609.8 
B1G,G-I,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,G-I,MIO_EUR_NSA,MK	441.5 	421.1 	404.7 p	456.2 p	484.2 p	472.8 p	448.0 e	508.9 e	559.8 e	561.9 e	535.3 e	587.3 e
B1G,G-I,MIO_EUR_NSA,MT	556.3 	482.3 	441.1 	520.0 	562.9 	502.0 	456.3 	566.4 	630.1 	521.6 	484.0 	587.8 
B1G,G-I,MIO_EUR_NSA,NL	31947.0 	32586.0 	30845.0 p	33156.0 p	32803.0 p	33760.0 p	32666.0 p	35103.0 p	34857.0 p	35174.0 p	34215.0 p	37150.0 p
B1G,G-I,MIO_EUR_NSA,NO	11388.1 	11592.2 	10862.1 	11714.6 	11499.8 	12203.9 	11841.8 	11598.9 	11886.3 	11812.8 	10975.0 	11645.4 
B1G,G-I,MIO_EUR_NSA,PL	25492.5 	24909.8 	21956.7 	22202.2 	25205.8 	24908.6 	24170.6 	24753.6 	28015.2 	28330.3 	27080.2 	26125.5 
B1G,G-I,MIO_EUR_NSA,PT	10353.1 	9671.1 	9350.8 	9919.1 	10756.9 	10039.0 	9575.4 	10698.6 	11281.5 	10589.3 	10144.1 	11021.0 
B1G,G-I,MIO_EUR_NSA,RO	6562.0 	8209.4 	6513.0 p	7993.4 p	7490.2 p	9218.2 p	7292.5 p	9028.2 p	8387.4 p	10192.7 p	7808.2 p	9549.6 p
B1G,G-I,MIO_EUR_NSA,RS	1383.3 	1406.9 	1243.1 	1361.0 	1410.0 	1469.2 	1327.2 p	1466.6 p	1570.5 p	1616.9 p	1456.3 p	1608.1 p
B1G,G-I,MIO_EUR_NSA,SE	17375.9 	19222.9 	17751.3 	19643.0 	17729.0 	19031.4 	17955.7 	19294.9 	18194.3 	19654.8 	17887.8 	19160.8 
B1G,G-I,MIO_EUR_NSA,SI	1872.9 	1691.8 	1512.8 	1836.4 	1988.4 	1779.3 	1648.4 	2003.5 	2146.2 	1908.7 	1734.0 	2161.7 
B1G,G-I,MIO_EUR_NSA,SK	4410.2 	3232.2 	3481.8 	4084.8 	4139.2 	3101.9 	3649.4 	4362.4 	4416.5 	3319.3 	3859.7 	4689.0 
B1G,G-I,MIO_EUR_NSA,TR	42471.1 	45370.6 	38093.6 	41817.2 	41327.3 	46169.9 	36373.3 	41100.4 	44207.0 	45261.1 	38026.7 	38496.0 
B1G,G-I,MIO_EUR_NSA,UK	107002.2 	103919.5 	97589.5 	97887.6 	93313.2 	90774.2 	91421.8 	93365.6 	91750.9 	91943.1 	91603.7 	94814.9 
B1G,G-I,MIO_EUR_NSA,XK	326.6 	255.1 	181.1 	244.1 	339.2 	274.7 	203.9 p	250.7 p	366.8 p	293.0 p	216.8 p	: 
B1G,G-I,MIO_EUR_SCA,AT	17851.6 	17913.4 	18003.3 	18052.1 	18283.6 	18459.9 	18657.4 	18830.3 	19010.7 	19279.4 	19326.6 	19601.7 
B1G,G-I,MIO_EUR_SCA,BE	18246.0 	18376.0 	18337.0 	18403.0 	18435.0 	18536.0 	18840.0 	19005.0 	19029.0 	19116.0 	19281.0 	19382.0 
B1G,G-I,MIO_EUR_SCA,BG	2125.6 	2152.4 	2189.0 	2212.2 	2308.8 	2404.7 	2445.9 	2459.0 	2498.0 	2490.7 	2568.0 p	2640.1 p
B1G,G-I,MIO_EUR_SCA,CH	30288.9 	29632.4 	29422.6 	29696.8 	29864.5 	30435.6 	31021.8 	30777.5 	29792.2 	29218.6 	29396.6 	29449.9 
B1G,G-I,MIO_EUR_SCA,CY	962.5 	977.5 	986.3 	999.1 	1019.6 	1043.3 	1056.4 	1081.9 	1094.5 	1111.0 	1132.1 	1138.0 
B1G,G-I,MIO_EUR_SCA,CZ	7162.1 	7331.5 	7379.8 	7314.2 	7353.5 	7393.9 	7581.1 	8057.8 	8348.3 	8627.2 	8850.8 	8878.2 
B1G,G-I,MIO_EUR_SCA,DE	110220.0 	110811.0 	112784.0 	113103.0 	113223.0 	115491.0 	117611.0 	119387.0 	120510.0 	121858.0 	122512.0 	124029.0 
B1G,G-I,MIO_EUR_SCA,DK	12170.4 	11876.4 	11743.0 	11841.7 	11805.3 	12322.6 	12592.0 	13023.1 	12793.6 	12699.3 	12572.5 	12492.6 
B1G,G-I,MIO_EUR_SCA,EA	447834.6 	450937.3 	454833.2 	455677.8 	458836.2 	464608.3 	471524.2 	478358.2 	482184.3 	486266.9 	489850.3 	494706.0 
B1G,G-I,MIO_EUR_SCA,EA19	447834.6 	450937.3 	454833.2 	455677.8 	458836.2 	464608.3 	471524.2 	478358.2 	482184.3 	486266.9 	489850.3 	494706.0 
B1G,G-I,MIO_EUR_SCA,EE	1015.7 	1022.7 	1029.2 	1039.9 	1070.9 	1067.2 	1110.8 	1118.2 	1113.6 	1126.7 	1142.0 	1172.2 
B1G,G-I,MIO_EUR_SCA,EL	9129.1 p	9148.2 p	8800.7 p	8770.0 p	8755.9 p	8775.2 p	8959.9 p	8994.6 p	9119.6 p	9113.7 p	9281.5 p	9391.4 p
B1G,G-I,MIO_EUR_SCA,ES	58015.0 	58686.0 	59444.0 p	59974.0 p	60867.0 p	61548.0 p	61883.0 p	63514.0 p	63921.0 p	64235.0 p	64360.0 p	65155.0 p
B1G,G-I,MIO_EUR_SCA,EU28	629328.2 	632578.0 	630586.0 	630824.6 	627770.3 	634866.6 	646011.2 	655213.1 	657005.7 	664296.9 	669679.9 	676198.9 
B1G,G-I,MIO_EUR_SCA,FI	7234.0 	7226.0 	7220.0 	7265.0 	7263.0 	7346.0 	7450.0 	7500.0 	7600.0 	7681.0 	7758.0 	7805.0 
B1G,G-I,MIO_EUR_SCA,FR	87448.0 	87410.0 	87820.0 	86863.0 	86997.0 	87873.0 	89375.0 	90712.0 	91539.0 	92390.0 	92734.0 	93035.0 
B1G,G-I,MIO_EUR_SCA,HR	2007.3 	2021.0 	2070.7 	2108.2 	2154.5 	2178.7 	2222.9 	2280.3 	2315.8 	2299.8 	2365.3 	2438.3 
B1G,G-I,MIO_EUR_SCA,HU	4325.6 	4366.3 	4333.3 	4374.0 	4428.1 	4507.9 	4675.2 	4750.3 	4931.7 	4977.7 	5097.6 	5127.2 
B1G,G-I,MIO_EUR_SCA,IE	7958.3 d	8046.9 d	8202.4 d	8202.5 d	8261.5 d	8209.8 d	8283.7 d	8345.6 d	8504.0 d	8607.4 d	8657.4 d	8744.2 d
B1G,G-I,MIO_EUR_SCA,IT	76463.6 	77473.3 	77870.0 	78579.0 	79072.7 	79762.9 	80857.9 	81529.0 	81830.3 	82427.1 	83093.7 	83714.9 
B1G,G-I,MIO_EUR_SCA,LT	2630.7 	2699.7 	2663.2 	2716.5 	2773.1 	2828.4 	2934.8 	2995.3 	3033.3 	3113.1 	3115.8 	3185.2 
B1G,G-I,MIO_EUR_SCA,LU	1879.2 	1853.5 	1944.4 	2043.2 	2089.4 	2070.6 	2182.6 	2146.4 	2167.0 	2307.9 	2310.8 	2374.6 
B1G,G-I,MIO_EUR_SCA,LV	1377.4 	1369.0 	1359.5 	1381.2 	1392.5 	1409.7 	1480.1 	1511.1 	1530.6 	1576.9 	1566.3 	1612.0 
B1G,G-I,MIO_EUR_SCA,MT	492.9 	513.7 	502.4 	492.6 	500.8 	535.9 	515.3 	540.3 	562.4 	559.8 	550.2 	557.4 
B1G,G-I,MIO_EUR_SCA,NL	31852.4 	32073.2 	32162.7 p	32438.5 p	32677.2 p	33307.7 p	33990.3 p	34340.7 p	34709.2 p	34787.8 p	35538.6 p	36342.1 p
B1G,G-I,MIO_EUR_SCA,NO	11319.5 	11166.9 	11470.9 	11332.9 	11428.8 	11850.1 	12030.9 	11777.8 	11940.3 	11468.3 	11405.2 	11550.0 
B1G,G-I,MIO_EUR_SCA,PL	23993.6 	23918.1 	23071.5 	23418.1 	23845.6 	23955.9 	25166.6 	26204.0 	26541.3 	27244.9 	28047.3 	27768.8 
