unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,NCO,S12,LIAB,F3,HU	38.6 	32.5 	27.0 	28.5 	21.9 	20.2 	15.4 	10.1 	10.8 	10.1 	10.2 	11.7 	15.1 	18.6 	27.3 	25.2 	24.3 	23.9 	26.9 	8.7 	8.4 	5.6 	5.3 
PC_GDP,NCO,S12,LIAB,F3,IE	: 	: 	: 	: 	: 	: 	44.1 	47.8 	101.9 	167.3 	252.8 	279.3 	285.7 	355.4 	399.3 	392.4 	373.5 	345.9 	259.9 	235.2 	199.8 	173.1 	143.7 
PC_GDP,NCO,S12,LIAB,F3,IT	8.2 	13.8 	17.9 	23.0 	23.4 	28.4 	30.5 	33.9 	37.0 	39.8 	43.3 	46.1 	49.3 	56.1 	64.1 	66.1 	68.3 	75.8 	69.6 	58.4 	50.5 	45.7 	41.7 
PC_GDP,NCO,S12,LIAB,F3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.3 	1.1 	1.6 	2.0 	3.0 	2.4 	2.7 	1.7 	1.4 	1.3 	0.5 	0.3 	0.1 	0.1 	0.1 
PC_GDP,NCO,S12,LIAB,F3,LU	: 	: 	: 	: 	376.7 	388.8 	467.2 	578.2 	627.7 	627.7 	741.8 	703.5 	669.5 	741.0 	929.2 	842.7 	1086.4 	1721.3 	1723.8 	2607.7 	2678.4 	2763.7 	2641.6 
PC_GDP,NCO,S12,LIAB,F3,LV	0.0 	0.0 	0.2 	0.1 	0.1 	0.3 	0.5 	1.1 	0.8 	1.2 	1.8 	2.7 	2.0 	1.0 	1.2 	1.3 	0.7 	1.0 	2.2 	2.7 	3.2 	3.2 	3.3 
PC_GDP,NCO,S12,LIAB,F3,MT	4.8 e	5.3 e	6.7 e	7.6 e	8.6 e	9.6 e	8.3 e	8.3 e	8.1 e	7.2 	6.0 	4.4 	5.4 	7.9 	9.9 	10.6 	11.0 	11.1 	9.5 	11.1 	11.6 	10.6 	10.3 
PC_GDP,NCO,S12,LIAB,F3,NL	65.0 	74.9 	84.7 	89.0 	106.5 	115.3 	123.0 	129.4 	136.5 	142.4 	153.5 	162.3 	176.4 	181.6 	213.5 	217.3 	217.3 	218.4 	198.7 	207.5 	198.9 	197.0 	177.3 p
PC_GDP,NCO,S12,LIAB,F3,PL	2.1 	3.2 	3.3 	5.0 	3.9 	5.3 	3.6 	3.3 	2.6 	2.4 	4.6 	4.5 	2.9 	2.8 	4.4 	6.5 	7.8 	8.2 	9.3 	7.2 	7.0 	7.3 	8.7 
PC_GDP,NCO,S12,LIAB,F3,PT	15.6 	16.3 	20.9 	20.9 	21.3 	23.0 	23.9 	22.2 	24.0 	22.3 	16.1 	18.0 	27.6 	38.6 	57.2 	65.9 	80.9 	79.2 	70.4 	56.4 	45.1 	40.3 	35.9 
PC_GDP,NCO,S12,LIAB,F3,RO	8.4 e	5.9 e	3.3 e	3.1 	1.0 	0.9 	0.0 	0.0 	0.0 	2.1 	6.6 	1.0 	0.7 	0.2 	0.2 	0.2 	0.1 	0.1 	0.4 	0.8 	0.5 	0.3 	0.3 
PC_GDP,NCO,S12,LIAB,F3,SE	64.0 	63.5 	58.8 	58.6 	56.7 	52.6 	50.7 	50.7 	54.8 	57.1 	68.5 	73.1 	84.1 	96.4 	114.3 	103.3 	109.3 	109.1 	117.3 	119.9 	114.8 	115.2 	115.3 
PC_GDP,NCO,S12,LIAB,F3,SI	6.8 	7.5 	12.8 	11.6 	10.0 	10.3 	14.4 	20.4 	21.6 	17.0 	17.8 	11.0 	4.9 	5.0 	11.3 	14.2 	11.7 	7.0 	4.7 	4.8 	3.1 	2.3 	1.1 
PC_GDP,NCO,S12,LIAB,F3,SK	1.6 	1.3 	1.9 	2.7 	2.9 	3.3 	3.2 	3.1 	3.4 	4.3 	4.6 	6.6 	9.2 	7.6 	5.9 	5.7 	4.8 	5.4 	5.8 	5.6 	6.9 	7.0 	10.1 
PC_GDP,NCO,S12,LIAB,F3,UK	33.1 	36.8 	40.3 	41.6 	46.9 	51.4 	55.3 	57.2 	62.6 	70.0 	80.4 	88.3 	101.1 	118.3 	134.8 	124.2 	116.2 	109.8 	96.6 	101.3 	97.9 	100.5 	97.3 
PC_GDP,NCO,S12,LIAB,F4,AT	8.8 	8.9 	8.0 	9.1 	9.0 	9.5 	10.9 	13.8 	14.4 	13.8 	11.4 	19.8 	18.6 	21.8 	20.2 	21.1 	15.5 	15.6 	14.1 	15.1 	13.7 	12.9 	12.3 
PC_GDP,NCO,S12,LIAB,F4,BE	14.2 	15.6 	18.8 	25.4 	22.9 	26.9 	31.0 	33.8 	41.8 	38.3 	40.4 	46.3 	48.3 	55.0 	62.1 	57.0 	54.8 	59.3 	67.3 	68.2 	65.5 	62.9 	52.3 
PC_GDP,NCO,S12,LIAB,F4,BG	26.8 	18.8 	9.2 	7.2 	9.9 	14.3 	10.0 	8.6 	8.2 	9.6 	10.4 	11.9 	17.8 	23.1 	21.3 	13.3 	13.0 	12.1 	15.0 	13.3 	12.1 	10.1 	10.2 
PC_GDP,NCO,S12,LIAB,F4,CY	12.8 	17.6 	25.4 	26.1 	32.6 	39.4 	40.5 	19.6 	20.2 	47.1 	37.1 	40.5 	56.7 	167.5 	196.8 	236.9 	222.0 	185.2 	211.4 	216.9 	240.1 	223.5 	213.8 
PC_GDP,NCO,S12,LIAB,F4,CZ	9.0 	10.9 	14.3 	16.0 	15.9 	16.2 	10.4 	15.1 	11.1 	10.3 	9.4 	8.9 	10.6 	10.7 	9.2 	9.2 	10.4 	11.9 	12.6 	11.1 	9.8 	11.5 	13.2 
PC_GDP,NCO,S12,LIAB,F4,DE	5.1 	6.0 	6.8 	7.7 	9.8 	15.7 	18.0 	19.9 	20.3 	18.9 	20.3 	22.3 	23.1 	26.2 	30.0 	29.7 	31.3 	32.8 	24.8 	26.8 	26.6 	25.9 	25.3 
PC_GDP,NCO,S12,LIAB,F4,DK	15.0 	16.1 	17.0 	20.1 	17.5 	23.8 	31.8 	27.0 	22.8 	18.1 	19.1 	30.2 	39.6 	51.4 	59.2 	72.8 	62.1 	57.8 	60.4 	63.7 	61.0 	62.1 	63.7 
PC_GDP,NCO,S12,LIAB,F4,EE	9.6 	13.1 	26.5 	26.8 	30.8 	30.6 	30.7 	33.8 	37.7 	38.5 	47.4 	47.4 	29.1 	27.6 	24.4 	15.8 	9.6 	9.7 	12.7 	12.5 	16.0 	17.1 	18.7 
PC_GDP,NCO,S12,LIAB,F4,EL	0.2 	0.2 	0.5 	0.4 	0.2 	0.5 	1.2 	1.9 	1.6 	1.5 	1.2 	1.4 	1.4 	1.5 	3.5 	4.8 	30.9 	59.6 	10.5 	3.9 	43.6 	29.6 	16.5 
PC_GDP,NCO,S12,LIAB,F4,ES	3.3 	3.2 	2.4 	3.1 	3.0 	2.8 	2.4 	2.9 	3.2 	3.5 	3.9 	3.9 	5.0 	6.2 	7.8 	11.3 	12.4 	12.0 	11.6 	11.1 	9.2 	6.5 	5.9 
PC_GDP,NCO,S12,LIAB,F4,FI	20.4 	17.6 	7.7 	6.8 	6.0 	3.9 	2.4 	4.3 	3.4 	2.8 	3.1 	2.8 	2.6 	4.4 	5.6 	4.7 	4.7 	5.2 	6.8 	6.2 	6.1 	6.8 	9.0 
PC_GDP,NCO,S12,LIAB,F4,FR	11.4 	12.1 	14.2 	13.7 	13.6 	15.0 	16.6 	15.0 	16.3 	16.1 	17.0 	18.9 	21.2 	22.0 	23.2 	24.7 	25.2 	25.0 	23.7 	20.8 	20.1 	21.1 	20.2 
PC_GDP,NCO,S12,LIAB,F4,HR	: 	: 	: 	: 	: 	: 	2.9 	3.1 	5.6 	5.7 	6.4 	7.7 	10.2 	12.0 	13.8 	11.9 	10.6 	11.2 	11.2 	10.8 	8.4 	7.9 	6.9 
PC_GDP,NCO,S12,LIAB,F4,HU	23.2 	14.4 	11.6 	10.5 	11.6 	18.9 	15.3 	21.2 	25.4 	25.1 	32.0 	36.3 	39.5 	60.0 	57.6 	41.0 	54.6 	47.5 	43.3 	45.2 	37.2 	37.9 	30.9 
PC_GDP,NCO,S12,LIAB,F4,IE	: 	: 	: 	: 	: 	: 	97.7 	87.6 	105.7 	102.1 	138.1 	131.4 	132.5 	169.6 	216.3 	227.1 	240.3 	219.7 	263.6 	258.1 	244.3 	235.7 	226.2 
PC_GDP,NCO,S12,LIAB,F4,IT	13.9 	13.4 	15.0 	15.8 	16.6 	17.5 	18.6 	20.8 	19.8 	18.3 	18.9 	20.5 	20.8 	22.7 	26.4 	30.8 	28.1 	31.6 	24.9 	23.6 	23.5 	22.9 	21.2 
PC_GDP,NCO,S12,LIAB,F4,LT	3.6 	3.2 	3.3 	4.9 	5.2 	6.0 	7.3 	7.8 	4.9 	6.6 	7.9 	10.0 	12.1 	12.7 	10.5 	7.4 	7.8 	6.5 	6.3 	5.5 	5.4 	6.7 	7.2 
PC_GDP,NCO,S12,LIAB,F4,LU	: 	: 	: 	: 	696.8 	829.9 	1040.0 	1045.4 	1433.1 	1626.9 	2381.4 	2689.3 	2809.6 	2594.0 	2375.3 	2164.1 	2417.0 	3052.1 	3132.2 	4543.5 	5048.0 	5055.7 	4245.9 
PC_GDP,NCO,S12,LIAB,F4,LV	6.7 	7.0 	3.7 	6.0 	5.6 	7.4 	8.3 	8.9 	10.9 	18.7 	33.3 	44.7 	52.7 	69.9 	78.1 	55.6 	44.2 	32.2 	23.2 	11.3 	11.8 	12.8 	15.0 
PC_GDP,NCO,S12,LIAB,F4,MT	8.7 e	11.9 e	15.4 e	25.5 e	30.9 e	33.6 e	30.3 e	36.0 e	42.3 e	106.3 	59.3 	145.6 	180.6 	139.3 	166.2 	61.3 	53.8 	47.4 	33.2 	23.7 	17.8 	11.4 	9.8 
PC_GDP,NCO,S12,LIAB,F4,NL	142.5 	145.0 	144.5 	144.4 	146.0 	141.9 	138.5 	144.1 	145.1 	151.7 	166.5 	163.3 	187.3 	187.4 	183.5 	186.8 	194.0 	193.7 	199.7 	201.8 	200.8 	195.3 	201.8 p
PC_GDP,NCO,S12,LIAB,F4,PL	2.7 	2.4 	3.2 	3.4 	4.5 	4.2 	4.8 	4.9 	5.7 	5.5 	5.7 	7.1 	8.0 	11.7 	11.1 	10.9 	10.7 	10.5 	10.5 	12.2 	11.7 	11.6 	10.6 
PC_GDP,NCO,S12,LIAB,F4,PT	5.5 	6.5 	7.2 	8.1 	11.3 	15.9 	16.4 	15.9 	16.6 	19.2 	23.7 	31.2 	35.0 	41.6 	49.4 	51.3 	48.4 	39.6 	36.3 	34.8 	39.9 	37.7 	34.9 
PC_GDP,NCO,S12,LIAB,F4,RO	13.3 e	9.4 e	4.7 e	3.9 	3.2 	2.8 	2.2 	2.6 	3.5 	5.0 	6.9 	13.0 	11.6 	15.2 	18.5 	20.6 	19.1 	16.5 	6.6 	3.8 	3.1 	3.2 	3.3 
PC_GDP,NCO,S12,LIAB,F4,SE	5.6 	3.9 	8.5 	8.3 	7.1 	9.5 	10.0 	12.5 	12.9 	12.1 	12.7 	13.3 	16.7 	16.9 	20.4 	21.6 	20.6 	20.8 	23.3 	24.5 	24.7 	25.7 	23.7 
PC_GDP,NCO,S12,LIAB,F4,SI	11.1 	10.8 	10.3 	10.0 	12.4 	14.1 	13.6 	16.3 	19.7 	23.6 	32.8 	39.3 	46.5 	51.3 	56.1 	50.0 	48.4 	51.4 	42.8 	30.7 	23.8 	18.0 	16.3 
PC_GDP,NCO,S12,LIAB,F4,SK	1.7 	3.7 	2.1 	2.2 	2.5 	2.4 	3.5 	2.2 	2.7 	3.9 	5.3 	5.0 	5.9 	5.8 	8.4 	5.9 	7.1 	7.8 	5.8 	6.2 	7.2 	7.0 	8.3 
PC_GDP,NCO,S12,LIAB,F4,UK	37.6 	46.9 	50.8 	46.4 	48.2 	57.4 	64.8 	60.9 	70.0 	82.2 	93.6 	100.1 	117.4 	116.1 	103.9 	107.3 	96.6 	100.3 	93.4 	83.4 	71.7 	75.5 	81.7 
PC_GDP,NCO,S12,LIAB,F5,AT	33.4 	40.0 	47.7 	55.5 	68.2 	75.2 	73.2 	73.1 	81.2 	89.5 	133.8 	140.9 	152.1 	127.6 	146.6 	143.2 	131.9 	138.5 	138.0 	137.4 	137.8 	124.9 	124.5 
PC_GDP,NCO,S12,LIAB,F5,BE	56.6 	63.1 	78.0 	123.7 	124.1 	130.0 	136.7 	116.9 	126.8 	148.0 	165.3 	186.2 	204.2 	164.7 	187.1 	182.5 	184.7 	165.2 	168.2 	170.3 	179.1 	164.3 	161.0 
PC_GDP,NCO,S12,LIAB,F5,BG	15.4 	50.0 	10.1 	8.7 	10.4 	10.4 	8.6 	7.4 	13.3 	21.4 	30.9 	63.2 	58.7 	29.5 	32.5 	26.4 	27.1 	27.7 	28.4 	30.0 	26.2 	28.7 	24.3 
PC_GDP,NCO,S12,LIAB,F5,CY	11.3 	25.0 	25.1 	27.9 	143.5 	81.1 	50.0 	47.2 	43.6 	35.7 	63.8 	121.0 	153.5 	631.9 	661.2 	775.9 	649.2 	828.3 	793.3 	763.8 	943.6 	953.4 	867.4 
PC_GDP,NCO,S12,LIAB,F5,CZ	13.6 	11.9 	13.6 	11.9 	13.0 	12.2 	9.6 	9.0 	16.9 	17.6 	17.4 	16.5 	18.0 	15.8 	19.0 	21.5 	20.4 	24.1 	27.1 	28.3 	28.4 	32.7 	32.4 
PC_GDP,NCO,S12,LIAB,F5,DE	33.6 	38.0 	52.2 	59.2 	72.4 	71.8 	65.8 	51.4 	59.2 	59.5 	68.4 	72.7 	72.5 	53.3 	62.6 	63.2 	58.7 	66.7 	71.0 	75.2 	78.8 	80.5 	84.5 
PC_GDP,NCO,S12,LIAB,F5,DK	57.9 	71.6 	98.5 	123.1 	147.5 	163.7 	126.3 	104.6 	114.3 	119.6 	173.6 	196.2 	191.2 	132.6 	177.2 	201.0 	200.6 	198.0 	211.2 	232.8 	239.0 	237.3 	240.1 
PC_GDP,NCO,S12,LIAB,F5,EE	9.1 	19.1 	27.4 	14.0 	20.7 	37.0 	36.3 	43.4 	37.4 	53.2 	48.9 	33.1 	36.0 	35.2 	35.2 	34.2 	30.9 	33.2 	40.7 	42.2 	38.8 	40.0 	41.4 
PC_GDP,NCO,S12,LIAB,F5,EL	14.6 	17.9 	30.9 	42.5 	80.8 	57.6 	44.1 	33.1 	38.2 	40.1 	46.8 	49.3 	53.6 	16.9 	23.3 	16.0 	9.8 	29.3 	28.2 	23.0 	20.4 	17.1 	18.2 
PC_GDP,NCO,S12,LIAB,F5,ES	30.9 	40.9 	57.6 	66.3 	67.4 	62.7 	57.9 	49.5 	58.2 	65.4 	73.3 	80.9 	77.2 	54.9 	62.9 	55.3 	53.2 	51.6 	57.8 	67.2 	66.4 	66.2 	69.7 
PC_GDP,NCO,S12,LIAB,F5,FI	9.4 	12.4 	16.5 	23.2 	32.0 	30.5 	30.3 	29.2 	35.6 	41.6 	52.3 	62.5 	59.6 	44.0 	58.8 	62.5 	55.6 	61.5 	71.4 	77.0 	86.9 	90.7 	91.8 
PC_GDP,NCO,S12,LIAB,F5,FR	58.8 	62.9 	70.6 	75.7 	92.6 	99.7 	95.1 	87.4 	95.4 	101.2 	113.9 	128.0 	116.9 	89.7 	106.5 	102.8 	86.8 	94.2 	99.3 	98.9 	104.3 	110.5 	114.6 
PC_GDP,NCO,S12,LIAB,F5,HR	: 	: 	: 	: 	: 	: 	13.4 	17.5 	16.0 	19.0 	17.7 	33.0 	51.8 	25.1 	27.4 	29.3 	27.7 	29.8 	28.6 	29.5 	31.1 	33.8 	32.5 
PC_GDP,NCO,S12,LIAB,F5,HU	9.4 	11.0 	13.9 	14.8 	29.3 	49.6 	75.1 	64.1 	59.6 	54.6 	82.9 	90.7 	117.8 	130.8 	135.0 	138.4 	140.9 	135.8 	125.6 	126.3 	128.9 	178.5 	141.4 
PC_GDP,NCO,S12,LIAB,F5,IE	: 	: 	: 	: 	: 	: 	338.8 	324.2 	345.5 	363.2 	439.7 	505.4 	503.0 	436.5 	562.8 	707.9 	764.5 	828.5 	877.4 	1031.3 	860.0 	907.5 	950.9 
PC_GDP,NCO,S12,LIAB,F5,IT	27.9 	30.1 	46.7 	74.0 	87.2 	92.0 	70.0 	57.7 	65.0 	65.1 	73.4 	78.1 	58.9 	30.4 	35.8 	28.8 	22.7 	24.5 	30.4 	35.2 	40.2 	36.6 	41.8 
PC_GDP,NCO,S12,LIAB,F5,LT	6.9 	7.0 	5.7 	6.5 	7.1 	7.2 	6.8 	7.4 	6.6 	8.3 	12.1 	12.8 	13.4 	9.8 	14.1 	16.9 	15.1 	14.1 	13.9 	19.3 	19.2 	18.8 	19.2 
PC_GDP,NCO,S12,LIAB,F5,LU	: 	: 	: 	: 	4656.1 	5026.3 	5383.6 	5459.6 	6403.2 	6985.6 	8349.6 	8592.8 	9046.7 	7662.7 	9320.0 	10278.2 	10108.8 	11135.7 	11901.5 	14833.4 	17232.5 	17729.3 	17071.9 
PC_GDP,NCO,S12,LIAB,F5,LV	5.5 	7.9 	8.2 	7.1 	7.0 	8.8 	9.4 	10.7 	10.9 	11.8 	12.6 	14.0 	15.4 	15.8 	21.3 	23.0 	21.6 	21.2 	23.5 	24.2 	26.8 	26.7 	27.0 
PC_GDP,NCO,S12,LIAB,F5,MT	40.5 e	43.3 e	46.0 e	54.8 e	62.9 e	68.4 e	69.6 e	69.9 e	82.8 e	204.7 	603.7 	915.5 	1373.4 	1425.6 	1452.5 	1550.0 	1709.5 	1747.3 	1645.4 	1530.8 	1417.1 	1419.1 	1345.3 
PC_GDP,NCO,S12,LIAB,F5,NL	136.3 	150.4 	167.0 	188.7 	207.6 	211.3 	196.4 	183.7 	179.8 	189.5 	211.7 	248.3 	276.9 	264.3 	354.6 	371.8 	411.1 	453.7 	485.7 	485.8 	496.9 	523.0 	529.7 p
PC_GDP,NCO,S12,LIAB,F5,PL	3.7 	3.9 	3.1 	6.9 	11.6 	10.0 	12.1 	14.1 	15.6 	20.1 	25.2 	33.4 	36.3 	22.2 	25.8 	30.5 	25.5 	30.5 	35.1 	35.1 	33.1 	33.1 	35.8 
PC_GDP,NCO,S12,LIAB,F5,PT	35.5 	42.9 	54.7 	63.9 	70.1 	70.0 	72.7 	68.2 	84.9 	95.3 	105.8 	125.7 	125.4 	112.0 	124.5 	124.3 	95.2 	100.2 	98.0 	88.9 	81.1 	74.7 	75.4 
PC_GDP,NCO,S12,LIAB,F5,RO	21.4 e	15.4 e	11.9 e	6.9 	6.5 	4.2 	5.6 	6.0 	6.5 	8.7 	13.1 	14.3 	15.5 	11.1 	15.3 	16.6 	16.4 	18.9 	17.6 	17.9 	17.8 	17.1 	16.0 
PC_GDP,NCO,S12,LIAB,F5,SE	35.6 	45.6 	55.6 	64.3 	79.3 	87.1 	85.4 	69.2 	81.2 	88.5 	104.0 	110.6 	106.2 	80.3 	108.5 	112.6 	102.5 	117.1 	137.9 	156.7 	155.4 	162.3 	165.4 
PC_GDP,NCO,S12,LIAB,F5,SI	14.1 	15.1 	15.9 	16.5 	18.1 	19.2 	17.6 	19.2 	20.6 	22.0 	21.9 	25.7 	32.5 	22.6 	25.9 	25.1 	21.8 	22.0 	23.4 	28.2 	28.1 	28.4 	28.5 
PC_GDP,NCO,S12,LIAB,F5,SK	8.0 	7.3 	7.9 	8.0 	7.5 	7.2 	6.7 	7.0 	8.5 	9.3 	8.6 	8.5 	11.4 	10.0 	10.2 	11.1 	10.9 	11.8 	13.3 	13.3 	20.3 	20.1 	20.3 
PC_GDP,NCO,S12,LIAB,F5,UK	45.1 	48.4 	63.7 	68.4 	84.3 	86.4 	79.9 	63.7 	71.3 	75.5 	83.7 	93.3 	88.9 	71.1 	99.9 	108.9 	98.6 	108.4 	113.6 	116.2 	116.6 	118.2 	123.4 
PC_GDP,NCO,S12,LIAB,F6,AT	22.3 	24.1 	25.5 	27.0 	27.7 	28.6 	29.5 	30.1 	31.1 	32.2 	35.4 	34.8 	34.6 	33.9 	36.6 	37.5 	36.7 	37.4 	37.6 	38.5 	37.6 	37.2 	34.4 
PC_GDP,NCO,S12,LIAB,F6,BE	25.1 	27.2 	29.2 	33.6 	37.7 	38.8 	41.1 	42.3 	46.4 	49.8 	54.5 	56.1 	57.3 	56.2 	60.6 	62.1 	61.4 	63.1 	64.1 	65.8 	65.1 	69.3 	67.5 
PC_GDP,NCO,S12,LIAB,F6,BG	2.6 	4.5 	1.4 	1.1 	1.3 	1.3 	2.0 	2.4 	3.0 	3.2 	4.0 	4.7 	5.7 	5.5 	6.9 	8.8 	8.3 	9.9 	10.7 	14.5 	15.4 	16.5 	17.8 
PC_GDP,NCO,S12,LIAB,F6,CY	20.9 	22.6 	22.2 	21.8 	26.6 	23.9 	22.3 	30.8 	31.6 	30.8 	32.4 	34.2 	34.2 	32.0 	35.5 	37.6 	35.0 	41.5 	33.0 	34.4 	32.8 	28.2 	27.3 
PC_GDP,NCO,S12,LIAB,F6,CZ	5.3 	5.9 	6.4 	6.4 	6.9 	7.4 	7.8 	9.5 	9.8 	10.3 	10.9 	11.5 	11.7 	12.1 	13.4 	14.3 	14.7 	15.4 	16.4 	16.5 	16.1 	16.2 	16.0 
PC_GDP,NCO,S12,LIAB,F6,DE	34.9 	37.6 	40.1 	42.4 	45.0 	47.0 	48.8 	50.1 	52.4 	53.7 	56.4 	56.6 	56.3 	56.1 	61.0 	61.3 	60.5 	62.3 	63.9 	65.1 	65.8 	65.7 	65.4 
PC_GDP,NCO,S12,LIAB,F6,DK	68.2 	71.5 	78.3 	79.8 	85.1 	85.1 	84.0 	84.1 	88.8 	95.0 	103.8 	101.8 	99.7 	100.2 	112.8 	119.0 	129.0 	137.7 	136.5 	146.8 	149.5 	156.7 	159.8 
PC_GDP,NCO,S12,LIAB,F6,EE	0.4 	0.6 	0.7 	0.9 	0.9 	1.1 	1.3 	1.6 	2.5 	3.8 	5.5 	6.8 	7.6 	6.9 	10.9 	12.0 	10.3 	11.6 	12.9 	14.7 	15.9 	17.2 	18.3 
PC_GDP,NCO,S12,LIAB,F6,EL	2.2 	2.5 	2.7 	3.1 	4.0 	4.0 	3.9 	3.9 	4.0 	4.0 	4.5 	4.7 	4.9 	5.0 	5.2 	5.5 	6.0 	6.4 	6.7 	6.8 	7.1 	7.4 	7.5 
PC_GDP,NCO,S12,LIAB,F6,ES	14.6 	16.3 	18.2 	19.8 	22.1 	24.4 	25.4 	26.4 	26.9 	27.4 	28.2 	28.3 	27.5 	26.4 	28.7 	28.9 	29.4 	31.3 	33.3 	35.7 	34.6 	34.9 	34.5 
PC_GDP,NCO,S12,LIAB,F6,FI	9.6 	11.1 	12.2 	13.3 	14.2 	20.8 	21.4 	21.9 	23.3 	23.6 	24.7 	24.9 	23.8 	21.3 	25.0 	25.5 	23.9 	25.7 	27.3 	29.0 	30.7 	29.5 	29.3 
PC_GDP,NCO,S12,LIAB,F6,FR	34.2 	38.4 	43.1 	45.5 	49.7 	51.2 	52.3 	52.8 	55.5 	58.5 	62.4 	71.1 	73.3 	71.6 	79.9 	83.2 	81.7 	83.1 	85.5 	88.3 	89.9 	97.4 	96.7 
PC_GDP,NCO,S12,LIAB,F6,HR	: 	: 	: 	: 	: 	: 	4.0 	6.2 	7.2 	8.1 	9.6 	10.5 	12.0 	12.8 	14.3 	18.8 	19.7 	22.3 	24.7 	27.3 	29.0 	30.8 	32.3 
PC_GDP,NCO,S12,LIAB,F6,HU	2.8 	3.2 	3.7 	4.7 	6.1 	7.4 	8.4 	9.5 	10.5 	12.4 	14.6 	16.6 	18.5 	16.5 	20.9 	22.5 	11.2 	11.2 	11.0 	11.1 	10.8 	11.1 	10.9 
PC_GDP,NCO,S12,LIAB,F6,IE	: 	: 	: 	: 	: 	: 	79.3 	76.5 	87.9 	94.1 	108.4 	120.7 	120.0 	113.2 	140.6 	155.6 	142.9 	147.1 	147.3 	156.6 	124.3 	125.3 	122.5 
PC_GDP,NCO,S12,LIAB,F6,IT	12.3 	13.2 	14.6 	16.2 	19.0 	20.9 	22.6 	24.5 	27.5 	29.6 	32.0 	32.5 	31.0 	29.2 	33.4 	35.1 	34.6 	36.6 	38.9 	43.0 	45.9 	48.2 	49.9 
PC_GDP,NCO,S12,LIAB,F6,LT	0.5 	0.7 	0.6 	0.7 	0.8 	0.8 	0.9 	1.1 	1.6 	2.2 	2.7 	3.7 	4.5 	4.3 	6.3 	6.1 	5.8 	6.3 	6.6 	7.5 	8.3 	9.5 	10.0 
PC_GDP,NCO,S12,LIAB,F6,LU	: 	: 	: 	: 	156.8 	156.9 	160.6 	147.7 	153.9 	167.7 	180.0 	194.1 	191.4 	162.9 	223.2 	250.1 	238.8 	265.3 	273.1 	293.2 	301.6 	306.1 	314.8 
PC_GDP,NCO,S12,LIAB,F6,LV	0.3 	0.5 	0.7 	0.8 	1.0 	0.9 	1.1 	1.4 	1.6 	2.2 	2.7 	3.1 	3.7 	5.0 	8.7 	10.6 	10.1 	11.0 	12.1 	12.7 	13.7 	14.9 	16.2 
PC_GDP,NCO,S12,LIAB,F6,MT	5.5 e	6.1 e	6.7 e	7.4 e	8.1 e	8.7 e	9.8 e	10.8 e	11.9 e	13.5 	16.7 	19.0 	20.8 	19.9 	23.2 	24.6 	24.5 	25.4 	25.8 	26.4 	26.0 	23.5 	23.2 
PC_GDP,NCO,S12,LIAB,F6,NL	127.7 	132.3 	133.3 	134.6 	138.5 	138.8 	131.7 	133.8 	142.1 	139.8 	150.7 	142.4 	134.1 	142.7 	151.4 	162.1 	179.5 	194.3 	188.7 	215.5 	221.8 	234.5 	222.0 p
PC_GDP,NCO,S12,LIAB,F6,PL	1.1 	1.4 	3.3 	2.5 	3.1 	3.6 	4.3 	5.0 	11.4 	12.9 	15.4 	18.4 	19.7 	18.6 	20.6 	23.4 	21.8 	24.5 	26.3 	17.1 	16.1 	16.7 	17.5 
PC_GDP,NCO,S12,LIAB,F6,PT	15.0 	18.8 	21.7 	25.3 	27.1 	29.7 	31.2 	32.1 	32.2 	34.4 	39.2 	40.9 	42.2 	41.5 	44.4 	44.5 	37.9 	38.9 	39.6 	41.8 	39.5 	37.0 	36.9 
PC_GDP,NCO,S12,LIAB,F6,RO	0.2 e	0.3 e	0.3 e	0.4 	0.5 	0.5 	0.5 	0.7 	1.0 	1.4 	1.5 	1.5 	1.7 	2.0 	2.5 	3.0 	3.3 	3.8 	4.4 	5.1 	5.6 	6.3 	6.8 
PC_GDP,NCO,S12,LIAB,F6,SE	35.2 	40.5 	45.1 	50.7 	59.0 	62.0 	63.0 	69.9 	68.8 	68.8 	76.5 	70.9 	71.9 	78.1 	77.6 	82.5 	84.5 	85.0 	89.1 	100.2 	96.0 	100.4 	104.1 
PC_GDP,NCO,S12,LIAB,F6,SI	3.1 	3.9 	4.2 	4.6 	5.0 	5.6 	7.4 	8.0 	8.8 	9.8 	11.1 	12.3 	12.6 	12.5 	15.3 	17.0 	17.1 	18.2 	18.4 	19.2 	19.3 	19.4 	18.8 
PC_GDP,NCO,S12,LIAB,F6,SK	3.9 	3.7 	3.6 	3.6 	3.5 	3.7 	3.9 	4.1 	4.9 	5.4 	7.0 	9.0 	10.2 	10.2 	12.6 	13.8 	14.5 	16.4 	16.2 	17.4 	16.0 	17.0 	17.6 
PC_GDP,NCO,S12,LIAB,F6,UK	139.6 	141.0 	154.6 	177.1 	170.6 	175.2 	169.9 	171.2 	165.3 	167.3 	172.9 	165.6 	164.3 	153.7 	160.2 	162.4 	182.0 	179.1 	168.7 	187.2 	182.4 	194.9 	190.3 
