na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
B1GQ,CLV10_MNAC,FI	123400.0 	127915.0 	135912.0 	143290.0 	149658.0 	158091.0 	162171.0 	164896.0 	168184.0 	174787.0 	179646.0 	186931.0 	196623.0 	198040.0 	181664.0 	187100.0 	191910.0 	189173.0 	187739.0 	186553.0 	186805.0 	191433.0 	196788.0 
B1GQ,CLV10_MNAC,FR	1524841.8 	1546387.7 	1582515.9 	1639307.0 	1695393.8 	1761915.5 	1796867.0 	1817270.9 	1832230.0 	1884077.6 	1915413.9 	1962328.6 	2009909.9 	2015034.1 	1957135.9 	1995289.0 	2039039.7 	2045424.7 	2057213.0 	2076883.7 	2099997.6 	2124589.6 p	2170505.4 p
B1GQ,CLV10_MNAC,HR	217509.2 	230285.0 	245588.6 	250161.1 	247820.9 	257170.2 	266048.7 	280025.2 	295654.0 	307227.5 	319853.2 	335423.1 	353145.7 	360337.4 	334063.6 	329143.1 	328023.4 	320476.8 	318900.8 	318621.8 	326270.6 	337807.9 	347676.5 
B1GQ,CLV10_MNAC,HU	19236171.5 	19238894.4 	19881504.9 	20723655.2 	21384096.6 	22284191.7 	23140018.4 	24187846.1 	25118744.3 	26375916.8 	27533348.8 	28593705.7 	28714484.5 	28958937.0 	27047359.4 	27224599.0 	27675889.6 	27224384.2 	27794365.4 	28968581.1 	29993033.4 	30677113.8 	31946245.6 
B1GQ,CLV10_MNAC,IE	80680.6 	86886.2 	96355.0 	104708.1 	115728.0 	126671.4 	133409.3 	141317.8 	145493.4 	155053.9 	163841.9 	172107.0 	181244.3 	173259.8 	164558.3 	167721.2 	173962.1 	174279.8 	176609.8 	192152.4 	240415.8 	252406.8 	270635.0 
B1GQ,CLV10_MNAC,IT	1409058.7 	1427184.4 	1453378.4 	1476866.1 	1499903.0 	1555551.0 	1583118.3 	1587053.1 	1589454.6 	1614598.8 	1629932.1 	1662638.1 	1687143.2 	1669421.4 	1577902.8 	1604514.5 	1613766.5 	1568274.2 	1541171.9 	1542923.8 	1557180.3 	1575018.0 	1599773.5 
B1GQ,CLV10_MNAC,LT	14584.1 	15335.2 	16607.0 	17847.1 	17644.6 	18320.7 	19516.0 	20835.4 	23031.2 	24539.7 	26436.0 	28394.0 	31542.0 	32371.0 	27575.5 	28027.7 	29721.4 	30858.8 	31938.5 	33068.3 	33736.5 	34530.4 	35959.9 
B1GQ,CLV10_MNAC,LU	23070.9 	23391.2 	24726.8 	26221.5 	28445.3 	30789.1 	31568.7 	32774.5 	33308.4 	34511.6 	35606.5 	37450.3 	40579.2 	40059.9 	38313.9 	40177.8 	41198.0 	41052.8 	42553.0 	44381.4 	46119.4 	47231.5 	47962.0 
B1GQ,CLV10_MNAC,LV	9645.3 	9872.9 	10758.9 	11460.5 	11760.7 	12396.6 	13197.5 	14135.0 	15326.6 	16604.2 	18380.4 	20565.7 	22618.0 	21815.6 	18673.8 	17937.9 	19082.5 	19852.4 	20334.8 	20712.7 	21328.2 	21768.5 	22777.8 
B1GQ,CLV10_MNAC,MT	: 	: 	: 	: 	: 	5391.6 	5424.4 	5586.2 	5728.3 	5753.7 	5971.4 	6080.6 	6323.0 	6534.6 	6373.7 	6599.5 	6687.1 	6868.3 	7184.9 	7771.3 	8511.2 	8954.9 	9553.3 
B1GQ,CLV10_MNAC,NL	451436.5 	467231.1 	487457.8 	510192.5 	535875.8 	558359.2 	571352.0 	572593.4 	573484.6 	584868.0 	596862.9 	617520.2 	640818.3 	654726.1 	630718.1 	639187.0 	649102.0 	642414.0 	641577.7 	650709.9 	663458.4 	677999.5 	697450.2 p
B1GQ,CLV10_MNAC,PL	761086.0 	807182.0 	859322.0 	898977.0 	940710.0 	983602.0 	995877.0 	1016209.0 	1052411.0 	1106459.0 	1145115.0 	1215879.0 	1301414.0 	1356719.0 	1394982.0 	1445298.0 	1517812.0 	1542217.0 	1563683.0 	1615573.0 	1677594.0 	1728972.0 	1812062.0 
B1GQ,CLV10_MNAC,PT	136873.6 	141659.6 	147929.8 	155018.3 	161045.7 	167145.3 	170393.4 	171703.4 	170099.3 	173180.8 	174508.8 	177219.0 	181635.3 	181997.2 	176577.2 	179929.8 	176642.8 	169527.1 	167611.2 	169108.3 	172189.6 	175505.5 	180410.9 p
B1GQ,CLV10_MNAC,RO	353805.2 	367496.8 	349797.6 	342496.4 	341121.2 	349291.4 	368823.8 	387944.3 	409375.4 	443593.5 	462099.8 	499324.5 	533596.9 	577671.3 	543528.8 	528247.0 	538849.8 	550042.6 	569374.0 	588794.3 	611589.5 	640950.8 	687483.7 p
B1GQ,CLV10_MNAC,SE	2400865.0 	2437335.0 	2508317.7 	2614694.3 	2732007.9 	2861658.5 	2906685.1 	2967007.6 	3037022.3 	3167941.8 	3257172.5 	3410245.2 	3526469.7 	3506825.2 	3324614.2 	3523824.0 	3618235.3 	3607434.4 	3652107.0 	3747131.3 	3914124.8 	4019178.6 	4104151.9 
B1GQ,CLV10_MNAC,SI	22631.0 	23426.8 	24624.9 	25434.0 	26775.5 	27888.1 	28710.7 	29812.1 	30659.4 	31993.6 	33274.3 	35156.3 	37596.7 	38837.5 	35809.2 	36252.4 	36487.8 	35513.8 	35111.7 	36147.7 	36980.9 	38115.5 	39975.7 
B1GQ,CLV10_MNAC,SK	35217.8 	37597.5 	39878.8 	41478.6 	41393.6 	41894.5 	43283.9 	45241.6 	47693.1 	50201.2 	53590.2 	58120.2 	64396.9 	68022.3 	64333.8 	67577.3 	69482.4 	70633.8 	71686.7 	73658.3 	76733.5 	79131.7 	81654.7 
B1GQ,CLV10_MNAC,UK	1146199.3 	1175257.6 	1225713.2 	1266667.7 	1307376.6 	1352526.4 	1390947.5 	1425717.4 	1473328.6 	1507919.3 	1555399.5 	1595032.3 	1635633.9 	1629976.9 	1560758.2 	1587466.0 	1613576.2 	1636925.6 	1670422.9 	1719659.6 	1760056.5 	1791548.1 	1822742.2 
B1GQ,CLV_PCH_PRE,AT	: 	2.3 	2.1 	3.6 	3.6 	3.4 	1.3 	1.7 	0.9 	2.7 	2.2 	3.5 	3.7 	1.5 	-3.8 	1.8 	2.9 	0.7 	0.0 	0.7 	1.1 	2.0 	2.6 
B1GQ,CLV_PCH_PRE,BE	: 	1.6 	3.7 	2.0 	3.6 	3.6 	0.8 	1.8 	0.8 	3.6 	2.1 	2.5 	3.4 	0.8 	-2.3 	2.7 	1.8 	0.2 	0.2 	1.3 	1.7 	1.5 	1.7 
B1GQ,CLV_PCH_PRE,BG	: 	9.2 	-17.1 	4.9 	-8.4 	4.8 	3.8 	5.9 	5.2 	6.4 	7.1 	6.9 	7.3 	6.0 	-3.6 	1.3 	1.9 	0.0 	0.5 	1.8 	3.5 	3.9 	3.8 
B1GQ,CLV_PCH_PRE,CY	: 	1.2 	2.6 	6.1 	5.0 	6.0 	4.0 	3.7 	2.6 	5.0 	4.9 	4.7 	5.1 	3.6 	-2.0 	1.3 	0.4 	-2.9 	-5.8 	-1.3 	2.0 	4.8 p	4.2 p
B1GQ,CLV_PCH_PRE,CZ	: 	4.2 	-0.6 	-0.3 	1.4 	4.3 	2.9 	1.7 	3.6 	4.9 	6.5 	6.9 	5.6 	2.7 	-4.8 	2.3 	1.8 	-0.8 	-0.5 	2.7 	5.3 	2.5 	4.3 
B1GQ,CLV_PCH_PRE,DE	1.7 	0.8 	1.8 	2.0 	2.0 	3.0 	1.7 	0.0 	-0.7 	1.2 	0.7 	3.7 	3.3 	1.1 	-5.6 	4.1 	3.7 	0.5 	0.5 	2.2 	1.7 	2.2 	2.2 
B1GQ,CLV_PCH_PRE,DK	3.0 	2.9 	3.3 	2.2 	2.9 	3.7 	0.8 	0.5 	0.4 	2.7 	2.3 	3.9 	0.9 	-0.5 	-4.9 	1.9 	1.3 	0.2 	0.9 	1.6 	1.6 	2.0 	2.3 
B1GQ,CLV_PCH_PRE,EE	: 	5.3 	11.8 	4.1 	-0.9 	10.6 	6.3 	6.1 	7.4 	6.3 	9.4 	10.3 	7.7 	-5.4 	-14.7 	2.3 	7.6 	4.3 	1.9 	2.9 	1.9 	3.5 	4.9 
B1GQ,CLV_PCH_PRE,EL	: 	2.9 	4.5 	3.9 	3.1 	3.9 	4.1 	3.9 	5.8 	5.1 	0.6 	5.7 	3.3 	-0.3 	-4.3 	-5.5 	-9.1 p	-7.3 p	-3.2 p	0.7 p	-0.4 p	-0.2 p	1.5 p
B1GQ,CLV_PCH_PRE,ES	: 	2.7 	3.7 	4.3 	4.5 	5.3 	4.0 	2.9 	3.2 	3.2 	3.7 	4.2 	3.8 	1.1 	-3.6 	0.0 	-1.0 	-2.9 	-1.7 	1.4 	3.6 	3.2 p	3.0 p
B1GQ,CLV_PCH_PRE,FI	4.2 	3.7 	6.3 	5.4 	4.4 	5.6 	2.6 	1.7 	2.0 	3.9 	2.8 	4.1 	5.2 	0.7 	-8.3 	3.0 	2.6 	-1.4 	-0.8 	-0.6 	0.1 	2.5 	2.8 
B1GQ,CLV_PCH_PRE,FR	2.1 	1.4 	2.3 	3.6 	3.4 	3.9 	2.0 	1.1 	0.8 	2.8 	1.7 	2.4 	2.4 	0.3 	-2.9 	1.9 	2.2 	0.3 	0.6 	1.0 	1.1 	1.2 p	2.2 p
B1GQ,CLV_PCH_PRE,HR	: 	5.9 	6.6 	1.9 	-0.9 	3.8 	3.5 	5.3 	5.6 	3.9 	4.1 	4.9 	5.3 	2.0 	-7.3 	-1.5 	-0.3 	-2.3 	-0.5 	-0.1 	2.4 	3.5 	2.9 
B1GQ,CLV_PCH_PRE,HU	: 	0.0 	3.3 	4.2 	3.2 	4.2 	3.8 	4.5 	3.8 	5.0 	4.4 	3.9 	0.4 	0.9 	-6.6 	0.7 	1.7 	-1.6 	2.1 	4.2 	3.5 	2.3 	4.1 
B1GQ,CLV_PCH_PRE,IE	: 	7.7 	10.9 	8.7 	10.5 	9.5 	5.3 	5.9 	3.0 	6.6 	5.7 	5.0 	5.3 	-4.4 	-5.0 	1.9 	3.7 	0.2 	1.3 	8.8 	25.1 	5.0 	7.2 
B1GQ,CLV_PCH_PRE,IT	: 	1.3 	1.8 	1.6 	1.6 	3.7 	1.8 	0.2 	0.2 	1.6 	0.9 	2.0 	1.5 	-1.1 	-5.5 	1.7 	0.6 	-2.8 	-1.7 	0.1 	0.9 	1.1 	1.6 
B1GQ,CLV_PCH_PRE,LT	: 	5.1 	8.3 	7.5 	-1.1 	3.8 	6.5 	6.8 	10.5 	6.6 	7.7 	7.4 	11.1 	2.6 	-14.8 	1.6 	6.0 	3.8 	3.5 	3.5 	2.0 	2.4 	4.1 
B1GQ,CLV_PCH_PRE,LU	: 	1.4 	5.7 	6.0 	8.5 	8.2 	2.5 	3.8 	1.6 	3.6 	3.2 	5.2 	8.4 	-1.3 	-4.4 	4.9 	2.5 	-0.4 	3.7 	4.3 	3.9 	2.4 	1.5 
B1GQ,CLV_PCH_PRE,LV	: 	2.4 	9.0 	6.5 	2.6 	5.4 	6.5 	7.1 	8.4 	8.3 	10.7 	11.9 	10.0 	-3.5 	-14.4 	-3.9 	6.4 	4.0 	2.4 	1.9 	3.0 	2.1 	4.6 
B1GQ,CLV_PCH_PRE,MT	: 	: 	: 	: 	: 	: 	0.6 	3.0 	2.5 	0.4 	3.8 	1.8 	4.0 	3.3 	-2.5 	3.5 	1.3 	2.7 	4.6 	8.2 	9.5 	5.2 	6.7 
B1GQ,CLV_PCH_PRE,NL	: 	3.5 	4.3 	4.7 	5.0 	4.2 	2.3 	0.2 	0.2 	2.0 	2.1 	3.5 	3.8 	2.2 	-3.7 	1.3 	1.6 	-1.0 	-0.1 	1.4 	2.0 	2.2 	2.9 p
B1GQ,CLV_PCH_PRE,PL	: 	6.1 	6.5 	4.6 	4.6 	4.6 	1.2 	2.0 	3.6 	5.1 	3.5 	6.2 	7.0 	4.2 	2.8 	3.6 	5.0 	1.6 	1.4 	3.3 	3.8 	3.1 	4.8 
B1GQ,CLV_PCH_PRE,PT	: 	3.5 	4.4 	4.8 	3.9 	3.8 	1.9 	0.8 	-0.9 	1.8 	0.8 	1.6 	2.5 	0.2 	-3.0 	1.9 	-1.8 	-4.0 	-1.1 	0.9 	1.8 	1.9 	2.8 p
B1GQ,CLV_PCH_PRE,RO	: 	3.9 	-4.8 	-2.1 	-0.4 	2.4 	5.6 	5.2 	5.5 	8.4 	4.2 	8.1 	6.9 	8.3 	-5.9 	-2.8 	2.0 	2.1 	3.5 	3.4 	3.9 	4.8 	7.3 p
B1GQ,CLV_PCH_PRE,SE	4.0 	1.5 	2.9 	4.2 	4.5 	4.7 	1.6 	2.1 	2.4 	4.3 	2.8 	4.7 	3.4 	-0.6 	-5.2 	6.0 	2.7 	-0.3 	1.2 	2.6 	4.5 	2.7 	2.1 
B1GQ,CLV_PCH_PRE,SI	: 	3.5 	5.1 	3.3 	5.3 	4.2 	2.9 	3.8 	2.8 	4.4 	4.0 	5.7 	6.9 	3.3 	-7.8 	1.2 	0.6 	-2.7 	-1.1 	3.0 	2.3 	3.1 	4.9 
B1GQ,CLV_PCH_PRE,SK	: 	6.8 	6.1 	4.0 	-0.2 	1.2 	3.3 	4.5 	5.4 	5.3 	6.8 	8.5 	10.8 	5.6 	-5.4 	5.0 	2.8 	1.7 	1.5 	2.8 	4.2 	3.1 	3.2 
B1GQ,CLV_PCH_PRE,UK	2.0 	2.5 	4.3 	3.3 	3.2 	3.5 	2.8 	2.5 	3.3 	2.3 	3.1 	2.5 	2.5 	-0.3 	-4.2 	1.7 	1.6 	1.4 	2.0 	2.9 	2.3 	1.8 	1.7 
B1GQ,CP_MNAC,AT	176608.8 	182540.9 	188723.8 	196346.6 	203850.6 	213606.5 	220525.1 	226735.2 	231862.5 	242348.3 	254075.0 	267824.5 	283978.0 	293761.9 	288044.0 	295896.6 	310128.7 	318653.0 	323910.2 	333146.1 	344258.5 	356237.6 	369899.2 
B1GQ,CP_MNAC,BE	211615.8 	215942.4 	225968.7 	234489.6 	244226.0 	258222.0 	265788.4 	275065.1 	282636.5 	298710.8 	311480.8 	326662.1 	344712.5 	354065.9 	348781.1 	365100.5 	379106.3 	387500.1 	392339.8 	400086.6 	411010.2 	424660.3 	439051.9 
B1GQ,CP_MNAC,BG	1267.9 	2167.7 	18856.7 	26304.2 	24867.7 	27927.8 	30751.0 	33806.2 	36356.7 	40886.4 	46651.0 	53219.1 	63464.0 	72755.9 	72985.9 	74771.3 	80759.0 	82040.4 	81866.1 	83756.0 	88575.2 	94130.0 	101042.5 
B1GQ,CP_MNAC,CY	7678.3 	7979.5 	8373.4 	9059.8 	9731.6 	10595.0 	11416.9 	11877.0 	12845.3 	13856.4 	14822.3 	16000.0 	17511.6 	19006.2 	18673.5 	19299.5 	19731.0 	19489.7 	18140.5 	17610.0 	17746.0 	18490.2 p	19570.9 p
B1GQ,CP_MNAC,CZ	1586447.0 	1818342.0 	1958725.0 	2146389.0 	2242417.0 	2379393.0 	2568309.0 	2681644.0 	2810382.0 	3062444.0 	3264931.0 	3512798.0 	3840117.0 	4024117.0 	3930409.0 	3962464.0 	4033755.0 	4059912.0 	4098128.0 	4313789.0 	4595783.0 	4767990.0 	5045188.0 
B1GQ,CP_MNAC,DE	1898880.0 	1926320.0 	1967090.0 	2018230.0 	2064880.0 	2116480.0 	2179850.0 	2209290.0 	2220080.0 	2270620.0 	2300860.0 	2393250.0 	2513230.0 	2561740.0 	2460280.0 	2580060.0 	2703120.0 	2758260.0 	2826240.0 	2938590.0 	3048860.0 	3159750.0 	3277340.0 
B1GQ,CP_MNAC,DK	1036483.0 	1088024.0 	1146129.0 	1185988.0 	1241521.0 	1326912.0 	1371526.0 	1410271.0 	1436751.0 	1506001.0 	1585984.0 	1682260.0 	1738845.0 	1801470.0 	1722143.0 	1810926.0 	1846854.0 	1895002.0 	1929677.0 	1981165.0 	2027108.0 	2065962.0 	2149613.0 
B1GQ,CP_MNAC,EE	2779.5 	3649.3 	4494.8 	5049.2 	5378.7 	6170.8 	6976.4 	7773.8 	8708.9 	9707.7 	11262.3 	13521.7 	16246.4 	16517.3 	14145.9 	14716.5 	16667.6 	17934.9 	18932.3 	20061.2 	20652.0 	21682.6 	23615.1 
B1GQ,CP_MNAC,EL	93063.6 	103036.6 	114712.2 	125262.6 	133788.7 	141247.3 	152193.8 	163460.8 	178904.9 	193715.8 	199242.3 	217861.6 	232694.6 	241990.4 	237534.2 	226031.4 	207028.9 p	191203.9 p	180654.3 p	178656.5 p	177258.4 p	176487.9 p	180217.6 p
B1GQ,CP_MNAC,ES	459337.0 	487992.0 	518049.0 	554042.0 	594316.0 	646250.0 	699528.0 	749288.0 	803472.0 	861420.0 	930566.0 	1007974.0 	1080807.0 	1116225.0 	1079052.0 	1080935.0 	1070449.0 	1039815.0 	1025693.0 	1037820.0 	1081165.0 	1118743.0 p	1166319.0 p
B1GQ,CP_MNAC,FI	98556.0 	102060.0 	110738.0 	120382.0 	126923.0 	136261.0 	144437.0 	148289.0 	151569.0 	158477.0 	164387.0 	172614.0 	186584.0 	193711.0 	181029.0 	187100.0 	196869.0 	199793.0 	203338.0 	205474.0 	209604.0 	216111.0 	223843.0 
B1GQ,CP_MNAC,FR	1218273.0 	1252266.0 	1292777.0 	1351896.0 	1400999.0 	1478585.0 	1538200.0 	1587829.0 	1630666.0 	1704019.0 	1765905.0 	1848151.0 	1941360.0 	1992380.0 	1936422.0 	1995289.0 	2058369.0 	2088804.0 	2117189.0 	2149765.0 	2198432.0 	2228568.0 p	2291705.0 p
B1GQ,CP_MNAC,HR	117104.9 	128671.1 	146758.3 	161832.4 	166320.9 	180240.9 	194270.8 	211500.4 	232444.1 	250564.8 	269779.5 	294150.3 	322463.8 	347749.9 	331367.1 	329143.1 	333456.6 	330825.0 	331784.9 	331569.6 	339616.2 	351349.1 	365643.1 
B1GQ,CP_MNAC,HU	5835633.0 	7122464.0 	8833295.0 	10456471.0 	11660562.0 	13350074.0 	15419134.0 	17461700.0 	19138918.0 	21099068.0 	22559880.0 	24256957.0 	25680214.0 	27193630.0 	26424604.0 	27224599.0 	28304938.0 	28781064.0 	30248235.0 	32583424.0 	34378594.0 	35474186.0 	38355115.0 
B1GQ,CP_MNAC,IE	54824.3 	60218.9 	69375.2 	80326.2 	92632.4 	108380.4 	121958.6 	135959.2 	145555.8 	156143.8 	170187.0 	184993.7 	197202.0 	187769.1 	170100.5 	167721.2 	171140.2 	175216.2 	179922.4 	195292.8 	262466.2 	273238.2 	294110.1 
B1GQ,CP_MNAC,IT	984983.4 	1043085.8 	1089869.2 	1135499.5 	1171901.4 	1239266.3 	1298890.2 	1345794.2 	1390709.6 	1448362.7 	1489725.5 	1548473.4 	1609550.8 	1632150.8 	1572878.3 	1604514.5 	1637462.9 	1613265.0 	1604599.1 	1621827.2 	1652085.4 	1689747.6 	1724954.5 
B1GQ,CP_MNAC,LT	7764.5 	9714.1 	11724.3 	13022.0 	12712.1 	13368.2 	14194.5 	15202.2 	16668.5 	18237.7 	21002.4 	24079.2 	29040.7 	32696.3 	26934.8 	28027.7 	31275.3 	33348.5 	34959.6 	36568.3 	37433.9 	38849.4 	42190.8 
B1GQ,CP_MNAC,LU	15776.6 	16713.5 	17498.3 	18184.2 	20870.6 	23079.4 	23771.9 	25094.7 	26187.8 	27935.5 	30031.0 	33808.4 	37178.9 	38128.6 	36976.5 	40177.8 	43164.6 	44112.1 	46499.6 	49824.5 	51578.9 	53303.0 	55299.4 
B1GQ,CP_MNAC,LV	4058.8 	4678.1 	5394.1 	6022.0 	6272.1 	6850.3 	7460.1 	8397.1 	9552.7 	11048.7 	13597.2 	17101.9 	22592.0 	24351.2 	18826.6 	17937.9 	20302.8 	21885.6 	22786.6 	23618.2 	24320.3 	25037.7 	27033.1 
B1GQ,CP_MNAC,MT	3040.7 	3195.8 	3395.1 	3597.5 	3803.8 	4136.9 	4262.9 	4512.1 	4758.9 	4852.4 	5149.3 	5386.1 	5757.5 	6128.7 	6138.6 	6599.5 	6840.0 	7168.0 	7641.7 	8467.5 	9524.6 	10180.1 	11139.7 
B1GQ,CP_MNAC,NL	329547.0 	344625.0 	369046.0 	394295.0 	419459.0 	452007.0 	481881.0 	501137.0 	512810.0 	529286.0 	550883.0 	584546.0 	619170.0 	647198.0 	624842.0 	639187.0 	650359.0 	652966.0 	660463.0 	671560.0 	690008.0 	708337.0 	737048.0 p
B1GQ,CP_MNAC,PL	344683.0 	431222.0 	521795.0 	606069.0 	673287.0 	747032.0 	779975.0 	810617.0 	845930.0 	933062.0 	990468.0 	1069824.0 	1187605.0 	1286069.0 	1372208.0 	1445298.0 	1566824.0 	1629425.0 	1656895.0 	1720430.0 	1800228.0 	1861112.0 	1988730.0 
B1GQ,CP_MNAC,PT	89037.3 	94351.4 	102356.9 	111385.2 	119639.2 	128466.3 	135827.5 	142631.4 	146158.3 	152371.6 	158652.6 	166248.7 	175467.7 	178872.6 	175448.2 	179929.8 	176166.6 	168398.0 	170269.3 	173079.1 	179809.1 	186480.5 	194613.5 p
B1GQ,CP_MNAC,RO	7656.7 	11463.5 	25689.1 	37257.9 	55479.4 	81275.3 	118327.2 	152630.0 	198761.1 	248747.6 	290488.8 	347004.3 	428979.0 	538049.8 	526345.3 	528247.0 	559244.8 	593742.9 	635459.4 	668590.1 	712587.8 	765135.4 	858659.6 p
B1GQ,CP_MNAC,SE	1885648.0 	1934378.0 	2021978.0 	2124406.0 	2240573.0 	2383626.0 	2481916.0 	2573959.0 	2680863.0 	2808403.0 	2910683.0 	3102834.0 	3300983.0 	3391681.0 	3292009.0 	3523824.0 	3661043.0 	3688871.0 	3773939.0 	3940925.0 	4201543.0 	4385497.0 	4578899.0 
B1GQ,CP_MNAC,SI	10521.7 	12131.9 	13827.2 	15337.4 	17210.4 	18902.0 	21146.8 	23622.5 	25667.5 	27672.7 	29226.6 	31555.4 	35152.6 	37951.2 	36166.2 	36252.4 	36896.3 	36076.1 	36239.2 	37603.3 	38863.3 	40357.2 	42999.7 
B1GQ,CP_MNAC,SK	19685.8 	21951.5 	24415.6 	26664.1 	28547.6 	31601.3 	34310.6 	37279.8 	41404.3 	46101.5 	50415.1 	56272.7 	63053.9 	68491.6 	64023.1 	67577.3 	70627.2 	72703.5 	74169.9 	76087.8 	79138.2 	81226.1 	84850.9 
B1GQ,CP_MNAC,UK	846536.0 	903432.0 	948953.0 	991238.0 	1031158.0 	1089341.0 	1129443.0 	1182956.0 	1251847.0 	1312854.0 	1388753.0 	1465902.0 	1541442.0 	1579796.0 	1537213.0 	1587466.0 	1644546.0 	1694417.0 	1761347.0 	1844295.0 	1895839.0 	1969524.0 	2044471.0 
