na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,R-U,PCH_Q1_SCA,AT	0.1 	0.2 	-1.6 	0.3 	0.0 	-0.3 	0.2 	-0.2 	-0.1 	0.0 	0.5 	0.2 
B1G,R-U,PCH_Q1_SCA,BE	0.4 	-0.4 	-0.5 	0.3 	1.0 	-0.6 	1.7 	0.3 	0.9 	-1.4 	0.2 	0.8 
B1G,R-U,PCH_Q1_SCA,BG	-2.2 	1.4 	-1.9 	0.2 	-0.9 	1.5 	2.1 	-0.1 	3.5 	-0.1 	-2.6 p	0.8 p
B1G,R-U,PCH_Q1_SCA,CH	1.0 	2.3 	7.9 	7.1 	5.4 	-7.4 	-8.8 	-1.3 	0.2 	-0.3 	9.2 	8.7 
B1G,R-U,PCH_Q1_SCA,CY	0.2 	0.1 	1.1 	1.1 	0.5 	0.7 	-0.6 	0.5 	1.3 	1.6 	2.5 	2.1 
B1G,R-U,PCH_Q1_SCA,CZ	2.7 	2.5 	0.7 	0.4 	1.1 	-0.8 	-0.1 	0.3 	-1.9 	-1.0 	1.7 	0.0 
B1G,R-U,PCH_Q1_SCA,DE	0.1 	0.2 	-2.8 	2.0 	-0.5 	0.4 	0.5 	0.1 	0.6 	-0.5 	0.2 	0.9 
B1G,R-U,PCH_Q1_SCA,DK	0.3 	0.1 	-2.6 	-0.7 	2.4 	4.9 	-3.9 	2.0 	-1.5 	-0.4 	1.0 	-0.3 
B1G,R-U,PCH_Q1_SCA,EA	0.4 	0.4 	0.1 	0.2 	0.2 	0.2 	0.0 	0.5 	0.4 	0.1 	0.1 	0.0 
B1G,R-U,PCH_Q1_SCA,EA19	0.4 	0.4 	0.1 	0.2 	0.2 	0.2 	0.0 	0.5 	0.4 	0.1 	0.1 	0.0 
B1G,R-U,PCH_Q1_SCA,EE	0.6 	0.2 	-2.5 	-0.6 	1.8 	0.1 	1.0 	2.8 	-1.3 	1.1 	0.7 	-0.5 
B1G,R-U,PCH_Q1_SCA,EL	-2.3 p	3.1 p	1.4 p	-5.1 p	-0.1 p	-4.1 p	8.5 p	4.5 p	5.1 p	-2.8 p	2.7 p	0.8 p
B1G,R-U,PCH_Q1_SCA,ES	1.2 	-0.4 	-0.8 p	0.2 p	0.3 p	-0.2 p	0.6 p	1.1 p	-0.1 p	1.0 p	-0.6 p	-2.0 p
B1G,R-U,PCH_Q1_SCA,EU28	0.5 	0.5 	-0.3 	0.1 	0.2 	0.5 	0.2 	0.6 	0.3 	-0.2 	0.3 	0.1 
B1G,R-U,PCH_Q1_SCA,FI	0.5 	0.5 	0.0 	1.5 	-0.3 	0.0 	0.3 	-0.5 	-0.4 	0.0 	-1.2 	-2.3 
B1G,R-U,PCH_Q1_SCA,FR	0.7 	-0.1 	4.5 	-3.2 	0.8 	0.0 	0.3 	0.6 	0.6 	1.0 	0.5 	-0.6 
B1G,R-U,PCH_Q1_SCA,HR	0.7 	1.0 	1.1 	0.7 	2.9 	-0.7 	-0.2 	0.1 	0.8 	1.3 	0.7 	-0.3 
B1G,R-U,PCH_Q1_SCA,HU	0.3 	0.6 	0.8 	0.3 	1.6 	0.9 	-0.3 	1.2 	1.6 	1.3 	2.2 	1.3 
B1G,R-U,PCH_Q1_SCA,IE	4.2 	4.7 	6.1 	1.4 	2.7 	2.2 	-2.9 	4.1 	-4.1 	4.3 	-3.8 	-2.8 
B1G,R-U,PCH_Q1_SCA,IT	0.5 	0.8 	2.1 	0.8 	0.5 	0.7 	-1.5 	0.0 	0.0 	-0.2 	-0.6 	0.4 
B1G,R-U,PCH_Q1_SCA,LT	1.2 	-0.1 	0.5 	-0.1 	-0.1 	0.8 	-0.2 	0.4 	0.2 	-0.5 	0.4 	-0.1 
B1G,R-U,PCH_Q1_SCA,LU	-0.8 	-0.1 	-2.9 	-1.2 	1.1 	0.3 	2.2 	1.7 	1.6 	0.8 	0.0 	-2.1 
B1G,R-U,PCH_Q1_SCA,LV	0.5 	1.4 	1.5 	0.1 	0.7 	0.0 	3.3 	0.8 	1.7 	1.3 	0.0 	1.1 
B1G,R-U,PCH_Q1_SCA,NL	0.8 	0.3 	-0.1 p	0.9 p	-0.2 p	0.5 p	0.0 p	1.5 p	0.5 p	0.8 p	0.8 p	0.4 p
B1G,R-U,PCH_Q1_SCA,NO	-0.9 	3.6 	-3.0 	-1.6 	-0.5 	0.6 	1.9 	1.1 	1.0 	0.6 	0.5 	1.2 
B1G,R-U,PCH_Q1_SCA,PL	0.3 	0.4 	1.1 	0.8 	0.2 	0.6 	-0.2 	0.0 	0.1 	0.2 	0.7 	0.3 
B1G,R-U,PCH_Q1_SCA,PT	0.1 	0.7 	0.1 	0.7 	0.3 	0.6 	0.2 	0.6 	0.5 	0.8 	0.3 	0.5 
B1G,R-U,PCH_Q1_SCA,RO	4.0 	-6.8 	-6.6 p	0.7 p	-0.9 p	4.1 p	1.8 p	-1.2 p	1.1 p	1.2 p	5.0 p	-4.3 p
B1G,R-U,PCH_Q1_SCA,SE	0.3 	1.9 	1.6 	0.1 	0.3 	1.0 	0.3 	0.9 	1.0 	0.2 	0.1 	0.3 
B1G,R-U,PCH_Q1_SCA,SI	-0.1 	3.0 	2.5 	0.1 	1.0 	1.7 	-0.1 	0.2 	1.4 	0.4 	0.2 	0.1 
B1G,R-U,PCH_Q1_SCA,UK	0.5 	0.8 	-1.2 	-0.2 	0.0 	0.9 	1.1 	0.7 	0.0 	-1.6 	0.7 	0.9 
B1G,R-U,PCH_Q4_NSA,AL	1.8 	20.3 	10.8 p	11.4 p	17.1 p	10.0 p	4.1 p	4.5 p	9.4 p	5.8 p	4.2 p	8.9 p
B1G,R-U,PCH_Q4_NSA,AT	0.8 	1.0 	-1.5 	-1.0 	-1.1 	-1.6 	0.2 	-0.2 	-0.4 	-0.2 	0.3 	0.6 
B1G,R-U,PCH_Q4_NSA,BE	-1.2 	-3.0 	-2.1 	-0.3 	0.4 	0.2 	2.4 	2.5 	2.5 	1.5 	0.0 	0.4 
B1G,R-U,PCH_Q4_NSA,BG	0.2 	3.5 	-0.1 	-3.2 	-0.7 	-2.1 	3.2 	1.0 	10.8 	4.1 	0.9 p	2.3 p
B1G,R-U,PCH_Q4_NSA,CH	-9.2 	-1.8 	13.0 	19.3 	24.8 	12.8 	-4.6 	-12.4 	-16.4 	-10.1 	7.6 	18.7 
B1G,R-U,PCH_Q4_NSA,CY	1.0 	0.6 	0.3 	2.5 	3.2 	4.6 	1.0 	1.1 	2.2 	3.5 	5.7 	7.8 
B1G,R-U,PCH_Q4_NSA,CZ	9.6 	9.8 	9.9 	7.0 	4.6 	0.9 	1.0 	1.5 	-2.3 	-4.1 	-0.7 	-0.6 
B1G,R-U,PCH_Q4_NSA,DE	0.9 	1.4 	-2.2 	0.0 	-1.0 	-1.1 	2.7 	0.1 	1.4 	0.4 	0.1 	1.4 
B1G,R-U,PCH_Q4_NSA,DK	-0.4 	3.4 	-0.7 	-3.0 	-1.4 	4.2 	2.7 	5.4 	1.0 	-3.7 	1.3 	-1.1 
B1G,R-U,PCH_Q4_NSA,EA	1.2 	1.8 	0.9 	1.3 	0.9 	0.7 	0.5 	0.9 	1.2 	1.0 	1.2 	0.5 
B1G,R-U,PCH_Q4_NSA,EA19	1.2 	1.8 	0.9 	1.3 	0.9 	0.7 	0.5 	0.9 	1.2 	1.0 	1.2 	0.5 
B1G,R-U,PCH_Q4_NSA,EE	4.6 	2.7 	-3.1 	-2.3 	-1.4 	-1.2 	2.4 	6.3 	2.3 	3.5 	3.4 	0.0 
B1G,R-U,PCH_Q4_NSA,EL	2.9 p	3.9 p	6.2 p	-2.9 p	-0.6 p	-8.4 p	-1.3 p	8.7 p	14.6 p	15.5 p	9.5 p	5.7 p
B1G,R-U,PCH_Q4_NSA,ES	7.1 	6.6 	2.3 p	0.2 p	-1.4 p	0.0 p	0.0 p	2.1 p	0.8 p	3.4 p	2.0 p	-2.8 p
B1G,R-U,PCH_Q4_NSA,EU28	1.5 	2.0 	0.9 	0.8 	0.5 	0.8 	0.9 	1.5 	2.0 	0.6 	2.5 	1.6 
B1G,R-U,PCH_Q4_NSA,FI	0.5 	1.7 	1.1 	2.4 	1.5 	1.3 	1.7 	-0.7 	-0.6 	-0.4 	-2.0 	-4.0 
B1G,R-U,PCH_Q4_NSA,FR	-2.0 	-1.1 	4.3 	1.9 	2.2 	2.6 	-2.9 	1.9 	2.6 	1.6 	3.2 	1.2 
B1G,R-U,PCH_Q4_NSA,HR	1.3 	2.5 	3.3 	3.3 	6.1 	4.3 	2.9 	1.8 	0.1 	2.1 	3.1 	2.4 
B1G,R-U,PCH_Q4_NSA,HU	2.4 	1.8 	1.2 	-1.1 	5.3 	4.6 	2.5 	3.5 	4.4 	2.8 	8.1 	7.1 
B1G,R-U,PCH_Q4_NSA,IE	5.7 	12.6 	14.7 	16.8 	15.3 	13.7 	3.3 	5.6 	-1.0 	1.5 	0.0 	-6.6 
B1G,R-U,PCH_Q4_NSA,IT	0.6 	1.1 	2.5 	4.5 	4.7 	4.5 	0.4 	-0.2 	-0.9 	-1.6 	-0.8 	-0.1 
B1G,R-U,PCH_Q4_NSA,LT	5.2 	1.6 	2.2 	1.4 	0.3 	0.4 	1.3 	1.9 	2.2 	-1.8 	0.6 	0.0 
B1G,R-U,PCH_Q4_NSA,LU	3.9 	3.3 	-2.0 	-3.9 	-3.4 	-4.8 	4.4 	3.5 	4.5 	6.7 	2.9 	2.2 
B1G,R-U,PCH_Q4_NSA,LV	-0.3 	-0.5 	7.7 	4.6 	3.6 	-0.4 	4.4 	5.3 	7.1 	7.5 	2.9 	4.0 
B1G,R-U,PCH_Q4_NSA,MK	5.0 	2.6 	3.0 p	0.2 p	-1.0 p	-2.0 p	-8.0 e	-9.1 e	-6.9 e	-5.6 e	12.1 e	13.9 e
B1G,R-U,PCH_Q4_NSA,NL	0.8 	1.5 	0.0 p	1.1 p	1.6 p	2.0 p	1.7 p	1.9 p	2.1 p	2.7 p	3.8 p	3.0 p
B1G,R-U,PCH_Q4_NSA,NO	0.0 	2.4 	-1.8 	3.6 	-5.3 	-3.5 	5.3 	-1.6 	3.4 	4.1 	-0.6 	6.0 
B1G,R-U,PCH_Q4_NSA,PL	-0.4 	-0.5 	4.0 	2.9 	1.5 	3.0 	2.5 	-0.3 	0.4 	-0.9 	2.4 	0.6 
B1G,R-U,PCH_Q4_NSA,PT	2.5 	2.7 	2.3 	1.6 	1.8 	1.7 	1.9 	1.8 	2.0 	2.1 	2.3 	2.1 
B1G,R-U,PCH_Q4_NSA,RO	13.7 	5.8 	-2.5 p	-8.2 p	-13.4 p	-4.3 p	4.7 p	3.6 p	5.8 p	3.9 p	5.1 p	2.6 p
B1G,R-U,PCH_Q4_NSA,RS	1.1 	-4.2 	2.8 	4.2 	2.9 	3.7 	1.4 p	0.1 p	1.5 p	1.0 p	3.9 p	2.9 p
B1G,R-U,PCH_Q4_NSA,SE	2.1 	5.7 	5.3 	4.0 	4.3 	3.7 	2.0 	1.3 	3.9 	2.4 	1.6 	1.6 
B1G,R-U,PCH_Q4_NSA,SI	1.2 	3.5 	6.7 	5.8 	6.7 	4.0 	2.2 	1.7 	3.2 	1.2 	2.0 	1.4 
B1G,R-U,PCH_Q4_NSA,SK	6.0 	12.2 	-10.3 	-12.7 	-13.2 	-13.8 	-2.6 	-0.7 	1.9 	1.9 	5.1 	4.2 
B1G,R-U,PCH_Q4_NSA,TR	-2.2 	1.5 	2.9 	2.6 	1.0 	4.5 	2.4 	5.8 	10.0 	11.2 	9.7 	3.8 
