stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,TOTAL,WRL_REST,I2010_NSA,EA19	114.9 	115.2 	115.8 	116.5 	116.5 	115.9 	116.0 	116.4 	117.2 	117.9 	118.5 	: 
EXP,TOTAL,WRL_REST,I2010_NSA,EU28	113.6 	113.7 	114.5 	114.9 	115.9 	114.2 	114.4 	115.0 	115.7 	117.0 	117.9 	117.9 
EXP,TOTAL,WRL_REST,PCH_M12_NSA,EA19	2.2 	2.0 	1.9 	1.3 	0.3 	-0.3 	-0.8 	-0.2 	0.5 	2.3 	2.6 	: 
EXP,TOTAL,WRL_REST,PCH_M12_NSA,EU28	1.9 	1.7 	0.9 	0.1 	-0.4 	-1.7 	-1.9 	-0.9 	-0.5 	2.4 	2.8 	4.0 
EXP,TOTAL,WRL_REST,PCH_M1_NSA,EA19	-0.1 	0.3 	0.5 	0.6 	0.0 	-0.5 	0.1 	0.3 	0.7 	0.6 	0.5 	: 
EXP,TOTAL,WRL_REST,PCH_M1_NSA,EU28	0.2 	0.1 	0.7 	0.3 	0.9 	-1.5 	0.2 	0.5 	0.6 	1.1 	0.8 	0.0 
