stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,TOTAL,WRL_REST,I2010_NSA,EA19	109.5 	110.0 	112.6 	114.7 	115.3 	112.9 	112.4 	113.8 	114.4 	117.4 	117.9 	: 
IMP,TOTAL,WRL_REST,I2010_NSA,EU28	108.7 	108.7 	112.2 	114.3 	115.1 	111.4 	111.6 	113.2 	113.6 	117.5 	118.3 	118.6 
IMP,TOTAL,WRL_REST,PCH_M12_NSA,EA19	3.9 	3.0 	4.7 	3.0 	0.9 	-0.7 	-0.9 	0.7 	2.4 	6.9 	7.2 	: 
IMP,TOTAL,WRL_REST,PCH_M12_NSA,EU28	3.9 	2.6 	4.6 	2.1 	0.0 	-2.9 	-2.2 	-0.6 	1.9 	7.8 	8.5 	10.5 
IMP,TOTAL,WRL_REST,PCH_M1_NSA,EA19	0.6 	0.5 	2.4 	1.9 	0.5 	-2.1 	-0.4 	1.2 	0.5 	2.6 	0.4 	: 
IMP,TOTAL,WRL_REST,PCH_M1_NSA,EU28	1.3 	0.0 	3.2 	1.9 	0.7 	-3.2 	0.2 	1.4 	0.4 	3.4 	0.7 	0.3 
