na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,R-U,MIO_EUR_NSA,AL	55.2 	78.8 	61.4 p	65.8 p	67.7 p	89.6 p	67.1 p	72.5 p	76.8 p	98.5 p	72.5 p	85.3 p
B1G,R-U,MIO_EUR_NSA,AT	2248.8 	2224.0 	2183.4 	2240.6 	2267.0 	2230.8 	2231.5 	2288.9 	2299.8 	2281.5 	2292.6 	2343.2 
B1G,R-U,MIO_EUR_NSA,BE	2089.0 	2123.0 	2032.0 	2092.0 	2145.0 	2142.0 	2085.0 	2151.0 	2211.0 	2205.0 	2122.0 	2195.0 
B1G,R-U,MIO_EUR_NSA,BG	261.4 	359.3 	138.0 	186.3 	247.6 	373.5 	125.1 	205.5 	276.9 	381.6 	136.6 p	196.7 p
B1G,R-U,MIO_EUR_NSA,CH	3432.9 	3497.2 	3734.9 	3996.0 	4244.1 	3976.8 	3655.3 	3540.4 	3415.6 	3331.0 	3633.4 	3916.1 
B1G,R-U,MIO_EUR_NSA,CY	170.0 	168.0 	168.0 	174.1 	173.5 	174.9 	170.6 	177.5 	178.1 	181.5 	180.8 	191.6 
B1G,R-U,MIO_EUR_NSA,CZ	873.0 	941.3 	819.4 	889.0 	921.9 	962.6 	840.9 	944.8 	965.5 	1030.3 	945.6 	1033.4 
B1G,R-U,MIO_EUR_NSA,DE	28766.0 	28432.0 	27945.0 	27647.0 	29061.0 	28571.0 	29007.0 	28164.0 	30109.0 	29329.0 	29762.0 	29165.0 
B1G,R-U,MIO_EUR_NSA,DK	2036.3 	2070.1 	1784.6 	2066.7 	2080.5 	2283.4 	1947.5 	2277.0 	2201.6 	2241.3 	1989.2 	2260.6 
B1G,R-U,MIO_EUR_NSA,EA	82871.6 	84908.1 	83777.9 	82759.6 	84365.9 	86311.9 	84664.5 	84422.9 	86733.0 	88424.2 	87249.4 	86193.9 
B1G,R-U,MIO_EUR_NSA,EA19	82871.6 	84908.1 	83777.9 	82759.6 	84365.9 	86311.9 	84664.5 	84422.9 	86733.0 	88424.2 	87249.4 	86193.9 
B1G,R-U,MIO_EUR_NSA,EE	110.3 	120.7 	107.6 	116.2 	113.5 	124.2 	116.0 	129.8 	122.3 	135.2 	126.0 	137.0 
B1G,R-U,MIO_EUR_NSA,EL	1673.5 p	1671.7 p	1703.4 p	1639.3 p	1664.8 p	1531.9 p	1688.9 p	1788.2 p	1914.3 p	1770.2 p	1845.0 p	1891.5 p
B1G,R-U,MIO_EUR_NSA,ES	9772.0 	11477.0 	10353.0 p	9820.0 p	9712.0 p	11580.0 p	10290.0 p	10069.0 p	9806.0 p	12075.0 p	10574.0 p	9800.0 p
B1G,R-U,MIO_EUR_NSA,EU28	116840.5 	121589.1 	114964.2 	116260.7 	115626.5 	120117.5 	116208.8 	119102.7 	120115.5 	124051.5 	119043.7 	120549.3 
B1G,R-U,MIO_EUR_NSA,FI	1420.0 	1442.0 	1393.0 	1469.0 	1464.0 	1478.0 	1415.0 	1455.0 	1441.0 	1464.0 	1392.0 	1394.0 
B1G,R-U,MIO_EUR_NSA,FR	14461.0 	14527.0 	15397.0 	14934.0 	14821.0 	14989.0 	15016.0 	15313.0 	15445.0 	15349.0 	15669.0 	15541.0 
B1G,R-U,MIO_EUR_NSA,HR	302.4 	294.3 	294.3 	319.8 	332.3 	317.4 	319.0 	340.5 	342.8 	326.6 	334.6 	355.4 
B1G,R-U,MIO_EUR_NSA,HU	667.6 	749.2 	631.0 	668.4 	730.4 	792.2 	694.3 	717.3 	802.9 	830.7 	759.7 	756.1 
B1G,R-U,MIO_EUR_NSA,IE	868.2 d	929.7 d	864.7 d	871.9 d	892.4 d	941.1 d	943.9 d	971.5 d	930.5 d	1012.5 d	983.6 d	991.1 d
B1G,R-U,MIO_EUR_NSA,IT	14569.6 	14953.1 	15102.7 	15169.1 	15207.0 	15699.0 	15122.0 	15182.8 	15294.8 	15644.7 	15364.5 	15537.8 
B1G,R-U,MIO_EUR_NSA,LT	195.3 	205.4 	190.6 	183.9 	209.6 	218.9 	201.4 	198.6 	227.9 	224.7 	223.9 	205.7 
B1G,R-U,MIO_EUR_NSA,LU	218.8 	253.3 	215.9 	220.1 	212.7 	240.7 	231.3 	235.5 	233.0 	268.4 	242.2 	247.3 
B1G,R-U,MIO_EUR_NSA,LV	156.4 	173.5 	158.0 	162.4 	162.6 	179.5 	169.9 	175.6 	180.5 	198.9 	177.8 	185.6 
B1G,R-U,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,R-U,MIO_EUR_NSA,MK	61.2 	60.1 	62.9 p	62.3 p	61.7 p	60.1 p	59.0 e	58.1 e	59.0 e	58.8 e	68.4 e	66.4 e
B1G,R-U,MIO_EUR_NSA,MT	274.0 	269.6 	293.5 	296.6 	295.5 	300.7 	322.8 	327.1 	325.5 	326.8 	352.4 	367.1 
B1G,R-U,MIO_EUR_NSA,NL	3794.0 	3728.0 	3668.0 p	3806.0 p	3905.0 p	3798.0 p	3783.0 p	3917.0 p	4068.0 p	3962.0 p	3995.0 p	4095.0 p
B1G,R-U,MIO_EUR_NSA,NO	1471.7 	1579.2 	1461.3 	1604.2 	1449.1 	1679.4 	1702.5 	1621.2 	1510.8 	1650.4 	1614.9 	1707.6 
B1G,R-U,MIO_EUR_NSA,PL	1718.5 	3288.3 	1496.5 	2224.8 	1712.7 	3343.4 	1589.9 	2390.6 	1805.4 	3515.5 	1736.5 	2442.2 
B1G,R-U,MIO_EUR_NSA,PT	1163.0 	1147.6 	1152.6 	1182.2 	1206.3 	1194.7 	1192.0 	1240.1 	1263.8 	1251.1 	1246.6 	1288.2 
B1G,R-U,MIO_EUR_NSA,RO	1415.8 	1495.2 	1095.5 p	1287.6 p	1384.6 p	1518.4 p	1250.4 p	1479.0 p	1600.8 p	1700.3 p	1376.0 p	1609.9 p
B1G,R-U,MIO_EUR_NSA,RS	218.9 	220.7 	203.2 	212.6 	224.7 	230.7 	207.3 p	216.7 p	239.5 p	240.5 p	231.2 p	239.4 p
B1G,R-U,MIO_EUR_NSA,SE	2895.3 	3206.3 	2886.1 	3314.4 	3050.9 	3253.8 	2948.8 	3299.8 	3213.0 	3389.0 	2950.4 	3215.5 
B1G,R-U,MIO_EUR_NSA,SI	209.8 	247.7 	218.3 	237.7 	227.3 	262.2 	226.3 	246.4 	240.6 	272.5 	237.9 	257.1 
B1G,R-U,MIO_EUR_NSA,SK	688.8 	758.8 	672.9 	534.4 	618.9 	697.5 	681.5 	559.1 	641.4 	723.8 	729.1 	594.0 
B1G,R-U,MIO_EUR_NSA,TR	3394.1 	3778.3 	3822.0 	3821.6 	3525.0 	3937.9 	3476.5 	3624.7 	3381.2 	3705.2 	3557.3 	3202.4 
B1G,R-U,MIO_EUR_NSA,UK	23814.0 	24341.1 	22132.2 	22665.8 	20938.4 	21070.6 	21857.0 	23016.5 	22153.3 	22172.6 	21492.7 	22401.2 
B1G,R-U,MIO_EUR_NSA,XK	84.2 	89.1 	63.9 	76.3 	96.1 	117.3 	46.4 p	48.7 p	78.2 p	88.4 p	53.6 p	: 
B1G,R-U,MIO_EUR_SCA,AT	2222.5 	2236.6 	2210.5 	2228.1 	2240.6 	2244.0 	2258.7 	2274.6 	2273.5 	2296.6 	2317.3 	2325.9 
B1G,R-U,MIO_EUR_SCA,BE	2069.0 	2087.0 	2084.0 	2098.0 	2123.0 	2106.0 	2140.0 	2158.0 	2186.0 	2167.0 	2180.0 	2203.0 
