co_nco,sector,finpos,na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI	104849.0 	105591.0 	115382.0 	116770.0 	143099.0 	167566.0 	171250.0 	179199.0 	192004.0 	207133.0 	221167.0 	242796.0 	270893.0 	303302.0 	300274.0 	318002.0 	333016.0 	344869.0 	360078.0 	377634.0 	400372.0 	390404.0 	408305.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR	1531309.0 	1559797.0 	1611699.0 	1660856.0 	1792936.0 	1958321.0 	2111625.0 	2183340.0 	2235602.0 	2374049.0 	2530266.0 	2723888.0 	2928282.0 	3140511.0 	3201706.0 	3304714.0 	3532089.0 	3669365.0 	3686988.0 	4019699.0 	4233173.0 	4427853.0 	4626505.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	125270.0 	171001.4 	193159.4 	218674.7 	248923.5 	298591.1 	359716.5 	418338.0 	441174.4 	471878.7 	474780.1 	473024.4 	474328.8 	466767.9 	468369.6 	462883.0 	470497.3 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU	2565945.0 	3334451.0 	4298992.0 	5057983.0 	6139981.0 	7937498.0 	9467114.0 	10600438.0 	13627826.0 	15926155.0 	19640992.0 	22760534.0 	27803987.0 	32174033.0 	34273704.0 	34656039.0 	36101777.0 	33472792.0 	32869429.0 	34423344.0 	33197459.0 	32775309.0 	31950274.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE	: 	: 	: 	: 	: 	: 	172603.0 	188997.0 	207658.0 	235796.0 	292854.0 	355922.0 	396188.0 	478432.0 	478226.0 	472268.0 	510824.0 	538780.0 	524112.0 	591650.0 	860263.0 	846963.0 	781913.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT	686148.0 	707942.0 	735201.0 	770999.0 	882432.0 	975351.0 	1069925.0 	1146999.0 	1241333.0 	1348476.0 	1471504.0 	1626249.0 	1814565.0 	1898559.0 	1965443.0 	2018874.0 	2051466.0 	2053941.0 	1999624.0 	1984516.0 	1950948.0 	1938858.0 	1956614.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT	1632.0 	2034.9 	2734.3 	3306.2 	3790.3 	4028.1 	4162.2 	4526.3 	6012.2 	7674.3 	10885.4 	15557.5 	24105.1 	27643.7 	23388.6 	21992.6 	21484.1 	21806.7 	21745.4 	21254.3 	22157.0 	24543.5 	27175.1 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU	: 	: 	: 	: 	27293.4 	29448.7 	40620.2 	45275.0 	62161.1 	61281.8 	62978.2 	73443.1 	125893.8 	127131.8 	141813.7 	140327.8 	153668.2 	167309.3 	178377.5 	213332.0 	231149.4 	232087.8 	231791.6 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV	491.0 	881.0 	1361.0 	1990.0 	2386.0 	3256.0 	3689.0 	4481.0 	5308.0 	7917.2 	12369.7 	18146.7 	26219.0 	29400.6 	27400.2 	27095.3 	26684.1 	26132.2 	25154.4 	24684.7 	23755.0 	24156.0 	24321.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT	3531.5 e	3903.2 e	4270.5 e	4734.7 e	5150.9 e	5599.8 e	6092.5 e	6547.9 e	7362.4 e	7491.1 	8272.2 	9308.3 	10392.9 	12008.4 	13319.9 	14406.4 	15539.6 	15882.0 	16398.8 	17806.0 	18360.6 	19362.4 	20453.7 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL	655816.0 	692622.0 	734730.0 	800296.0 	891863.0 	987269.0 	1042048.0 	1084405.0 	1186626.0 	1224094.0 	1301359.0 	1358817.0 	1435830.0 	1519079.0 	1569093.0 	1690348.0 	1792521.0 	1828651.0 	1839991.0 	1941608.0 	1983611.0 	2044814.0 	2059447.0 p
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL	74819.0 	109421.0 	141265.5 	202767.2 	245961.0 	295399.6 	332115.0 	398530.8 	405149.0 	399011.0 	429019.0 	534190.0 	675131.0 	896353.0 	953987.0 	1050443.0 	1199958.0 	1247510.0 	1304140.0 	1405663.0 	1500632.0 	1604508.0 	1615878.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT	82454.7 	95690.0 	107561.3 	131287.3 	156488.2 	181491.7 	207266.5 	231978.3 	252543.2 	280669.8 	296573.1 	311877.8 	345197.8 	372492.2 	380777.2 	388438.6 	387584.4 	389645.9 	376100.6 	360792.8 	352658.9 	342723.8 	341973.3 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO	7158.8 	8194.1 	10506.3 	14710.7 	17277.3 	23708.9 	35825.3 	52266.5 	71237.4 	88935.3 	121280.6 	233221.0 	443576.3 	591843.7 	616759.4 	399668.4 	417742.7 	432647.1 	431674.8 	421874.4 	436260.5 	435447.4 	445050.8 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE	2457139.0 	2510495.0 	2773068.0 	3013680.0 	3298503.0 	3657188.0 	4008246.0 	4191901.0 	4292924.0 	4500535.0 	4906024.0 	5352003.0 	6310367.0 	7403067.0 	7756017.0 	7836529.0 	8319673.0 	8482887.0 	8827511.0 	9283787.0 	9864762.0 	10172746.0 	10861498.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI	4042.0 	4701.0 	5656.0 	7124.0 	9315.0 	11190.0 	13369.0 	15447.0 	17764.0 	20440.0 	24454.0 	28180.0 	36547.0 	43511.0 	44899.0 	45436.0 	46221.0 	44849.0 	42900.0 	40333.0 	37082.0 	35605.0 	35505.0 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK	13163.6 	13415.3 	14503.9 	16783.9 	16894.2 	15149.9 	16611.1 	19418.6 	19709.3 	21915.9 	24892.4 	29559.6 	38594.4 	45266.0 	45528.7 	47034.9 	51711.0 	54424.3 	59229.2 	64766.0 	67740.6 	75179.6 	85652.1 
NCO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK	989415.0 	1046876.0 	1127566.0 	1247503.0 	1387411.0 	1557012.0 	1709006.0 	1880821.0 	2007000.0 	2174684.0 	2444699.0 	2676866.0 	2882675.0 	3093936.0 	2993143.0 	2998852.0 	3000067.0 	3097323.0 	3090013.0 	3071265.0 	3125448.0 	3349838.0 	3456702.0 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,AT	112.2 	113.8 	118.4 	119.3 	125.4 	132.4 	134.2 	133.7 	136.5 	134.2 	134.8 	136.3 	140.5 	142.7 	145.3 	147.6 	145.5 	143.7 	146.7 	142.7 	142.6 	143.9 	142.2 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,BE	105.8 	109.6 	116.6 	122.8 	135.2 	145.2 	151.3 	148.2 	154.9 	157.5 	156.1 	158.3 	169.5 	190.5 	205.9 	194.5 	204.1 	209.3 	209.6 	208.3 	211.5 	232.3 	219.8 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,BG	31.2 	52.5 	11.0 	11.7 	20.3 	35.7 	46.9 	46.7 	57.5 	72.0 	88.7 	97.1 	125.0 	136.8 	143.9 	142.3 	133.5 	134.8 	143.1 	136.6 	121.5 	116.3 	109.1 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,CY	317.6 	314.8 	315.3 	310.1 	303.8 	305.0 	274.2 	277.3 	258.3 	251.4 	270.4 	263.3 	270.0 	289.5 	310.9 	320.6 	327.3 	330.4 	341.5 	353.7 	354.6 	338.8 p	317.2 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,CZ	70.1 	70.2 	77.7 	66.9 	65.8 	62.3 	56.3 	58.0 	52.5 	53.1 	53.7 	57.8 	61.8 	67.6 	70.6 	72.5 	74.3 	77.0 	84.3 	80.6 	77.9 	77.6 	76.7 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,DE	110.4 	115.2 	118.5 	122.4 	124.7 	128.7 	129.2 	130.0 	131.0 	126.0 	123.6 	121.1 	117.1 	116.3 	120.0 	114.2 	109.5 	109.5 	110.3 	106.5 	105.9 	105.5 	107.1 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,DK	142.8 	148.3 	152.8 	151.7 	155.4 	161.8 	173.1 	172.5 	177.5 	182.4 	191.1 	210.4 	220.6 	231.4 	240.7 	232.7 	232.6 	233.8 	227.3 	222.0 	225.0 	226.3 	219.1 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,EE	35.2 	40.3 	53.5 	66.7 	69.1 	72.9 	81.1 	90.5 	97.2 	111.0 	120.9 	146.8 	152.4 	161.6 	167.2 	152.5 	132.6 	129.2 	127.1 	128.1 	125.5 	121.6 	114.7 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,EL	35.9 	36.5 	37.2 	40.6 	44.0 	53.1 	60.2 	64.0 	68.2 	73.9 	86.0 	92.9 	101.8 	113.4 	116.8 	128.1 	130.2 p	131.5 p	130.3 p	129.2 p	126.7 p	124.0 p	116.4 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,ES	80.1 	79.7 	82.9 	89.3 	103.4 	118.5 	127.6 	134.2 	142.1 	153.9 	169.9 	192.7 	205.8 	209.6 	214.5 	216.0 	214.3 	206.8 	197.3 	186.6 	174.7 	166.4 p	157.7 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,FI	106.4 	103.5 	104.2 	97.0 	112.7 	123.0 	118.6 	120.8 	126.7 	130.7 	134.5 	140.7 	145.2 	156.6 	165.9 	170.0 	169.2 	172.6 	177.1 	183.8 	191.0 	180.6 	182.4 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,FR	125.7 	124.6 	124.7 	122.9 	128.0 	132.4 	137.3 	137.5 	137.1 	139.3 	143.3 	147.4 	150.8 	157.6 	165.3 	165.6 	171.6 	175.7 	174.1 	187.0 	192.6 	198.7 p	201.9 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,HR	: 	: 	: 	: 	: 	: 	64.5 	80.9 	83.1 	87.3 	92.3 	101.5 	111.6 	120.3 	133.1 	143.4 	142.4 	143.0 	143.0 	140.8 	137.9 	131.7 	128.7 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,HU	44.0 	46.8 	48.7 	48.4 	52.7 	59.5 	61.4 	60.7 	71.2 	75.5 	87.1 	93.8 	108.3 	118.3 	129.7 	127.3 	127.5 	116.3 	108.7 	105.6 	96.6 	92.4 	83.3 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,IE	: 	: 	: 	: 	: 	: 	141.5 	139.0 	142.7 	151.0 	172.1 	192.4 	200.9 	254.8 	281.1 	281.6 	298.5 	307.5 	291.3 	303.0 	327.8 	310.0 	265.9 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,IT	69.7 	67.9 	67.5 	67.9 	75.3 	78.7 	82.4 	85.2 	89.3 	93.1 	98.8 	105.0 	112.7 	116.3 	125.0 	125.8 	125.3 	127.3 	124.6 	122.4 	118.1 	114.7 	113.4 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LT	21.0 	20.9 	23.3 	25.4 	29.8 	30.1 	29.3 	29.8 	36.1 	42.1 	51.8 	64.6 	83.0 	84.5 	86.8 	78.5 	68.7 	65.4 	62.2 	58.1 	59.2 	63.2 	64.4 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LU	: 	: 	: 	: 	130.8 	127.6 	170.9 	180.4 	237.4 	219.4 	209.7 	217.2 	338.6 	333.4 	383.5 	349.3 	356.0 	379.3 	383.6 	428.2 	448.1 	435.4 	419.2 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LV	12.1 	18.8 	25.2 	33.0 	38.0 	47.5 	49.4 	53.4 	55.6 	71.7 	91.0 	106.1 	116.1 	120.7 	145.5 	151.1 	131.4 	119.4 	110.4 	104.5 	97.7 	96.5 	90.0 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,MT	116.1 e	122.1 e	125.8 e	131.6 e	135.4 e	135.4 e	142.9 e	145.1 e	154.7 e	154.4 	160.6 	172.8 	180.5 	195.9 	217.0 	218.3 	227.2 	221.6 	214.6 	210.3 	192.8 	190.2 	183.6 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,NL	199.0 	201.0 	199.1 	203.0 	212.6 	218.4 	216.2 	216.4 	231.4 	231.3 	236.2 	232.5 	231.9 	234.7 	251.1 	264.5 	275.6 	280.1 	278.6 	289.1 	287.5 	288.7 	279.4 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,PL	21.7 	25.4 	27.1 	33.5 	36.5 	39.5 	42.6 	49.2 	47.9 	42.8 	43.3 	49.9 	56.8 	69.7 	69.5 	72.7 	76.6 	76.6 	78.7 	81.7 	83.4 	86.2 	81.3 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,PT	92.6 	101.4 	105.1 	117.9 	130.8 	141.3 	152.6 	162.6 	172.8 	184.2 	186.9 	187.6 	196.7 	208.2 	217.0 	215.9 	220.0 	231.4 	220.9 	208.5 	196.1 	183.8 	175.7 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,RO	93.5 	71.5 	40.9 	39.5 	31.1 	29.2 	30.3 	34.2 	35.8 	35.8 	41.8 	67.2 	103.4 	110.0 	117.2 	75.7 	74.7 	72.9 	67.9 	63.1 	61.2 	56.9 	51.8 p
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SE	130.3 	129.8 	137.1 	141.9 	147.2 	153.4 	161.5 	162.9 	160.1 	160.3 	168.6 	172.5 	191.2 	218.3 	235.6 	222.4 	227.2 	230.0 	233.9 	235.6 	234.8 	232.0 	237.2 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SI	38.4 	38.7 	40.9 	46.4 	54.1 	59.2 	63.2 	65.4 	69.2 	73.9 	83.7 	89.3 	104.0 	114.6 	124.1 	125.3 	125.3 	124.3 	118.4 	107.3 	95.4 	88.2 	82.6 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SK	66.9 	61.1 	59.4 	62.9 	59.2 	47.9 	48.4 	52.1 	47.6 	47.5 	49.4 	52.5 	61.2 	66.1 	71.1 	69.6 	73.2 	74.9 	79.9 	85.1 	85.6 	92.6 	100.9 
NCO,S11_S14_S15,LIAB,F3_F4,PC_GDP,UK	116.9 	115.9 	118.8 	125.9 	134.5 	142.9 	151.3 	159.0 	160.3 	165.6 	176.0 	182.6 	187.0 	195.8 	194.7 	188.9 	182.4 	182.8 	175.4 	166.5 	164.9 	170.1 	169.1 
