currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,LU	: 	: 	: 	: 	: 	: 	: 	481661.0 	588460.0 	653032.0 	763440.0 	834289.0 	1001131.0 	1165870.0 	1320952.0 	1503557.0 	2241342.0 	3036448.0 	3399885.0 	4566465.0 	5649731.0 	5757923.0 	5263395.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,LV	: 	: 	: 	: 	: 	66.0 	191.0 	144.0 	232.0 	314.0 	417.0 	565.0 	1182.0 	1385.0 	1221.0 	1319.0 	1428.0 	1539.0 	1932.0 	2050.0 	2418.0 	2544.0 	2950.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	10732.7 	23773.7 	38075.2 	52128.8 	64310.0 	62516.7 	70927.6 	77771.2 	76763.6 	75649.2 	74566.8 	73990.4 	73441.9 	73205.6 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	1726335.0 	1854934.0 	2102000.0 	2511779.0 	2908292.0 	3038009.0 	3138045.0 	3387353.0 	3736927.0 	3937134.0 	4218880.0 	4407892.0 	4985442.0 	5287923.0 	5511452.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	24890.0 	37526.0 	63388.0 	76536.0 	99115.0 	115255.0 	186250.0 	224652.0 	223445.0 	215839.0 	231202.0 	242442.0 	267332.0 	252840.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,PT	: 	3805.0 	6220.0 	12524.0 	15382.0 	26115.0 	30468.0 	24149.0 	33165.0 	38358.0 	42001.0 	48211.0 	54173.0 	54427.0 	58387.0 	61983.0 	63749.0 	68644.0 	71735.0 	74151.0 	77126.0 	86097.0 	85944.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2008.0 	3737.0 	5409.0 	6935.0 	7265.0 	8183.0 	8531.0 	7451.0 	7618.0 	11576.0 	15736.0 	25763.0 	31349.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,SE	: 	: 	: 	977951.0 	1153194.0 	1463795.0 	1731786.0 	1746023.0 	1843161.0 	2005843.0 	2345233.0 	2486729.0 	3007346.0 	3533434.0 	3581602.0 	3550130.0 	3628795.0 	3527378.0 	3709079.0 	3948215.0 	4010329.0 	4259191.0 	343846.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,SI	658.2 	686.5 	804.3 	766.2 	876.5 	1130.6 	1470.0 	1924.0 	2423.0 	2643.0 	3664.0 	4010.0 	6087.0 	6978.0 	7743.0 	7885.0 	7745.0 	7198.1 	6813.4 	6970.4 	7252.3 	7766.8 	8266.6 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2985.3 	3576.3 	4073.9 	5094.5 	5809.7 	6915.0 	7183.0 	9425.3 	8853.6 	9470.8 	8633.8 	10062.9 	14814.4 	17752.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,UK	: 	: 	: c	: c	560796.0 	764650.0 	773376.0 	829030.0 	872012.0 	874097.0 	954026.0 	992254.0 	1148583.0 	1438576.0 	1261938.0 	1342980.0 	1363477.0 	1411510.0 	1437450.0 	1387651.0 	1403705.0 	1565075.0 	1574674.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,AT	: 	: 	: 	: 	26197.0 	35367.0 	41571.0 	45015.0 	47038.0 	57407.0 	139824.0 	164186.0 	212803.0 	213608.0 	233554.0 	221410.0 	225851.0 	237903.0 	243606.0 	259124.0 	259432.0 	231755.0 	246543.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	405343.0 	469652.0 	532964.0 	679979.0 	726078.0 	815057.0 	895546.0 	915216.0 	864464.0 	914311.0 	938860.0 	934717.0 	874148.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,BG	: 	: 	: 	: 	: 	5725.6 	6623.4 	7831.2 	10001.6 	15445.9 	23584.0 	35502.9 	51834.7 	63685.3 	68913.7 	67512.2 	70872.0 	73957.0 	73343.9 	78085.7 	82940.3 	85257.4 	87191.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133339.0 	132912.0 	149261.0 	138142.0 	168860.0 	156706.0 	149553.0 	186285.0 	197688.0 	199202.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,CZ	195526.0 	234301.0 	319820.0 	429168.0 	631505.0 	818412.0 	982335.0 	1165529.0 	1161784.0 	1336654.0 	1598019.0 	1808461.0 	2231573.0 	2427010.0 	2602012.0 	2777288.0 	2807203.0 	3032340.0 	3172270.0 	3333754.0 	3482807.0 	3739636.0 	3951539.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,DE	: 	: 	: 	: 	336428.0 	564772.0 	558382.0 	621413.0 	653626.0 	651260.0 	689294.0 	782004.0 	847049.0 	817149.0 	841576.0 	905941.0 	967633.0 	1097435.0 	1159710.0 	1210192.0 	1278008.0 	1328141.0 	1380015.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	734378.0 	751602.0 	819751.0 	803234.0 	805556.0 	787524.0 	810678.0 	826480.0 	805696.0 	987070.0 	1015769.0 	1164006.0 	1167146.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,EE	: 	: 	: 	: 	: 	2976.3 	3765.4 	4287.9 	5918.8 	7847.8 	10150.1 	10203.6 	12181.1 	12741.0 	12603.0 	13976.0 	14986.0 	16890.0 	18710.4 	20807.5 	20215.7 	21427.2 	22553.7 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,EL	: 	: 	: 	: 	: 	: 	: 	: 	18263.0 	21491.0 	25529.0 	32134.0 	37425.0 	29080.0 	32890.0 	31267.0 	25266.0 	22064.0 	21717.0 	21064.0 	26082.0 	27488.0 	31231.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,ES	: 	: 	: 	: 	140807.0 	194438.0 	236457.0 	283642.0 	322805.0 	363950.0 	389571.0 	426691.0 	482671.0 	503399.0 	528849.0 	545473.0 	551939.0 	554010.0 	578717.0 	610025.0 	635963.0 	673658.0 	683427.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,FI	: 	: 	: 	: 	26222.7 	38845.1 	39227.9 	43629.0 	53316.3 	58192.1 	66993.3 	71783.4 	86623.9 	98613.2 	91819.3 	102339.0 	99691.7 	103872.0 	95167.3 	107662.9 	121144.0 	116991.0 	123119.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,FR	: 	: 	: 	: 	253546.0 	303518.0 	351282.0 	378402.0 	423148.0 	480033.0 	546519.0 	617642.0 	676796.0 	682023.0 	716585.0 	759440.0 	827840.0 	846543.0 	875166.0 	903977.0 	965674.0 	1013712.0 	1065700.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,HR	: 	: 	: 	: 	: 	22065.4 	28551.0 	37752.0 	44950.0 	63001.0 	83592.0 	136287.0 	208027.0 	146879.0 	168358.0 	177409.0 	165863.0 	171200.0 	167063.0 	185528.0 	184251.0 	201091.0 	214562.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,HU	: 	: 	: 	: 	5904138.1 	6552999.6 	7728515.2 	8635818.2 	11030567.7 	12108429.5 	14277707.8 	35050523.7 	45368321.7 	59286481.0 	59963827.0 	58335021.0 	66871480.0 	65364841.9 	63956424.5 	70800413.8 	76489309.5 	92419967.4 	80940817.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,IE	: 	: 	: 	: 	: 	: 	: 	245157.7 	270494.9 	276226.5 	354579.1 	343670.8 	378774.8 	392444.0 	454920.0 	493156.0 	523262.0 	591626.0 	624894.0 	756712.0 	1307848.0 	1398684.0 	1281114.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,IT	: 	: 	: 	: 	136997.0 	164021.0 	169130.0 	169651.0 	192059.0 	215987.0 	258093.0 	304969.0 	343647.0 	306065.0 	347615.0 	325380.0 	352582.0 	373919.0 	381541.0 	406834.0 	422924.0 	439637.0 	449624.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	4818.3 	6897.8 	8511.9 	10629.6 	9776.4 	9969.6 	10814.0 	11853.4 	12751.7 	13534.2 	14065.5 	14915.9 	15973.1 	17272.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,LU	: 	: 	: 	: 	: 	: 	: 	492145.0 	610652.0 	700942.0 	777723.0 	877460.0 	1025185.0 	1131747.0 	1296177.0 	1462778.0 	2014056.0 	2642202.0 	3009173.0 	3965174.0 	4903673.0 	5024380.0 	4576048.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,LV	: 	: 	: 	: 	: 	1863.0 	2269.0 	2419.0 	2666.0 	3464.0 	4338.0 	5905.0 	8011.0 	8769.0 	8673.0 	8833.0 	10119.0 	10953.0 	12341.0 	13344.0 	14541.0 	14530.0 	15963.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	15741.4 	37618.5 	59848.4 	89200.6 	100295.1 	104250.0 	122697.2 	138426.6 	147015.3 	150789.3 	156614.1 	164291.1 	172682.0 	181243.1 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	1359828.0 	1495831.0 	1691745.0 	1972030.0 	2508300.0 	2587473.0 	2606269.0 	2756994.0 	3072944.0 	3285534.0 	3530057.0 	3747902.0 	4092632.0 	4278359.0 	4536310.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	273028.0 	312073.0 	386230.0 	456381.0 	510197.0 	554363.0 	700187.0 	740451.0 	777369.0 	829385.0 	885219.0 	865672.0 	941649.0 	984346.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,PT	: 	19991.0 	24461.0 	32551.0 	33470.0 	42027.0 	48733.0 	49311.0 	57453.0 	58961.0 	63845.0 	76710.0 	89467.0 	85139.0 	94005.0 	101429.0 	96446.0 	112278.0 	118381.0 	128033.0 	133147.0 	143627.0 	154869.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80510.0 	115816.0 	153492.0 	188208.0 	207606.0 	221020.0 	233861.0 	257139.0 	273743.0 	280207.0 	303891.0 	340851.0 	381845.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,SE	: 	: 	: 	631334.0 	872306.0 	1179392.0 	1397536.0 	1501737.0 	1607323.0 	1846422.0 	1993032.0 	2166758.0 	2680528.0 	3099962.0 	3319580.0 	3268986.0 	3355853.0 	3371169.0 	3421504.0 	3331720.0 	3525200.0 	3605176.0 	191691.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,SI	1590.7 	1853.4 	2257.6 	2380.6 	2587.7 	2868.8 	3213.0 	4273.0 	5419.0 	5722.0 	6868.0 	7304.0 	8429.0 	9491.0 	9427.0 	9771.0 	10577.0 	10736.9 	10531.4 	11837.1 	13355.9 	14996.2 	16032.2 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	22881.8 	28029.8 	32203.7 	36092.5 	39923.5 	41196.0 	42262.0 	46490.5 	47021.8 	48040.6 	47280.1 	50066.7 	57468.6 	61471.9 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,L_LE,UK	: 	: 	: c	: c	347975.0 	429079.0 	480570.0 	487821.0 	495019.0 	526973.0 	692021.0 	774390.0 	788122.0 	944349.0 	881208.0 	948171.0 	994108.0 	1250912.0 	1265299.0 	1323716.0 	1353234.0 	1551703.0 	1563656.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,AT	: 	: 	: 	: 	-3518.0 	-5594.0 	-5934.0 	-517.0 	1398.0 	-895.0 	-6562.0 	-3010.0 	-5199.0 	5164.0 	1833.0 	16619.0 	34888.0 	39647.0 	41523.0 	42801.0 	42889.0 	44484.0 	37305.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-84790.0 	-104158.0 	-111053.0 	-19485.0 	-29820.0 	-38520.0 	-30769.0 	-53771.0 	-44952.0 	17454.0 	49793.0 	90126.0 	89348.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,BG	: 	: 	: 	: 	: 	-5542.0 	-6461.2 	-7604.7 	-9785.2 	-14766.2 	-22789.0 	-34200.0 	-49320.8 	-59888.9 	-64931.0 	-62042.7 	-64703.1 	-67298.2 	-66352.2 	-70240.7 	-74867.9 	-75602.0 	-76395.7 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-9176.0 	-10204.0 	-481.0 	-5532.0 	-6881.0 	-7013.0 	-8049.0 	-1691.0 	-2975.0 	-8629.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,CZ	-186336.0 	-220692.0 	-300831.0 	-405164.0 	-606390.0 	-790513.0 	-941159.0 	-1121132.0 	-1103202.0 	-1196507.0 	-1402791.0 	-1562017.0 	-1877410.0 	-1947026.0 	-2039268.0 	-2129768.0 	-2140657.0 	-2269931.0 	-2257134.0 	-2358212.0 	-2433657.0 	-2626160.0 	-2793443.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,DE	: 	: 	: 	: 	121862.0 	25966.0 	152328.0 	70040.0 	43022.0 	70046.0 	155597.0 	156459.0 	202666.0 	231634.0 	272739.0 	317621.0 	343280.0 	364455.0 	357665.0 	433752.0 	520563.0 	540373.0 	546388.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74092.0 	74253.0 	89050.0 	222056.0 	301976.0 	456652.0 	533902.0 	561077.0 	606289.0 	529116.0 	605675.0 	633849.0 	642064.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6334.2 	-7883.2 	-6575.4 	-6604.4 	-6470.0 	-6649.0 	-7489.0 	-8922.0 	-9756.0 	-11013.7 	-12094.6 	-11823.3 	-12609.1 	-13412.9 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,EL	: 	: 	: 	: 	: 	: 	: 	: 	-8010.0 	-10785.0 	-13213.0 	-14328.0 	-14653.0 	-637.0 	1054.0 	5686.0 	14673.0 	14972.0 	7563.0 	6478.0 	310.0 	-6270.0 	-10992.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,ES	: 	: 	: 	: 	-31930.0 	-41492.0 	-62546.0 	-117929.0 	-131228.0 	-140170.0 	-118312.0 	-75573.0 	-60694.0 	-49474.0 	-51083.0 	-32215.0 	-27223.0 	-18443.0 	-63001.0 	-69550.0 	-46255.0 	-40900.0 	-53157.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,FI	: 	: 	: 	: 	15456.4 	29915.7 	31947.2 	28549.8 	20418.6 	20477.9 	23205.7 	19850.5 	17329.4 	22220.6 	31318.0 	38111.9 	34344.6 	41494.7 	41010.6 	19416.7 	11866.0 	29905.0 	29947.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,FR	: 	: 	: 	: 	96825.0 	233616.0 	255868.0 	184888.0 	170815.0 	157470.0 	226479.0 	250381.0 	262488.0 	266736.0 	327967.0 	405840.0 	424392.0 	448728.0 	409000.0 	489380.0 	533496.0 	545273.0 	481231.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,HR	: 	: 	: 	: 	: 	-15508.7 	-21558.0 	-26305.0 	-32890.0 	-51207.0 	-71126.0 	-123008.0 	-188970.0 	-119716.0 	-134436.0 	-149641.0 	-136832.0 	-143356.0 	-140610.0 	-146814.0 	-143234.0 	-161852.0 	-171167.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,HU	: 	: 	: 	: 	-5573276.1 	-6068672.4 	-7130065.5 	-7578367.1 	-9202099.3 	-9871173.4 	-11207350.2 	-11768002.2 	-10480580.3 	-12225715.0 	-14349703.0 	-13695390.0 	-14610067.0 	-12712093.6 	-12511852.5 	-14915575.6 	-14411661.2 	-13267601.6 	-13355302.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,IE	: 	: 	: 	: 	: 	: 	: 	-118254.1 	-118380.9 	-74113.4 	-64328.0 	-38493.8 	-48610.6 	-16867.0 	27550.0 	36096.0 	25518.0 	21865.0 	87025.0 	155660.0 	17950.0 	15118.0 	-27252.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,IT	: 	: 	: 	: 	59321.0 	51082.0 	59651.0 	33917.0 	11266.0 	934.0 	6604.0 	1337.0 	33178.0 	83557.0 	86485.0 	119627.0 	125636.0 	117313.0 	124046.0 	113809.0 	117466.0 	115516.0 	113887.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4383.9 	-6040.7 	-7315.4 	-8934.1 	-7778.0 	-7604.1 	-8454.3 	-9421.5 	-10147.3 	-10348.1 	-10460.1 	-11099.7 	-11373.8 	-11872.1 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,LU	: 	: 	: 	: 	: 	: 	: 	-10484.0 	-22192.0 	-47910.0 	-14283.0 	-43171.0 	-24054.0 	34123.0 	24775.0 	40779.0 	227286.0 	394246.0 	390712.0 	601291.0 	746058.0 	733543.0 	687347.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,LV	: 	: 	: 	: 	: 	-1797.0 	-2078.0 	-2275.0 	-2434.0 	-3150.0 	-3921.0 	-5340.0 	-6829.0 	-7384.0 	-7452.0 	-7514.0 	-8691.0 	-9414.0 	-10409.0 	-11294.0 	-12123.0 	-11986.0 	-13013.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5008.7 	-13844.8 	-21773.3 	-37071.8 	-35985.1 	-41733.3 	-51769.7 	-60655.4 	-70251.7 	-75140.2 	-82047.3 	-90300.6 	-99240.1 	-108037.5 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	366507.0 	359103.0 	410255.0 	539749.0 	399992.0 	450536.0 	531776.0 	630359.0 	663983.0 	651600.0 	688823.0 	659990.0 	892810.0 	1009564.0 	975142.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-248138.0 	-274547.0 	-322842.0 	-379845.0 	-411082.0 	-439108.0 	-513937.0 	-515799.0 	-553924.0 	-613546.0 	-654017.0 	-623230.0 	-674317.0 	-731506.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,PT	: 	-16186.0 	-18241.0 	-20027.0 	-18088.0 	-15912.0 	-18265.0 	-25162.0 	-24288.0 	-20603.0 	-21844.0 	-28499.0 	-35294.0 	-30712.0 	-35618.0 	-39446.0 	-32697.0 	-43634.0 	-46646.0 	-53882.0 	-56021.0 	-57530.0 	-68925.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-78502.0 	-112079.0 	-148083.0 	-181273.0 	-200341.0 	-212837.0 	-225330.0 	-249688.0 	-266125.0 	-268631.0 	-288155.0 	-315088.0 	-350496.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,SE	: 	: 	: 	346617.0 	280888.0 	284403.0 	334250.0 	244286.0 	235838.0 	159421.0 	352201.0 	319971.0 	326818.0 	433472.0 	262022.0 	281144.0 	272942.0 	156209.0 	287575.0 	616495.0 	485129.0 	654015.0 	152155.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,SI	-932.5 	-1166.9 	-1453.2 	-1614.3 	-1711.2 	-1738.2 	-1743.0 	-2349.0 	-2996.0 	-3079.0 	-3204.0 	-3294.0 	-2342.0 	-2513.0 	-1684.0 	-1886.0 	-2832.0 	-3538.7 	-3718.0 	-4866.6 	-6103.6 	-7229.3 	-7765.6 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-19896.5 	-24453.5 	-28129.8 	-30998.0 	-34113.8 	-34281.0 	-35079.0 	-37065.2 	-38168.2 	-38569.7 	-38646.3 	-40003.9 	-42654.3 	-43719.1 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,N_LE,UK	: 	: 	: c	: c	212821.0 	335571.0 	292806.0 	341209.0 	376993.0 	347124.0 	262005.0 	217864.0 	360461.0 	494227.0 	380730.0 	394809.0 	369369.0 	160598.0 	172151.0 	63935.0 	50471.0 	13372.0 	11018.0 
