unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,NCO,F3,LIAB,S11,AT	: 	-447.7 	598.5 	-285.8 	1877.3 	2111.4 	-313.5 	-928.9 	3568.1 	2723.9 	2662.7 	1099.9 	2835.2 	1120.9 	4253.6 	1088.4 	4396.8 	2988.5 	1806.3 	-575.1 	719.2 	1100.6 	-1290.1 
MIO_NAC,NCO,F3,LIAB,S11,BE	851.6 	1460.1 	485.6 	-3394.7 	1057.8 	1966.9 	-863.5 	-406.4 	1456.9 	2191.2 	-2870.0 	1532.1 	2800.3 	399.5 	29050.9 	1394.3 	4289.0 	2904.4 	3338.3 	5405.7 	6882.5 	10623.9 	-925.2 
MIO_NAC,NCO,F3,LIAB,S11,BG	0.0 	25.0 	-29.0 	11.0 	15.0 	332.0 	-95.0 	78.0 	-111.0 	78.0 	82.0 	1686.0 	-614.0 	1211.0 	-443.0 	456.0 	-1024.0 	-12.0 	1487.0 	13.0 	-153.0 	1293.0 	113.0 
MIO_NAC,NCO,F3,LIAB,S11,CY	0.4 	-0.6 	1.8 	-1.8 	26.7 	50.6 	-13.2 	-34.2 	18.8 	-70.4 	11.1 	-0.2 	-11.9 	-0.7 	9.8 	-2.9 	130.4 	-101.8 	82.7 	-12.8 	-111.0 	25.8 	14.8 
MIO_NAC,NCO,F3,LIAB,S11,CZ	3684.0 	9154.0 	-10808.0 	6738.0 	5837.0 	-17100.0 	-60895.0 	-4054.0 	2709.0 	-2479.0 	-32024.0 	-11637.0 	3424.0 	22919.0 	28339.0 	45591.0 	-10964.0 	-12012.0 	63389.0 	38044.0 	-54124.0 	58624.0 	40759.0 
MIO_NAC,NCO,F3,LIAB,S11,DE	-82775.0 	-4389.0 	-2959.0 	-3755.0 	1292.0 	9583.0 	9759.0 	5552.0 	27386.0 	2137.0 	3138.0 	5320.0 	12828.0 	7155.0 	-4078.0 	4185.0 	7570.0 	18720.0 	12777.0 	1260.0 	7782.0 	23706.0 	8555.0 
MIO_NAC,NCO,F3,LIAB,S11,DK	4909.0 	8200.0 	11984.0 	-1634.0 	3871.0 	2810.0 	5628.0 	2876.0 	1617.0 	3561.0 	7713.0 	-6539.0 	-12097.0 	-7283.0 	18863.0 	2446.0 	9791.0 	32959.0 	13701.0 	1471.0 	13.0 	1123.0 	167.0 
MIO_NAC,NCO,F3,LIAB,S11,EE	23.4 	54.2 	122.2 	-3.1 	-45.3 	12.1 	19.5 	300.6 	-63.0 	-0.2 	142.4 	-69.6 	7.8 	-198.3 	-75.3 	-62.6 	289.6 	288.2 	112.4 	126.7 	-26.2 	6.8 	90.9 
MIO_NAC,NCO,F3,LIAB,S11,EL	-2499.8 	832.7 	-1325.6 	272.6 	-339.7 	3738.5 	169.7 	-41.8 	769.1 	2788.9 	3102.0 	3993.5 	4840.7 	8814.5 	-1548.6 	-3525.5 	-190.5 	-946.4 	728.6 	11.9 	-21.5 	96.7 	483.3 
MIO_NAC,NCO,F3,LIAB,S11,ES	-2708.0 	-2118.0 	-1236.0 	-1245.0 	2000.0 	-5551.0 	-716.0 	-2338.0 	-1207.0 	-219.0 	-242.0 	956.0 	1537.0 	1676.0 	10.0 	-771.0 	502.0 	3098.0 	3656.0 	958.0 	5268.0 	3991.0 	8422.0 
