currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11954.0 	10860.0 	1081.0 	-7920.0 	-5524.0 	-12694.0 	-3111.0 	-2067.0 	-3237.0 	30.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,CZ	-36145.0 	-19692.0 	-34438.0 	-34507.0 	48268.0 	68173.0 	-34857.0 	46749.0 	35719.0 	-52592.0 	81188.0 	26882.0 	58259.0 	9145.0 	-158689.0 	-150352.0 	-5781.0 	-54847.0 	-92839.0 	90269.0 	-164133.0 	-169532.0 	-268264.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,DE	-25357.0 	-48579.0 	-1035.0 	-4588.0 	9294.0 	152447.0 	-32198.0 	-66946.0 	-54391.0 	-15058.0 	29866.0 	18328.0 	-153824.0 	-31934.0 	85438.0 	112837.0 	-34315.0 	51786.0 	158101.0 	135350.0 	192870.0 	206707.0 	200203.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68783.0 	103262.0 	31500.0 	-52738.0 	-69674.0 	5040.0 	1026.0 	77327.0 	-66074.0 	52772.0 	-111136.0 	-76683.0 	4570.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	-586.1 	1757.5 	1040.7 	352.5 	-527.0 	1435.0 	432.0 	-1190.0 	99.5 	527.1 	495.5 	541.9 	2421.9 	2649.5 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7280.0 	-7390.0 	-17935.0 	-16891.0 	-23465.0 	21243.0 	19069.0 	99073.0 	5941.0 	6606.0 	8019.0 	9468.0 	-20491.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,ES	-15547.0 	450.0 	3334.0 	23672.0 	1997.0 	1386.0 	18925.0 	-4152.0 	41934.0 	-80612.0 	-41142.0 	-185317.0 	-89203.0 	1306.0 	-49971.0 	-35109.0 	30980.0 	41782.0 	-62959.0 	-9135.0 	10618.0 	50701.0 	25300.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,FI	: 	: 	: 	: 	1826.1 	1827.3 	6243.4 	4612.2 	1983.4 	: c	: c	9313.4 	4359.9 	-1042.9 	6552.0 	9880.4 	-7950.2 	-9327.8 	-3834.2 	3328.0 	-4156.0 	-806.0 	4809.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,FR	: 	: 	: 	: 	7132.0 	-40019.0 	-24004.0 	11151.0 	-5770.0 	52354.0 	14554.0 	107910.0 	121171.0 	-25663.0 	-236028.0 	-116795.0 	-240857.0 	-39353.0 	-59669.0 	-17915.0 	38910.0 	21470.0 	19854.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,HR	: 	: 	: 	: 	: 	-6050.0 	-5286.0 	3095.0 	-6584.0 	-2455.0 	8833.0 	2055.0 	-2677.0 	5815.0 	-3253.0 	-3723.0 	-4846.0 	-13161.0 	-14668.0 	5471.0 	-914.0 	9787.0 	2134.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,HU	: 	: 	: 	: 	-474088.6 	112364.5 	-407634.5 	-436759.9 	-670076.0 	-1366547.6 	-859099.3 	-1309432.4 	406845.8 	700043.0 	1089355.0 	94905.0 	-1693712.0 	-424128.0 	-895586.2 	973991.2 	1752704.5 	1517723.9 	1181536.4 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	37980.0 	39977.0 	-14287.0 	-52700.0 	-8135.0 	7283.0 	45751.0 	-22626.0 	-85965.0 	-26909.0 	-832.0 	35736.0 	-27862.0 	-88282.0 	27712.0 	-55315.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,IT	: 	: 	: 	: 	18931.0 	22203.0 	-4845.0 	-30142.0 	-1974.0 	-30990.0 	-20423.0 	-36603.0 	-2616.0 	-74340.0 	-38150.0 	47138.0 	18396.0 	-17435.0 	-4078.0 	4144.0 	97504.0 	159539.0 	98268.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-171.9 	237.3 	225.8 	230.7 	13.5 	-888.1 	-1599.4 	-1260.6 	-949.0 	1420.4 	-1040.8 	-71.1 	3460.8 	1507.9 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	-77417.0 	-17295.0 	-41527.0 	-39324.0 	-59007.0 	-97928.0 	-23483.0 	37148.0 	-54234.0 	-83587.0 	-259885.0 	-84403.0 	-87891.0 	-142911.0 	-104471.0 	-68484.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,LV	: 	: 	: 	: 	: 	281.0 	-114.0 	179.0 	179.0 	-174.0 	102.0 	-25.0 	493.0 	-254.0 	-123.0 	308.0 	457.0 	-990.0 	193.0 	-51.0 	2631.0 	1079.0 	2220.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2718.7 	12020.2 	6276.9 	11287.4 	2523.0 	6335.3 	4867.7 	11711.5 	9435.9 	9141.4 	13206.1 	4899.7 	4756.2 	6720.2 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	31139.0 	-42366.0 	-71034.0 	76151.0 	-67029.0 	7006.0 	-39145.0 	146.0 	57429.0 	3596.0 	43442.0 	-29758.0 	-23210.0 	61379.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-34107.0 	-40071.0 	8828.0 	17704.0 	8005.0 	-43666.0 	-87615.0 	-50225.0 	-64062.0 	-400.0 	7635.0 	11861.0 	-14712.0 	-18353.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,PT	: 	1219.0 	-523.0 	583.0 	-3409.0 	1193.0 	-4579.0 	-4012.0 	5202.0 	-771.0 	247.0 	-3432.0 	-10009.0 	-15277.0 	-14794.0 	11266.0 	4336.0 	29803.0 	3950.0 	-1408.0 	127.0 	15480.0 	9295.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,RO	: 	: 	: 	: 	1073.0 	-354.0 	-1573.0 	-1281.0 	-1951.0 	1665.0 	-2781.0 	704.0 	-1581.0 	2205.0 	-2198.0 	-3494.0 	-6814.0 	-15680.0 	-23926.0 	-12768.0 	-2.0 	-4304.0 	-12763.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,SE	16565.0 	83215.0 	88578.0 	125344.0 	299749.0 	40093.0 	158134.0 	122672.0 	76649.0 	175860.0 	1610.0 	160455.0 	-114287.0 	187221.0 	-498845.0 	-156801.0 	-188847.0 	-111300.0 	-316312.0 	159047.0 	-110678.0 	50152.0 	-58245.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,SI	11.0 	-507.0 	-211.0 	-83.0 	-324.0 	-186.0 	-80.0 	69.0 	224.0 	638.0 	1315.0 	1444.0 	2254.0 	-591.0 	-4626.0 	-1959.0 	-1844.0 	219.6 	-4175.6 	-3968.1 	2940.0 	5093.8 	2957.7 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-158.1 	3281.9 	-3344.5 	1866.2 	-39.4 	1772.9 	-1237.4 	133.0 	-8247.0 	-6536.5 	-1793.8 	1856.2 	3962.1 	922.9 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	-181697.0 	9966.0 	-132081.0 	-144198.0 	-62553.0 
