na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,C,PCH_Q1_SCA,NO	-2.4 	-1.8 	-1.2 	-0.3 	-0.5 	-1.5 	2.2 	-1.2 	0.5 	1.7 	-1.0 	0.3 
B1G,C,PCH_Q1_SCA,PL	4.1 	0.9 	-1.8 	4.7 	-0.9 	1.7 	4.4 	-1.0 	2.2 	1.5 	-0.2 	2.0 
B1G,C,PCH_Q1_SCA,PT	1.9 	-0.1 	-0.2 	0.2 	2.8 	0.8 	0.4 	0.2 	1.6 	1.3 	-1.6 	-0.9 
B1G,C,PCH_Q1_SCA,RO	2.8 	0.3 	0.2 p	3.2 p	3.0 p	0.7 p	-1.1 p	3.6 p	0.7 p	1.4 p	0.8 p	1.3 p
B1G,C,PCH_Q1_SCA,SE	1.2 	0.7 	-0.3 	-1.3 	1.1 	-1.1 	3.2 	1.1 	0.7 	1.5 	1.3 	-0.3 
B1G,C,PCH_Q1_SCA,SI	0.7 	0.9 	2.4 	0.8 	1.5 	1.4 	2.6 	2.6 	2.1 	2.4 	0.8 	1.4 
B1G,C,PCH_Q1_SCA,UK	-0.4 	-0.2 	-0.1 	1.2 	-0.5 	1.3 	0.4 	0.2 	0.8 	1.3 	-0.2 	-0.8 
B1G,C,PCH_Q4_NSA,AL	1.6 	11.9 	15.1 p	5.1 p	2.2 p	-2.1 p	9.2 p	10.5 p	16.0 p	17.3 p	9.9 p	11.2 p
B1G,C,PCH_Q4_NSA,AT	2.3 	3.9 	6.0 	4.7 	1.1 	2.4 	5.6 	3.6 	5.6 	4.4 	7.0 	5.9 
B1G,C,PCH_Q4_NSA,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
B1G,C,PCH_Q4_NSA,BG	11.4 	1.2 	19.0 	4.8 	1.0 	3.7 	7.7 	8.3 	5.0 	3.7 	2.7 p	3.2 p
B1G,C,PCH_Q4_NSA,CH	0.8 	1.1 	3.0 	4.7 	3.0 	-0.6 	4.0 	2.0 	3.5 	7.2 	4.0 	7.6 
B1G,C,PCH_Q4_NSA,CY	6.9 	9.1 	14.7 	11.7 	12.7 	11.7 	10.6 	10.1 	8.7 	8.5 	5.9 	5.7 
B1G,C,PCH_Q4_NSA,CZ	3.5 	3.0 	3.3 	4.9 	2.2 	3.5 	9.4 	8.7 	13.3 	11.0 	4.6 	3.5 
B1G,C,PCH_Q4_NSA,DE	2.5 	2.9 	4.2 	7.8 	3.8 	2.7 	4.8 	-0.9 	3.0 	4.0 	1.8 	3.8 
B1G,C,PCH_Q4_NSA,DK	-0.8 	-1.0 	5.3 	2.9 	6.1 	7.4 	5.9 	2.6 	-0.1 	-1.2 	-1.7 	3.0 
B1G,C,PCH_Q4_NSA,EA	4.5 	5.7 	3.2 	5.2 	2.3 	3.7 	4.3 	1.2 	4.4 	4.0 	2.2 	3.3 
B1G,C,PCH_Q4_NSA,EA19	4.5 	5.7 	3.2 	5.2 	2.3 	3.7 	4.3 	1.2 	4.4 	4.0 	2.2 	3.3 
B1G,C,PCH_Q4_NSA,EE	2.8 	-3.9 	0.8 	3.4 	1.3 	4.8 	3.8 	1.5 	3.0 	4.3 	4.8 	5.6 
B1G,C,PCH_Q4_NSA,EL	1.2 p	16.7 p	11.4 p	13.6 p	9.9 p	0.4 p	8.8 p	3.4 p	3.7 p	-1.2 p	2.0 p	1.5 p
B1G,C,PCH_Q4_NSA,ES	5.1 	5.7 	6.0 p	6.5 p	4.3 p	2.0 p	4.5 p	3.1 p	4.0 p	5.8 p	1.2 p	3.5 p
B1G,C,PCH_Q4_NSA,EU28	3.9 	4.7 	3.0 	4.7 	2.1 	3.3 	4.5 	1.6 	4.3 	4.2 	2.3 	3.3 
B1G,C,PCH_Q4_NSA,FI	-3.1 	-1.3 	0.6 	2.9 	5.3 	3.9 	13.2 	7.3 	4.3 	4.7 	3.9 	1.7 
B1G,C,PCH_Q4_NSA,FR	0.1 	1.4 	1.9 	2.5 	0.7 	0.6 	1.8 	0.2 	1.6 	3.3 	1.2 	0.7 
B1G,C,PCH_Q4_NSA,HR	7.3 	6.8 	9.2 	6.2 	2.1 	6.7 	3.2 	2.3 	2.2 	0.0 	1.3 	0.3 
B1G,C,PCH_Q4_NSA,HU	7.3 	10.8 	-1.9 	4.0 	-1.1 	-1.0 	6.8 	3.1 	4.1 	2.8 	2.8 	4.3 
B1G,C,PCH_Q4_NSA,IE	88.4 	108.7 	-5.2 	3.3 	-5.9 	30.2 	1.7 	2.9 	26.0 	3.5 	-1.4 	5.9 
B1G,C,PCH_Q4_NSA,IT	3.6 	4.1 	3.5 	3.3 	1.8 	1.7 	4.9 	2.2 	3.9 	4.2 	3.3 	3.3 
B1G,C,PCH_Q4_NSA,LT	3.0 	3.9 	3.4 	2.7 	4.1 	2.4 	6.0 	5.1 	4.6 	6.6 	5.2 	4.4 
B1G,C,PCH_Q4_NSA,LU	16.3 	29.4 	24.4 	17.2 	8.8 	6.3 	-9.1 	-7.4 	2.4 	5.1 	3.6 	3.3 
B1G,C,PCH_Q4_NSA,LV	-0.4 	-0.8 	-2.2 	4.4 	1.1 	7.3 	10.3 	7.1 	8.4 	6.9 	2.4 	4.2 
B1G,C,PCH_Q4_NSA,MK	3.4 	16.0 	13.8 p	5.5 p	3.8 p	-3.8 p	-8.1 e	-5.2 e	-5.8 e	2.3 e	5.5 e	5.8 e
B1G,C,PCH_Q4_NSA,NL	-0.8 	3.0 	2.7 p	2.8 p	1.6 p	1.6 p	3.9 p	3.1 p	4.0 p	5.5 p	4.4 p	4.4 p
B1G,C,PCH_Q4_NSA,NO	-7.0 	-8.2 	-9.0 	-2.3 	-4.8 	-3.4 	4.0 	-5.6 	-0.1 	2.1 	-4.6 	4.1 
B1G,C,PCH_Q4_NSA,PL	10.5 	8.2 	2.7 	7.8 	2.5 	3.8 	10.5 	3.9 	7.5 	7.6 	2.2 	5.2 
B1G,C,PCH_Q4_NSA,PT	4.1 	3.7 	3.3 	1.8 	2.7 	3.3 	4.7 	4.0 	2.9 	3.5 	1.8 	0.2 
B1G,C,PCH_Q4_NSA,RO	5.8 	6.1 	3.1 p	6.6 p	6.4 p	8.3 p	4.5 p	6.2 p	3.5 p	5.3 p	5.9 p	4.3 p
B1G,C,PCH_Q4_NSA,RS	2.4 	1.6 	1.8 	1.8 	2.5 	2.4 	6.6 p	5.4 p	8.1 p	4.7 p	4.8 p	2.7 p
B1G,C,PCH_Q4_NSA,SE	-3.3 	-5.2 	8.3 	1.5 	0.0 	-1.2 	4.9 	1.9 	2.8 	5.8 	4.5 	3.8 
B1G,C,PCH_Q4_NSA,SI	0.5 	1.8 	4.4 	7.0 	4.8 	3.9 	7.1 	6.9 	8.7 	10.9 	6.7 	5.6 
B1G,C,PCH_Q4_NSA,SK	9.8 	10.7 	10.1 	10.4 	10.1 	13.3 	6.3 	4.1 	1.7 	1.6 	2.0 	4.7 
B1G,C,PCH_Q4_NSA,TR	4.0 	10.7 	7.8 	4.8 	-3.1 	5.7 	5.6 	5.9 	16.8 	8.8 	8.7 	4.7 
B1G,C,PCH_Q4_NSA,UK	-0.3 	-0.6 	-0.9 	1.3 	-0.2 	1.4 	2.6 	0.7 	2.4 	3.6 	3.0 	1.6 
