currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19274.5 	23701.4 	26132.3 	33466.9 	46531.6 	50414.1 	55020.1 	54945.6 	57377.8 	60707.2 	59749.0 	63435.8 	67868.8 	67914.9 	67080.4 	72487.3 	75464.1 	81634.9 	83977.4 	84698.4 	94845.2 	96784.3 	102277.3 	107440.1 	112644.2 	120166.9 	127980.2 	130828.9 	142611.3 	144932.4 	152691.0 	162443.3 	169662.9 	174597.7 	175899.6 	173915.8 	162199.8 	160545.6 	154644.1 	130908.2 	130979.6 	143152.4 	158962.8 	176533.5 	190653.3 	191333.3 	196422.6 	214755.3 	209474.3 	214210.7 	206230.7 	210527.9 	221710.0 	220581.4 	231704.3 	239938.2 	241899.6 	237238.9 	243395.3 	251641.3 	255064.6 	273234.1 	281212.1 	285684.9 	318370.0 	311895.0 	298983.0 	306318.0 	303497.0 	305665.0 	315979.0 	320113.0 	313540.0 	311130.0 	317866.0 	319016.0 	317637.0 	319751.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	472272.0 	510394.0 	528463.0 	587500.0 	630167.0 	654525.0 	706427.0 	713320.0 	750753.0 	812344.0 	768293.0 	826610.0 	881705.0 	869961.0 	868650.0 	888603.0 	918376.0 	975900.0 	1007879.0 	1084371.0 	1185309.0 	1228515.0 	1241920.0 	1285309.0 	1358323.0 	1433878.0 	1493068.0 	1587912.0 	1689005.0 	1682509.0 	1775644.0 	1850975.0 	1923985.0 	2009094.0 	1999507.0 	2014128.0 	1999551.0 	2036720.0 	1979966.0 	1872060.0 	1862857.0 	1946197.0 	2076553.0 	2070773.0 	2141309.0 	2100674.0 	2129648.0 	2100119.0 	2109279.0 	2112678.0 	1970403.0 	1865591.0 	1929007.0 	1893999.0 	1961742.0 	1990940.0 	2045648.0 	2026558.0 	2064260.0 	2083202.0 	2157193.0 	2243257.0 	2251791.0 	2267382.0 	2460724.0 	2386481.0 	2333365.0 	2341769.0 	2359204.0 	2374398.0 	2418193.0 	2400545.0 	2464986.0 	2502860.0 	2487500.0 	2441649.0 	2461063.0 	2476932.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	704.9 	1085.0 	1395.0 	1171.0 	1851.0 	2917.0 	3107.0 	3668.0 	6508.0 	5947.0 	5456.0 	6500.0 	5621.0 	8530.0 	9918.0 	9874.0 	11553.0 	11353.0 	12752.0 	15100.0 	16496.0 	16501.0 	16412.0 	16416.0 	17754.0 	20530.0 	27867.0 	24438.0 	23081.0 	18421.0 	17882.0 	15613.0 	19186.0 	16608.0 	16664.0 	19079.0 	23156.0 	23499.0 	22616.0 	23878.0 	26201.0 	26102.0 	26895.0 	22528.0 	21128.0 	19749.0 	20745.0 	22576.0 	23913.0 	24050.0 	21657.0 	26448.0 	25063.0 	24358.0 	25169.0 	27167.0 	28538.0 	30476.0 	28892.0 	28332.0 	29745.0 	27987.0 	24349.0 	24540.0 	27549.0 	27162.0 	26991.0 	27562.0 	28290.0 	27772.0 	27648.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72948.0 	86761.4 	93956.4 	92789.8 	151942.4 	179793.2 	183119.1 	190004.5 	192905.7 	184705.1 	212783.7 	227213.1 	262188.6 	227706.4 	218781.2 	209708.2 	218653.4 	215772.3 	230749.8 	217215.4 	220464.8 	229620.4 	239126.4 	305044.5 	394562.6 	502819.8 	547336.9 	598041.2 	773140.8 	923211.1 	1071261.7 	1066926.5 	1364152.7 	1407883.1 	1547784.9 	1634286.0 	1680163.0 	1703993.0 	1783903.0 	1584750.0 	1807747.0 	1922009.0 	2134101.0 	2213917.0 	2279061.0 	2305004.0 	2389523.0 	2591902.0 	2524427.0 	2479366.0 	1923333.0 	1938214.0 	1930495.8 	1770534.9 	1749852.4 	1779556.3 	1805450.5 	1686355.9 	1749623.2 	1733098.4 	1806377.6 	2024616.5 	2184218.5 	2454500.1 	2506925.9 	2618492.9 	2487255.5 	2623641.9 	2660310.5 	2872105.1 	2876526.5 	3013115.1 	3343429.4 	3542912.4 	3634546.7 	3694917.4 	3689120.6 	3836998.5 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	560072.0 	540095.0 	520215.0 	547313.0 	553438.0 	587378.0 	614443.0 	660741.0 	724307.0 	744361.0 	764768.0 	787249.0 	826535.0 	906537.0 	930298.0 	1002129.0 	1071527.0 	1088127.0 	1182047.0 	1230235.0 	1289881.0 	1358536.0 	1336657.0 	1338543.0 	1315455.0 	1358108.0 	1291665.0 	1264429.0 	1252125.0 	1305299.0 	1309836.0 	1352597.0 	1413685.0 	1470475.0 	1468092.0 	1458289.0 	1420310.0 	1363843.0 	1359470.0 	1432239.0 	1537876.0 	1521138.0 	1561779.0 	1586856.0 	1651497.0 	1626498.0 	1639871.0 	1685634.0 	1734241.0 	1815010.0 	1940747.0 	2011569.0 	2230947.0 	2202891.0 	2123774.0 	2246763.0 	2184238.0 	2270412.0 	2334107.0 	2442775.0 	2602947.0 	2555210.0 	2608724.0 	2698591.0 	2727197.0 	2803514.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	438363.0 	467884.0 	516791.0 	547981.0 	574159.0 	599017.0 	623078.0 	642150.0 	651011.0 	660268.0 	638999.0 	634794.0 	625657.0 	599213.0 	593452.0 	577416.0 	586761.0 	602278.0 	622257.0 	637266.0 	650806.0 	659948.0 	671503.0 	706645.0 	742780.0 	776507.0 	822542.0 	871501.0 	902856.0 	900972.0 	907101.0 	928277.0 	930850.0 	936229.0 	919225.0 	907141.0 	838368.0 	825754.0 	807424.0 	742099.0 	731299.0 	767114.0 	814956.0 	843790.0 	890427.0 	883975.0 	902653.0 	904582.0 	899013.0 	900615.0 	860745.0 	842967.0 	861272.0 	845955.0 	856730.0 	854460.0 	861959.0 	869018.0 	894220.0 	920860.0 	934461.0 	972963.0 	1014286.0 	1058519.0 	1184147.0 	1200878.0 	1172090.0 	1183909.0 	1197948.0 	1227969.0 	1275059.0 	1287750.0 	1345687.0 	1362668.0 	1394761.0 	1426352.0 	1436262.0 	1445309.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258.0 	331.4 	330.6 	377.6 	521.2 	665.6 	759.3 	1077.3 	1249.1 	1301.8 	1559.9 	1969.6 	2141.3 	2399.5 	2509.2 	2555.3 	2634.5 	2847.4 	2801.9 	2322.5 	2288.5 	2688.2 	2716.5 	3047.4 	3037.8 	2934.5 	3206.1 	3289.9 	3840.5 	3809.0 	3565.5 	2463.2 	2428.0 	2555.6 	2670.2 	2702.2 	2673.3 	2747.1 	2855.6 	3289.8 	3310.2 	3499.7 	3613.3 	3640.6 	6283.7 	6367.4 	6472.9 	6979.7 	7227.6 	8235.0 	8871.1 	9921.6 	11028.5 	11730.5 	12615.0 	13505.7 	13707.2 	14416.6 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	880510.0 	880510.0 	880510.0 	880510.0 	1055585.0 	1123776.0 	1115774.0 	1148392.0 	1186634.0 	1247031.0 	1339264.0 	1457998.0 	1560499.0 	1719901.0 	1675689.0 	1754773.0 	1846950.0 	1914450.0 	2031152.0 	1982665.0 	1958160.0 	1813293.0 	1824962.0 	1750963.0 	1550163.0 	1527457.0 	1635667.0 	1787990.0 	1878090.0 	2009141.0 	2019304.0 	2055602.0 	2152930.0 	2134145.0 	2136941.0 	1961582.0 	2077398.0 	2186680.0 	2177252.0 	2261424.0 	2328251.0 	2465676.0 	2410360.0 	2476941.0 	2543383.0 	2663099.0 	2799320.0 	2936695.0 	2998461.0 	3386080.0 	3374650.0 	3237629.0 	3363857.0 	3267420.0 	3349193.0 	3495246.0 	3587861.0 	3749029.0 	3747978.0 	3832200.0 	3927484.0 	3928662.0 	4005825.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	544.0 	561.0 	611.0 	750.0 	616.0 	827.0 	785.0 	610.0 	656.0 	719.0 	741.0 	773.0 	827.0 	862.0 	999.0 	967.0 	932.0 	966.0 	1123.0 	986.0 	1091.0 	1162.0 	1463.0 	1353.0 	1557.0 	1597.0 	1665.0 	1559.0 	1741.0 	1958.0 	2020.0 	1935.0 	2168.0 	2296.0 	2304.0 	2058.0 	2078.0 	1992.0 	2062.0 	2081.0 	2118.0 	2184.0 	2214.0 	2441.0 	2689.0 	2702.0 	2864.0 	2929.0 	3496.0 	3750.0 	3739.0 	3749.0 	3882.0 	3783.0 	4035.0 	4157.0 	6281.0 	7047.0 	7650.0 	7868.0 	9724.0 	9939.0 	9873.0 	11074.0 	12259.0 	12650.0 	12958.0 	13449.0 	13552.0 	13141.0 	14137.0 	15260.0 	13881.0 	13650.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9008.5 	9344.8 	10078.6 	10978.4 	14120.5 	17458.9 	20918.0 	25323.7 	26867.2 	29214.2 	30352.3 	31908.6 	35393.9 	39295.5 	41726.9 	44903.0 	45256.1 	47103.7 	48684.6 	45780.3 	47866.1 	49367.4 	50844.4 	53558.2 	55283.4 	57368.6 	58107.6 	58779.8 	60902.6 	62254.2 	65229.6 	69124.6 	71355.9 	74847.7 	77030.8 	79284.3 	80629.8 	82968.3 	85356.2 	84682.1 	88547.3 	93535.9 	96215.2 	100458.7 	102261.2 	101397.8 	100652.7 	103748.1 	104297.2 	106381.4 	106340.0 	107322.8 	108897.9 	110482.4 	111981.8 	112889.8 	112380.8 	113696.1 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	703717.0 	714641.0 	691931.0 	736091.0 	751347.0 	775908.0 	810092.0 	854282.0 	903081.0 	940451.0 	984517.0 	969313.0 	948479.0 	981011.0 	1012094.0 	1030338.0 	1042577.0 	1041572.0 	1064735.0 	985021.0 	990715.0 	979400.0 	885274.0 	910034.0 	954625.0 	1015732.0 	1044768.0 	1093142.0 	1077217.0 	1099309.0 	1116707.0 	1112710.0 	1108183.0 	1088649.0 	1112407.0 	1168004.0 	1181401.0 	1214243.0 	1265182.0 	1309193.0 	1273939.0 	1290440.0 	1302388.0 	1344236.0 	1408033.0 	1467111.0 	1513123.0 	1657937.0 	1562165.0 	1517050.0 	1551863.0 	1570486.0 	1619325.0 	1649344.0 	1657169.0 	1658513.0 	1642589.0 	1658810.0 	1682180.0 	1656725.0 	1678677.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19588.0 	19266.0 	18775.0 	20071.0 	20242.0 	21972.0 	24875.0 	28637.0 	29073.0 	29708.0 	31932.0 	40282.0 	45133.0 	50029.0 	53137.0 	53526.0 	45379.0 	43529.0 	37708.0 	31359.0 	30674.0 	36184.0 	40343.0 	40115.0 	23132.0 	40259.0 	39444.0 	43564.0 	45298.0 	44449.0 	38247.0 	36572.0 	38519.0 	37042.0 	38891.0 	40351.0 	47779.0 	48116.0 	50687.0 	48855.0 	55105.0 	69895.0 	74657.0 	71436.0 	83002.0 	93900.0 	104618.0 	120928.0 	126757.0 	138771.0 	138240.0 	113708.0 	126756.0 	122161.0 	127478.0 	123109.0 	136546.0 	140482.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,PT	: 	13500.0 	14156.0 	14443.0 	15081.0 	18518.0 	18600.0 	20954.0 	22235.0 	25913.9 	26724.4 	27561.0 	28431.0 	33034.0 	34012.0 	35103.0 	36292.0 	38636.0 	38662.0 	40595.0 	43699.0 	45625.0 	47744.0 	47482.0 	52099.0 	55158.0 	54759.0 	56908.0 	59354.0 	63474.0 	68215.0 	72372.0 	76680.0 	79701.0 	82906.0 	85247.0 	91733.0 	95210.0 	99907.0 	104800.0 	114213.0 	120557.0 	123272.0 	120858.0 	121744.0 	124794.0 	128301.0 	125875.0 	129469.0 	125323.0 	126980.0 	124833.0 	126713.0 	128770.0 	135789.0 	145915.0 	146247.0 	158499.0 	154922.0 	151920.0 	145797.0 	135859.0 	126613.0 	121641.0 	114227.0 	118180.0 	109169.0 	108771.0 	109598.0 	111820.0 	110524.0 	109886.0 	110260.0 	117838.0 	121103.0 	119397.0 	117103.0 	119809.0 	118862.0 	115760.0 	117890.0 	115440.0 	116769.0 	118287.0 	119500.0 	123274.0 	130145.0 	133932.0 	138500.0 	142678.0 	144337.0 
MIO_NAC,FA__P__F,S1,S1,A_LE,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2099.0 	3194.0 	854.0 	2250.0 	2412.0 	2717.0 	3339.0 	4271.0 	4149.0 	3796.0 	3977.0 	4188.0 	4267.0 	4153.0 	4674.0 	4307.0 	4634.0 	4750.0 	4879.0 	5049.0 	5420.0 	6052.0 	6337.0 	6776.0 	6650.0 	6785.0 	6924.0 	6952.0 	7501.0 	8092.0 	8688.0 	9097.0 	10273.0 	9677.0 	10082.0 	10530.0 	9945.0 	9867.0 	10530.0 	10918.0 	10307.0 	10627.0 	11928.0 	12507.0 	12962.0 	12542.0 	13384.0 	14363.0 	15311.0 	16181.0 	17038.0 	17622.0 	18166.0 	18604.0 
