currency,partner,sector10,sectpart,stk_flow,bop_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,AT	: 	: 	: 	: 	2669.0 	9525.0 	6846.0 	1063.0 	5687.0 	3127.0 	62379.0 	8489.0 	49218.0 	4313.0 	9909.0 	-16095.0 	16795.0 	4008.0 	315.0 	1421.0 	-7225.0 	-26608.0 	13658.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,BE	: 	: 	: 	: 	: 	: 	: 	: 	29661.0 	35080.0 	27639.0 	46946.0 	68264.0 	136052.0 	59143.0 	83519.0 	114922.0 	5111.0 	-21136.0 	-17449.0 	-22289.0 	40599.0 	-33934.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17779.1 	13035.2 	5475.9 	2680.2 	3006.6 	2704.6 	2951.7 	1571.0 	4580.6 	2718.4 	3708.3 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1663.0 	2014.0 	10290.0 	-8592.0 	: c	-4536.0 	-391.0 	7337.0 	7435.0 	9782.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,CZ	67993.0 	38775.0 	41251.0 	119968.0 	218811.0 	192422.0 	214586.0 	277690.0 	59316.0 	164838.0 	329578.0 	158676.0 	269705.0 	148224.0 	98893.0 	194681.0 	76356.0 	184719.0 	143984.0 	168088.0 	41558.0 	265177.0 	216673.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,DE	8852.0 	12131.0 	16257.0 	27516.0 	81166.0 	256443.0 	63199.0 	54764.0 	59655.0 	-16624.0 	49355.0 	69165.0 	38340.0 	20352.0 	39989.0 	64686.0 	69814.0 	50386.0 	50525.0 	13981.0 	48605.0 	51816.0 	69548.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77267.0 	15929.0 	64307.0 	9316.0 	20342.0 	-64971.0 	70411.0 	-93529.0 	3884.0 	38689.0 	12842.0 	51726.0 	12975.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,EE	: 	: 	: 	: 	: 	455.5 	658.2 	363.4 	926.8 	872.8 	2397.9 	1397.4 	2199.2 	1322.0 	1294.0 	1935.7 	817.8 	1393.9 	833.5 	1330.5 	-653.5 	844.5 	1402.7 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	528.0 	4276.0 	1543.0 	3394.0 	2016.0 	365.0 	834.0 	1352.0 	2179.0 	2027.0 	1147.0 	2452.0 	3198.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,ES	6194.0 	7469.0 	8301.0 	13989.0 	18647.0 	44754.0 	32585.0 	41168.0 	27399.0 	20235.0 	21875.0 	25991.0 	52348.0 	53652.0 	9812.0 	30450.0 	23294.0 	19191.0 	39293.0 	25121.0 	22743.0 	35503.0 	6682.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,FI	: 	: 	: 	: 	7388.8 	14266.7 	3442.4 	8477.6 	5122.0 	5430.7 	8750.3 	3949.6 	15776.2 	13531.0 	-5942.7 	9096.9 	-4302.3 	3884.6 	-3812.1 	13005.9 	15116.0 	4410.0 	12959.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,FR	: 	: 	: 	: 	43688.0 	45883.0 	56176.0 	54043.0 	36892.0 	28512.0 	68603.0 	62876.0 	62203.0 	46045.0 	13120.0 	28954.0 	30805.0 	25253.0 	23758.0 	4309.0 	38809.0 	40976.0 	42410.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,HR	: 	: 	: 	: 	: 	8610.0 	8219.0 	7549.0 	12070.0 	7820.0 	10577.0 	19200.0 	25047.0 	26355.0 	16553.0 	7713.0 	7611.0 	8660.0 	5595.0 	17437.0 	1487.0 	13221.0 	13163.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,HU	: 	: 	: 	: 	799795.4 	771132.0 	1160587.1 	934733.4 	924365.3 	911958.3 	1724782.9 	3944455.7 	12743830.3 	12948179.0 	-683497.0 	-4363695.0 	2796699.0 	2333176.0 	-845200.9 	3081774.0 	-1574392.3 	19817098.4 	-3573686.5 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,IE	: 	: 	: 	: 	: 	: 	: 	43074.7 	48984.0 	30699.5 	38081.7 	18049.0 	45104.3 	14814.0 	38707.0 	28139.0 	26075.0 	43744.0 	53171.0 	74886.0 	215433.0 	93859.0 	916.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,IT	: 	: 	: 	: 	6487.0 	14517.0 	16618.0 	18123.0 	17212.0 	16210.0 	29924.0 	45559.0 	48051.0 	-7405.0 	14449.0 	7174.0 	24691.0 	-52.0 	14637.0 	12928.0 	11975.0 	17774.0 	8772.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	638.8 	680.6 	1629.0 	1676.2 	1299.5 	38.5 	653.4 	1094.6 	454.3 	531.2 	387.0 	872.9 	869.9 	1023.5 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,LU	: 	: 	: 	: 	: 	: 	: 	122538.0 	80257.0 	63326.0 	92760.0 	102767.0 	138606.0 	69544.0 	151830.0 	170247.0 	293462.0 	432800.0 	474514.0 	134002.0 	696414.0 	174492.0 	-146275.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,LV	: 	: 	: 	: 	: 	353.0 	196.0 	166.0 	281.0 	474.0 	648.0 	1357.0 	1993.0 	910.0 	-32.0 	331.0 	1075.0 	840.0 	743.0 	704.0 	712.0 	222.0 	1024.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	6004.8 	17511.5 	20012.9 	25980.4 	10094.9 	1030.4 	7016.5 	5608.5 	2589.5 	431.9 	238.5 	2658.1 	2251.6 	3046.2 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	112452.0 	169732.0 	299069.0 	526658.0 	113465.0 	68332.0 	92445.0 	241101.0 	192297.0 	247478.0 	86978.0 	161979.0 	145430.0 	290236.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	51387.0 	35685.0 	65806.0 	69045.0 	34130.0 	43756.0 	53940.0 	53574.0 	23931.0 	2809.0 	62025.0 	56857.0 	72604.0 	39717.0 
MIO_NAC,WRL_REST,S1,S1,LIAB,FA__D__F,PT	: 	1204.0 	2169.0 	5240.0 	695.0 	7801.0 	6902.0 	674.0 	9012.0 	2210.0 	3443.0 	10455.0 	4444.0 	5419.0 	4020.0 	6283.0 	7116.0 	17044.0 	8070.0 	9884.0 	2277.0 	8539.0 	8916.0 
