currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35324.8 	35620.2 	37152.0 	41679.1 	50686.8 	50420.1 	63930.6 	68760.8 	72485.9 	68083.3 	66154.9 	71175.1 	73957.0 	73325.7 	75168.2 	72178.8 	72569.8 	69107.6 	72169.0 	73734.9 	71558.7 	75175.7 	77259.4 	78670.0 	83063.3 	84588.6 	87865.1 	90199.0 	92086.5 	93037.2 	95795.9 	91633.9 	93088.5 	97356.8 	99654.1 	103953.3 	109695.6 	111954.8 	121442.4 	120833.8 	125242.2 	125166.7 	119385.0 	123137.3 	127609.8 	131475.8 	136085.2 	140450.9 	137367.2 	133117.2 	133987.2 	134036.2 	134786.0 	140992.7 	144403.5 	145366.7 	143194.8 	140204.2 	139001.6 	136177.9 	134813.0 	130648.5 	130868.0 	127079.6 	129960.0 	129932.0 	132600.0 	133010.0 	145095.0 	140448.0 	145021.0 	146896.0 	152066.0 	152837.0 	156687.0 	153066.0 	155025.0 	154176.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	242841.0 	298898.0 	311511.0 	350371.0 	361910.0 	389117.0 	468915.0 	537134.0 	532910.0 	554598.0 	586946.0 	607150.0 	560099.0 	556959.0 	565757.0 	563290.0 	582793.0 	584189.0 	585704.0 	593963.0 	605352.0 	614471.0 	618132.0 	637503.0 	670259.0 	681976.0 	703264.0 	772998.0 	794962.0 	820475.0 	828850.0 	868023.0 	868055.0 	903784.0 	903666.0 	939284.0 	959012.0 	974007.0 	969241.0 	948759.0 	972024.0 	1007468.0 	1028187.0 	1044552.0 	1061798.0 	1069261.0 	1105769.0 	1165280.0 	1138310.0 	1153295.0 	1168775.0 	1252232.0 	1267660.0 	1296937.0 	1297367.0 	1295271.0 	1308106.0 	1296204.0 	1294820.0 	1284166.0 	1302602.0 	1317975.0 	1350593.0 	1393357.0 	1490257.0 	1501983.0 	1476040.0 	1499170.0 	1478046.0 	1504331.0 	1500196.0 	1558985.0 	1564230.0 	1546197.0 	1539418.0 	1546931.0 	1573352.0 	1606198.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6556.7 	6519.0 	6183.0 	6949.0 	6993.0 	7147.0 	7409.0 	7760.0 	11447.0 	11733.0 	11820.0 	11855.0 	12060.0 	12361.0 	12509.0 	12685.0 	11794.0 	12019.0 	12625.0 	12583.0 	12466.0 	12914.0 	12475.0 	12798.0 	13279.0 	16740.0 	18465.0 	18489.0 	19057.0 	17588.0 	19489.0 	19666.0 	27163.0 	28502.0 	27565.0 	32174.0 	33922.0 	35863.0 	36709.0 	37331.0 	27768.0 	28819.0 	28142.0 	28267.0 	29031.0 	26848.0 	27670.0 	28111.0 	27844.0 	28591.0 	28941.0 	28611.0 	26453.0 	26599.0 	39680.0 	41251.0 	38714.0 	40395.0 	40361.0 	44132.0 	41017.0 	42547.0 	41569.0 	39761.0 	39239.0 	41535.0 	41615.0 	43875.0 	43395.0 	44222.0 	45380.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	282044.7 	328298.1 	354809.5 	330862.0 	368426.8 	374751.5 	430173.0 	484327.2 	590336.7 	593251.6 	587951.1 	598449.7 	908517.5 	947774.3 	1047050.5 	1057451.1 	1216032.1 	1422463.3 	1589341.5 	1828468.4 	1914230.2 	2023168.8 	2111305.3 	2237256.1 	2401385.2 	2665597.8 	2810177.1 	3070357.6 	21613807.7 	24200779.0 	24243545.3 	23282521.5 	23776587.7 	28631931.4 	29513297.2 	34887741.5 	35310695.0 	32611100.0 	41337671.0 	47060766.0 	58817407.0 	46463992.0 	45518847.0 	45614124.0 	48053630.0 	54076404.0 	47376263.0 	44639631.0 	42695144.0 	40451922.0 	44511391.0 	52261413.0 	49317730.8 	50852722.7 	48929086.2 	52652748.3 	56991763.4 	54277864.5 	53298718.1 	51444571.9 	53039553.9 	52634953.9 	54944917.0 	55884838.2 	58796672.3 	59872797.2 	58892810.3 	62077648.3 	59112238.5 	61235905.9 	58630148.7 	79152365.7 	78886620.8 	74721057.2 	74966422.6 	67585514.2 	66989962.3 	73971396.8 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	120716.2 	118527.2 	120367.5 	126903.6 	129324.1 	136297.6 	142546.8 	152114.0 	171877.4 	182118.1 	192146.9 	202113.1 	192403.5 	230159.9 	263638.6 	290251.1 	292955.7 	292594.6 	297997.5 	305177.0 	326212.6 	334813.8 	338432.1 	330164.2 	334471.0 	340788.0 	374598.0 	375577.0 	384880.0 	405494.0 	444114.0 	482470.0 	502008.0 	529213.0 	514703.0 	529252.0 	545219.0 	538701.0 	530741.0 	548780.0 	561411.0 	592868.0 	597996.0 	613491.0 	657162.0 	654787.0 	646961.0 	711919.0 	736542.0 	773254.0 	832280.0 	912372.0 	1249660.0 	1245127.0 	1196442.0 	1325798.0 	1337555.0 	1345556.0 	1356464.0 	1413802.0 	1455117.0 	1438616.0 	1390024.0 	1253862.0 	1294197.0 	1384996.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180165.0 	181539.0 	188337.0 	196318.0 	200307.0 	203207.0 	209050.0 	215103.0 	224635.0 	227401.0 	227697.0 	228781.0 	222367.0 	215821.0 	209297.0 	203568.0 	205049.0 	210592.0 	204901.0 	203325.0 	205859.0 	213204.0 	213795.0 	216921.0 	224194.0 	230736.0 	238740.0 	264697.0 	271408.0 	277637.0 	289198.0 	306306.0 	329726.0 	331695.0 	336984.0 	376825.0 	391496.0 	405107.0 	404839.0 	389622.0 	421596.0 	421942.0 	423450.0 	434100.0 	436746.0 	440673.0 	446990.0 	445007.0 	457186.0 	461502.0 	461733.0 	478218.0 	488730.0 	492317.0 	501230.0 	491232.0 	495939.0 	493033.0 	502669.0 	505587.0 	505502.0 	505793.0 	515181.0 	520643.0 	546140.0 	549075.0 	547872.0 	540390.0 	552418.0 	564782.0 	566241.0 	555153.0 	560247.0 	565735.0 	566867.0 	563511.0 	565639.0 	572862.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	279.9 	308.3 	376.2 	434.5 	497.0 	646.2 	778.5 	857.1 	835.3 	1060.6 	1142.1 	1196.5 	1396.8 	1446.2 	1600.6 	1695.5 	1921.4 	1876.5 	1957.2 	1998.3 	2202.3 	2343.5 	2401.2 	2365.5 	2311.3 	2380.3 	2365.6 	2359.7 	2479.0 	2577.4 	2619.8 	2431.8 	2540.9 	2561.6 	2659.3 	2604.4 	3050.4 	3203.0 	3255.6 	3186.1 	3395.8 	3395.9 	3288.0 	3605.4 	3549.3 	3539.2 	3748.3 	3816.2 	4276.4 	4420.6 	4589.2 	4599.4 	4642.1 	4771.2 	5147.4 	5400.8 	5576.6 	5764.7 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	481661.0 	482049.0 	482798.0 	482387.0 	588460.0 	598086.0 	608251.0 	622766.0 	653032.0 	668182.0 	686873.0 	715955.0 	763440.0 	774372.0 	791870.0 	816848.0 	834289.0 	866484.0 	887443.0 	945154.0 	1001131.0 	994035.0 	998877.0 	1028944.0 	1165870.0 	1203216.0 	1243306.0 	1255537.0 	1320952.0 	1381397.0 	1449884.0 	1430856.0 	1503557.0 	1537309.0 	1554459.0 	1641858.0 	2241342.0 	2340758.0 	2466228.0 	2552065.0 	3036448.0 	3140763.0 	3259293.0 	3214098.0 	3399885.0 	3458553.0 	3475302.0 	3579800.0 	4566465.0 	5221525.0 	5186942.0 	5402328.0 	5649731.0 	5552530.0 	5659674.0 	5637228.0 	5757923.0 	5764564.0 	5681642.0 	5343090.0 	5263395.0 	5076108.0 	5233442.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	261.0 	262.0 	264.0 	66.0 	103.0 	123.0 	117.0 	191.0 	156.0 	151.0 	150.0 	144.0 	153.0 	193.0 	208.0 	232.0 	271.0 	312.0 	305.0 	314.0 	282.0 	305.0 	376.0 	417.0 	411.0 	457.0 	547.0 	565.0 	719.0 	950.0 	1093.0 	1182.0 	1245.0 	1386.0 	1474.0 	1385.0 	1380.0 	1245.0 	1267.0 	1221.0 	1369.0 	1308.0 	1323.0 	1319.0 	1364.0 	1394.0 	1453.0 	1428.0 	1445.0 	1538.0 	1604.0 	1539.0 	1728.0 	1839.0 	1888.0 	1932.0 	1941.0 	1946.0 	2049.0 	2050.0 	2285.0 	2296.0 	2446.0 	2418.0 	2430.0 	2570.0 	2603.0 	2544.0 	2677.0 	2767.0 	2729.0 	2950.0 	3091.0 	2897.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6747.5 	8046.6 	9376.7 	10732.7 	14051.2 	17257.5 	20482.7 	23773.7 	27371.5 	30897.9 	34488.8 	38075.2 	41569.1 	45073.5 	48614.1 	52128.8 	55190.3 	58277.4 	61391.5 	64310.0 	63761.5 	63461.0 	62913.9 	62516.7 	64675.4 	66822.8 	68882.1 	70927.6 	72633.0 	74161.6 	76117.4 	77771.2 	77576.4 	77323.7 	76891.7 	76763.6 	76342.6 	76308.0 	75922.0 	75649.2 	75400.7 	74992.5 	74749.3 	74566.8 	74471.1 	74353.4 	74272.8 	73990.4 	73916.1 	73565.7 	73576.4 	73441.9 	73532.8 	73462.9 	73378.2 	73205.6 	73122.9 	72289.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1649207.0 	1688779.0 	1726335.0 	1749387.0 	1775248.0 	1802401.0 	1854934.0 	1903936.0 	1949674.0 	2007555.0 	2102000.0 	2211032.0 	2366970.0 	2451263.0 	2511779.0 	2577079.0 	2680126.0 	2827852.0 	2908292.0 	2989352.0 	3011852.0 	3037115.0 	3038009.0 	3124720.0 	3069697.0 	3087632.0 	3138045.0 	3190321.0 	3308421.0 	3385916.0 	3387353.0 	3504854.0 	3586514.0 	3633090.0 	3736927.0 	3781983.0 	3857137.0 	3946005.0 	3937134.0 	4059047.0 	4126220.0 	4145140.0 	4218880.0 	4251414.0 	4285617.0 	4381005.0 	4407892.0 	4745912.0 	4827063.0 	4993186.0 	4985442.0 	5109681.0 	5142282.0 	5253327.0 	5287923.0 	5521721.0 	5502592.0 	5518379.0 	5511452.0 	5523876.0 	5523877.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22816.0 	24518.0 	24613.0 	24890.0 	26116.0 	29712.0 	29258.0 	37526.0 	39925.0 	42639.0 	45745.0 	63388.0 	65118.0 	66575.0 	71570.0 	76536.0 	81732.0 	83550.0 	94909.0 	99115.0 	111566.0 	114576.0 	115414.0 	115255.0 	155419.0 	166488.0 	166704.0 	186250.0 	198992.0 	206709.0 	224848.0 	224652.0 	221455.0 	222957.0 	224270.0 	223445.0 	228135.0 	220366.0 	222188.0 	215839.0 	216171.0 	220502.0 	227568.0 	231202.0 	234500.0 	239564.0 	243831.0 	242442.0 	249826.0 	245094.0 	241749.0 	267332.0 	255093.0 	253757.0 	256587.0 	252840.0 	257212.0 	259636.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,PT	: 	3168.0 	3407.0 	3694.0 	3805.0 	4097.0 	4775.0 	5070.0 	6220.0 	7274.9 	9024.0 	10434.3 	12524.0 	11090.0 	12829.0 	14647.0 	15382.0 	19785.0 	21471.0 	22064.0 	26115.0 	26225.0 	29306.0 	28756.0 	30468.0 	28963.0 	27503.0 	25341.0 	24149.0 	25018.0 	31750.0 	31646.0 	33165.0 	34582.0 	37445.0 	39061.0 	38358.0 	40073.0 	42283.0 	44023.0 	42001.0 	42418.0 	45753.0 	46882.0 	48211.0 	51076.0 	51815.0 	52496.0 	54173.0 	54146.0 	54265.0 	54564.0 	54427.0 	56032.0 	57230.0 	57518.0 	58387.0 	61025.0 	62448.0 	61582.0 	61983.0 	65021.0 	65413.0 	67716.0 	63749.0 	64945.0 	65474.0 	66267.0 	68644.0 	69228.0 	69448.0 	69441.0 	71735.0 	73736.0 	77494.0 	75157.0 	74151.0 	77203.0 	75459.0 	76511.0 	77126.0 	82325.0 	83025.0 	85725.0 	86097.0 	87723.0 	86099.0 	86560.0 	85944.0 	83132.0 	82280.0 
MIO_NAC,FA__D__F,S1,S1,A_LE,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	998.0 	1337.0 	950.0 	2008.0 	1810.0 	2139.0 	2389.0 	3737.0 	3146.0 	4780.0 	4864.0 	5409.0 	6377.0 	6858.0 	7223.0 	6935.0 	6642.0 	6900.0 	6424.0 	7265.0 	6505.0 	6626.0 	7496.0 	8183.0 	7605.0 	9510.0 	9630.0 	8531.0 	9131.0 	9210.0 	7487.0 	7451.0 	4555.0 	8585.0 	9197.0 	7618.0 	10503.0 	10205.0 	9461.0 	11576.0 	12001.0 	14123.0 	14859.0 	15736.0 	15974.0 	17502.0 	22329.0 	25763.0 	25620.0 	27504.0 	25530.0 	31349.0 	33691.0 	35851.0 
