unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,FI	2886.0 	3609.5 	4669.6 	1820.5 	4826.5 	-197.3 	-464.4 	9352.7 	-3036.1 	8525.5 	5019.4 	5399.6 	-11.3 	-5093.2 	-5207.8 	3191.1 	-8295.4 	-16949.3 	-7210.9 	-7990.4 	-7048.0 	-12498.0 	-4724.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,FR	: 	: 	: 	: 	40712.0 	42190.0 	18746.0 	4694.0 	-21009.0 	7322.0 	-8850.0 	-24805.0 	320.0 	-33381.0 	-39236.0 	-1167.0 	-56470.0 	-37329.0 	-14453.0 	-7771.0 	-683.0 	-12983.0 	-31877.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-10403.0 	-7724.0 	-16059.0 	-19178.0 	-18401.0 	-22139.0 	-28439.0 	-31965.0 	-40207.0 	-24875.0 	-9858.0 	-10483.0 	-3431.0 	-3438.0 	3116.0 	14320.0 	9990.0 	13634.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,HU	-33903.4 	-124092.2 	-419067.4 	-749667.6 	-972687.5 	-1102769.5 	-818809.1 	-1084184.4 	-1424620.0 	-2195972.0 	-2006294.3 	-2111927.3 	-1627799.5 	-2180427.0 	30005.0 	292494.0 	200372.0 	1339803.4 	1872204.8 	1326174.1 	2086202.9 	1225535.6 	726081.6 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,IE	: 	: 	: 	: 	: 	: 	: 	-3099.2 	608.4 	-5335.4 	5644.8 	-9214.0 	-2569.9 	-23539.0 	-33320.0 	-23186.0 	-35007.0 	-8784.0 	4133.0 	-12498.0 	6319.0 	-8448.0 	4721.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,IT	4995.0 	: c	: c	-1282.0 	-6575.0 	-1353.0 	10077.0 	-348.0 	-20168.0 	-8108.0 	-31577.0 	-33734.0 	-21543.0 	-28805.0 	-37174.0 	-80680.0 	-57423.0 	-3218.0 	21864.0 	51514.0 	35210.0 	65459.0 	62104.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1156.7 	-1003.4 	-2282.7 	-3689.4 	-3807.6 	1725.6 	848.5 	-258.0 	424.1 	1250.3 	637.4 	790.9 	62.3 	1244.1 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,LU	: 	: 	: 	: 	: 	: 	: 	2235.0 	1586.0 	2761.0 	4261.0 	3104.0 	3475.0 	2638.0 	2249.0 	2467.0 	2513.0 	2077.0 	1954.0 	2425.0 	2346.0 	2076.0 	2513.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-358.0 	-524.0 	-577.0 	-688.0 	-1239.0 	-1688.0 	-3277.0 	-4454.0 	-3063.0 	2233.0 	1063.0 	-98.0 	204.0 	231.0 	659.0 	499.0 	671.0 	342.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.6 	-92.7 	-375.6 	-324.0 	-281.5 	-10.2 	-56.9 	224.5 	1007.5 	-24.6 	443.9 	413.8 	1345.7 	1379.4 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	40858.0 	32920.0 	47886.0 	26988.0 	30855.0 	46693.0 	39653.0 	50145.0 	50750.0 	63059.0 	59122.0 	42520.0 	56873.0 	75160.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-28308.0 	-22706.0 	-32751.0 	-68872.0 	-100819.0 	-60204.0 	-92925.0 	-80238.0 	-37274.0 	-18675.0 	-19557.0 	2298.0 	6002.0 	-4993.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,PT	: 	-2715.0 	-3318.0 	-5497.0 	-8399.0 	-11836.0 	-12409.0 	-9089.0 	-6922.0 	-10176.0 	-13816.0 	-15556.0 	-15431.0 	-19057.0 	-16425.0 	-15353.0 	-8177.0 	507.0 	5387.0 	2743.0 	2296.0 	2986.0 	3132.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,RO	: 	: 	: 	: 	-603.0 	-2975.0 	-3979.0 	-7550.0 	-12469.0 	-14971.0 	-21565.0 	-33046.0 	-56145.0 	-64893.0 	-23757.0 	-24043.0 	-19906.0 	-14905.0 	6956.0 	13057.0 	9802.0 	6896.0 	-15465.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,SE	38433.0 	43674.0 	-5091.0 	27126.0 	58852.0 	27576.0 	52842.0 	77533.0 	175412.0 	189005.0 	216085.0 	248484.0 	55205.0 	-111305.0 	51444.0 	253940.0 	295653.0 	60880.0 	135379.0 	112795.0 	85479.0 	-144721.0 	92168.0 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,SI	-206.0 	32.0 	112.0 	-53.0 	-625.0 	-538.0 	144.0 	-165.0 	-211.0 	-790.0 	-1078.0 	-1204.0 	-1078.0 	-3366.0 	-1274.0 	-1459.0 	-754.0 	-142.1 	1003.7 	2251.1 	1710.3 	1153.4 	1754.2 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3305.9 	-3853.1 	-4082.7 	-2682.9 	-6031.1 	-2440.7 	-2410.4 	-3335.0 	319.1 	-537.2 	-304.8 	-447.1 	-1675.3 	-2221.4 
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,AT	: 	: 	: 	: 	-3.9 	-1.9 	-2.6 	0.8 	2.2 	1.8 	2.1 	4.5 	4.3 	3.3 	3.2 	1.1 	1.5 	1.6 	3.4 	0.9 	1.2 	3.0 	2.4 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,BE	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	2.7 	2.4 	1.8 	1.7 	-2.1 	-3.6 	1.4 	-1.8 	0.4 	0.0 	-0.8 	-0.5 	-0.3 	-0.9 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-32.4 	-29.0 	-6.6 	1.8 	3.3 	2.3 	2.1 	1.0 	6.8 	8.6 	4.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-18.5 	-8.4 	-8.6 	-1.2 	-2.1 	-1.9 	-7.1 	-1.6 	-4.7 	-5.6 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,CZ	-1.3 	-7.5 	-4.6 	-1.5 	-2.2 	-4.9 	-4.1 	-4.9 	-5.1 	-4.9 	-1.6 	-2.4 	-2.9 	-1.1 	-1.8 	-3.1 	-1.9 	0.3 	1.7 	1.5 	3.8 	2.5 	2.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,DE	-1.4 	-0.8 	-0.3 	-0.8 	0.2 	-2.0 	0.0 	0.4 	2.1 	5.0 	4.2 	6.6 	7.3 	4.7 	5.3 	3.6 	4.5 	5.5 	8.0 	8.2 	7.9 	8.2 	8.5 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	0.8 	1.3 	-0.9 	2.3 	-0.3 	5.6 	5.2 	3.9 	7.6 	6.0 	5.2 	7.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,EE	-3.6 	-8.8 	-11.7 	-8.6 	-4.9 	-4.9 	-5.0 	-9.5 	-4.6 	-12.0 	-8.2 	-14.2 	-14.5 	-7.5 	6.5 	5.6 	6.1 	2.8 	2.3 	1.5 	4.6 	1.3 	4.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,EL	: 	: 	: 	: 	: 	: 	: 	-6.3 	-6.3 	-5.2 	-6.6 	-9.2 	-12.3 	-12.7 	-10.9 	-9.7 	-8.7 	-1.9 	1.4 	0.8 	1.6 	-0.4 	-0.4 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,ES	0.1 	0.6 	0.5 	-0.2 	-1.9 	-3.0 	-3.1 	-2.0 	-2.2 	-4.0 	-6.5 	-8.4 	-9.3 	-8.9 	-4.7 	-4.0 	-2.8 	0.2 	3.2 	1.2 	2.0 	2.2 	1.8 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,FI	2.8 	3.5 	4.2 	1.5 	3.8 	-0.1 	-0.3 	6.3 	-2.0 	5.4 	3.1 	3.1 	0.0 	-2.6 	-2.9 	1.7 	-4.2 	-8.5 	-3.5 	-3.9 	-3.4 	-5.8 	-2.1 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,FR	: 	: 	: 	: 	2.9 	2.9 	1.2 	0.3 	-1.3 	0.4 	-0.5 	-1.3 	0.0 	-1.7 	-2.0 	-0.1 	-2.7 	-1.8 	-0.7 	-0.4 	0.0 	-0.6 	-1.4 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-5.8 	-4.0 	-7.6 	-8.3 	-7.3 	-8.2 	-9.7 	-9.9 	-11.6 	-7.5 	-3.0 	-3.1 	-1.0 	-1.0 	0.9 	4.2 	2.8 	3.7 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,HU	-0.6 	-1.7 	-4.7 	-7.2 	-8.3 	-8.3 	-5.3 	-6.2 	-7.4 	-10.4 	-8.9 	-8.7 	-6.3 	-8.0 	0.1 	1.1 	0.7 	4.7 	6.2 	4.1 	6.1 	3.5 	1.9 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,IE	: 	: 	: 	-1.4 	2.4 	-7.8 	0.1 	-2.3 	0.4 	-3.4 	3.3 	-5.0 	-1.3 	-12.5 	-19.6 	-13.8 	-20.5 	-5.0 	2.3 	-6.4 	2.4 	-3.1 	1.6 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,IT	0.6 	: 	: 	-0.1 	-0.6 	-0.1 	0.8 	0.0 	-1.5 	-0.6 	-2.1 	-2.2 	-1.3 	-1.8 	-2.4 	-5.0 	-3.5 	-0.2 	1.4 	3.2 	2.1 	3.9 	3.6 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.3 	-4.8 	-9.5 	-12.7 	-11.6 	6.4 	3.0 	-0.8 	1.3 	3.6 	1.7 	2.1 	0.2 	2.9 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,LU	: 	: 	: 	: 	: 	: 	: 	8.9 	6.1 	9.9 	14.2 	9.2 	9.3 	6.9 	6.1 	6.1 	5.8 	4.7 	4.2 	4.9 	4.5 	3.9 	4.5 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-4.2 	-5.6 	-5.7 	-6.6 	-10.6 	-12.3 	-19.0 	-19.6 	-12.6 	11.9 	6.0 	-0.5 	0.9 	1.0 	2.8 	2.1 	2.7 	1.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	-1.8 	-7.0 	-5.6 	-4.6 	-0.2 	-0.9 	3.3 	14.1 	-0.3 	5.2 	4.3 	13.2 	12.4 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.7 	6.0 	8.2 	4.4 	4.8 	7.5 	6.2 	7.7 	7.8 	9.5 	8.8 	6.2 	8.0 	10.2 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3.0 	-2.3 	-3.1 	-5.8 	-7.8 	-4.4 	-6.4 	-5.1 	-2.3 	-1.1 	-1.1 	0.1 	0.3 	-0.3 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,PT	: 	-2.8 	-3.2 	-5.0 	-7.0 	-9.2 	-9.1 	-6.4 	-4.7 	-6.7 	-8.7 	-9.4 	-8.8 	-10.7 	-9.4 	-8.5 	-4.6 	0.3 	3.2 	1.6 	1.3 	1.6 	1.6 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,RO	: 	: 	: 	: 	-1.1 	-3.7 	-3.4 	-4.9 	-6.3 	-6.0 	-7.4 	-9.5 	-13.1 	-12.1 	-4.5 	-4.5 	-3.5 	-2.5 	1.1 	2.0 	1.4 	0.9 	-1.7 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,SE	2.0 	2.3 	-0.3 	1.3 	2.6 	1.2 	2.1 	3.0 	6.5 	6.7 	7.4 	8.0 	1.7 	-3.3 	1.6 	7.2 	8.1 	1.7 	3.6 	2.9 	2.0 	-3.3 	2.0 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,SI	-1.3 	0.2 	0.6 	-0.3 	-2.9 	-2.5 	0.6 	-0.7 	-0.8 	-2.8 	-3.7 	-3.8 	-3.1 	-8.9 	-3.5 	-4.0 	-2.0 	-0.4 	2.8 	6.0 	4.4 	2.9 	4.1 
PC_GDP,FA,S1,S1,NET,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-9.5 	-9.8 	-9.0 	-4.8 	-9.1 	-3.8 	-3.6 	-4.7 	0.4 	-0.7 	-0.4 	-0.6 	-2.1 	-2.6 
