na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,A,PCH_Q1_SCA,AT	2.5 	-0.9 	1.1 	2.2 	-2.8 	-3.0 	4.1 	-0.3 	4.4 	4.1 	-2.7 	-5.0 
B1G,A,PCH_Q1_SCA,BE	2.1 	-9.4 	5.6 	-4.0 	-7.4 	-6.8 	13.4 	-13.4 	-6.7 	12.7 	9.6 	-0.9 
B1G,A,PCH_Q1_SCA,BG	-1.9 	-1.4 	3.5 	0.5 	3.3 	-0.6 	4.9 	1.0 	1.8 	0.3 	-2.7 p	-0.4 p
B1G,A,PCH_Q1_SCA,CH	-1.1 	-0.8 	-0.3 	-0.1 	0.5 	0.2 	0.5 	0.4 	0.7 	0.4 	0.0 	0.0 
B1G,A,PCH_Q1_SCA,CY	1.1 	1.2 	0.8 	0.8 	0.4 	0.7 	0.0 	0.5 	0.5 	0.2 	0.3 	0.0 
B1G,A,PCH_Q1_SCA,CZ	0.7 	0.2 	1.1 	2.8 	0.4 	-0.9 	-1.6 	-1.2 	-1.2 	-0.5 	-1.5 	-0.2 
B1G,A,PCH_Q1_SCA,DE	-0.1 	0.3 	-2.2 	0.7 	-1.6 	0.9 	2.3 	0.1 	1.1 	-0.3 	-0.5 	-0.2 
B1G,A,PCH_Q1_SCA,DK	5.9 	-1.1 	-4.3 	0.8 	10.6 	-8.3 	1.6 	16.1 	-0.7 	-1.7 	-12.0 	-7.6 
B1G,A,PCH_Q1_SCA,EA	0.6 	0.5 	-1.5 	0.0 	-0.6 	-1.1 	1.7 	-0.2 	0.3 	0.6 	0.9 	-0.4 
B1G,A,PCH_Q1_SCA,EA19	0.6 	0.5 	-1.5 	0.0 	-0.6 	-1.1 	1.7 	-0.2 	0.3 	0.6 	0.9 	-0.4 
B1G,A,PCH_Q1_SCA,EE	2.4 	-0.9 	-4.9 	-6.9 	-10.6 	-7.2 	-4.2 	-5.0 	-14.9 	-19.3 	-22.4 	-23.2 
B1G,A,PCH_Q1_SCA,EL	-1.5 p	-2.0 p	-3.8 p	-1.1 p	-2.9 p	-0.7 p	2.9 p	-0.7 p	-0.1 p	2.6 p	1.7 p	0.8 p
B1G,A,PCH_Q1_SCA,ES	0.3 	4.4 	3.3 p	1.1 p	-0.2 p	-0.8 p	-0.8 p	-0.7 p	1.5 p	0.5 p	0.9 p	0.3 p
B1G,A,PCH_Q1_SCA,EU28	0.4 	0.7 	-1.1 	0.2 	-0.8 	-0.8 	1.9 	0.4 	0.6 	-0.8 	1.0 	-0.2 
B1G,A,PCH_Q1_SCA,FI	3.5 	1.5 	0.6 	4.3 	-0.7 	3.0 	0.8 	-4.9 	1.0 	0.9 	2.5 	2.6 
B1G,A,PCH_Q1_SCA,FR	-2.5 	-4.3 	-5.1 	-3.5 	-1.4 	1.0 	2.7 	2.6 	1.4 	0.8 	-0.5 	-0.1 
B1G,A,PCH_Q1_SCA,HR	2.2 	1.9 	5.3 	-2.8 	3.8 	0.6 	-2.4 	-0.1 	-1.9 	0.0 	1.9 	0.1 
B1G,A,PCH_Q1_SCA,HU	-1.4 	2.8 	7.6 	7.4 	-1.5 	0.2 	-10.3 	1.5 	2.2 	-3.9 	0.8 	2.8 
B1G,A,PCH_Q1_SCA,IE	17.7 	10.4 	-3.5 	1.1 	-3.1 	1.4 	5.4 	1.9 	-0.6 	-4.5 	-2.5 	-3.4 
B1G,A,PCH_Q1_SCA,IT	2.5 	2.9 	-3.3 	0.6 	0.4 	-2.8 	-0.2 	-2.1 	-1.6 	-0.5 	3.9 	-1.4 
B1G,A,PCH_Q1_SCA,LT	3.4 	-6.7 	-1.3 	0.1 	-2.9 	1.4 	-0.5 	0.2 	0.0 	0.9 	-4.9 	-0.3 
B1G,A,PCH_Q1_SCA,LU	-1.3 	-0.7 	-17.4 	7.9 	2.7 	2.5 	-11.0 	6.9 	3.2 	-2.3 	-2.2 	6.5 
B1G,A,PCH_Q1_SCA,LV	-1.5 	-1.2 	-10.8 	-0.1 	2.3 	-3.7 	-1.0 	7.8 	-1.7 	0.5 	5.0 	0.0 
B1G,A,PCH_Q1_SCA,NL	2.6 	0.8 	1.0 p	1.6 p	0.2 p	-7.7 p	7.4 p	-0.7 p	-1.7 p	1.5 p	-0.4 p	0.4 p
B1G,A,PCH_Q1_SCA,NO	0.7 	-6.9 	-2.4 	-3.3 	1.6 	-3.2 	0.7 	1.6 	2.4 	5.4 	-1.3 	-2.4 
B1G,A,PCH_Q1_SCA,PL	-1.2 	-0.5 	2.6 	0.3 	-0.1 	0.1 	-2.7 	-1.4 	-3.1 	-0.9 	0.2 	-0.5 
B1G,A,PCH_Q1_SCA,PT	0.1 	-1.1 	-2.4 	-1.3 	-0.1 	1.1 	2.4 	1.6 	0.9 	0.3 	-0.2 	-0.2 
