na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,A,PCH_Q1_SCA,RO	1.9 	14.7 	4.0 p	2.5 p	-14.3 p	-2.4 p	17.1 p	5.1 p	10.2 p	-26.5 p	25.1 p	4.6 p
B1G,A,PCH_Q1_SCA,SE	-0.2 	-1.7 	-1.9 	-1.4 	-0.2 	-0.8 	0.5 	-0.2 	-0.1 	-0.1 	-0.7 	0.0 
B1G,A,PCH_Q1_SCA,SI	1.4 	1.2 	-0.8 	0.1 	-0.6 	0.7 	-2.6 	-2.3 	-0.2 	-1.5 	1.0 	1.4 
B1G,A,PCH_Q1_SCA,UK	-0.6 	-1.7 	-3.6 	-1.1 	-0.2 	0.7 	1.8 	0.4 	0.9 	-0.4 	-1.3 	0.0 
B1G,A,PCH_Q4_NSA,AL	1.4 	-0.4 	2.7 p	0.1 p	1.7 p	3.2 p	1.7 p	0.3 p	0.6 p	0.7 p	1.9 p	1.6 p
B1G,A,PCH_Q4_NSA,AT	4.9 	8.0 	8.3 	4.7 	-0.6 	-2.5 	0.6 	-2.5 	5.0 	13.1 	5.7 	0.2 
B1G,A,PCH_Q4_NSA,BE	26.1 	-6.2 	-4.7 	-7.4 	-11.9 	-12.6 	-5.3 	-13.9 	-13.2 	5.3 	0.2 	14.0 
B1G,A,PCH_Q4_NSA,BG	-4.2 	-13.4 	0.7 	-1.3 	10.0 	5.4 	8.2 	7.8 	9.0 	10.1 	-0.6 p	-2.0 p
B1G,A,PCH_Q4_NSA,CH	-8.3 	-7.9 	-4.6 	-2.4 	-0.8 	0.2 	1.0 	1.5 	1.7 	1.9 	1.4 	1.1 
B1G,A,PCH_Q4_NSA,CY	4.3 	6.3 	4.9 	4.0 	3.4 	3.2 	2.1 	1.3 	1.7 	1.2 	1.8 	0.7 
B1G,A,PCH_Q4_NSA,CZ	4.6 	3.4 	-1.2 	3.6 	4.8 	4.2 	-0.4 	-3.5 	-3.5 	-3.5 	-4.8 	-3.8 
B1G,A,PCH_Q4_NSA,DE	-15.3 	-14.4 	-2.3 	-1.4 	-2.8 	-2.1 	2.5 	1.6 	4.5 	3.2 	0.3 	-0.1 
B1G,A,PCH_Q4_NSA,DK	-19.5 	3.8 	-11.5 	-1.4 	7.9 	-0.1 	1.5 	18.2 	9.4 	16.5 	-2.4 	-21.6 
B1G,A,PCH_Q4_NSA,EA	-0.8 	1.1 	0.0 	-0.2 	-2.2 	-2.8 	1.3 	0.2 	0.1 	1.5 	2.6 	1.8 
B1G,A,PCH_Q4_NSA,EA19	-0.8 	1.1 	0.0 	-0.2 	-2.2 	-2.8 	1.3 	0.2 	0.1 	1.5 	2.6 	1.8 
B1G,A,PCH_Q4_NSA,EE	13.3 	28.5 	11.0 	-27.8 	-24.1 	-22.6 	-10.0 	-67.1 	20.9 	7.3 	-18.5 	-92.4 
B1G,A,PCH_Q4_NSA,EL	-5.9 p	-6.1 p	-4.5 p	-7.7 p	-13.1 p	-9.8 p	2.0 p	-1.1 p	0.3 p	4.1 p	3.7 p	4.1 p
B1G,A,PCH_Q4_NSA,ES	1.6 	10.8 	11.9 p	9.5 p	9.2 p	3.5 p	-1.0 p	-2.3 p	-1.0 p	0.7 p	2.4 p	2.9 p
B1G,A,PCH_Q4_NSA,EU28	-2.4 	-0.3 	-0.7 	0.0 	-1.0 	-2.0 	1.5 	0.9 	2.3 	1.4 	2.3 	0.9 
B1G,A,PCH_Q4_NSA,FI	0.2 	4.9 	5.2 	10.2 	5.2 	7.5 	8.2 	-1.9 	-0.8 	-2.8 	-0.6 	7.4 
B1G,A,PCH_Q4_NSA,FR	-2.4 	-7.7 	-12.3 	-14.4 	-13.6 	-8.8 	-1.2 	4.8 	8.0 	7.9 	4.4 	1.6 
B1G,A,PCH_Q4_NSA,HR	5.9 	3.9 	7.9 	6.9 	7.9 	6.7 	-0.5 	2.3 	-4.0 	-4.7 	0.2 	0.5 
B1G,A,PCH_Q4_NSA,HU	-6.9 	-2.1 	3.7 	16.2 	16.0 	12.9 	-5.9 	-10.1 	-6.2 	-10.2 	0.6 	2.0 
B1G,A,PCH_Q4_NSA,IE	7.3 	18.5 	23.9 	16.2 	6.2 	-6.0 	5.5 	3.1 	9.4 	2.1 	-5.4 	-8.3 
B1G,A,PCH_Q4_NSA,IT	3.1 	8.8 	11.5 	4.5 	0.3 	-4.7 	-5.4 	-4.3 	-5.0 	-3.4 	9.0 	1.6 
B1G,A,PCH_Q4_NSA,LT	10.0 	-6.5 	0.4 	1.1 	-9.7 	3.5 	-4.5 	-1.6 	-1.6 	3.0 	1.7 	-0.2 
B1G,A,PCH_Q4_NSA,LU	5.6 	4.4 	-16.9 	-12.7 	-9.0 	-6.2 	0.9 	0.0 	0.9 	-4.0 	5.4 	5.1 
B1G,A,PCH_Q4_NSA,LV	20.4 	9.7 	-10.9 	-8.4 	-9.4 	-11.3 	2.8 	3.0 	-0.5 	3.3 	8.8 	7.3 
B1G,A,PCH_Q4_NSA,MK	-2.0 	8.1 	2.5 p	3.3 p	1.7 p	3.6 p	1.5 e	6.7 e	3.8 e	4.0 e	6.6 e	0.3 e
B1G,A,PCH_Q4_NSA,NL	4.7 	2.9 	5.0 p	6.0 p	1.3 p	-2.3 p	0.1 p	-0.3 p	-0.7 p	3.2 p	-1.0 p	-1.4 p
B1G,A,PCH_Q4_NSA,NO	-0.1 	-7.7 	2.5 	3.6 	-14.1 	-6.1 	-1.9 	-2.3 	0.6 	9.8 	7.6 	7.7 
B1G,A,PCH_Q4_NSA,PL	-10.1 	-10.1 	3.3 	2.1 	0.8 	5.6 	-3.5 	-4.4 	-7.1 	-9.6 	-3.8 	-7.8 
B1G,A,PCH_Q4_NSA,PT	6.1 	2.5 	-2.0 	-4.6 	-4.7 	-3.1 	1.8 	5.2 	6.4 	4.8 	3.0 	0.4 
B1G,A,PCH_Q4_NSA,RO	-16.5 	-7.4 	6.9 p	24.7 p	5.8 p	-12.3 p	0.6 p	3.6 p	33.2 p	-1.6 p	6.7 p	6.7 p
B1G,A,PCH_Q4_NSA,RS	-6.1 	-6.8 	7.5 	4.4 	11.6 	7.8 	-6.3 p	-9.1 p	-11.9 p	-9.5 p	10.8 p	14.8 p
B1G,A,PCH_Q4_NSA,SE	6.0 	0.8 	-4.0 	-5.4 	-4.6 	-3.9 	-1.5 	-1.4 	-0.5 	0.1 	-1.4 	-0.7 
B1G,A,PCH_Q4_NSA,SI	11.1 	12.4 	2.4 	-0.1 	0.1 	1.0 	-3.5 	-4.2 	-4.1 	-8.0 	-4.6 	2.4 
B1G,A,PCH_Q4_NSA,SK	-16.5 	-12.5 	-11.7 	-1.4 	15.7 	10.9 	6.0 	10.5 	-7.3 	-6.4 	2.9 	11.1 
B1G,A,PCH_Q4_NSA,TR	15.8 	-3.2 	-3.4 	-3.4 	-3.5 	0.4 	5.0 	7.0 	3.6 	6.1 	6.1 	-1.5 
B1G,A,PCH_Q4_NSA,UK	1.4 	-2.2 	-4.9 	-7.4 	-6.8 	-3.3 	0.7 	3.1 	4.3 	2.4 	3.4 	1.0 
