coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP08,PCH_M1,CH	0.2 	-0.5 	-0.1 	0.0 	-0.1 	0.4 	0.2 	0.7 	-0.1 	0.1 	-0.1 	-0.1 
CP08,PCH_M1,CY	-0.1 	0.0 	-0.1 	0.0 	-0.1 	0.0 	0.0 	-0.1 	0.0 	-0.1 	-0.1 	-4.8 
CP08,PCH_M1,CZ	-0.6 	-0.3 	-0.1 	0.0 	0.1 	-0.1 	0.0 	-0.2 	-0.1 	-0.2 	0.0 	0.0 
CP08,PCH_M1,DE	-0.1 	0.1 	0.0 	-0.1 	-0.2 	0.1 	-0.1 	-0.2 	0.0 	-0.2 	-0.1 	-0.1 
CP08,PCH_M1,DK	-0.2 	-0.3 	0.0 	0.0 	0.3 	-2.0 	0.7 	0.1 	0.2 	-0.3 	-0.1 	-0.5 
CP08,PCH_M1,EA	0.1 	0.0 	-0.2 	0.2 	-0.2 	0.1 	0.1 	-0.1 	-0.6 	-0.1 	-0.2 	-0.2 
CP08,PCH_M1,EA18	0.0 	0.0 	-0.2 	0.2 	-0.1 	0.1 	0.1 	-0.1 	-0.6 	-0.1 	-0.2 	-0.2 
CP08,PCH_M1,EA19	0.1 	0.0 	-0.2 	0.2 	-0.2 	0.1 	0.1 	-0.1 	-0.6 	-0.1 	-0.2 	-0.2 
CP08,PCH_M1,EE	-0.1 	0.1 	-0.2 	-0.4 	-0.2 	-0.3 	0.0 	-2.2 	0.0 	-0.5 	-0.1 	-0.2 
CP08,PCH_M1,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3.4 	0.0 	0.0 	0.0 	1.0 	0.0 
CP08,PCH_M1,ES	-0.2 	0.0 	-0.4 	0.2 	1.9 	-0.2 	1.2 	0.1 	-0.1 	0.0 	-0.1 	0.1 
CP08,PCH_M1,EU	0.0 	0.0 	-0.3 	0.1 	-0.2 	0.1 	0.1 	-0.1 	-0.3 	0.0 	-0.1 	-0.2 
CP08,PCH_M1,EU28	0.0 	0.0 	-0.3 	0.1 	-0.2 	0.1 	0.1 	-0.1 	-0.3 	0.0 	-0.1 	-0.2 
CP08,PCH_M1,FI	0.2 	-0.5 	-0.3 	-0.5 	-0.1 	0.0 	-0.8 	-0.7 	0.1 	-0.6 	0.1 	-0.1 
CP08,PCH_M1,FR	0.0 	0.2 	0.0 	0.1 	-0.2 	0.5 	0.0 	0.2 	-1.2 	-0.4 	-1.6 	-0.6 
CP08,PCH_M1,HR	-0.2 	0.7 	-0.1 	0.1 	0.0 	-0.1 	0.1 	0.1 	0.0 	-0.2 	-0.1 	0.1 
CP08,PCH_M1,HU	-0.2 	-1.3 	0.0 	-3.6 	0.6 	-0.9 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 
CP08,PCH_M1,IE	0.5 	-0.1 	-0.2 	0.9 	-0.1 	-0.1 	-0.3 	0.0 	-0.2 	-0.2 	-0.3 	-0.2 
CP08,PCH_M1,IS	-1.3 	-0.7 	1.3 	0.0 	-0.6 	-0.6 	-1.1 	-0.8 	-1.5 	-2.1 	-1.1 	-0.3 
CP08,PCH_M1,IT	-0.1 	-0.2 	0.1 	0.4 	-1.3 	0.4 	-0.1 	-0.7 	-1.8 	-0.1 	0.2 	-0.2 
CP08,PCH_M1,LT	0.0 	0.1 	0.1 	-0.3 	-0.9 	0.1 	0.1 	-0.1 	0.0 	-0.1 	0.1 	-0.3 
CP08,PCH_M1,LU	0.0 	-0.8 	-0.1 	-0.2 	0.2 	0.3 	-0.9 	-0.5 	-0.3 	-1.0 	0.4 	-0.8 
CP08,PCH_M1,LV	0.0 	0.2 	0.1 	0.4 	-0.3 	0.3 	0.3 	0.9 	-0.1 	-0.1 	0.1 	-0.1 
CP08,PCH_M1,MK	0.0 d	0.3 d	0.0 d	0.6 d	0.0 d	0.2 d	0.1 d	0.1 d	-0.3 d	0.0 d	0.0 d	0.0 d
CP08,PCH_M1,MT	-0.6 	0.0 	-0.2 	-0.2 	-0.5 	-0.5 	0.6 	-0.1 	-1.1 	-0.1 	0.2 	0.6 
CP08,PCH_M1,NL	1.7 	-0.3 	-2.9 	0.9 	-1.4 	-1.0 	-1.4 	0.1 	-0.8 	1.0 	0.3 	-0.1 
CP08,PCH_M1,NO	0.3 	0.0 	-0.1 	0.0 	0.0 	-0.1 	0.6 	-0.1 	0.4 	0.1 	0.0 	0.1 
CP08,PCH_M1,PL	0.0 	-0.2 	0.1 	0.1 	-1.3 	-0.1 	-0.5 	0.3 	0.0 	0.0 	0.3 	-2.2 
CP08,PCH_M1,PT	0.0 	0.0 	-0.1 	0.4 	0.1 	-0.1 	0.3 	0.1 	-0.1 	-0.4 	0.0 	-0.2 
CP08,PCH_M1,RO	-0.2 	0.8 	0.1 	0.3 	0.1 	0.1 	-0.1 	-0.2 	0.3 	-0.1 	0.3 	0.1 
CP08,PCH_M1,RS	-0.8 d	0.3 d	0.1 d	-0.5 d	-0.2 d	-0.1 d	0.4 d	-0.6 d	0.2 d	-0.7 d	0.3 d	-0.3 d
CP08,PCH_M1,SE	0.8 	-0.3 	-0.2 	0.3 	0.2 	0.0 	-0.6 	-0.4 	-0.1 	-0.5 	0.3 	-1.3 
CP08,PCH_M1,SI	0.0 	0.0 	-0.3 	1.4 	0.0 	0.3 	0.8 	0.3 	0.1 	-0.5 	0.2 	-0.8 
CP08,PCH_M1,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-2.1 	0.0 	2.7 	0.0 
CP08,PCH_M1,TR	0.0 d	0.2 d	-0.2 d	-1.0 d	0.2 d	0.1 d	0.0 d	0.3 d	4.8 d	-0.1 d	2.6 d	1.1 d
CP08,PCH_M1,UK	-0.2 	0.3 	-1.3 	0.1 	-0.5 	0.0 	0.5 	0.3 	0.7 	0.5 	0.4 	: 
CP08,PCH_M1,US	0.4 d	0.4 d	0.2 d	-0.1 d	-0.3 d	0.0 d	0.0 d	0.1 d	0.0 d	0.1 d	-0.4 d	0.1 d
CP08,PCH_M12,AT	-2.2 	-2.1 	-2.1 	-2.7 	-3.1 	-3.2 	-3.9 	-3.9 	-4.1 	-0.9 	-0.8 	-1.1 
CP08,PCH_M12,BE	1.0 	0.7 	0.7 	0.4 	0.4 	-0.1 	-0.2 	-0.5 	-0.4 	-0.5 	1.0 	1.0 
CP08,PCH_M12,BG	-2.1 	-2.4 	-1.3 	-0.6 	1.5 	3.4 	1.6 	1.3 	1.2 	1.4 	1.8 	1.6 
CP08,PCH_M12,CH	-1.4 	-0.8 	-0.9 	-1.0 	-1.1 	-0.6 	0.2 	0.5 	0.6 	0.8 	0.7 	0.7 
CP08,PCH_M12,CY	-1.5 	-1.5 	-1.5 	-1.3 	-0.7 	-0.7 	-0.6 	-0.6 	-0.4 	-0.5 	-0.6 	-5.4 
CP08,PCH_M12,CZ	-2.3 	-1.4 	-1.5 	-1.5 	-2.5 	-2.6 	-2.4 	-2.3 	-1.9 	-1.7 	-1.6 	-1.5 
CP08,PCH_M12,DE	-0.6 	-0.5 	-0.4 	-0.6 	-0.7 	-0.5 	-0.6 	-0.6 	-0.6 	-0.6 	-0.7 	-0.9 
CP08,PCH_M12,DK	-1.2 	-1.8 	-1.7 	-1.7 	-1.6 	-3.4 	-2.2 	-2.4 	-1.8 	-1.9 	-1.8 	-2.1 
CP08,PCH_M12,EA	-1.8 	-1.6 	-1.7 	-1.0 	-1.2 	-0.9 	-0.7 	-0.6 	-0.8 	-0.6 	-0.8 	-1.2 
CP08,PCH_M12,EA18	-1.8 	-1.6 	-1.7 	-1.0 	-1.2 	-0.9 	-0.7 	-0.6 	-0.8 	-0.6 	-0.8 	-1.2 
CP08,PCH_M12,EA19	-1.8 	-1.6 	-1.7 	-1.0 	-1.2 	-0.9 	-0.7 	-0.6 	-0.8 	-0.6 	-0.8 	-1.2 
CP08,PCH_M12,EE	-5.5 	-5.1 	-5.3 	-5.6 	-5.6 	-5.6 	-5.5 	-4.6 	-4.1 	-3.6 	-3.7 	-3.9 
CP08,PCH_M12,EL	1.4 	1.4 	1.4 	-0.1 	-0.1 	0.0 	3.4 	3.4 	3.4 	3.4 	4.4 	4.4 
CP08,PCH_M12,ES	0.6 	0.6 	0.3 	0.9 	2.4 	2.1 	2.9 	2.4 	2.3 	2.7 	2.6 	2.6 
CP08,PCH_M12,EU	-1.1 	-1.0 	-1.1 	-0.6 	-0.9 	-0.7 	-0.5 	-0.6 	-0.6 	-0.4 	-0.6 	-1.0 
CP08,PCH_M12,EU28	-1.1 	-1.0 	-1.1 	-0.6 	-0.9 	-0.7 	-0.5 	-0.6 	-0.6 	-0.4 	-0.6 	-1.0 
CP08,PCH_M12,FI	-1.1 	-1.6 	-1.4 	-1.3 	-1.4 	-1.1 	-3.0 	-3.2 	-2.9 	-3.6 	-3.3 	-3.1 
CP08,PCH_M12,FR	-5.2 	-4.6 	-4.1 	-1.2 	-1.7 	-1.1 	-1.0 	0.1 	-0.4 	-0.7 	-2.2 	-3.1 
CP08,PCH_M12,HR	-1.2 	-0.5 	-0.7 	-0.8 	-0.7 	-0.4 	0.1 	0.8 	-0.5 	0.2 	0.0 	0.3 
CP08,PCH_M12,HU	-3.3 	-5.0 	-5.0 	-6.7 	-6.0 	-6.6 	-6.6 	-5.7 	-5.2 	-5.1 	-5.1 	-5.5 
CP08,PCH_M12,IE	0.2 	0.2 	0.1 	0.6 	0.5 	0.5 	-0.2 	-1.6 	-1.9 	-2.0 	-2.4 	-0.3 
CP08,PCH_M12,IS	-13.8 	-14.1 	-12.6 	-9.7 	-7.4 	-5.7 	-7.3 	-8.1 	-7.1 	-8.1 	-8.3 	-8.5 
CP08,PCH_M12,IT	-1.6 	-1.1 	-1.3 	-0.8 	-2.2 	-1.8 	-2.0 	-2.1 	-3.1 	-2.2 	-2.3 	-3.4 
CP08,PCH_M12,LT	1.7 	0.7 	1.5 	0.1 	-2.0 	-1.9 	-1.7 	-1.7 	-1.3 	-0.5 	-0.4 	-1.1 
CP08,PCH_M12,LU	-3.4 	-4.2 	-4.7 	-2.8 	-1.7 	-1.4 	-2.9 	-3.3 	-3.9 	-3.7 	-2.9 	-3.6 
CP08,PCH_M12,LV	3.5 	3.8 	1.0 	1.1 	0.7 	0.9 	1.3 	2.3 	1.4 	1.5 	1.7 	1.6 
CP08,PCH_M12,MK	14.5 d	14.7 d	14.7 d	11.8 d	7.2 d	0.3 d	0.6 d	0.7 d	0.7 d	0.9 d	0.9 d	0.9 d
CP08,PCH_M12,MT	-0.2 	-0.1 	0.5 	1.0 	0.1 	-0.4 	0.6 	0.6 	-0.4 	-0.5 	-0.1 	-1.9 
CP08,PCH_M12,NL	-6.3 	-7.2 	-8.3 	-7.8 	-8.3 	-6.7 	-6.0 	-6.3 	-5.1 	-5.1 	-4.2 	-4.0 
CP08,PCH_M12,NO	0.9 	0.5 	0.5 	0.5 	0.4 	0.4 	2.0 	2.3 	1.5 	1.7 	0.8 	1.1 
CP08,PCH_M12,PL	1.2 	1.0 	1.1 	1.6 	0.3 	0.2 	-0.2 	-2.0 	-1.6 	-1.7 	-0.9 	-3.5 
CP08,PCH_M12,PT	2.4 	1.5 	0.1 	0.6 	0.8 	0.5 	0.4 	0.4 	0.9 	0.5 	0.4 	0.0 
CP08,PCH_M12,RO	1.0 	1.4 	1.4 	2.7 	2.6 	2.0 	2.3 	1.7 	1.6 	1.6 	1.8 	1.5 
CP08,PCH_M12,RS	5.2 d	5.5 d	5.2 d	4.2 d	4.4 d	0.0 d	0.4 d	-0.3 d	-0.7 d	-1.3 d	-1.6 d	-1.9 d
CP08,PCH_M12,SE	-0.3 	-0.4 	-0.7 	-0.3 	-0.4 	-0.2 	-0.4 	-1.2 	-1.0 	-1.0 	-0.8 	-1.7 
CP08,PCH_M12,SI	-1.2 	-1.0 	-1.8 	-0.6 	-1.7 	-0.6 	-0.3 	2.3 	1.3 	1.1 	1.3 	1.6 
CP08,PCH_M12,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-2.0 	-2.0 	0.6 	0.6 
CP08,PCH_M12,TR	1.8 d	1.4 d	1.4 d	0.3 d	-0.1 d	0.0 d	-0.1 d	-0.2 d	4.9 d	4.7 d	7.4 d	8.3 d
CP08,PCH_M12,UK	1.7 	1.9 	1.0 	1.2 	-0.3 	-0.4 	1.0 	0.7 	0.7 	1.6 	0.3 	: 
CP08,PCH_M12,US	-6.2 d	-5.7 d	-5.5 d	-5.6 d	-5.3 d	-1.2 d	-0.1 d	0.3 d	0.9 d	1.1 d	0.8 d	0.7 d
