stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19	4.1 	12.9 	10.7 	2.6 	11.0 	4.3 	-1.6 	9.4 	1.0 	4.9 	8.7 	4.5 
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28	3.0 	11.0 	10.3 	0.2 	10.2 	2.3 	-2.0 	8.9 	-1.9 	3.7 	7.5 	4.6 
EXP,SITC6_8,WRL_REST,PCH_M1_SA,EA19	-0.1 	0.8 	2.0 	0.2 	-0.2 	-1.5 	0.5 	-0.1 	1.7 	0.5 	-1.4 	2.0 
EXP,SITC6_8,WRL_REST,PCH_M1_SA,EU28	0.5 	-0.1 	3.1 	-0.3 	0.2 	-1.6 	1.5 	-0.9 	0.0 	1.7 	-2.1 	2.7 
EXP,SITC6_8,WRL_REST,TVAL_SA,EA19	44111.4 	44467.3 	45355.3 	45457.7 	45361.9 	44683.3 	44912.8 	44870.8 	45640.4 	45868.4 	45237.7 	46147.2 
EXP,SITC6_8,WRL_REST,TVAL_SA,EU28	35601.2 	35576.3 	36674.8 	36560.5 	36626.5 	36035.9 	36560.3 	36227.8 	36242.9 	36845.4 	36068.4 	37037.1 
