coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
IGD_NNRG,I15,AT	104.15 	104.26 	104.09 	100.83 	100.73 	104.08 	104.33 	103.97 	103.21 	99.69 	99.42 	104.21 
IGD_NNRG,I15,BE	102.69 	102.83 	103.14 	98.53 	103.38 	103.40 	103.31 	103.54 	103.47 	98.23 	103.51 	103.64 
IGD_NNRG,I15,BG	97.71 	97.71 	97.60 	97.24 	96.90 	96.85 	97.42 	97.53 	97.32 	97.14 	96.54 	96.65 
IGD_NNRG,I15,CH	100.14 	100.11 	100.35 	98.13 	99.08 	99.89 	100.06 	99.94 	99.49 	97.97 	99.05 	99.88 
IGD_NNRG,I15,CY	99.52 	100.04 	99.94 	94.09 	95.30 	97.39 	98.84 	99.80 	99.55 	94.12 	93.85 	96.80 
IGD_NNRG,I15,CZ	102.1 	102.0 	101.8 	101.4 	101.6 	101.9 	102.7 	102.6 	102.4 	102.1 	101.8 	102.1 
IGD_NNRG,I15,DE	103.2 	103.2 	102.8 	101.8 	102.2 	103.2 	103.4 	103.3 	102.9 	101.9 	102.5 	103.9 
IGD_NNRG,I15,DK	97.8 	97.4 	97.1 	94.8 	95.8 	96.8 	97.6 	97.4 	96.3 	94.9 	95.2 	96.2 
IGD_NNRG,I15,EA	102.25 	102.37 	102.16 	98.71 	98.71 	101.87 	102.57 	102.61 	102.33 	98.83 	98.99 r	102.05 
IGD_NNRG,I15,EA18	102.24 	102.37 	102.16 	98.70 	98.70 	101.88 	102.57 	102.61 	102.33 	98.82 	98.98 r	102.06 
IGD_NNRG,I15,EA19	102.25 	102.37 	102.16 	98.71 	98.71 	101.87 	102.57 	102.61 	102.33 	98.83 	98.99 r	102.05 
IGD_NNRG,I15,EE	101.72 	101.68 	101.48 	100.15 	100.96 	101.08 	101.47 	101.70 	101.03 	99.13 	101.11 	102.20 
IGD_NNRG,I15,EL	99.04 	96.47 	98.43 	91.83 	90.69 	96.10 	98.92 	95.78 	98.27 	91.18 	90.29 	98.03 
IGD_NNRG,I15,ES	102.07 	103.36 	102.59 	96.40 	95.93 	101.26 	103.55 	104.34 	103.80 	97.61 	97.04 	100.29 
IGD_NNRG,I15,EU	101.86 	102.07 	101.85 	99.17 	99.39 	101.63 	102.18 	102.26 	101.89 	99.25 	99.53 r	101.86 
IGD_NNRG,I15,EU28	101.86 	102.07 	101.85 	99.17 	99.39 	101.63 	102.18 	102.26 	101.89 	99.25 	99.53 r	101.86 
IGD_NNRG,I15,FI	98.42 	98.59 	98.16 	96.61 	96.91 	97.84 	98.74 	98.45 	97.68 	95.95 	96.80 	97.42 
IGD_NNRG,I15,FR	100.87 	100.82 	100.99 	98.61 	98.44 	100.81 	100.92 	101.26 	101.27 	98.22 	99.52 	100.99 
IGD_NNRG,I15,HR	103.28 	103.42 	102.16 	99.52 	99.52 	102.16 	102.95 	103.03 	102.00 	98.99 	98.89 	101.88 
IGD_NNRG,I15,HU	101.48 	101.84 	101.84 	101.43 	101.06 	101.28 	101.92 	102.01 	101.81 	101.67 	101.51 	102.02 
IGD_NNRG,I15,IE	90.7 	90.9 	90.0 	87.5 	89.2 	89.3 	89.5 	89.7 	88.8 	87.4 	88.3 	88.9 
IGD_NNRG,I15,IS	91.74 	91.25 	91.41 	88.60 	90.43 	91.26 	91.24 	91.20 	91.27 	88.72 	89.44 	91.29 
IGD_NNRG,I15,IT	104.0 	104.1 	104.1 	96.8 	95.1 	102.9 	104.2 	104.1 	104.1 	97.2 	94.8 	103.3 
IGD_NNRG,I15,LT	102.97 	102.96 	102.00 	100.67 	100.34 	101.29 	102.27 	102.75 	102.18 	100.17 	99.63 	101.42 
IGD_NNRG,I15,LU	103.05 	103.18 	103.27 	98.74 	103.44 	103.52 	103.65 	103.74 	103.71 	99.72 	103.92 	103.89 
IGD_NNRG,I15,LV	101.68 	101.57 	100.18 	98.47 	98.33 	100.84 	102.42 	102.19 	101.64 	99.03 	99.38 	101.07 
IGD_NNRG,I15,MK	103.33 d	103.69 d	103.58 d	103.27 d	103.33 d	103.69 d	103.59 d	103.82 d	103.72 d	103.48 d	103.35 d	103.46 d
IGD_NNRG,I15,MT	101.57 	102.76 	103.72 	100.57 	101.44 	101.82 	102.70 	102.62 	102.50 	100.90 	99.70 	100.67 
IGD_NNRG,I15,NL	101.73 	102.17 	101.01 	99.00 	100.30 	102.03 	102.87 	102.59 	101.64 	99.66 	99.54 r	101.09 
IGD_NNRG,I15,NO	105.0 	105.4 	105.6 	102.3 	102.8 	104.3 	105.2 	105.5 	105.1 	104.1 	104.2 	105.9 
IGD_NNRG,I15,PL	97.6 	97.5 	97.2 	96.8 	96.8 	97.0 	97.6 	97.7 	97.5 	97.0 	96.8 	97.3 
IGD_NNRG,I15,PT	100.71 	100.88 	100.04 	94.98 	93.95 	99.52 	99.99 	99.83 	99.47 	95.57 	94.23 	98.61 
IGD_NNRG,I15,RO	100.65 	100.87 	100.97 	101.12 	101.26 	101.49 	101.58 	101.67 	101.82 	101.98 	102.02 	102.21 
IGD_NNRG,I15,RS	102.1 d	102.4 d	102.4 d	101.8 d	101.5 d	101.6 d	102.2 d	102.4 d	102.4 d	102.0 d	101.8 d	101.8 d
IGD_NNRG,I15,SE	101.66 	102.29 	102.36 	99.52 	101.25 	101.12 	101.84 	102.10 	100.78 	99.54 	100.53 	102.21 
IGD_NNRG,I15,SI	99.79 	100.57 	99.75 	95.95 	96.95 	98.54 	99.31 	99.74 	99.18 	95.67 	95.59 	98.15 
IGD_NNRG,I15,SK	100.99 	101.11 	101.05 	100.86 	101.54 	101.95 	102.31 	102.46 	102.52 	102.19 	102.04 	102.13 
IGD_NNRG,I15,TR	127.57 d	130.40 d	131.12 d	130.99 d	131.29 d	132.74 d	138.51 d	141.80 d	144.38 d	145.05 d	150.33 d	165.10 d
IGD_NNRG,I15,UK	102.6 	103.2 	103.0 	101.6 	102.6 	103.0 	102.9 	103.2 	102.4 	101.3 	102.3 	: 
IGD_NNRG,MV12R,AT	1.0 	1.1 	1.2 	1.3 	1.4 	1.5 	1.5 	1.5 	1.6 	1.6 	1.6 	1.5 
IGD_NNRG,MV12R,BE	0.8 	0.8 	0.8 	0.9 	0.9 	0.9 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 
IGD_NNRG,MV12R,BG	-1.2 	-1.1 	-1.0 	-0.9 	-0.8 	-0.8 	-0.7 	-0.7 	-0.6 	-0.5 	-0.4 	-0.4 
IGD_NNRG,MV12R,CH	-0.2 	-0.1 	0.2 	0.4 	0.5 	0.5 	0.4 	0.4 	0.3 	0.3 	0.5 	0.5 
IGD_NNRG,MV12R,CY	-1.0 	-1.0 	-1.0 	-1.1 	-1.3 	-1.5 	-1.6 	-1.5 	-1.6 	-1.6 	-1.7 	-1.7 
IGD_NNRG,MV12R,CZ	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 
IGD_NNRG,MV12R,DE	1.3 	1.3 	1.3 	1.3 	1.3 	1.2 	1.2 	1.1 	1.1 	1.0 	0.9 	0.9 
IGD_NNRG,MV12R,DK	-1.3 	-1.4 	-1.4 	-1.5 	-1.5 	-1.6 	-1.6 	-1.6 	-1.6 	-1.5 	-1.5 	-1.6 
IGD_NNRG,MV12R,EA	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 
IGD_NNRG,MV12R,EA18	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 
IGD_NNRG,MV12R,EA19	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 
IGD_NNRG,MV12R,EE	0.1 	0.1 	0.2 	0.3 	0.3 	0.3 	0.3 	0.2 	0.3 	0.3 	0.4 	0.5 
