na_item,s_adj,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
P31_S14_S15,SCA,MIO_EUR_SCA,AT	45326.3 	45736.8 	45938.3 	46433.5 	46776.6 	47266.5 	47449.9 	47875.3 	48465.0 	48758.8 	49409.1 	49927.2 
P31_S14_S15,SCA,MIO_EUR_SCA,BE	52565.0 	52962.0 	53417.0 	54204.0 	54434.0 	54520.0 	55527.0 	55889.0 	56192.0 	56442.0 	56948.0 	57275.0 
P31_S14_S15,SCA,MIO_EUR_SCA,BG	7069.7 	7198.9 	7269.1 	7138.8 	7340.8 	7481.1 	7500.1 	7711.6 	7896.9 	8125.8 	8388.8 p	8605.8 p
P31_S14_S15,SCA,MIO_EUR_SCA,CH	81546.4 	80647.2 	80078.4 	80515.1 	81252.8 	82510.4 	83636.0 	82625.3 	79654.6 	77816.5 	77940.2 	77746.5 
P31_S14_S15,SCA,MIO_EUR_SCA,CY	3084.2 	3116.7 	3093.3 	3131.7 	3209.5 	3264.4 	3288.8 	3306.6 	3352.0 	3383.8 	3403.1 	3487.5 
P31_S14_S15,SCA,MIO_EUR_SCA,CZ	19956.6 	20207.9 	20348.8 	20538.1 	20846.5 	21200.5 	21591.2 	22413.5 	23163.2 	23938.3 	24577.3 	24684.6 
P31_S14_S15,SCA,MIO_EUR_SCA,DE	409743.0 	412240.0 	413987.0 	416047.0 	418721.0 	423602.0 	428831.0 	432672.0 	434601.0 	437660.0 	441594.0 	444482.0 
P31_S14_S15,SCA,MIO_EUR_SCA,DK	32194.3 	32351.0 	32443.8 	32847.3 	32929.3 	33387.4 	33660.2 	33826.5 	33865.5 	34216.1 	34460.9 	34754.0 
P31_S14_S15,SCA,MIO_EUR_SCA,EA	1441350.9 	1448987.4 	1453574.9 	1462320.8 	1469916.1 	1486493.3 	1500419.3 	1510031.8 	1518783.4 	1531072.2 	1543906.1 	1553153.0 
P31_S14_S15,SCA,MIO_EUR_SCA,EA19	1441350.9 	1448987.4 	1453574.9 	1462320.8 	1469916.1 	1486493.3 	1500419.3 	1510031.8 	1518783.4 	1531072.2 	1543906.1 	1553153.0 
P31_S14_S15,SCA,MIO_EUR_SCA,EE	2654.5 	2674.0 	2737.9 	2766.0 	2795.4 	2834.8 	2869.4 	2930.5 	3005.1 	3034.7 	3083.0 	3145.3 
P31_S14_S15,SCA,MIO_EUR_SCA,EL	29735.6 	30745.1 	30309.3 	30287.8 	30521.8 	30739.0 	30968.3 	30842.0 p	30809.2 p	30777.3 p	30964.4 p	31197.5 p
P31_S14_S15,SCA,MIO_EUR_SCA,ES	157633.0 	157821.0 	158667.0 p	159735.0 p	161782.0 p	163397.0 p	165324.0 p	166850.0 p	168226.0 p	170097.0 p	172110.0 p	173201.0 p
P31_S14_S15,SCA,MIO_EUR_SCA,EU28	2092146.3 	2101541.0 	2084589.8 	2091109.4 	2075534.6 	2088649.7 	2118865.5 	2134555.0 	2133397.5 	2156726.0 	2179785.6 	2193760.3 
P31_S14_S15,SCA,MIO_EUR_SCA,FI	29082.0 	29246.0 	29346.0 	29765.0 	29850.0 	30044.0 	30297.0 	30239.0 	30499.0 	30839.0 	30990.0 	31264.0 
P31_S14_S15,SCA,MIO_EUR_SCA,FR	297957.0 	297976.0 	300433.0 	302194.0 	302157.0 	305379.0 	307587.0 	308856.0 	310556.0 	312792.0 	315387.0 	316606.0 
P31_S14_S15,SCA,MIO_EUR_SCA,HR	6475.0 	6460.6 	6490.5 	6620.0 	6701.0 	6782.9 	6922.8 	7002.3 	7079.7 	7072.3 	7259.3 	7398.7 
P31_S14_S15,SCA,MIO_EUR_SCA,HU	13697.5 	13790.4 	13893.3 	13983.3 	14253.4 	14570.0 	14891.8 	15144.8 	15641.5 	15707.2 	16057.9 	16086.1 
P31_S14_S15,SCA,MIO_EUR_SCA,IE	21945.7 	22026.1 	22965.6 	22677.0 	22693.0 	22874.4 	23122.3 	23176.4 	23657.1 	23862.3 	24083.8 	24491.0 
P31_S14_S15,SCA,MIO_EUR_SCA,IT	252898.3 	254356.2 	253882.5 	254501.5 	255812.5 	257629.3 	261199.6 	261686.7 	262269.6 	263477.5 	265675.7 	266113.2 
P31_S14_S15,SCA,MIO_EUR_SCA,LT	5930.3 	5976.5 	6045.4 	6163.3 	6268.4 	6380.0 	6482.1 	6617.1 	6664.0 	6801.3 	6903.2 	7067.0 
P31_S14_S15,SCA,MIO_EUR_SCA,LU	3996.2 	3992.2 	3992.7 	4044.5 	4023.4 	4157.4 	4152.2 	4210.2 	4275.6 	4325.0 	4400.8 	4429.5 
P31_S14_S15,SCA,MIO_EUR_SCA,LV	3694.5 	3676.0 	3714.4 	3735.3 	3768.0 	3847.7 	3928.5 	3989.3 	4078.4 	4141.3 	4207.9 	4277.3 
P31_S14_S15,SCA,MIO_EUR_SCA,MT	1188.7 	1190.1 	1185.8 	1184.6 	1192.9 	1222.3 	1250.6 	1242.6 	1249.9 	1270.9 	1316.7 	1335.0 
P31_S14_S15,SCA,MIO_EUR_SCA,NL	78178.4 	78367.1 	78064.7 p	78512.1 p	79067.6 p	80471.9 p	80477.8 p	81379.2 p	82302.3 p	82808.7 p	84339.7 p	85035.3 p
P31_S14_S15,SCA,MIO_EUR_SCA,NO	37119.5 	36972.3 	36603.8 	37728.6 	37996.4 	39671.3 	40296.6 	39153.1 	39628.0 	39110.9 	39129.2 	40187.1 
P31_S14_S15,SCA,MIO_EUR_SCA,PL	63190.5 	62003.2 	61215.6 	61702.5 	63119.0 	63527.1 	65772.9 	68157.8 	68583.9 	70236.9 	71897.5 	71770.3 
P31_S14_S15,SCA,MIO_EUR_SCA,PT	29596.0 	29633.0 	30092.0 	30211.6 	30543.0 	30942.2 	31296.5 	31221.0 	31663.9 	31977.4 	32247.5 	32397.0 
P31_S14_S15,SCA,MIO_EUR_SCA,RO	25354.1 	25081.7 	25635.9 p	26357.9 p	27240.5 p	26957.9 p	27691.2 p	28423.5 p	30756.6 p	30081.2 p	29489.0 p	30412.6 p
P31_S14_S15,SCA,MIO_EUR_SCA,SE	50339.5 	51622.6 	52041.0 	52449.0 	51798.4 	50923.9 	52880.2 	52408.5 	53578.6 	52900.8 	52554.1 	51309.5 
P31_S14_S15,SCA,MIO_EUR_SCA,SI	5205.7 	5199.3 	5270.5 	5339.1 	5401.1 	5467.9 	5469.9 	5510.6 	5590.4 	5706.2 	5741.1 	5755.3 
P31_S14_S15,SCA,MIO_EUR_SCA,UK	432413.7 	434098.3 	412000.7 	408261.5 	382855.7 	378171.2 	387138.6 	388928.4 	374172.1 	383153.6 	389765.3 	395216.6 
