coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP10,I15,AT	104.20 	104.20 	104.24 	104.36 	104.34 	105.58 	105.68 	105.68 	105.70 	106.07 	106.09 	107.30 
CP10,I15,BE	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 	122.14 
CP10,I15,BG	108.71 	108.71 	108.71 	109.14 	109.04 	109.04 	109.43 	109.43 	109.43 	109.36 	109.36 	111.46 
CP10,I15,CH	102.42 	102.42 	102.42 	102.42 	102.42 	102.42 	102.42 	102.42 	102.42 	102.42 	103.20 	103.10 
CP10,I15,CY	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	101.89 	103.36 
CP10,I15,CZ	104.3 	104.3 	104.3 	104.3 	104.4 	104.4 	104.4 	104.4 	104.5 	104.5 	104.5 	106.6 
CP10,I15,DE	103.0 	103.0 	103.0 	104.2 	104.3 	104.4 	104.6 	104.6 	104.6 	104.6 	99.3 	101.0 
CP10,I15,DK	107.5 	107.5 	107.5 	108.0 	108.0 	108.0 	108.0 	108.0 	108.0 	108.0 	109.3 	109.3 
CP10,I15,EA	99.29 	99.31 	99.32 	99.69 	99.70 	99.79 	99.86 	99.88 	99.89 	99.89 	98.34 	99.10 
CP10,I15,EA18	99.25 	99.27 	99.28 	99.65 	99.66 	99.75 	99.82 	99.83 	99.84 	99.85 	98.29 	99.04 
CP10,I15,EA19	99.29 	99.31 	99.32 	99.69 	99.70 	99.79 	99.86 	99.88 	99.89 	99.89 	98.34 	99.10 
CP10,I15,EE	90.84 	90.84 	90.93 	92.52 	92.41 	92.41 	92.41 	93.75 	95.59 	95.59 	95.59 	97.32 
CP10,I15,EL	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.92 	98.23 
CP10,I15,ES	102.02 	102.04 	102.06 	102.06 	102.07 	102.07 	102.08 	102.08 	102.08 	102.12 	102.13 	102.49 
CP10,I15,EU	102.85 	102.88 	102.90 	103.15 	103.17 	103.22 	103.28 	103.31 	103.31 	103.32 	102.39 r	103.33 
CP10,I15,EU28	102.85 	102.88 	102.90 	103.15 	103.17 	103.22 	103.28 	103.31 	103.31 	103.32 	102.39 r	103.33 
CP10,I15,FI	105.07 	105.07 	105.07 	105.09 	105.09 	105.09 	105.21 	105.21 	105.21 	105.21 	105.21 	106.26 
CP10,I15,FR	105.39 	105.59 	105.61 	105.50 	105.49 	105.50 	105.52 	105.53 	105.58 	105.58 	105.72 	107.53 
CP10,I15,HR	100.91 	100.95 	101.03 	100.94 	100.88 	100.87 	100.91 	100.91 	100.91 	100.63 	100.60 	100.61 
CP10,I15,HU	102.90 	103.24 	103.29 	103.56 	103.69 	103.56 	103.57 	104.03 	104.13 	104.12 	104.56 	104.77 
CP10,I15,IE	106.1 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 	106.3 
CP10,I15,IS	106.54 	106.54 	106.54 	107.51 	107.51 	107.51 	107.51 	107.51 	107.51 	107.51 	107.38 	107.09 
CP10,I15,IT	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	83.8 	84.4 
CP10,I15,LT	107.48 	107.48 	107.48 	107.94 	107.97 	108.09 	108.52 	108.94 	108.85 	108.85 	108.85 	110.96 
CP10,I15,LU	104.75 	105.35 	105.35 	105.35 	105.35 	105.35 	105.35 	105.35 	105.35 	105.35 	105.35 	114.93 
CP10,I15,LV	104.29 	104.29 	104.20 	102.53 	102.89 	102.92 	102.92 	102.93 	102.81 	102.84 	102.93 	105.74 
CP10,I15,MK	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	100.01 d	99.56 d
CP10,I15,MT	112.53 	109.51 	109.51 	109.51 	109.51 	109.51 	110.01 	110.01 	110.01 	110.01 	110.01 	110.01 
CP10,I15,NL	103.01 	102.99 	102.99 	103.17 	103.17 	103.17 	103.17 	103.32 	103.32 	103.32 	103.32 	100.06 
CP10,I15,NO	111.5 	111.5 	111.5 	113.3 	113.3 	113.3 	113.3 	113.3 	113.3 	113.3 	113.3 	118.8 
