stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
BAL_RT,TOTAL,EXT_EA19,TVAL_SA,EA19	23637.0 	17525.4 	20182.3 	22765.2 	19378.8 	17985.4 	19138.1 	17834.7 	16665.5 	16648.5 	12586.5 	16573.2 
BAL_RT,TOTAL,EXT_EU28,TVAL_SA,EU28	2651.7 	-751.0 	2756.7 	4730.7 	-1906.7 	488.1 	4332.4 	-892.0 	-862.2 	672.5 	-4938.0 	-2101.4 
