coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP03,I15,AT	110.46 	111.26 	109.77 	95.25 	94.37 	106.82 	108.12 	107.24 	104.93 	90.30 	88.39 r	107.78 
CP03,I15,BE	104.99 	105.20 	105.16 	84.65 	105.10 	105.24 	105.60 	105.70 	105.60 	81.55 	105.39 	105.50 
CP03,I15,BG	101.11 	101.27 	100.76 	97.69 	95.47 	95.17 	99.62 	100.24 	99.49 	96.90 	93.71 	93.64 
CP03,I15,CH	118.70 	117.81 	119.17 	106.11 	112.35 	118.11 	119.05 	119.34 	116.02 	105.76 	111.54 	116.27 
CP03,I15,CY	103.82 	105.43 	105.50 	84.08 	90.53 	97.62 	103.00 	105.92 	106.04 	87.63 	87.64 	97.22 
CP03,I15,CZ	104.5 	104.4 	103.3 	100.0 	99.2 	100.1 	103.5 	103.0 	102.2 	99.5 	98.5 	100.2 
CP03,I15,DE	105.7 	105.0 	103.2 	96.8 	99.0 	104.4 	105.0 	104.3 	101.7 	95.7 	98.6 	105.5 
CP03,I15,DK	100.1 	100.0 	98.3 	89.5 	93.5 	99.3 	101.4 	100.3 	96.4 	90.1 	92.6 	97.8 
CP03,I15,EA	106.45 	106.81 	105.83 	90.66 	90.40 	103.99 	106.88 	106.96 	105.75 	91.09 	91.23 r	104.41 
CP03,I15,EA18	106.44 	106.80 	105.83 	90.62 	90.37 	104.01 	106.89 	106.96 	105.76 	91.06 	91.21 r	104.42 
CP03,I15,EA19	106.45 	106.81 	105.83 	90.66 	90.40 	103.99 	106.88 	106.96 	105.75 	91.09 	91.23 r	104.41 
CP03,I15,EE	109.12 	108.48 	108.51 	101.68 	104.33 	105.92 	107.07 	108.17 	104.95 	98.11 	103.00 	108.93 
CP03,I15,EL	108.97 	98.20 	107.01 	81.26 	77.12 	98.15 	108.69 	96.41 	106.18 	80.08 	76.73 	106.41 
CP03,I15,ES	107.91 	112.61 	109.50 	86.03 	83.98 	105.06 	113.68 	116.50 	114.34 	91.45 	89.20 	101.47 
CP03,I15,EU	105.43 	105.94 	104.97 	93.14 	93.30 	103.08 	105.42 	105.51 	104.04 	92.80 	93.41 r	103.54 
CP03,I15,EU28	105.43 	105.94 	104.97 	93.14 	93.30 	103.08 	105.42 	105.51 	104.04 	92.80 	93.41 r	103.54 
CP03,I15,FI	100.23 	100.71 	98.55 	93.59 	95.86 	99.62 	99.63 	99.40 	96.24 	92.33 	95.60 	97.32 
CP03,I15,FR	104.07 	104.33 	105.14 	93.00 	91.62 	102.88 	103.68 	104.60 	104.88 	90.77 	96.26 	104.05 
CP03,I15,HR	110.93 	111.58 	105.04 	90.69 	90.14 	102.49 	106.54 	106.37 	101.70 	86.98 	85.35 	99.24 
CP03,I15,HU	102.23 	103.30 	103.07 	100.02 	98.33 	99.96 	102.89 	103.55 	103.33 	100.78 	98.77 	100.95 
CP03,I15,IE	93.7 	95.6 	93.8 	86.1 	91.8 	93.3 	93.7 	94.0 	91.6 	86.5 	91.2 	93.9 
CP03,I15,IS	93.08 	89.83 	91.06 	80.98 	85.54 	89.47 	90.32 	89.50 	90.71 	79.61 	82.57 	90.14 
CP03,I15,IT	110.4 	110.2 	110.2 	87.1 	81.9 	106.4 	110.3 	110.3 	110.1 	89.1 	81.3 	108.2 
CP03,I15,LT	108.43 	108.84 	106.32 	98.54 	97.28 	101.47 	105.01 	106.76 	104.41 	96.15 	94.84 	102.71 
CP03,I15,LU	105.16 	105.43 	105.41 	88.97 	105.47 	105.70 	105.77 	105.86 	105.67 	90.79 	105.88 	105.72 
CP03,I15,LV	102.33 	101.83 	98.67 	89.39 	89.74 	98.89 	107.16 	106.18 	103.11 	93.53 	94.15 	99.83 
CP03,I15,MK	100.99 d	101.51 d	100.92 d	99.63 d	99.58 d	100.16 d	100.25 d	100.92 d	101.03 d	100.69 d	100.50 d	100.39 d
CP03,I15,MT	94.96 	101.35 	105.51 	85.60 	89.48 	93.65 	98.18 	100.82 	100.60 	91.63 	85.33 	89.08 
CP03,I15,NL	102.28 	103.38 	98.98 	89.69 	93.53 	100.63 	104.87 	104.65 	99.93 	92.20 	91.57 r	98.34 
CP03,I15,NO	107.2 	108.4 	107.0 	93.9 	92.5 	99.6 	101.6 	103.6 	101.8 	94.8 	98.1 	103.3 
CP03,I15,PL	92.1 	91.9 	90.7 	87.2 	86.0 	87.9 	90.4 	90.1 	88.8 	85.8 	84.4 	86.3 
CP03,I15,PT	103.20 	103.28 	101.06 	83.31 	79.55 	99.79 	101.05 	101.07 	99.73 	86.61 	81.75 	97.33 
CP03,I15,RO	104.39 	104.72 	104.93 	104.92 	105.06 	105.33 	105.52 	105.77 	105.93 	105.96 	106.00 	106.41 
