unit,sector,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,S13,GD,FR	683523.0 	751340.0 	794088.0 	829352.0 	847555.0 	870626.0 	897446.0 	956794.0 	1050356.0 	1123615.0 	1189919.0 	1194106.0 	1252867.0 	1370326.0 	1607985.0 	1701124.0 	1807959.0 	1892503.0 	1977697.0 	2039848.1 	2101221.2 	2188348.6 	2257764.9 
MIO_NAC,S13,GD,HR	: 	: 	: 	: 	: 	63983.1 	70835.5 	77412.4 	88522.8 	100897.7 	111028.6 	113670.3 	120044.4 	135489.0 	159895.4 	188617.0 	212828.1 	229740.0 	266622.9 	278369.7 	284206.2 	281741.9 	283317.7 
MIO_NAC,S13,GD,HU	4900605.0 	5072071.0 	5480415.0 	6285528.0 	6988670.0 	7377569.0 	8007848.0 	9656989.0 	11078541.0 	12389858.0 	13643767.0 	15635158.0 	16813307.0 	19465604.0 	20569410.0 	21847404.0 	22780457.0 	22556631.0 	23334879.0 	24975014.0 	26336529.0 	26912197.0 	28095477.0 
MIO_NAC,S13,GD,IE	43060.7 	42063.9 	42735.4 	41352.7 	43212.9 	39096.3 	40538.4 	41538.4 	43564.4 	44055.8 	44379.0 	43692.4 	47147.8 	79621.0 	104685.5 	144229.9 	189728.8 	210022.3 	215337.8 	203355.4 	201624.1 	200677.8 	201289.9 
MIO_NAC,S13,GD,IT	1151539.0 	1213535.2 	1239878.5 	1258222.6 	1285054.1 	1302548.0 	1360285.4 	1371679.2 	1397460.4 	1449656.6 	1518639.7 	1588072.3 	1606203.2 	1671400.8 	1770229.7 	1851816.9 	1908003.8 	1990129.7 	2070253.8 	2137322.0 	2173402.7 	2219581.2 	2263479.2 
MIO_NAC,S13,GD,LT	894.5 	1351.5 	1802.2 	2153.7 	2885.6 	3139.9 	3249.8 	3365.4 	3394.7 	3404.5 	3701.9 	4151.9 	4609.7 	4762.1 	7528.5 	10150.4 	11629.2 	13264.1 	13550.6 	14827.1 	15939.5 	15515.4 	16614.1 
MIO_NAC,S13,GD,LU	1520.0 	1580.9 	1624.9 	1624.8 	1627.4 	1672.2 	1736.6 	1768.3 	1817.9 	2051.9 	2217.1 	2630.1 	2868.2 	5684.6 	5815.7 	7951.0 	8074.5 	9699.7 	11009.6 	11330.5 	11446.9 	11024.4 	12697.1 
MIO_NAC,S13,GD,LV	563.6 	620.1 	574.3 	542.7 	757.0 	829.2 	1032.5 	1093.4 	1311.4 	1550.8 	1552.0 	1634.5 	1817.9 	4426.8 	6738.7 	8401.5 	8662.8 	9020.0 	8892.7 	9668.5 	8953.3 	10091.6 	10806.8 
MIO_NAC,S13,GD,MT	1044.9 	1236.0 	1582.2 	1841.5 	2361.1 	2519.2 	2781.0 	2851.6 	3285.6 	3489.8 	3606.4 	3472.9 	3584.6 	3837.0 	4152.7 	4452.1 	4796.6 	4855.1 	5226.6 	5390.0 	5585.5 	5734.9 	5670.6 
MIO_NAC,S13,GD,NL	240962.0 	245950.0 	242791.0 	247173.0 	245746.0 	235427.0 	238329.0 	244564.0 	256381.0 	266230.0 	274420.0 	264268.0 	266215.0 	354022.0 	354795.0 	378789.0 	401269.0 	432428.0 	446944.0 	455706.0 	446058.0 	438418.0 	419778.0 
MIO_NAC,S13,GD,PL	163971.0 	182860.0 	220697.0 	232934.0 	262437.0 	272317.0 	291181.0 	338665.0 	394100.0 	420282.0 	459985.0 	502261.0 	524400.0 	595380.0 	678328.0 	767844.0 	847708.0 	875260.0 	922755.0 	867345.0 	923206.0 	1009216.0 	1005688.0 
MIO_NAC,S13,GD,PT	51913.1 	56149.2 	56484.8 	57727.9 	61074.6 	64640.5 	72554.2 	80133.6 	85726.1 	94454.1 	106919.5 	115002.2 	120088.5 	128191.4 	146691.3 	173062.5 	196231.4 	212556.0 	219714.8 	226040.5 	231512.6 	240962.6 	242804.5 
MIO_NAC,S13,GD,RO	503.2 	1209.7 	3840.2 	6217.5 	11974.5 	18185.6 	30368.5 	37795.0 	42431.7 	46356.8 	45625.7 	42583.4 	50954.4 	66814.7 	116225.3 	157410.4 	191035.3 	219761.5 	238882.3 	262195.3 	269151.3 	285553.1 	301158.5 
MIO_NAC,S13,GD,SE	1309923.0 	1351003.0 	1364248.0 	1417196.0 	1371032.0 	1209595.0 	1296008.0 	1293116.0 	1332063.0 	1371971.0 	1429434.0 	1363126.0 	1294142.0 	1279954.0 	1361160.0 	1360305.0 	1384883.0 	1403632.0 	1535220.0 	1791624.0 	1856324.0 	1857761.0 	1869507.0 
MIO_NAC,S13,GD,SI	1926.4 	2619.1 	3052.1 	3489.5 	4084.5 	4886.3 	5511.6 	6442.4 	6856.3 	7429.1 	7682.8 	8204.4 	8025.1 	8274.5 	12527.1 	13907.4 	17203.6 	19404.0 	25504.9 	30219.9 	32087.4 	31753.4 	31859.1 
MIO_NAC,S13,GD,SK	4266.3 	6695.3 	8052.4 	9028.7 	13440.2 	15681.7 	16565.6 	15986.4 	17219.5 	18735.3 	17201.2 	17430.5 	18979.8 	19493.7 	23236.8 	27842.3 	30846.9 	37925.7 	40600.0 	40725.0 	41295.0 	42053.2 	43229.8 
MIO_NAC,S13,GD,UK	378245.0 	400253.0 	411845.0 	408217.0 	410732.0 	403133.0 	387617.0 	406983.0 	445516.0 	506689.0 	552591.0 	596771.0 	643457.0 	784963.0 	979797.0 	1194338.0 	1328779.0 	1424798.0 	1499789.0 	1604788.0 	1665979.0 	1731392.0 	1786069.0 
MIO_NAC,S13,GD_F2,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	451.0 	576.0 	659.0 	736.0 	786.0 	865.0 	960.0 	9476.0 	7602.0 	7022.3 	4581.0 	3314.0 	4388.0 	5415.0 	5580.0 	1594.0 
MIO_NAC,S13,GD_F2,BE	521.6 	543.2 	569.6 	575.1 	598.0 	597.2 	479.7 	549.3 	686.8 	784.5 	893.7 	1009.0 	1115.7 	1176.4 	1279.3 	1393.0 	1476.5 	1447.3 	1394.9 	1348.4 	1379.9 	1396.8 	1423.7 
MIO_NAC,S13,GD_F2,CY	615.1 	567.7 	618.2 	630.5 	645.2 	1000.2 	920.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	73.9 	82.4 	92.3 	96.9 	97.0 	99.6 	104.3 	111.6 	118.6 	128.6 
MIO_NAC,S13,GD_F2,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	7163.0 	24416.0 	10961.0 	12216.0 	10119.0 	7871.0 	8752.0 	9650.0 	9639.0 	8515.0 	3312.0 	8406.0 	6835.0 	9961.0 	5364.0 	8502.0 	5911.0 
MIO_NAC,S13,GD_F2,DE	9503.0 	10922.6 	7523.7 	10287.4 	9432.9 	10939.5 	10127.3 	7244.1 	6851.2 	5284.3 	5402.1 	7410.4 	6674.6 	12466.3 	9980.6 	10889.8 	10429.2 	9742.1 	10592.4 	12149.5 	14303.3 	15844.8 	14650.6 
MIO_NAC,S13,GD_F2,DK	: 	: 	: 	: 	: 	9085.0 	9991.0 	11067.0 	11253.0 	11593.0 	12316.0 	13088.0 	13297.0 	14182.0 	14506.0 	14780.0 	14934.0 	15107.0 	15022.0 	23167.0 	24181.0 	24050.0 	19958.0 
MIO_NAC,S13,GD_F2,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.1 	30.9 	35.0 	37.8 	41.4 	45.1 	49.1 
MIO_NAC,S13,GD_F2,EL	250.0 	256.0 	273.0 	374.0 	544.0 	497.0 	603.0 	1260.0 	1149.0 	1315.0 	1378.0 	1085.0 	751.0 	844.0 	1663.0 	1203.0 	1106.0 	1055.0 	1088.0 	6374.0 	5546.0 	5987.0 	5950.0 
MIO_NAC,S13,GD_F2,ES	2338.0 	2436.0 	2333.0 	2503.0 	2643.0 	2595.0 	2522.0 	2134.0 	2307.0 	2543.0 	2798.0 	3064.0 	3307.0 	3420.0 	3468.0 	3584.0 	3685.0 	3681.0 	3696.0 	3847.0 	4056.0 	4247.0 	4462.0 
MIO_NAC,S13,GD_F2,FI	229.7 	242.0 	251.3 	227.1 	240.7 	251.9 	210.0 	236.0 	264.0 	298.0 	354.0 	387.0 	417.0 	444.0 	704.0 	661.0 	767.0 	555.0 	614.0 	752.0 	831.0 	874.0 	908.0 
MIO_NAC,S13,GD_F2,FR	42647.0 	43493.0 	40264.0 	42791.0 	45522.0 	37040.0 	31206.0 	22972.0 	16803.0 	15567.0 	16027.0 	21893.0 	24120.0 	28319.0 	25966.0 	28036.0 	36008.0 	40792.0 	39280.0 	37994.5 	39095.2 	36890.5 	37421.0 
MIO_NAC,S13,GD_F2,HR	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,S13,GD_F2,HU	460.0 	5900.0 	22600.0 	19611.0 	19462.0 	23064.0 	36286.0 	37331.0 	18938.0 	43495.0 	33082.0 	24663.0 	36761.0 	43062.0 	16626.0 	23689.0 	23358.0 	34249.0 	58156.0 	51938.0 	134945.0 	125802.0 	91934.0 
MIO_NAC,S13,GD_F2,IE	6451.4 	7140.1 	7516.4 	8031.5 	8118.6 	8060.6 	7830.8 	7735.4 	7913.2 	8075.4 	8319.8 	8072.9 	7675.7 	8844.8 	10308.3 	13711.2 	58390.1 	62099.1 	31356.0 	20917.9 	20713.2 	21315.0 	21596.8 
MIO_NAC,S13,GD_F2,IT	84635.9 	90638.4 	93466.7 	97609.3 	110505.1 	115774.3 	138853.7 	150205.8 	112321.4 	128808.9 	149558.4 	157026.3 	143046.6 	147284.4 	155785.8 	156875.8 	153255.5 	160257.1 	158480.5 	173215.2 	178270.4 	173376.4 	173335.2 
MIO_NAC,S13,GD_F2,LT	0.0 	0.0 	0.0 	0.0 	15.2 	37.8 	50.3 	138.1 	178.8 	94.9 	67.9 	0.0 	0.0 	0.0 	1.9 	4.8 	7.6 	194.0 	246.1 	304.9 	533.4 	541.4 	420.6 
MIO_NAC,S13,GD_F2,LU	39.9 	31.0 	37.8 	47.5 	35.8 	31.2 	95.1 	110.0 	81.8 	104.3 	124.1 	167.9 	186.3 	201.9 	218.9 	232.2 	246.0 	261.6 	273.8 	260.1 	271.6 	281.0 	289.8 
MIO_NAC,S13,GD_F2,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	15.8 	43.6 	43.3 	35.4 	25.4 	185.6 	228.7 	441.4 	497.1 	334.8 	233.1 	302.7 	210.5 	268.7 	313.5 
MIO_NAC,S13,GD_F2,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.3 	31.2 	37.2 	41.0 	45.8 	50.4 	55.3 	60.4 	68.5 	72.8 	177.8 
MIO_NAC,S13,GD_F2,NL	2068.0 	1860.0 	1766.0 	2131.0 	2185.0 	2655.0 	3072.0 	1833.0 	1920.0 	1265.0 	3021.0 	2672.0 	2707.0 	2564.0 	1689.0 	1369.0 	1675.0 	1078.0 	1162.0 	972.0 	1820.0 	3813.0 	2036.0 
MIO_NAC,S13,GD_F2,PL	: 	: 	: 	: 	: 	199.0 	64.0 	33.0 	50.0 	41.0 	6.0 	4.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	391.0 	4242.0 	4084.0 	4277.0 
MIO_NAC,S13,GD_F2,PT	6746.3 	7432.5 	7998.8 	8036.4 	8395.8 	9338.7 	10096.4 	10902.6 	11186.3 	10916.5 	11177.3 	12968.1 	13546.2 	12363.7 	11879.4 	11702.5 	10143.0 	9388.1 	10490.4 	14921.9 	18646.7 	22536.1 	25187.8 
MIO_NAC,S13,GD_F2,RO	0.0 	0.0 	0.0 	0.0 	0.0 	471.9 	641.4 	794.8 	1272.1 	1334.4 	2930.4 	4015.7 	4699.6 	3065.5 	2357.9 	4677.1 	6397.6 	4987.2 	4222.3 	6754.7 	8752.7 	8408.5 	7411.1 
MIO_NAC,S13,GD_F2,SE	49865.0 	63738.0 	63848.0 	50749.0 	78509.0 	33061.0 	54755.0 	50491.0 	59202.0 	68837.0 	62941.0 	43615.0 	43071.0 	62826.0 	54450.0 	56596.0 	66651.0 	72440.0 	52244.0 	54359.0 	45401.0 	67881.0 	61904.0 
MIO_NAC,S13,GD_F2,SI	1.4 	1.7 	2.0 	2.3 	2.6 	3.3 	4.1 	5.7 	7.8 	11.6 	14.5 	55.0 	225.5 	140.9 	144.9 	145.3 	157.0 	148.1 	170.3 	162.4 	161.5 	165.7 	171.8 
MIO_NAC,S13,GD_F2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	69.0 	116.9 	107.5 	83.5 	71.1 	100.8 	93.2 	109.9 	105.4 	420.8 	308.3 	200.6 
MIO_NAC,S13,GD_F2,UK	67857.0 	74956.0 	75481.0 	74831.0 	74114.0 	77425.0 	75030.0 	77118.0 	79709.0 	82397.0 	86888.0 	92054.0 	99866.0 	119754.0 	127775.0 	126831.0 	134875.0 	132740.0 	125614.0 	143833.0 	154736.0 	172617.0 	188328.0 
MIO_NAC,S13,GD_F3,AT	80109.7 	84029.0 	84677.3 	93169.8 	104881.1 	109821.2 	118038.9 	123681.5 	127663.8 	130948.2 	139349.5 	145919.4 	151380.8 	170258.0 	186955.2 	200129.2 	207657.4 	214318.9 	217369.9 	227186.5 	236975.5 	245368.0 	242586.5 
MIO_NAC,S13,GD_F3,BE	229257.5 	235514.0 	240579.2 	241987.9 	241981.7 	244384.6 	249316.6 	250258.6 	244066.9 	246786.2 	249913.6 	250960.5 	253418.3 	279148.6 	295409.4 	307583.6 	325100.0 	335748.1 	341042.3 	345853.6 	354508.5 	367329.6 	373050.4 
MIO_NAC,S13,GD_F3,BG	: 	: 	11765.4 	10693.1 	11764.1 	12274.4 	12954.9 	11288.4 	10006.8 	8856.8 	7035.4 	6921.2 	6413.6 	6002.7 	5865.2 	6845.7 	7391.7 	8953.2 	8453.2 	13880.8 	17317.0 	20971.2 	19125.7 
MIO_NAC,S13,GD_F3,CY	2317.4 	2706.7 	3244.7 	3762.2 	4117.6 	4184.0 	4972.8 	4929.6 	5724.7 	6402.1 	6721.6 	6721.7 	6564.7 	5125.7 	6661.3 	7485.2 	8866.8 	9184.5 	7576.8 	6678.8 	5893.2 	6309.5 	6590.6 
MIO_NAC,S13,GD_F3,CZ	132968.0 	147841.0 	160466.0 	196515.0 	232191.0 	275497.0 	355151.0 	427873.0 	541487.0 	642880.0 	710353.0 	799292.0 	888900.0 	967082.0 	1125054.0 	1280259.0 	1408153.0 	1603476.0 	1639111.0 	1622964.0 	1648330.0 	1593074.0 	1602348.0 
MIO_NAC,S13,GD_F3,DE	587220.7 	622724.4 	659518.1 	687777.1 	732642.6 	761381.3 	783705.6 	849899.5 	921737.6 	990931.3 	1060807.9 	1113989.9 	1144781.1 	1185836.9 	1303061.2 	1396194.6 	1462255.9 	1548351.0 	1556534.8 	1574112.3 	1564774.8 	1554092.9 	1533480.1 
MIO_NAC,S13,GD_F3,DK	: 	: 	: 	: 	: 	593119.0 	582256.0 	587871.0 	567694.0 	560004.0 	478562.0 	406663.0 	339615.0 	456087.0 	543014.0 	612641.0 	687513.0 	683213.0 	672319.0 	689560.0 	616215.0 	587259.0 	590428.0 
MIO_NAC,S13,GD_F3,EE	50.0 	61.1 	82.7 	78.5 	64.0 	53.6 	43.7 	128.8 	116.9 	141.9 	135.0 	190.2 	122.1 	170.8 	238.6 	239.8 	252.5 	246.3 	278.4 	270.7 	227.9 	220.5 	264.2 
MIO_NAC,S13,GD_F3,EL	58848.0 	72756.0 	81439.0 	92381.0 	98981.0 	107750.0 	115137.0 	125282.0 	136866.0 	155706.0 	172451.0 	184156.0 	201108.0 	225449.0 	262773.0 	262555.0 	251622.0 	93432.0 	79194.0 	69466.0 	61084.0 	57163.0 	54944.0 
MIO_NAC,S13,GD_F3,ES	216717.0 	248850.0 	270578.0 	285286.0 	302662.0 	314607.0 	318532.0 	323779.0 	321441.0 	320460.0 	323784.0 	321797.0 	313618.0 	356381.0 	472678.0 	534226.0 	610699.0 	669887.0 	761110.0 	821689.0 	873570.0 	919609.0 	970527.0 
MIO_NAC,S13,GD_F3,FI	48404.1 	50713.9 	52278.5 	49929.1 	49854.6 	51239.3 	51861.9 	51499.0 	53231.0 	56285.0 	54105.0 	54883.0 	51767.0 	50474.0 	61309.0 	72830.0 	76465.0 	82960.0 	88640.0 	95418.0 	102071.0 	104656.0 	106611.0 
MIO_NAC,S13,GD_F3,FR	448625.0 	515289.0 	560598.0 	607428.0 	628957.0 	661050.0 	701104.0 	766416.0 	850757.0 	921769.0 	983427.0 	978782.0 	1019758.0 	1132917.0 	1353898.0 	1429057.0 	1536727.0 	1582198.0 	1653450.0 	1705535.4 	1762334.5 	1863983.8 	1938539.4 
MIO_NAC,S13,GD_F3,HR	: 	: 	: 	: 	: 	44403.8 	53156.4 	54750.6 	61114.5 	70299.4 	73788.5 	75047.7 	75411.5 	77529.5 	90146.3 	105349.3 	113912.9 	126704.8 	155025.4 	167716.2 	175734.3 	179872.0 	194033.6 
MIO_NAC,S13,GD_F3,HU	1708346.0 	2499053.0 	2651536.0 	3306034.0 	4473679.0 	5107730.0 	6062645.0 	7460026.0 	9307565.0 	10799339.0 	12085981.0 	13663955.0 	14955654.0 	15750305.0 	15032831.0 	15711907.0 	16232981.0 	17302248.0 	19070632.0 	21304344.0 	22204069.0 	23225407.0 	24849533.0 
MIO_NAC,S13,GD_F3,IE	27070.6 	28329.2 	29106.7 	27828.6 	31180.2 	27695.9 	29747.6 	31544.1 	33994.2 	34236.4 	34085.2 	33603.4 	37386.3 	67983.4 	91535.1 	96380.9 	94030.5 	87326.3 	112665.0 	119078.0 	125766.3 	124151.1 	130680.7 
MIO_NAC,S13,GD_F3,IT	986167.9 	1043933.3 	1062530.0 	1083283.6 	1091504.0 	1111070.1 	1144148.1 	1147415.1 	1169643.4 	1208993.8 	1246606.4 	1286079.5 	1317988.8 	1383791.0 	1469993.9 	1548466.3 	1604156.5 	1654160.9 	1734488.5 	1792282.5 	1822218.0 	1872367.3 	1911564.1 
MIO_NAC,S13,GD_F3,LT	265.5 	445.2 	765.6 	813.6 	1244.0 	1654.3 	1853.3 	2188.6 	2370.0 	2664.8 	3109.7 	3757.6 	4250.7 	4134.8 	6287.4 	8259.0 	9464.9 	10598.4 	10534.1 	11725.8 	12530.0 	12277.8 	13880.5 
MIO_NAC,S13,GD_F3,LU	663.8 	821.3 	887.5 	888.7 	848.1 	809.9 	733.9 	642.0 	405.1 	382.8 	254.5 	75.4 	0.7 	2000.6 	2000.6 	4000.6 	4000.6 	5000.6 	6050.6 	6250.6 	6250.6 	6250.6 	8250.6 
MIO_NAC,S13,GD_F3,LV	206.3 	261.1 	255.7 	206.5 	404.2 	489.4 	689.1 	762.8 	907.6 	1176.7 	1156.7 	1131.6 	1058.8 	2513.4 	1822.2 	1850.7 	2157.7 	3837.6 	3858.6 	5495.3 	6075.8 	7352.9 	7693.7 
MIO_NAC,S13,GD_F3,MT	809.1 	1022.9 	1352.5 	1609.3 	1832.5 	1958.5 	2232.5 	2325.1 	2654.0 	2924.8 	3053.7 	2983.8 	3100.8 	3311.7 	3681.3 	3970.1 	4290.7 	4459.5 	4794.0 	4942.3 	5144.2 	5338.0 	5154.0 
MIO_NAC,S13,GD_F3,NL	150430.0 	160691.0 	165877.0 	174870.0 	183404.0 	178741.0 	181821.0 	190082.0 	204399.0 	216317.0 	221992.0 	213425.0 	211139.0 	285927.0 	272381.0 	296840.0 	312263.0 	333943.0 	349900.0 	359601.0 	349940.0 	342936.0 	333912.0 
MIO_NAC,S13,GD_F3,PL	: 	: 	: 	: 	: 	139484.0 	180909.0 	223968.0 	276347.0 	321646.0 	385226.0 	433373.0 	464203.0 	527766.0 	585919.0 	653281.0 	704377.0 	725334.0 	759550.0 	677898.0 	716694.0 	801294.0 	801197.0 
MIO_NAC,S13,GD_F3,PT	41064.1 	44425.0 	44144.5 	44904.9 	47202.8 	49022.0 	54327.6 	59119.1 	62274.8 	67573.0 	80004.2 	86079.7 	89133.9 	99292.7 	115205.0 	135040.9 	123931.9 	116891.1 	114284.2 	111476.4 	121722.6 	132856.2 	142260.4 
MIO_NAC,S13,GD_F3,RO	103.2 	433.3 	1781.5 	3057.9 	5824.0 	7375.4 	12436.3 	16319.7 	16948.2 	18273.0 	14176.7 	12076.4 	18129.3 	28410.1 	60204.9 	82286.8 	106511.9 	135671.2 	155905.3 	181107.5 	191607.2 	211568.6 	234343.0 
MIO_NAC,S13,GD_F3,SE	1178372.0 	1200403.0 	1181015.0 	1254474.0 	1178290.0 	1042568.0 	1082151.0 	1084952.0 	1129183.0 	1146766.0 	1196628.0 	1114081.0 	1010106.0 	971046.0 	1001375.0 	1035410.0 	995466.0 	1019643.0 	1144447.0 	1295268.0 	1376923.0 	1313816.0 	1259814.0 
MIO_NAC,S13,GD_F3,SI	1346.4 	1948.6 	2301.3 	2562.6 	3118.9 	3773.7 	4348.8 	5316.6 	5793.8 	6402.2 	6528.0 	7186.0 	6979.9 	7310.1 	11345.9 	12152.4 	15146.6 	16271.8 	22010.4 	26340.7 	27330.2 	26653.3 	27671.6 
MIO_NAC,S13,GD_F3,SK	2520.7 	3853.0 	4520.4 	5893.2 	6487.9 	7396.7 	11810.0 	11789.5 	13176.0 	14522.5 	13791.1 	14519.2 	16136.9 	16643.3 	20395.4 	24936.4 	27052.2 	32799.3 	34349.3 	35178.7 	35200.8 	35886.6 	37055.9 
MIO_NAC,S13,GD_F3,UK	286708.0 	300616.0 	314418.0 	312135.0 	305977.0 	294255.0 	286911.0 	300244.0 	333355.0 	380676.0 	418497.0 	458729.0 	496510.0 	608535.0 	823109.0 	1039072.0 	1163026.0 	1262224.0 	1344278.0 	1430874.0 	1476678.0 	1524805.0 	1556415.0 
MIO_NAC,S13,GD_F4,AT	40550.2 	40572.6 	35149.8 	32215.1 	31067.9 	31424.3 	29115.3 	27163.4 	24448.3 	26378.2 	34318.0 	33564.6 	32428.7 	30591.9 	33583.4 	36965.6 	41004.1 	42140.9 	42545.6 	48426.5 	49520.1 	44897.2 	45485.3 
MIO_NAC,S13,GD_F4,BE	46478.1 	40295.7 	37261.2 	34599.3 	36859.0 	35888.6 	36173.7 	37219.7 	41034.2 	40759.7 	44097.2 	45458.1 	45465.5 	47298.1 	50479.2 	55103.9 	62360.6 	67096.8 	71295.7 	83171.3 	81652.4 	81664.0 	79519.4 
MIO_NAC,S13,GD_F4,BG	: 	: 	6548.8 	7155.4 	7104.5 	7597.9 	7033.1 	6088.4 	5886.1 	5863.6 	5462.7 	4268.0 	3946.1 	3478.1 	4126.4 	4607.6 	4898.9 	4747.1 	5524.8 	8842.7 	5900.0 	6890.8 	6782.1 
MIO_NAC,S13,GD_F4,CY	833.2 	738.2 	668.9 	650.9 	666.1 	721.0 	651.2 	2258.3 	2475.5 	2572.2 	2681.2 	2760.0 	2897.2 	3459.0 	3395.3 	3376.2 	4094.2 	6337.0 	11030.0 	12230.7 	13159.2 	13081.1 	12094.9 
MIO_NAC,S13,GD_F4,CZ	83677.0 	63936.0 	79875.0 	104461.0 	109892.0 	129921.0 	223301.0 	242844.0 	242899.0 	218664.0 	189837.0 	165990.0 	157032.0 	160087.0 	184371.0 	191391.0 	195027.0 	193547.0 	194466.0 	186173.0 	182561.0 	153307.0 	141273.0 
MIO_NAC,S13,GD_F4,DE	443463.6 	476794.2 	487421.0 	501219.2 	496492.5 	473464.2 	464916.0 	455303.0 	471672.1 	474370.5 	475189.9 	469934.1 	448560.5 	470731.9 	472642.5 	681631.4 	652651.9 	644771.0 	621000.9 	603306.7 	580667.9 	573966.5 	544650.5 
